source_row,paper_country_code,country,iso3,population_source_location,year,population_1_july_persons,original_population_thousands,variant,source_dataset,source_reference,source_locator,transformation_rule,provenance_class
73582,JAM,Jamaica,JAM,Jamaica,1962,1696932,1696.932,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73582,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73583,JAM,Jamaica,JAM,Jamaica,1963,1721099,1721.099,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73583,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73584,JAM,Jamaica,JAM,Jamaica,1964,1745568,1745.568,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73584,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73585,JAM,Jamaica,JAM,Jamaica,1965,1769192,1769.192,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73585,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73586,JAM,Jamaica,JAM,Jamaica,1966,1791475,1791.475,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73586,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73587,JAM,Jamaica,JAM,Jamaica,1967,1812865,1812.865,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73587,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73588,JAM,Jamaica,JAM,Jamaica,1968,1833765,1833.765,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73588,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73589,JAM,Jamaica,JAM,Jamaica,1969,1855127,1855.127,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73589,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73590,JAM,Jamaica,JAM,Jamaica,1970,1878196,1878.196,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73590,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73591,JAM,Jamaica,JAM,Jamaica,1971,1903728,1903.728,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73591,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73592,JAM,Jamaica,JAM,Jamaica,1972,1931542,1931.542,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73592,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73593,JAM,Jamaica,JAM,Jamaica,1973,1961219,1961.219,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73593,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73594,JAM,Jamaica,JAM,Jamaica,1974,1990906,1990.906,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73594,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73595,JAM,Jamaica,JAM,Jamaica,1975,2018981,2018.981,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73595,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73596,JAM,Jamaica,JAM,Jamaica,1976,2045578,2045.578,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73596,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73597,JAM,Jamaica,JAM,Jamaica,1977,2070657,2070.657,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73597,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73598,JAM,Jamaica,JAM,Jamaica,1978,2094836,2094.836,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73598,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73599,JAM,Jamaica,JAM,Jamaica,1979,2119486,2119.486,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73599,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73600,JAM,Jamaica,JAM,Jamaica,1980,2145658,2145.658,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73600,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73601,JAM,Jamaica,JAM,Jamaica,1981,2173818,2173.818,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73601,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73602,JAM,Jamaica,JAM,Jamaica,1982,2203888,2203.888,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73602,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73603,JAM,Jamaica,JAM,Jamaica,1983,2234832,2234.832,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73603,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73604,JAM,Jamaica,JAM,Jamaica,1984,2264562,2264.562,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73604,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73605,JAM,Jamaica,JAM,Jamaica,1985,2290656,2290.656,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73605,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73606,JAM,Jamaica,JAM,Jamaica,1986,2312125,2312.125,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73606,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73607,JAM,Jamaica,JAM,Jamaica,1987,2329813,2329.813,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73607,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73608,JAM,Jamaica,JAM,Jamaica,1988,2345777,2345.777,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73608,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73609,JAM,Jamaica,JAM,Jamaica,1989,2361916,2361.916,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73609,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73610,JAM,Jamaica,JAM,Jamaica,1990,2379877,2379.877,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73610,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73611,JAM,Jamaica,JAM,Jamaica,1991,2400868,2400.868,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73611,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73612,JAM,Jamaica,JAM,Jamaica,1992,2424701,2424.701,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73612,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73613,JAM,Jamaica,JAM,Jamaica,1993,2449916,2449.916,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73613,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73614,JAM,Jamaica,JAM,Jamaica,1994,2475220,2475.22,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73614,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73615,JAM,Jamaica,JAM,Jamaica,1995,2500151,2500.151,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73615,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73616,JAM,Jamaica,JAM,Jamaica,1996,2524462,2524.462,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73616,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73617,JAM,Jamaica,JAM,Jamaica,1997,2547848,2547.848,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73617,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73618,JAM,Jamaica,JAM,Jamaica,1998,2569736,2569.736,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73618,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73619,JAM,Jamaica,JAM,Jamaica,1999,2589795,2589.795,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73619,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73620,JAM,Jamaica,JAM,Jamaica,2000,2607826,2607.826,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73620,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73621,JAM,Jamaica,JAM,Jamaica,2001,2624403,2624.403,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73621,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73622,JAM,Jamaica,JAM,Jamaica,2002,2640572,2640.572,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73622,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73623,JAM,Jamaica,JAM,Jamaica,2003,2656623,2656.623,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73623,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73624,JAM,Jamaica,JAM,Jamaica,2004,2672225,2672.225,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73624,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73625,JAM,Jamaica,JAM,Jamaica,2005,2687066,2687.066,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73625,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73626,JAM,Jamaica,JAM,Jamaica,2006,2700968,2700.968,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73626,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73627,JAM,Jamaica,JAM,Jamaica,2007,2713800,2713.8,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73627,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73628,JAM,Jamaica,JAM,Jamaica,2008,2725634,2725.634,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73628,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73629,JAM,Jamaica,JAM,Jamaica,2009,2736995,2736.995,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73629,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73630,JAM,Jamaica,JAM,Jamaica,2010,2748568,2748.568,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73630,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73631,JAM,Jamaica,JAM,Jamaica,2011,2760494,2760.494,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73631,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73632,JAM,Jamaica,JAM,Jamaica,2012,2772430,2772.43,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73632,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73633,JAM,Jamaica,JAM,Jamaica,2013,2783687,2783.687,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73633,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73634,JAM,Jamaica,JAM,Jamaica,2014,2793749,2793.749,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73634,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73635,JAM,Jamaica,JAM,Jamaica,2015,2802534,2802.534,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73635,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73636,JAM,Jamaica,JAM,Jamaica,2016,2809915,2809.915,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73636,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73637,JAM,Jamaica,JAM,Jamaica,2017,2815764,2815.764,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73637,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73874,MST,Montserrat,MSR,Montserrat,1950,12944,12.944,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73874,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73875,MST,Montserrat,MSR,Montserrat,1951,12845,12.845,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73875,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73876,MST,Montserrat,MSR,Montserrat,1952,12755,12.755,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73876,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73877,MST,Montserrat,MSR,Montserrat,1953,12656,12.656,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73877,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73878,MST,Montserrat,MSR,Montserrat,1954,12561,12.561,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73878,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73879,MST,Montserrat,MSR,Montserrat,1955,12482,12.482,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73879,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73880,MST,Montserrat,MSR,Montserrat,1956,12390,12.39,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73880,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73881,MST,Montserrat,MSR,Montserrat,1957,12299,12.299,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73881,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73882,MST,Montserrat,MSR,Montserrat,1958,12206,12.206,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73882,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73883,MST,Montserrat,MSR,Montserrat,1959,12111,12.111,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73883,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73884,MST,Montserrat,MSR,Montserrat,1960,12034,12.034,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73884,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73885,MST,Montserrat,MSR,Montserrat,1961,11963,11.963,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73885,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73886,MST,Montserrat,MSR,Montserrat,1962,11884,11.884,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73886,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73887,MST,Montserrat,MSR,Montserrat,1963,11804,11.804,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73887,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73888,MST,Montserrat,MSR,Montserrat,1964,11725,11.725,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73888,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73889,MST,Montserrat,MSR,Montserrat,1965,11646,11.646,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73889,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73890,MST,Montserrat,MSR,Montserrat,1966,11572,11.572,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73890,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73891,MST,Montserrat,MSR,Montserrat,1967,11502,11.502,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73891,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73892,MST,Montserrat,MSR,Montserrat,1968,11439,11.439,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73892,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73893,MST,Montserrat,MSR,Montserrat,1969,11372,11.372,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73893,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73894,MST,Montserrat,MSR,Montserrat,1970,11332,11.332,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73894,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73895,MST,Montserrat,MSR,Montserrat,1971,11338,11.338,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73895,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73896,MST,Montserrat,MSR,Montserrat,1972,11350,11.35,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73896,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73897,MST,Montserrat,MSR,Montserrat,1973,11366,11.366,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73897,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73898,MST,Montserrat,MSR,Montserrat,1974,11389,11.389,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73898,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73899,MST,Montserrat,MSR,Montserrat,1975,11408,11.408,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73899,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73900,MST,Montserrat,MSR,Montserrat,1976,11422,11.422,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73900,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73901,MST,Montserrat,MSR,Montserrat,1977,11434,11.434,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73901,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73902,MST,Montserrat,MSR,Montserrat,1978,11437,11.437,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73902,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73903,MST,Montserrat,MSR,Montserrat,1979,11409,11.409,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73903,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73904,MST,Montserrat,MSR,Montserrat,1980,11339,11.339,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73904,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73905,MST,Montserrat,MSR,Montserrat,1981,11253,11.253,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73905,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73906,MST,Montserrat,MSR,Montserrat,1982,11182,11.182,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73906,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73907,MST,Montserrat,MSR,Montserrat,1983,11120,11.12,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73907,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73908,MST,Montserrat,MSR,Montserrat,1984,11056,11.056,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73908,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73909,MST,Montserrat,MSR,Montserrat,1985,10995,10.995,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73909,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73910,MST,Montserrat,MSR,Montserrat,1986,10944,10.944,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73910,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73911,MST,Montserrat,MSR,Montserrat,1987,10895,10.895,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73911,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73912,MST,Montserrat,MSR,Montserrat,1988,10846,10.846,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73912,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73913,MST,Montserrat,MSR,Montserrat,1989,10777,10.777,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73913,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73914,MST,Montserrat,MSR,Montserrat,1990,10677,10.677,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73914,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73915,MST,Montserrat,MSR,Montserrat,1991,10437,10.437,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73915,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73916,MST,Montserrat,MSR,Montserrat,1992,9987,9.987,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73916,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73917,MST,Montserrat,MSR,Montserrat,1993,9432,9.432,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73917,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73918,MST,Montserrat,MSR,Montserrat,1994,8844,8.844,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73918,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73919,MST,Montserrat,MSR,Montserrat,1995,8235,8.235,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73919,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73920,MST,Montserrat,MSR,Montserrat,1996,7604,7.604,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73920,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73921,MST,Montserrat,MSR,Montserrat,1997,6958,6.958,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73921,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73922,MST,Montserrat,MSR,Montserrat,1998,6302,6.302,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73922,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73923,MST,Montserrat,MSR,Montserrat,1999,5658,5.658,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73923,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73924,MST,Montserrat,MSR,Montserrat,2000,5029,5.029,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73924,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73925,MST,Montserrat,MSR,Montserrat,2001,4590,4.59,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73925,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73926,MST,Montserrat,MSR,Montserrat,2002,4476,4.476,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73926,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
73927,MST,Montserrat,MSR,Montserrat,2003,4490,4.49,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:73927,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
