source_row,paper_country_code,country,iso3,population_source_location,year,population_1_july_persons,original_population_thousands,variant,source_dataset,source_reference,source_locator,transformation_rule,provenance_class
71962,BRB,Barbados,BRB,Barbados,2014,278348,278.348,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:71962,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
71963,BRB,Barbados,BRB,Barbados,2015,278990,278.99,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:71963,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
71964,BRB,Barbados,BRB,Barbados,2016,279598,279.598,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:71964,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
71965,BRB,Barbados,BRB,Barbados,2017,280171,280.171,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:71965,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72202,BVI,British Virgin Islands,VGB,British Virgin Islands,1950,7372,7.372,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72202,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72203,BVI,British Virgin Islands,VGB,British Virgin Islands,1951,7393,7.393,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72203,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72204,BVI,British Virgin Islands,VGB,British Virgin Islands,1952,7380,7.38,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72204,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72205,BVI,British Virgin Islands,VGB,British Virgin Islands,1953,7391,7.391,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72205,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72206,BVI,British Virgin Islands,VGB,British Virgin Islands,1954,7445,7.445,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72206,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72207,BVI,British Virgin Islands,VGB,British Virgin Islands,1955,7495,7.495,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72207,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72208,BVI,British Virgin Islands,VGB,British Virgin Islands,1956,7535,7.535,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72208,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72209,BVI,British Virgin Islands,VGB,British Virgin Islands,1957,7591,7.591,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72209,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72210,BVI,British Virgin Islands,VGB,British Virgin Islands,1958,7684,7.684,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72210,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72211,BVI,British Virgin Islands,VGB,British Virgin Islands,1959,7814,7.814,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72211,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72212,BVI,British Virgin Islands,VGB,British Virgin Islands,1960,7950,7.95,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72212,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72213,BVI,British Virgin Islands,VGB,British Virgin Islands,1961,8034,8.034,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72213,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72214,BVI,British Virgin Islands,VGB,British Virgin Islands,1962,8070,8.07,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72214,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72215,BVI,British Virgin Islands,VGB,British Virgin Islands,1963,8114,8.114,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72215,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72216,BVI,British Virgin Islands,VGB,British Virgin Islands,1964,8168,8.168,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72216,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72217,BVI,British Virgin Islands,VGB,British Virgin Islands,1965,8257,8.257,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72217,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72218,BVI,British Virgin Islands,VGB,British Virgin Islands,1966,8413,8.413,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72218,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72219,BVI,British Virgin Islands,VGB,British Virgin Islands,1967,8646,8.646,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72219,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72220,BVI,British Virgin Islands,VGB,British Virgin Islands,1968,9000,9,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72220,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72221,BVI,British Virgin Islands,VGB,British Virgin Islands,1969,9533,9.533,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72221,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72222,BVI,British Virgin Islands,VGB,British Virgin Islands,1970,9933,9.933,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72222,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72223,BVI,British Virgin Islands,VGB,British Virgin Islands,1971,10095,10.095,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72223,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72224,BVI,British Virgin Islands,VGB,British Virgin Islands,1972,10235,10.235,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72224,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72225,BVI,British Virgin Islands,VGB,British Virgin Islands,1973,10367,10.367,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72225,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72226,BVI,British Virgin Islands,VGB,British Virgin Islands,1974,10494,10.494,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72226,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72227,BVI,British Virgin Islands,VGB,British Virgin Islands,1975,10606,10.606,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72227,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72228,BVI,British Virgin Islands,VGB,British Virgin Islands,1976,10709,10.709,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72228,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72229,BVI,British Virgin Islands,VGB,British Virgin Islands,1977,10800,10.8,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72229,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72230,BVI,British Virgin Islands,VGB,British Virgin Islands,1978,10886,10.886,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72230,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72231,BVI,British Virgin Islands,VGB,British Virgin Islands,1979,10965,10.965,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72231,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72232,BVI,British Virgin Islands,VGB,British Virgin Islands,1980,11130,11.13,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72232,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72233,BVI,British Virgin Islands,VGB,British Virgin Islands,1981,11479,11.479,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72233,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72234,BVI,British Virgin Islands,VGB,British Virgin Islands,1982,11921,11.921,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72234,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72235,BVI,British Virgin Islands,VGB,British Virgin Islands,1983,12370,12.37,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72235,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72236,BVI,British Virgin Islands,VGB,British Virgin Islands,1984,12820,12.82,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72236,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72237,BVI,British Virgin Islands,VGB,British Virgin Islands,1985,13269,13.269,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72237,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72238,BVI,British Virgin Islands,VGB,British Virgin Islands,1986,13726,13.726,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72238,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72239,BVI,British Virgin Islands,VGB,British Virgin Islands,1987,14194,14.194,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72239,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72240,BVI,British Virgin Islands,VGB,British Virgin Islands,1988,14680,14.68,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72240,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72241,BVI,British Virgin Islands,VGB,British Virgin Islands,1989,15180,15.18,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72241,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72242,BVI,British Virgin Islands,VGB,British Virgin Islands,1990,15704,15.704,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72242,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72243,BVI,British Virgin Islands,VGB,British Virgin Islands,1991,16187,16.187,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72243,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72244,BVI,British Virgin Islands,VGB,British Virgin Islands,1992,16593,16.593,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72244,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72245,BVI,British Virgin Islands,VGB,British Virgin Islands,1993,16990,16.99,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72245,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72246,BVI,British Virgin Islands,VGB,British Virgin Islands,1994,17406,17.406,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72246,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72247,BVI,British Virgin Islands,VGB,British Virgin Islands,1995,17840,17.84,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72247,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72248,BVI,British Virgin Islands,VGB,British Virgin Islands,1996,18286,18.286,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72248,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72249,BVI,British Virgin Islands,VGB,British Virgin Islands,1997,18756,18.756,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72249,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72250,BVI,British Virgin Islands,VGB,British Virgin Islands,1998,19238,19.238,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72250,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72251,BVI,British Virgin Islands,VGB,British Virgin Islands,1999,19730,19.73,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72251,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72252,BVI,British Virgin Islands,VGB,British Virgin Islands,2000,20241,20.241,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72252,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72253,BVI,British Virgin Islands,VGB,British Virgin Islands,2001,20796,20.796,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72253,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72254,BVI,British Virgin Islands,VGB,British Virgin Islands,2002,21430,21.43,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72254,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72255,BVI,British Virgin Islands,VGB,British Virgin Islands,2003,22134,22.134,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72255,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72256,BVI,British Virgin Islands,VGB,British Virgin Islands,2004,22881,22.881,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72256,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72257,BVI,British Virgin Islands,VGB,British Virgin Islands,2005,23665,23.665,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72257,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72258,BVI,British Virgin Islands,VGB,British Virgin Islands,2006,24493,24.493,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72258,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72259,BVI,British Virgin Islands,VGB,British Virgin Islands,2007,25366,25.366,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72259,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72260,BVI,British Virgin Islands,VGB,British Virgin Islands,2008,26288,26.288,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72260,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72261,BVI,British Virgin Islands,VGB,British Virgin Islands,2009,27218,27.218,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72261,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72262,BVI,British Virgin Islands,VGB,British Virgin Islands,2010,27676,27.676,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72262,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72263,BVI,British Virgin Islands,VGB,British Virgin Islands,2011,28710,28.71,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72263,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72264,BVI,British Virgin Islands,VGB,British Virgin Islands,2012,30345,30.345,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72264,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72265,BVI,British Virgin Islands,VGB,British Virgin Islands,2013,31703,31.703,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72265,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72266,BVI,British Virgin Islands,VGB,British Virgin Islands,2014,32962,32.962,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72266,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72267,BVI,British Virgin Islands,VGB,British Virgin Islands,2015,34498,34.498,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72267,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72268,BVI,British Virgin Islands,VGB,British Virgin Islands,2016,33878,33.878,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72268,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72269,BVI,British Virgin Islands,VGB,British Virgin Islands,2017,32699,32.699,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72269,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72354,CYM,Cayman Islands,CYM,Cayman Islands,1950,7002,7.002,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72354,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72355,CYM,Cayman Islands,CYM,Cayman Islands,1951,7133,7.133,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72355,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72356,CYM,Cayman Islands,CYM,Cayman Islands,1952,7258,7.258,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72356,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72357,CYM,Cayman Islands,CYM,Cayman Islands,1953,7408,7.408,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72357,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72358,CYM,Cayman Islands,CYM,Cayman Islands,1954,7554,7.554,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72358,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72359,CYM,Cayman Islands,CYM,Cayman Islands,1955,7694,7.694,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72359,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72360,CYM,Cayman Islands,CYM,Cayman Islands,1956,7840,7.84,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72360,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72361,CYM,Cayman Islands,CYM,Cayman Islands,1957,7989,7.989,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72361,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72362,CYM,Cayman Islands,CYM,Cayman Islands,1958,8130,8.13,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72362,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72363,CYM,Cayman Islands,CYM,Cayman Islands,1959,8269,8.269,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72363,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72364,CYM,Cayman Islands,CYM,Cayman Islands,1960,8428,8.428,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72364,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72365,CYM,Cayman Islands,CYM,Cayman Islands,1961,8601,8.601,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72365,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72366,CYM,Cayman Islands,CYM,Cayman Islands,1962,8781,8.781,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72366,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72367,CYM,Cayman Islands,CYM,Cayman Islands,1963,8970,8.97,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72367,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72368,CYM,Cayman Islands,CYM,Cayman Islands,1964,9166,9.166,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72368,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72369,CYM,Cayman Islands,CYM,Cayman Islands,1965,9361,9.361,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72369,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72370,CYM,Cayman Islands,CYM,Cayman Islands,1966,9560,9.56,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72370,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72371,CYM,Cayman Islands,CYM,Cayman Islands,1967,9769,9.769,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72371,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72372,CYM,Cayman Islands,CYM,Cayman Islands,1968,9971,9.971,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72372,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72373,CYM,Cayman Islands,CYM,Cayman Islands,1969,10166,10.166,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72373,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72374,CYM,Cayman Islands,CYM,Cayman Islands,1970,10517,10.517,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72374,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72375,CYM,Cayman Islands,CYM,Cayman Islands,1971,11098,11.098,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72375,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72376,CYM,Cayman Islands,CYM,Cayman Islands,1972,11764,11.764,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72376,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72377,CYM,Cayman Islands,CYM,Cayman Islands,1973,12438,12.438,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72377,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72378,CYM,Cayman Islands,CYM,Cayman Islands,1974,13114,13.114,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72378,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72379,CYM,Cayman Islands,CYM,Cayman Islands,1975,13788,13.788,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72379,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72380,CYM,Cayman Islands,CYM,Cayman Islands,1976,14454,14.454,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72380,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72381,CYM,Cayman Islands,CYM,Cayman Islands,1977,15105,15.105,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72381,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72382,CYM,Cayman Islands,CYM,Cayman Islands,1978,15727,15.727,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72382,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72383,CYM,Cayman Islands,CYM,Cayman Islands,1979,16351,16.351,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72383,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72384,CYM,Cayman Islands,CYM,Cayman Islands,1980,17079,17.079,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72384,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72385,CYM,Cayman Islands,CYM,Cayman Islands,1981,17905,17.905,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72385,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72386,CYM,Cayman Islands,CYM,Cayman Islands,1982,18750,18.75,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72386,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72387,CYM,Cayman Islands,CYM,Cayman Islands,1983,19598,19.598,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72387,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
72388,CYM,Cayman Islands,CYM,Cayman Islands,1984,20454,20.454,Medium,UN_WPP_2024,UN_WPP_2024_MEDIUM_DEMOGRAPHIC_INDICATORS,row:72388,TPopulation1July (thousands) multiplied by 1000 and rounded to nearest person,DERIVED
