chn_evidence_id,paper_country_code,affected_country,affected_country_code,chn_site_code,chn_site_name,event_date,storm_name,wind_mph,chn_original_category,closest_point_of_approach_miles,hurdat_storm_id,match_status,candidate_hurdat_ids,hurdat_original_category,category_conflict_flag,adopted_category,adoption_rule,source_dataset,source_reference,source_locator,source_url,source_sha256,proximity_rule,provenance_class
CHN-MYGF-20040905-073,BHS,Bahamas,BHS,MYGF,"Grand Bahama, Bahamas",2004-09-05,FRANCES,109,H2,17,AL062004,CONFIRMED_EXACT_NAME_DATE,AL062004,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:73,https://www.stormcarib.com/climatology/MYGF_all_isl.htm,bed943601f7b8b4abf8928ddff5a230c17a686f62686be63c5a65313eb38b868,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYGF-20040925-074,BHS,Bahamas,BHS,MYGF,"Grand Bahama, Bahamas",2004-09-25,JEANNE,121,H3,29,AL112004,CONFIRMED_EXACT_NAME_DATE,AL112004,H3,NO,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:74,https://www.stormcarib.com/climatology/MYGF_all_isl.htm,bed943601f7b8b4abf8928ddff5a230c17a686f62686be63c5a65313eb38b868,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYGF-20050825-075,BHS,Bahamas,BHS,MYGF,"Grand Bahama, Bahamas",2005-08-25,KATRINA,69,TS,27,AL122005,CONFIRMED_EXACT_NAME_DATE,AL122005,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:75,https://www.stormcarib.com/climatology/MYGF_all_isl.htm,bed943601f7b8b4abf8928ddff5a230c17a686f62686be63c5a65313eb38b868,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYGF-20100930-076,BHS,Bahamas,BHS,MYGF,"Grand Bahama, Bahamas",2010-09-30,NICOLE,46,TS,7,AL162010,CONFIRMED_EXACT_NAME_DATE,AL162010,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:76,https://www.stormcarib.com/climatology/MYGF_all_isl.htm,bed943601f7b8b4abf8928ddff5a230c17a686f62686be63c5a65313eb38b868,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYGF-20110718-077,BHS,Bahamas,BHS,MYGF,"Grand Bahama, Bahamas",2011-07-18,BRET,46,TS,57,AL022011,CONFIRMED_EXACT_NAME_DATE,AL022011,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:77,https://www.stormcarib.com/climatology/MYGF_all_isl.htm,bed943601f7b8b4abf8928ddff5a230c17a686f62686be63c5a65313eb38b868,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYGF-20110807-078,BHS,Bahamas,BHS,MYGF,"Grand Bahama, Bahamas",2011-08-07,EMILY,40,TS,32,AL052011,CONFIRMED_EXACT_NAME_DATE,AL052011,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:78,https://www.stormcarib.com/climatology/MYGF_all_isl.htm,bed943601f7b8b4abf8928ddff5a230c17a686f62686be63c5a65313eb38b868,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYGF-20161006-079,BHS,Bahamas,BHS,MYGF,"Grand Bahama, Bahamas",2016-10-06,MATTHEW,138,H4,10,AL142016,CONFIRMED_EXACT_NAME_DATE,AL142016,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYGF_ALL_ISL,MYGF_all_isl.htm:storm_row:79,https://www.stormcarib.com/climatology/MYGF_all_isl.htm,bed943601f7b8b4abf8928ddff5a230c17a686f62686be63c5a65313eb38b868,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19501018-055,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1950-10-18,KING,132,H4,54,AL111950,CONFIRMED_EXACT_NAME_DATE,AL111950,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:55,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19531005-056,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1953-10-05,UNNAMED,40,TS,8,,AMBIGUOUS,AL101953|AL111953,,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:56,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19640827-057,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1964-08-27,CLEO,109,H2,46,AL051964,CONFIRMED_EXACT_NAME_DATE,AL051964,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:57,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19650908-058,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1965-09-08,BETSY,109,H2,42,AL031965,CONFIRMED_EXACT_NAME_DATE,AL031965,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:58,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19661004-059,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1966-10-04,INEZ,86,H1,21,AL091966,CONFIRMED_EXACT_NAME_DATE,AL091966,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:59,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19741006-060,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1974-10-06,UNNAMED,46,TS,3,AL181974,CONFIRMED_EXACT_NAME_DATE,AL181974,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:60,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19790903-061,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1979-09-03,DAVID,98,H2,1,AL091979,CONFIRMED_EXACT_NAME_DATE,AL091979,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:61,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19840927-062,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1984-09-27,ISIDORE,58,TS,12,AL151984,CONFIRMED_EXACT_NAME_DATE,AL151984,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:62,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19871013-063,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1987-10-13,FLOYD,69,TS,10,AL131987,CONFIRMED_EXACT_NAME_DATE,AL131987,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:63,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19911016-064,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1991-10-16,FABIAN,46,TS,1,AL091991,CONFIRMED_EXACT_NAME_DATE,AL091991,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:64,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19920824-065,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1992-08-24,ANDREW,167,H5,23,AL041992,CONFIRMED_EXACT_NAME_DATE,AL041992,H5,NO,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:65,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19950823-066,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1995-08-23,JERRY,40,TS,7,AL111995,CONFIRMED_EXACT_NAME_DATE,AL111995,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:66,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-19990922-067,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",1999-09-22,HARVEY,46,TS,60,AL101999,CONFIRMED_EXACT_NAME_DATE,AL101999,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:67,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-20050825-068,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",2005-08-25,KATRINA,81,H1,32,AL122005,CONFIRMED_EXACT_NAME_DATE,AL122005,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:68,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-20100723-069,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",2010-07-23,BONNIE,40,TS,59,AL032010,CONFIRMED_EXACT_NAME_DATE,AL032010,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:69,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-20100930-070,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",2010-09-30,NICOLE,46,TS,8,AL162010,CONFIRMED_EXACT_NAME_DATE,AL162010,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:70,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYBS-20161006-071,BHS,Bahamas,BHS,MYBS,"Bimini, Bahamas",2016-10-06,MATTHEW,138,H4,51,AL142016,CONFIRMED_EXACT_NAME_DATE,AL142016,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYBS_ALL_ISL,MYBS_all_isl.htm:storm_row:71,https://www.stormcarib.com/climatology/MYBS_all_isl.htm,6cd8edd35ab08867a848f4886f41dd7b88a182c0369bce6d0cdbb31d1a742621,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19521026-046,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1952-10-26,FOX,86,H1,24,AL101952,CONFIRMED_EXACT_NAME_DATE,AL101952,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:46,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19540908-047,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1954-09-08,EDNA,92,H1,18,AL081954,CONFIRMED_EXACT_NAME_DATE,AL081954,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:47,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19541014-048,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1954-10-14,HAZEL,104,H2,33,AL141954,CONFIRMED_EXACT_NAME_DATE,AL141954,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:48,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19560814-049,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1956-08-14,BETSY,121,H3,24,AL031956,CONFIRMED_EXACT_NAME_DATE,AL031956,H3,NO,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:49,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19560912-050,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1956-09-12,ETHEL,40,TS,48,AL061956,CONFIRMED_EXACT_NAME_DATE,AL061956,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:50,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19561101-051,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1956-11-01,GRETA,40,TS,12,AL081956,CONFIRMED_EXACT_NAME_DATE,AL081956,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:51,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19810910-052,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1981-09-10,GERT,81,H1,4,AL151981,CONFIRMED_EXACT_NAME_DATE,AL151981,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:52,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19811106-053,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1981-11-06,KATRINA,52,TS,32,AL211981,CONFIRMED_EXACT_NAME_DATE,AL211981,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:53,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19950801-054,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1995-08-01,ERIN,81,H1,39,AL051995,CONFIRMED_EXACT_NAME_DATE,AL051995,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:54,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19960710-055,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1996-07-10,BERTHA,92,H1,45,AL021996,CONFIRMED_EXACT_NAME_DATE,AL021996,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:55,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19961019-056,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1996-10-19,LILI,115,H3,8,AL121996,CONFIRMED_EXACT_NAME_DATE,AL121996,H3,NO,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:56,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19990826-057,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1999-08-26,DENNIS,81,H1,41,AL051999,CONFIRMED_EXACT_NAME_DATE,AL051999,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:57,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-19990914-058,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",1999-09-14,FLOYD,132,H4,40,AL081999,CONFIRMED_EXACT_NAME_DATE,AL081999,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:58,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-20040902-059,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",2004-09-02,FRANCES,138,H4,2,AL062004,CONFIRMED_EXACT_NAME_DATE,AL062004,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:59,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-20080904-060,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",2008-09-04,HANNA,63,TS,62,AL082008,CONFIRMED_EXACT_NAME_DATE,AL082008,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:60,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-20110825-061,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",2011-08-25,IRENE,109,H2,52,AL092011,CONFIRMED_EXACT_NAME_DATE,AL092011,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:61,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-20121025-062,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",2012-10-25,SANDY,104,H2,64,AL182012,CONFIRMED_EXACT_NAME_DATE,AL182012,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:62,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-20151003-063,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",2015-10-03,JOAQUIN,138,H4,0,AL112015,CONFIRMED_EXACT_NAME_DATE,AL112015,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:63,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYSM-20151109-064,BHS,Bahamas,BHS,MYSM,"San Salvador, Bahamas",2015-11-09,KATE,46,TS,7,AL122015,CONFIRMED_EXACT_NAME_DATE,AL122015,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:64,https://www.stormcarib.com/climatology/MYSM_all_isl.htm,b58ec83c2f3b74e745c26137e3ac9e837c50dde3ea2428bf17484b7742df4fa3,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYNN-19521026-041,BHS,Bahamas,BHS,MYNN,"Nassau, New Providence, Bahamas",1952-10-26,FOX,86,H1,24,AL101952,CONFIRMED_EXACT_NAME_DATE,AL101952,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYNN_ALL_ISL,MYNN_all_isl.htm:storm_row:41,https://www.stormcarib.com/climatology/MYNN_all_isl.htm,a2317eda514184203876dd7aea866bda7fb5b38146c61e0dddc35526283cc711,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYNN-19581007-042,BHS,Bahamas,BHS,MYNN,"Nassau, New Providence, Bahamas",1958-10-07,JANICE,75,H1,16,AL101958,CONFIRMED_EXACT_NAME_DATE,AL101958,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYNN_ALL_ISL,MYNN_all_isl.htm:storm_row:42,https://www.stormcarib.com/climatology/MYNN_all_isl.htm,a2317eda514184203876dd7aea866bda7fb5b38146c61e0dddc35526283cc711,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MYNN-19611018-043,BHS,Bahamas,BHS,MYNN,"Nassau, New Providence, Bahamas",1961-10-18,GERDA,46,TS,36,AL081961,CONFIRMED_EXACT_NAME_DATE,AL081961,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYNN_ALL_ISL,MYNN_all_isl.htm:storm_row:43,https://www.stormcarib.com/climatology/MYNN_all_isl.htm,a2317eda514184203876dd7aea866bda7fb5b38146c61e0dddc35526283cc711,named tropical system passing within 60 nautical miles of CHN location,DIRECT
