chn_evidence_id,paper_country_code,affected_country,affected_country_code,chn_site_code,chn_site_name,event_date,storm_name,wind_mph,chn_original_category,closest_point_of_approach_miles,hurdat_storm_id,match_status,candidate_hurdat_ids,hurdat_original_category,category_conflict_flag,adopted_category,adoption_rule,source_dataset,source_reference,source_locator,source_url,source_sha256,proximity_rule,provenance_class
CHN-TKMN-19980921-054,MST,Montserrat,MSR,TKMN,Montserrat,1998-09-21,GEORGES,115,H3,25,AL071998,CONFIRMED_EXACT_NAME_DATE,AL071998,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:54,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TKMN-19991020-055,MST,Montserrat,MSR,TKMN,Montserrat,1999-10-20,JOSE,92,H1,34,AL141999,CONFIRMED_EXACT_NAME_DATE,AL141999,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:55,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TKMN-19991119-056,MST,Montserrat,MSR,TKMN,Montserrat,1999-11-19,LENNY,69,TS,46,AL161999,CONFIRMED_EXACT_NAME_DATE,AL161999,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:56,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TKMN-20000822-057,MST,Montserrat,MSR,TKMN,Montserrat,2000-08-22,DEBBY,75,H1,60,AL072000,CONFIRMED_EXACT_NAME_DATE,AL072000,H1,NO,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:57,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TKMN-20040914-058,MST,Montserrat,MSR,TKMN,Montserrat,2004-09-14,JEANNE,40,TS,26,AL112004,CONFIRMED_EXACT_NAME_DATE,AL112004,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:58,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TKMN-20090903-059,MST,Montserrat,MSR,TKMN,Montserrat,2009-09-03,ERIKA,46,TS,28,AL062009,CONFIRMED_EXACT_NAME_DATE,AL062009,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:59,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TKMN-20110821-060,MST,Montserrat,MSR,TKMN,Montserrat,2011-08-21,IRENE,52,TS,3,AL092011,CONFIRMED_EXACT_NAME_DATE,AL092011,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:60,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TKMN-20110910-061,MST,Montserrat,MSR,TKMN,Montserrat,2011-09-10,MARIA,52,TS,60,AL142011,CONFIRMED_EXACT_NAME_DATE,AL142011,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:61,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TKMN-20141013-062,MST,Montserrat,MSR,TKMN,Montserrat,2014-10-13,GONZALO,81,H1,36,AL082014,CONFIRMED_EXACT_NAME_DATE,AL082014,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:62,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TKMN-20150827-063,MST,Montserrat,MSR,TKMN,Montserrat,2015-08-27,ERIKA,52,TS,17,AL052015,CONFIRMED_EXACT_NAME_DATE,AL052015,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:63,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TKMN-20170906-064,MST,Montserrat,MSR,TKMN,Montserrat,2017-09-06,IRMA,178,H5,69,AL112017,CONFIRMED_EXACT_NAME_DATE,AL112017,H5,NO,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:64,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-TKMN-20170919-065,MST,Montserrat,MSR,TKMN,Montserrat,2017-09-19,MARIA,161,H5,55,AL152017,CONFIRMED_EXACT_NAME_DATE,AL152017,H5,NO,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TKMN_ALL_ISL,TKMN_all_isl.htm:storm_row:65,https://www.stormcarib.com/climatology/TKMN_all_isl.htm,37613234fa28aa9751b6cc1877010d59b2309f0fb6a7529be61104358b9cd73e,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19520924-043,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1952-09-24,CHARLIE,40,TS,69,AL061952,CONFIRMED_EXACT_NAME_DATE,AL061952,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:43,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19540907-044,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1954-09-07,EDNA,69,TS,41,AL081954,CONFIRMED_EXACT_NAME_DATE,AL081954,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:44,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19541013-045,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1954-10-13,HAZEL,98,H2,65,AL141954,CONFIRMED_EXACT_NAME_DATE,AL141954,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:45,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19560813-046,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1956-08-13,BETSY,115,H3,47,AL031956,CONFIRMED_EXACT_NAME_DATE,AL031956,H3,NO,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:46,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19600907-047,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1960-09-07,DONNA,127,H3,22,AL051960,CONFIRMED_EXACT_NAME_DATE,AL051960,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:47,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19600919-048,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1960-09-19,FLORENCE,46,TS,54,AL071960,CONFIRMED_EXACT_NAME_DATE,AL071960,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:48,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19630928-049,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1963-09-28,EDITH,46,TS,4,AL061963,CONFIRMED_EXACT_NAME_DATE,AL061963,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:49,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19631009-050,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1963-10-09,FLORA,98,H2,53,AL071963,CONFIRMED_EXACT_NAME_DATE,AL071963,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:50,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19810910-051,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1981-09-10,GERT,46,TS,4,AL151981,CONFIRMED_EXACT_NAME_DATE,AL151981,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:51,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19851008-052,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1985-10-08,ISABEL,52,TS,58,AL111985,CONFIRMED_EXACT_NAME_DATE,AL111985,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:52,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19851118-053,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1985-11-18,KATE,92,H1,12,AL131985,CONFIRMED_EXACT_NAME_DATE,AL131985,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:53,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-19870923-054,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",1987-09-23,EMILY,46,TS,44,AL121987,CONFIRMED_EXACT_NAME_DATE,AL121987,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:54,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-20031011-055,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",2003-10-11,MINDY,40,TS,61,AL182003,CONFIRMED_EXACT_NAME_DATE,AL182003,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:55,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-20040902-056,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",2004-09-02,FRANCES,144,H4,50,AL062004,CONFIRMED_EXACT_NAME_DATE,AL062004,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:56,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-20040918-057,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",2004-09-18,JEANNE,52,TS,1,AL112004,CONFIRMED_EXACT_NAME_DATE,AL112004,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:57,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-20050919-058,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",2005-09-19,RITA,52,TS,26,AL182005,CONFIRMED_EXACT_NAME_DATE,AL182005,H5,YES,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:58,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-20080902-059,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",2008-09-02,HANNA,86,H1,2,AL082008,CONFIRMED_EXACT_NAME_DATE,AL082008,H1,NO,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:59,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-20080907-060,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",2008-09-07,IKE,132,H4,50,AL092008,CONFIRMED_EXACT_NAME_DATE,AL092008,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:60,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-20101106-061,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",2010-11-06,TOMAS,69,TS,39,AL212010,CONFIRMED_EXACT_NAME_DATE,AL212010,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:61,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-20110824-062,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",2011-08-24,IRENE,121,H3,35,AL092011,CONFIRMED_EXACT_NAME_DATE,AL092011,H3,NO,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:62,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-20140803-063,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",2014-08-03,BERTHA,52,TS,21,AL032014,CONFIRMED_EXACT_NAME_DATE,AL032014,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:63,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-20140824-064,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",2014-08-24,CRISTOBAL,40,TS,5,AL042014,CONFIRMED_EXACT_NAME_DATE,AL042014,H1,YES,H1,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:64,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBPV-20170908-065,TCA,Turks and Caicos Islands,TCA,MBPV,"Provo, TCI",2017-09-08,IRMA,161,H5,34,AL112017,CONFIRMED_EXACT_NAME_DATE,AL112017,H5,NO,H5,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:65,https://www.stormcarib.com/climatology/MBPV_all_isl.htm,ad285f3025bccdf97336f40f0d10698c51441c1f4bbf0a555470156112b86887,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-19540907-039,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",1954-09-07,EDNA,69,TS,29,AL081954,CONFIRMED_EXACT_NAME_DATE,AL081954,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:39,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-19560813-040,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",1956-08-13,BETSY,115,H3,31,AL031956,CONFIRMED_EXACT_NAME_DATE,AL031956,H3,NO,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:40,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-19600907-041,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",1960-09-07,DONNA,138,H4,41,AL051960,CONFIRMED_EXACT_NAME_DATE,AL051960,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:41,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-19600919-042,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",1960-09-19,FLORENCE,46,TS,40,AL071960,CONFIRMED_EXACT_NAME_DATE,AL071960,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:42,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-19630928-043,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",1963-09-28,EDITH,46,TS,18,AL061963,CONFIRMED_EXACT_NAME_DATE,AL061963,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:43,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-19810909-044,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",1981-09-09,GERT,40,TS,18,AL151981,CONFIRMED_EXACT_NAME_DATE,AL151981,H2,YES,H2,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:44,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-19851008-045,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",1985-10-08,ISABEL,52,TS,7,AL111985,CONFIRMED_EXACT_NAME_DATE,AL111985,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:45,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-19851118-046,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",1985-11-18,KATE,92,H1,4,AL131985,CONFIRMED_EXACT_NAME_DATE,AL131985,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:46,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-19960912-047,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",1996-09-12,HORTENSE,115,H3,53,AL081996,CONFIRMED_EXACT_NAME_DATE,AL081996,H4,YES,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:47,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-20031011-048,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",2003-10-11,MINDY,40,TS,24,AL182003,CONFIRMED_EXACT_NAME_DATE,AL182003,TS_OR_LOWER,NO,TS_OR_LOWER,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:48,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-20040902-049,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",2004-09-02,FRANCES,138,H4,47,AL062004,CONFIRMED_EXACT_NAME_DATE,AL062004,H4,NO,H4,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:49,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
CHN-MBSC-20040918-050,TCA,Turks and Caicos Islands,TCA,MBSC,"South Caicos, TCI",2004-09-18,JEANNE,52,TS,52,AL112004,CONFIRMED_EXACT_NAME_DATE,AL112004,H3,YES,H3,HURDAT category adopted when HURDAT and CHN differ,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:50,https://www.stormcarib.com/climatology/MBSC_all_isl.htm,52f4473c950570c8370c377fe49dc1894e7798fbeffbb06404386364eb55a2e2,named tropical system passing within 60 nautical miles of CHN location,DIRECT
