conflict_id,conflict_type,hurdat_storm_id,country_code,source_a,value_a,source_b,value_b,resolution,status,notes
CATEGORY-CHN-MYSM-19960710-055,HURDAT_CHN_CATEGORY,AL021996,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-MYSM-19990826-057,HURDAT_CHN_CATEGORY,AL051999,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-MYSM-20080904-060,HURDAT_CHN_CATEGORY,AL082008,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-MYSM-20110825-061,HURDAT_CHN_CATEGORY,AL092011,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-MYSM-20121025-062,HURDAT_CHN_CATEGORY,AL182012,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-MYSM-20151109-064,HURDAT_CHN_CATEGORY,AL122015,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-MZAC-19611031-034,HURDAT_CHN_CATEGORY,AL091961,BLZ,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H4,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-MZAC-19710911-035,HURDAT_CHN_CATEGORY,AL131971,BLZ,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-MZAC-19930918-039,HURDAT_CHN_CATEGORY,AL081993,BLZ,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-MZAC-20100626-044,HURDAT_CHN_CATEGORY,AL012010,BLZ,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-MZAC-20100915-045,HURDAT_CHN_CATEGORY,AL132010,BLZ,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-19550914-037,HURDAT_CHN_CATEGORY,AL081955,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-19600904-038,HURDAT_CHN_CATEGORY,AL051960,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-19621001-039,HURDAT_CHN_CATEGORY,AL041962,ATG,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-19650829-041,HURDAT_CHN_CATEGORY,AL031965,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-19660826-042,HURDAT_CHN_CATEGORY,AL061966,ATG,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-19790903-044,HURDAT_CHN_CATEGORY,AL111979,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-19950827-046,HURDAT_CHN_CATEGORY,AL101995,ATG,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-19960708-048,HURDAT_CHN_CATEGORY,AL021996,ATG,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-19980921-049,HURDAT_CHN_CATEGORY,AL071998,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-19991119-051,HURDAT_CHN_CATEGORY,AL161999,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-20100830-055,HURDAT_CHN_CATEGORY,AL072010,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-20110821-057,HURDAT_CHN_CATEGORY,AL092011,ATG,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-20110910-058,HURDAT_CHN_CATEGORY,AL142011,ATG,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TABA-20141013-059,HURDAT_CHN_CATEGORY,AL082014,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-19600904-040,HURDAT_CHN_CATEGORY,AL051960,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-19621001-041,HURDAT_CHN_CATEGORY,AL041962,ATG,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-19650829-043,HURDAT_CHN_CATEGORY,AL031965,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-19660826-044,HURDAT_CHN_CATEGORY,AL061966,ATG,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-19660927-045,HURDAT_CHN_CATEGORY,AL091966,ATG,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-19790903-047,HURDAT_CHN_CATEGORY,AL111979,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-19890917-048,HURDAT_CHN_CATEGORY,AL111989,ATG,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H4,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-19950827-050,HURDAT_CHN_CATEGORY,AL101995,ATG,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-19960708-052,HURDAT_CHN_CATEGORY,AL021996,ATG,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-19980921-053,HURDAT_CHN_CATEGORY,AL071998,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-19991119-055,HURDAT_CHN_CATEGORY,AL161999,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-20040914-057,HURDAT_CHN_CATEGORY,AL112004,ATG,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-20100830-059,HURDAT_CHN_CATEGORY,AL072010,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-20110821-060,HURDAT_CHN_CATEGORY,AL092011,ATG,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-20110910-061,HURDAT_CHN_CATEGORY,AL142011,ATG,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TAPA-20141013-062,HURDAT_CHN_CATEGORY,AL082014,ATG,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-19550922-035,HURDAT_CHN_CATEGORY,AL101955,BRB,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-19580830-036,HURDAT_CHN_CATEGORY,AL051958,BRB,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-19600710-037,HURDAT_CHN_CATEGORY,AL021960,BRB,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-19741001-041,HURDAT_CHN_CATEGORY,AL171974,BRB,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-19780810-042,HURDAT_CHN_CATEGORY,AL061978,BRB,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-19800804-043,HURDAT_CHN_CATEGORY,AL041980,BRB,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-19870921-045,HURDAT_CHN_CATEGORY,AL121987,BRB,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-19881014-046,HURDAT_CHN_CATEGORY,AL111988,BRB,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-19950914-048,HURDAT_CHN_CATEGORY,AL151995,BRB,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-20020923-051,HURDAT_CHN_CATEGORY,AL132002,BRB,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-20030707-052,HURDAT_CHN_CATEGORY,AL042003,BRB,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-20070901-053,HURDAT_CHN_CATEGORY,AL062007,BRB,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-20101030-054,HURDAT_CHN_CATEGORY,AL212010,BRB,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-20120803-055,HURDAT_CHN_CATEGORY,AL052012,BRB,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-20160928-057,HURDAT_CHN_CATEGORY,AL142016,BRB,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TBPB-20170818-058,HURDAT_CHN_CATEGORY,AL092017,BRB,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19510815-040,HURDAT_CHN_CATEGORY,AL041951,DMA,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19560811-041,HURDAT_CHN_CATEGORY,AL031956,DMA,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19580830-042,HURDAT_CHN_CATEGORY,AL051958,DMA,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19611001-044,HURDAT_CHN_CATEGORY,AL071961,DMA,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19640822-046,HURDAT_CHN_CATEGORY,AL051964,DMA,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19660927-047,HURDAT_CHN_CATEGORY,AL091966,DMA,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19790829-049,HURDAT_CHN_CATEGORY,AL091979,DMA,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H4,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19810908-050,HURDAT_CHN_CATEGORY,AL151981,DMA,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19880910-051,HURDAT_CHN_CATEGORY,AL081988,DMA,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19890917-052,HURDAT_CHN_CATEGORY,AL111989,DMA,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H4,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19950826-054,HURDAT_CHN_CATEGORY,AL101995,DMA,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19950915-055,HURDAT_CHN_CATEGORY,AL151995,DMA,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-19960908-056,HURDAT_CHN_CATEGORY,AL081996,DMA,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-20110821-059,HURDAT_CHN_CATEGORY,AL092011,DMA,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-20120822-060,HURDAT_CHN_CATEGORY,AL092012,DMA,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-20140802-061,HURDAT_CHN_CATEGORY,AL032014,DMA,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TDPD-20150824-062,HURDAT_CHN_CATEGORY,AL042015,DMA,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TGPY-19541006-022,HURDAT_CHN_CATEGORY,AL141954,GRD,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TGPY-19550923-023,HURDAT_CHN_CATEGORY,AL101955,GRD,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TGPY-19610720-024,HURDAT_CHN_CATEGORY,AL011961,GRD,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TGPY-19631001-025,HURDAT_CHN_CATEGORY,AL071963,GRD,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TGPY-19780811-026,HURDAT_CHN_CATEGORY,AL061978,GRD,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TGPY-19881014-028,HURDAT_CHN_CATEGORY,AL111988,GRD,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TGPY-20001001-030,HURDAT_CHN_CATEGORY,AL142000,GRD,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TGPY-20020924-031,HURDAT_CHN_CATEGORY,AL132002,GRD,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TGPY-20040908-033,HURDAT_CHN_CATEGORY,AL092004,GRD,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H4,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TGPY-20050714-034,HURDAT_CHN_CATEGORY,AL052005,GRD,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TGPY-20070901-035,HURDAT_CHN_CATEGORY,AL062007,GRD,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TKMN-19560811-040,HURDAT_CHN_CATEGORY,AL031956,MSR,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
CATEGORY-CHN-TKMN-19611001-041,HURDAT_CHN_CATEGORY,AL071961,MSR,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,Original values remain in normalized/evidence tables.
