min,Q25,median,mean,Q75,P90,P95,max,geometric_mean,A1_faster,A0_faster,ties,tie_rule
0.7522698627947465,0.9950375983731358,1.0206905485583775,1.0016562616749807,1.0377020965435895,1.057176282035236,1.077620608503749,1.2785828867393503,0.9984696191885087,142,58,0,STRICT_WALL_CLOCK_ORDER_NO_POST_HOC_TIE_BAND
