scope,reliability_level,metric,N,mean,median,Q10,Q25,Q50,Q75,Q90,min,max
Water,R2,incremental_reliability_cost_ratio,8,0.13351402172031845,0.13853198043095558,0.0667329757816171,0.09544433128238547,0.13853198043095558,0.17002033738604228,0.19440855151604514,0.053675345125170665,0.2100694016911055
Water,R2,phi,8,0.3233982408645584,0.30192761141572655,0.2099290848266159,0.24238242118494066,0.30192761141572655,0.4229425563943531,0.4546537854039351,0.1655676063338428,0.4830449275964272
Water,R2,psi,8,1.0893313780838003,1.1226935247514431,0.7886232837609067,1.0026902039560701,1.1226935247514431,1.2568355583464772,1.2884673981457881,0.7152924127532321,1.354441486974277
Water,R2,rho_F_severity_score,8,0.42215956193736637,0.4460772696433667,0.3480080334434219,0.37946548313021267,0.4460772696433667,0.47545438799711576,0.4763281680526839,0.3066494777275164,0.4775558995370729
Water,R2,F_quantity,8,12093299.899122935,12007770.93485986,11179331.227623958,11302943.13031926,12007770.93485986,12292409.860810056,13059599.156698007,11050017.40816722,14409950.081864683
Water,R2,F_exposure,8,5129103.722284159,5030643.566697562,3918523.258268807,4532854.326814899,5030643.566697562,5842658.168478731,6209734.1250613,3631910.168884292,6856283.031623523
Water,R2,budget_usage,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vaccine,R0,A_R1,158,2.323055100398281,1.6929219201121453,0.520566688429772,0.9366217319711101,1.6929219201121453,2.8933964443587317,4.659351213955428,0.1718221664590044,13.011770756674936
Vaccine,R0,A_R2,158,2.6604766248422473,1.9713240926168987,0.6585877118528483,1.0759793783294656,1.9713240926168987,3.447664622665077,5.649978299364854,0.19444627148714239,11.8135405407512
Vaccine,R0,eta_1,158,0.2575039911841303,0.25015219328822424,0.08232016990166685,0.13129389418865484,0.25015219328822424,0.37966602278872225,0.44474181426213055,0.05049156107330146,0.4993755488346938
Vaccine,R0,eta_2,158,0.6379691019080916,0.6335053940659475,0.438284973200669,0.5004182270980766,0.6335053940659475,0.7755539757279071,0.8333743432285758,0.4013157555859767,0.8959518033060649
Vaccine,R0,c_R1_ratio,158,0.15513685760073065,0.15023145163590768,0.049490439669312436,0.09629414448414053,0.15023145163590768,0.22040846634526984,0.26084125091384014,0.02019053262125122,0.2938594135661094
Vaccine,R0,c_R2_ratio,158,0.35868210394564826,0.35429369041125136,0.18999305373581432,0.23844444274387724,0.35429369041125136,0.4582953356032719,0.5472306882189888,0.16039205031629944,0.5974318571548565
Vaccine,R0,incremental_reliability_gain,158,0.38046511072396133,0.3851794988386249,0.12699459663141233,0.2588116988168455,0.3851794988386249,0.5094100856552881,0.6133813134990616,0.05077356376781195,0.8052766574382836
Vaccine,R0,incremental_reliability_cost_ratio,158,0.20354524634491755,0.18568110538510682,0.06938987614500808,0.09988129971451384,0.18568110538510682,0.2872367091622606,0.36676117442162826,0.052834771222449506,0.5269959277368399
Vaccine,R0,phi,158,0.17746225757817916,0.12524368408790704,0.022665465652295054,0.05222912614255453,0.12524368408790704,0.30626513594184385,0.4046661107192039,0.0010915859002043828,0.49849002882391785
Vaccine,R0,psi,158,0.9424050587203715,0.9418048765843496,0.6058067857243097,0.7463107938487645,0.9418048765843496,1.1090123017675826,1.2870247569286821,0.5180701197227159,1.4887130807536595
Vaccine,R0,rho_F_severity_score,158,0.24758578452866714,0.23338417012753815,0.1171772821075676,0.14909631126102976,0.23338417012753815,0.3356132312802152,0.4042788576737258,0.09392068983228175,0.46110234962581875
