simulation_id,sample_index,input_sha256,scientific_first_stage_sha256,commodity,c_Q,F_active_row,F_active_item,reliability_level,eta_1,eta_2,c_R1_ratio,c_R2_ratio,c_R1,c_R2,incremental_reliability_gain,incremental_reliability_cost_ratio,A_R1,A_R2,phi,psi,rho_F_severity_score,F_quantity,F_exposure,Q_quantity,budget_usage,policy_label,observation_sha256
LA-0012,12,5c1441ad663de3d58521ae8885de5adade81efac16c906e57da0eb3982b22bde,de70e0fd605fce1dfe9d01baf3364b35e508c84137f501316848310e845e1cc4,Vaccine,13.916,True,True,R0,0.06956651412064462,0.41933328735312325,0.181706150661578,0.27946722095493637,2.5286227926065195,3.8890658468088946,0.3497667732324786,0.09776107029335837,0.38285172993516364,3.5777715217612633,0.005279285535647769,0.6566872404545655,0.13397358309526003,1992017.2712678763,266877.6914194,0.0,0.9999999999999998,P4,12b7a469f8c721a7c1ea4203996f9ffd40ac78bfdb5e9c65c26ae13d843b02b9
LA-0012,12,5c1441ad663de3d58521ae8885de5adade81efac16c906e57da0eb3982b22bde,de70e0fd605fce1dfe9d01baf3364b35e508c84137f501316848310e845e1cc4,Crackers,0.09372,True,False,NONE,0.06956651412064462,0.41933328735312325,0.181706150661578,0.27946722095493637,0.01702950044000309,0.026191667947896635,0.3497667732324786,0.09776107029335837,0.38285172993516364,3.5777715217612633,0.005279285535647769,0.6566872404545655,0.13397358309526003,0.0,0.0,0.0,0.9999999999999998,P4,a452541e0bc56f3a269ba13005f7803334ff2316e323878744cf775e338a74cb
LA-0013,13,bc772f5c68c2a5c12ac82feed6fbd90db6b85103f3312eab4179164c9d4e88f5,1cbf0105299dd94a2a7faf1630c266588ae2de2cab80598dd68677907c3bc76e,Water,0.6477,True,False,NONE,0.4355990496917365,0.5308288639375354,0.11764010038621807,0.3890613798876209,0.07619549302015345,0.25199505575321207,0.09522981424579885,0.2714212795014028,3.7028109314905717,0.3508561098110462,0.11016541845451797,1.1314426222445926,0.18758361920716646,0.0,0.0,0.0,1.0,P4,1491a6d57f8324682f045efaa63f75c82d0d28b75b35c2ed5414848a9074aa39
LA-0013,13,bc772f5c68c2a5c12ac82feed6fbd90db6b85103f3312eab4179164c9d4e88f5,1cbf0105299dd94a2a7faf1630c266588ae2de2cab80598dd68677907c3bc76e,Vaccine,13.916,True,True,R0,0.4355990496917365,0.5308288639375354,0.11764010038621807,0.3890613798876209,1.6370796369746108,5.414178162516133,0.09522981424579885,0.2714212795014028,3.7028109314905717,0.3508561098110462,0.11016541845451797,1.1314426222445926,0.18758361920716646,1434077.2415854274,269009.3991992245,0.0,1.0,P4,59c6904278f5a3613a4631c963cff59520448f59c4cf998aff6696a9af03f93d
LA-0013,13,bc772f5c68c2a5c12ac82feed6fbd90db6b85103f3312eab4179164c9d4e88f5,1cbf0105299dd94a2a7faf1630c266588ae2de2cab80598dd68677907c3bc76e,Crackers,0.09372,True,False,NONE,0.4355990496917365,0.5308288639375354,0.11764010038621807,0.3890613798876209,0.011025230208196356,0.03646283252306783,0.09522981424579885,0.2714212795014028,3.7028109314905717,0.3508561098110462,0.11016541845451797,1.1314426222445926,0.18758361920716646,0.0,0.0,0.0,1.0,P4,51a2fc99fdcbc09cfaae25f05b216ea2517a73032ede5bec4b685c290bc16ea2
LA-0014,14,9d4bc8f108e222b9004ae3749404dd15c5af542ba54e3695e483c3ab081694fe,5f62d513b2a125ea2812c4aa19b79992fd8264848c915e0d06450e8f72b3ca41,Water,0.6477,True,False,NONE,0.4038786758886201,0.5068256566438633,0.29195887928262576,0.42211693633491976,0.18910176611135673,0.27340513966412755,0.10294698075524317,0.130158057052294,1.3833409584287804,0.7909382107162359,0.1616581192603019,0.6119179278518034,0.4106454890557577,0.0,0.0,0.0,0.9999999999999998,P4,0cad1fad894a45574c827823dfc3f8edac538f03db8b1aa80f03096124469980
LA-0014,14,9d4bc8f108e222b9004ae3749404dd15c5af542ba54e3695e483c3ab081694fe,5f62d513b2a125ea2812c4aa19b79992fd8264848c915e0d06450e8f72b3ca41,Vaccine,13.916,True,False,NONE,0.4038786758886201,0.5068256566438633,0.29195887928262576,0.42211693633491976,4.06289976409702,5.874179286036743,0.10294698075524317,0.130158057052294,1.3833409584287804,0.7909382107162359,0.1616581192603019,0.6119179278518034,0.4106454890557577,0.0,0.0,0.0,0.9999999999999998,P4,28e6f1334bf6bf6e4dba37e5e52fe2845078815fa51e2538e51d08cee4465d38
LA-0014,14,9d4bc8f108e222b9004ae3749404dd15c5af542ba54e3695e483c3ab081694fe,5f62d513b2a125ea2812c4aa19b79992fd8264848c915e0d06450e8f72b3ca41,Crackers,0.09372,True,True,R0,0.4038786758886201,0.5068256566438633,0.29195887928262576,0.42211693633491976,0.027362386166367686,0.03956079927330868,0.10294698075524317,0.130158057052294,1.3833409584287804,0.7909382107162359,0.1616581192603019,0.6119179278518034,0.4106454890557577,497995297.7362803,204499522.5863825,0.0,0.9999999999999998,P4,7428430235a93213e4238a1f0b26afb41a053b0a6b63d3216d335922ad2d3669
LA-0015,15,092ddd62a98a4bd89bf76f067ac2de26c73a2fb505374668c940be8fe91083b9,d40ea8b8f919f49a8f902431bb528b68e2723a54ab5b7c37bd10b9c73f3e9fa0,Water,0.6477,False,False,NONE,0.17580958094061283,0.669172328409481,0.08311423434141178,0.5751348914460749,0.05383308958293242,0.37251486918962273,0.4933627474688682,0.4920206571046631,2.1152764304900233,1.0027277114178554,0.3558700753864847,1.4393043546630513,0.301644393586508,0.0,0.0,14286615.279506551,1.0,P1,6e934eac9e012c6a47d8a4a2dcbbc3ff3f8dccbb8d562bc6d64d2243792834bf
LA-0015,15,092ddd62a98a4bd89bf76f067ac2de26c73a2fb505374668c940be8fe91083b9,d40ea8b8f919f49a8f902431bb528b68e2723a54ab5b7c37bd10b9c73f3e9fa0,Vaccine,13.916,False,False,NONE,0.17580958094061283,0.669172328409481,0.08311423434141178,0.5751348914460749,1.1566176850950864,8.003577149363577,0.4933627474688682,0.4920206571046631,2.1152764304900233,1.0027277114178554,0.3558700753864847,1.4393043546630513,0.301644393586508,0.0,0.0,685659.346483219,1.0,P1,12b3c046a0bd99e53909f53bd7e1099221fe7723ee8e3aa02f91d74cb79920c8
LA-0015,15,092ddd62a98a4bd89bf76f067ac2de26c73a2fb505374668c940be8fe91083b9,d40ea8b8f919f49a8f902431bb528b68e2723a54ab5b7c37bd10b9c73f3e9fa0,Crackers,0.09372,False,False,NONE,0.17580958094061283,0.669172328409481,0.08311423434141178,0.5751348914460749,0.007789466042477112,0.053901642026326135,0.4933627474688682,0.4920206571046631,2.1152764304900233,1.0027277114178554,0.3558700753864847,1.4393043546630513,0.301644393586508,0.0,0.0,0.0,1.0,P1,8f7ac5fc25d512f88238762a5432f1a41eaa6c7f66f0378ff3c9753f53b7ac9a
LA-0016,16,b2ff17041ea2f1be7864efa886f0891854b8633d52a824c042ee5a29d0f2043b,0ad8987119c4154b1c53f515f54e626111bba77c06e75b64699cfcb827ef4991,Water,0.6477,True,False,NONE,0.1909559639025743,0.4394763398522514,0.04715748641077839,0.411583152627643,0.030543903948261165,0.2665824079569244,0.24852037594967707,0.3644256662168646,4.049324474998504,0.6819508036565846,0.04500051752456226,0.8130597652416481,0.2418950489125155,0.0,0.0,0.0,1.0,P4,4943153aaf65135557b674d846ea5e22212f76dbaf53376cbd869accb131530d
