comparison,metric,lower_median,upper_median,lower_Q25,lower_Q75,upper_Q25,upper_Q75,quartile_overlap,N_lower,N_upper,AUC_upper_gt_lower,rank_biserial,ordering_violation_fraction,interpretation
R0_vs_R1+R2,A_R1,1.567709286659525,4.009175471015634,0.9337982569046008,2.5830660965704455,2.2042002644521204,7.802330070341342,0.37886583211832514,1023,137,0.7562486175624862,0.5124972351249724,0.24375138243751382,EMPIRICAL_DECISION_BOUNDARY_NOT_STRUCTURAL_THEOREM
R1_vs_R2,A_R2,0.9092294063383075,4.6064943327796,0.5637614771978686,1.3661751958520332,3.719877282956138,7.945233926830214,0.0,86,51,0.9858641130870953,0.9717282261741906,0.014135886912904683,EMPIRICAL_DECISION_BOUNDARY_NOT_STRUCTURAL_THEOREM
