OOS_exercise_cost_P90,OOS_exercise_cost_P95,OOS_exercise_cost_max,OOS_exercise_cost_mean,OOS_exercise_cost_median,OOS_exercise_cost_min,OOS_raw_total_shortage_P90,OOS_raw_total_shortage_P95,OOS_raw_total_shortage_max,OOS_raw_total_shortage_mean,OOS_raw_total_shortage_median,OOS_raw_total_shortage_min,OOS_service_level_cross_unit_descriptive_P90,OOS_service_level_cross_unit_descriptive_P95,OOS_service_level_cross_unit_descriptive_max,OOS_service_level_cross_unit_descriptive_mean,OOS_service_level_cross_unit_descriptive_median,OOS_service_level_cross_unit_descriptive_min,OOS_shortage_Crackers_P90,OOS_shortage_Crackers_P95,OOS_shortage_Crackers_max,OOS_shortage_Crackers_mean,OOS_shortage_Crackers_median,OOS_shortage_Crackers_min,OOS_shortage_Vaccine_P90,OOS_shortage_Vaccine_P95,OOS_shortage_Vaccine_max,OOS_shortage_Vaccine_mean,OOS_shortage_Vaccine_median,OOS_shortage_Vaccine_min,OOS_shortage_Water_P90,OOS_shortage_Water_P95,OOS_shortage_Water_max,OOS_shortage_Water_mean,OOS_shortage_Water_median,OOS_shortage_Water_min,OOS_shortage_loss_P90,OOS_shortage_loss_P95,OOS_shortage_loss_max,OOS_shortage_loss_mean,OOS_shortage_loss_median,OOS_shortage_loss_min,OOS_total_cost_P90,OOS_total_cost_P95,OOS_total_cost_max,OOS_total_cost_mean,OOS_total_cost_median,OOS_total_cost_min,in_sample_robust_T_COST,policy_label,row_sha256,sample_index,scenario_evaluations,simulation_id,status,OOS_mean_minus_in_sample_robust_T_COST,OOS_max_minus_in_sample_robust_T_COST,pre_disaster_expenditure
4173404.496675805,5405819.189308443,8734964.904699726,1884060.1184886834,1168646.9014513167,47880.11056449039,45821367.652423784,77115368.03141873,2098999963.5287788,84168988.21072958,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7343240766928477,0.8243886276124054,0.07356310406670974,0.0,0.0,2075556564.4005523,73236390.71501964,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1428708695.9651096,87271342.6142158,19417505.214077458,3574062.1164148846,136827454.09944537,243320620.98507878,1447846601.820548,99558343.68344325,30859619.310805794,14512503.127051918,1213627651.4552743,P4,3f784367fd15a1d349857ab11de47659e27e4c36be1526e174b6ed2c51de7599,954,20000,LA-0954,PASS,-1114069307.771831,234218950.3652737,10402940.950738752
10185874.735057082,13193783.911078434,17225725.201543454,4421931.411215924,2852273.4753310448,116859.22342275837,45821367.652423784,77115368.03141873,2131001431.9256132,85548251.49863316,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7335864101113538,0.8243886276124054,0.05943859641449034,0.0,0.0,2107558032.7973866,74615654.0029232,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1440705406.4377148,87788400.8355851,19417505.214077458,3574062.1164148846,130080687.78431438,242840620.23831123,1459843312.2931535,94122512.90069605,24389134.512587834,6493015.766194624,1225624361.9278798,P4,173b5947010f9a0039ce32243cf23476057e3991726c71c8bedb9755cfa635bd,631,20000,LA-0631,PASS,-1131501849.0271838,234218950.3652737,1912180.6538950251
9258934.337727223,10279452.466274597,16830515.61852531,4708880.2502323305,3466257.9350648797,638013.0214903338,85781088.38603702,169349822.78158334,2254059934.7240376,114709888.86161025,23350245.825494826,913588.4804794688,0.3088583550890044,0.46661373390639455,0.7357717841620828,0.16760153833772268,0.13758351413021075,0.005124189872478313,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,10244849.516915455,360367.1957653047,0.0,0.0,17057983.172863644,36462193.4486052,73057880.79144286,5163848.451494816,0.0,0.0,98257849.84928147,209235064.1107867,1396907572.4085484,74369503.32780828,12171530.749332212,342486.0495621433,106940253.76683028,221722045.65457433,1416045478.2639868,81385773.81495377,18123580.11163685,3768977.00350134,1181826527.8987134,P4,05240049b93cb7e2f2260c00685ad44e741bbb36244e3cf2b0d7fc17149f7ec8,266,20000,LA-0266,PASS,-1100440754.0837595,234218950.36527348,2307390.236913167
0.0,0.0,0.0,0.0,0.0,0.0,84184044.42328498,167263750.2374478,2254860518.9471474,114254246.5857448,23350245.825494826,913588.4804794688,0.3088583550890044,0.5686831191176832,0.7357717841620828,0.1759560322305591,0.14685468755440706,0.004770835524942285,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,21209.358938445814,11045433.740025349,395195.9477860887,0.0,0.0,14953462.409535935,33997034.13595758,70953360.02811515,4673377.423608567,0.0,0.0,91871115.10207401,205161092.20179448,1441471292.6037376,75037498.6412455,10020129.354303867,342486.0495621433,111009020.9575125,224298998.05723295,1460609198.459176,94175404.49668397,29158035.209742345,19480391.905000623,1226390248.0939023,P1,052a7fca4a4ed5ae9eb026d7b33294d7614d03f91f0ec311d240192897256199,537,20000,LA-0537,PASS,-1132214843.5972183,234218950.3652737,19137905.85543848
6409464.689225771,8302192.427743264,18589109.12110695,3116518.7369082365,1794793.9278331557,73533.70089665819,45821367.652423784,77115368.03141873,2034717103.206432,81398396.93083645,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7358058623795108,0.8243886276124054,0.10193566938997334,0.0,0.0,2011273704.0782056,70465799.4351265,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1404610337.2874682,86232703.35520947,19417505.214077458,3574062.1164148846,127623002.4207972,236443167.27154887,1423748243.1429067,89898018.82644923,21663363.037724145,4945273.435225387,1189529292.777633,P4,ee0f329a241712bc48464d05c919513b0ecf761197eb901ba8a2ef58fb532986,751,20000,LA-0751,PASS,-1099631273.9511838,234218950.3652737,548796.7343315277
14643003.718935724,14643003.718935724,14643003.718935728,8008511.254997261,7596752.865497531,1119368.388773859,43780844.618853904,132688426.61192022,2218049370.087437,90827283.26002173,197381.19450892464,4651.961533600129,0.9958567546499061,0.9962936365696777,0.9986702589820853,0.8289269259306646,0.9897596859899043,0.02101819478072564,36429201.823655225,65483476.44767079,2205005970.9592104,85033373.64923659,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,17533635.678672105,35554344.17944727,73533533.29725131,5200534.595314361,0.0,0.0,93606222.43070368,225856954.37821078,1450292369.4958193,78380483.00433186,10840946.667591648,258946.78680631757,112548904.8549031,244994860.23364925,1469430275.3512578,90883896.39583188,21315165.521375213,7017930.815234567,1235211324.985984,P4,b4ec05e4edf9af4ceb59c3ac2227d1ce77930e7b76b21e10d8f3db0eabe38bfa,580,20000,LA-0580,PASS,-1144327428.5901523,234218950.3652737,4494902.136502752
13539175.954825839,15227714.513265368,18870613.946479212,5979963.183224638,4526980.869149785,662225.1884078691,31799645.87622786,64292232.96482652,2089499946.0278847,78507125.5526095,195530.76282210695,4651.961533600129,0.9958817701565719,0.9962936365696777,0.9986702589820853,0.9057091412372636,0.9915555054581386,0.07775613259351544,0.0,0.0,2076456546.8996582,73275179.9607311,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,15046352.43764465,33668203.244450204,71046250.05622387,4638570.576407624,0.0,0.0,88813289.12851833,194298041.0230939,1402101761.4043744,72516634.97420135,10374485.553317007,258946.78680631757,98683884.00910977,209863017.81510562,1421239667.2598128,78763890.06638525,14557662.984007873,1869097.0315086143,1187020716.894539,P4,859cab43ab3c77e0ab8c153afc27eaa0eee0070ee353919a05067064f91c5e99,675,20000,LA-0675,PASS,-1108256826.8281538,234218950.3652737,267291.9089592639
7034431.985189426,7528544.952256994,14952623.120449398,3625970.2657363447,2525826.6527926875,464913.55366458476,84345224.40500125,169649570.94601142,2253688648.216462,114460103.28337854,23350245.825494826,913588.4804794688,0.3088583550890044,0.5495348324581761,0.7357717841620828,0.17282271305530372,0.14094056049130865,0.0052880648251019124,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,9873563.009340204,344364.74728881137,0.0,0.0,17357731.33729173,34459499.71348816,73357628.95587094,4930065.321739599,0.0,0.0,93069270.92034024,210011651.65518698,1376240280.2508795,72873057.70324293,10228718.788898934,342486.0495621433,102576597.43090495,221440881.57648158,1395378186.106318,80684310.70396836,17715656.1054148,5345843.916712071,1161159235.7410443,P4,fe9ef7723dd96257f4b07a13dcd4240f29b66e044390de4d3a1e435f961513f9,291,20000,LA-0291,PASS,-1080474925.037076,234218950.3652737,4185282.7349890885
18672662.589335732,18672662.589335736,18672662.589335736,9092903.5689115,7886638.118641861,1153689.526194789,33776810.87359637,102324943.86881213,2192165787.34265,84752271.32371059,195530.76282210695,4651.961533600129,0.9958817701565719,0.9962936365696777,0.9986702589820853,0.8864357942309274,0.9913023415562028,0.03244244750600889,6940985.237944889,34362103.11673881,2179122388.214423,78956449.1190749,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,16533195.603701957,35645368.24181872,74291423.8850752,5202447.189164894,0.0,0.0,93935728.20370068,216153716.8788451,1440589131.9964535,76107320.68461281,10822153.748554919,258946.78680631757,109183175.05904874,235291622.73428357,1459727037.851892,85665467.51962706,17507718.16783166,3057435.043491223,1225508087.4866183,P4,5b0c85f101b33ebf80905f2030f456d9d228df39018db06e3818aa9017ed91db,482,20000,LA-0482,PASS,-1139842619.9669912,234218950.3652737,465243.2661027438
11086251.811997388,14130082.799580859,14130082.79958086,4608514.825563648,3104399.259434215,127188.95638489338,45821367.652423784,79426136.14028792,2164174359.462711,87015663.5622129,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7326194728296895,0.8243886276124054,0.044797041126027226,0.0,1651794.5956901468,2140730960.334484,76083066.06650294,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,228769962.52653027,1453141273.512822,88338504.26997986,19417505.214077458,3574062.1164148846,133435723.60051614,247907868.38196877,1472279179.3682604,97954842.15140113,27784293.99429535,9630604.446952358,1238060229.0029867,P4,4acf1696340906654235209d5b95504fb99833d7c170e9c3eb846fb20bd6ef76,568,20000,LA-0568,PASS,-1140105386.8515856,234218950.3652737,5007823.055857617
9073007.617018268,10006921.470198767,10329928.654055858,4033244.6892004395,3280850.2744329902,479936.1326950881,33850403.38109025,66177823.862419024,2147645680.042437,81406465.35211818,195530.76282210695,4651.961533600129,0.9958817701565719,0.9962936365696777,0.9986702589820853,0.8975694557829327,0.9915555054581386,0.052092314457167,0.0,0.0,2134602280.9142103,75781261.0967583,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,16546023.54385136,35718960.74931259,73407211.500585,5031829.2398891,0.0,0.0,94126391.67211579,199528123.18545803,1423899434.1717496,74474969.21582304,10829512.807953702,258946.78680631757,109098501.36861381,218666029.0408965,1443037340.027188,87316191.10640611,22394243.80734441,10042437.973141175,1208818389.6619143,P4,5d3e17a033ecbd26e44886295e0779eac19c518f3731e801e2fe70b8cf974820,800,20000,LA-0800,PASS,-1121502198.5555081,234218950.3652737,8807977.20138262
9006535.0528969,9006535.0528969,9006535.0528969,4053361.0260575935,3022492.896768302,123833.20735966695,32972609.588213984,102953028.97109315,2188823289.7932982,84790729.29875481,195530.76282210695,4651.961533600129,0.9958817701565719,0.9962936365696777,0.9986702589820853,0.8855001991612397,0.9910419961867654,0.03391772769090229,13185326.71418902,36700724.92627766,2175779890.6650715,79281707.8759156,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,16580989.55923815,34841166.95643633,72580887.17781737,4915646.4073684225,0.0,0.0,91852203.51353198,212598760.92164144,1439336096.5151525,75486210.22189894,10680121.883100562,258946.78680631757,105186441.60695691,231736666.7770799,1458474002.370591,89670942.05049813,23584906.164150354,10518354.836192686,1224255052.0053172,P2,8d688da690842e3026cd3c82745b63a73b8e59527bcbb96f02dbf43107bd7d2b,187,20000,LA-0187,PASS,-1134584109.9548192,234218950.3652737,10131370.802541578
0.0,0.0,0.0,0.0,0.0,0.0,85717480.38346353,169730731.76093802,2254892611.4629865,114764594.27394147,23350245.825494826,913588.4804794688,0.3088583550890044,0.4692474094193261,0.7357717841620828,0.1674745979195412,0.1371052942414695,0.0047566708316248985,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,58087.2744180161,145981.0607180884,11077526.255864473,403799.4220940178,0.0,0.0,17295672.23124651,36398585.4460317,73295569.84982572,5175121.63749731,0.0,0.0,98093054.23621404,218021185.09624666,1443257690.4054065,76816321.34446502,12132565.613188412,342486.0495621433,117230960.09165253,237159090.95168513,1462395596.260845,95954227.19990349,31270471.46862689,19480391.905000623,1228176645.8955712,P1,238ba74d3f302f643b68cc67f0bfe514c17977fe343c429638325a1c22a26a62,814,20000,LA-0814,PASS,-1132222418.6956677,234218950.3652737,19137905.85543848
0.0,0.0,0.0,0.0,0.0,0.0,82558573.4744993,165682704.42380157,2255116919.470318,113790125.20056643,23350245.825494826,913588.4804794688,0.3088583550890044,0.6667714527267878,0.7357717841620828,0.18433543598282914,0.15210410786420786,0.004657667869425786,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,226044.46111627916,312147.3255866571,11301834.263195746,449230.04870085744,0.0,0.0,13081478.629241494,31107426.631828688,69081376.2478207,4155221.9375154413,0.0,0.0,84384719.98037687,216352531.27981606,1455743571.3254945,76702815.60119511,9138496.662426263,342486.0495621433,103522625.83581536,235490437.13525453,1474881477.180933,95840721.4566336,28276402.51786474,19480391.905000623,1240662526.8156593,P1,855188433908c402dc62841ab8ac2d68ee87e68731023a362b5a3f34511daca2,420,20000,LA-0420,PASS,-1144821805.3590257,234218950.3652737,19137905.85543848
3664263.096611722,4163062.498765912,10752048.842600228,1848449.6364066743,938810.2145401104,35623.25246251886,96111092.22263493,180161327.11295655,2264265570.0184855,119876885.77154534,28146246.535857566,3234987.2955169696,0.010274443879075758,0.010709764838977088,0.012045313674892144,0.005396231585183357,0.0046226226421925976,0.0006197223891534209,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,10050484.811363582,351990.0769560189,0.0,0.0,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,127346656.8061251,237245509.5325084,1413032775.4387088,87311558.42007907,21371852.818319507,3126361.6234134794,136645102.33002707,249562401.60992667,1432170681.2941475,97545865.06932399,30899957.496333014,11852556.057542864,1197951730.928874,P4,8456e1794ee068d88e57134d9e991151b23d87f994f17144430d7810710e696d,222,20000,LA-0222,PASS,-1100405865.85955,234218950.36527348,8385857.01283825
9106895.447024148,10346575.536768997,14804459.772426875,4080341.705807888,2333251.2548896396,88535.4645956202,96111092.22263493,180161327.11295655,2264891778.374793,119903875.35170217,28146246.535857566,3234987.2955169696,0.010274443879075758,0.010709764838977088,0.012045313674892144,0.005381796842009329,0.0046226226421925976,0.00034333242445339085,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,10676693.167670924,378979.6571128654,0.0,0.0,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,127346656.8061251,237245509.5325084,1447890037.3842008,88813906.40992977,21371852.818319507,3126361.6234134794,133938839.90274198,251686224.65266278,1467027943.2396393,97227694.19874926,28570368.242466092,8289606.699908101,1232808992.8743656,P4,1bea729a90284e716d1490097ec9d5445a5f6c6bf3fbcf747e18352376341906,513,20000,LA-0513,PASS,-1135581298.6756163,234218950.3652737,4333446.083011602
12992849.38849377,12992849.388493773,12992849.388493776,6488098.682512135,5613014.806846568,821094.6534656408,32600984.97234945,109155896.83525448,2195179371.2662983,85000488.5837103,195530.76282210695,4651.961533600129,0.9958817701565719,0.9962936365696777,0.9986702589820853,0.887856282599238,0.9913327140625788,0.03111234012898656,3716469.4987210743,41838862.478160515,2182135972.1380715,79275131.02316181,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,17258694.415352624,34469542.3405718,73645617.49009581,5131982.5450776955,0.0,0.0,90889398.45875016,217283449.2201423,1441718864.3377507,76044228.3569158,10574802.97845897,258946.78680631757,108378979.44305424,236421355.07558078,1460856770.1931891,88677383.50637265,21324529.97729858,8067011.366308311,1226637819.8279154,P4,12ff22e74e429b764eb8fa162167c17c9fdef21a2cb9e8a64ebb76e323dd941d,61,20000,LA-0061,PASS,-1137960436.3215427,234218950.3652737,6145056.466944706
8562052.89761827,9633447.299030988,14374258.267806292,4158821.6788720055,2890623.6995096817,532059.5279015839,84073481.41938293,166556518.50413144,2254019054.9525595,114144621.62682766,23350245.825494826,913588.4804794688,0.3088583550890044,0.574007478783507,0.7357717841620828,0.17687248884563944,0.14729066355051834,0.005142233002184304,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,10203969.745437533,358605.2776146063,0.0,0.0,14264678.895411717,33868441.26957633,70264576.51399094,4600343.134862906,0.0,0.0,91537956.70385347,201998171.38876423,1394632040.8090014,72811498.34153785,9941326.348189257,342486.0495621433,102619347.14252816,216282505.54548588,1413769946.66444,81733967.60804203,18424900.58120318,6040977.794817354,1179550996.2991662,P4,e1b1241d035f9ca02f876bdf3fde1c367616e1489d51738a640e700a9e8f904f,619,20000,LA-0619,PASS,-1097817028.6911242,234218950.3652737,4763647.587632186
5406286.807596684,7002774.11180484,15901572.944644894,2638302.1585192196,1513881.6117841997,62024.56778327065,45821367.652423784,77115368.03141873,2031448050.4553359,81257500.7572642,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.7358812173894035,0.8243886276124054,0.10337853319940205,0.0,0.0,2008004651.3271093,70324903.26155424,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1403384834.7921371,86179884.1976607,19417505.214077458,3574062.1164148846,130019261.04772721,237777393.51169524,1422522740.6475756,92054519.26697351,24032991.852884747,7504089.326814767,1188303790.2823021,P4,19f4caf55b864fb7556a9bd5470505905b2565ba21c63c8f7601ef152e8ed05b,234,20000,LA-0234,PASS,-1096249271.0153286,234218950.36527348,3236332.9107935824
7893715.483457619,8841376.443852687,17542108.299069863,4145909.588779894,2942413.4314286876,541592.1489479173,85811955.92987446,169023675.82238698,2253674026.259515,114671933.75031431,23350245.825494826,913588.4804794688,0.3088583550890044,0.4648788135522241,0.7357717841620828,0.1677546358429075,0.13812832803052022,0.005294518527170555,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,9858941.052392637,343734.54094437126,0.0,0.0,16731836.213667294,36504094.896908544,72731733.83224651,5142525.995019807,0.0,0.0,98366408.12154578,208390082.5689008,1375426363.6393502,73388421.00962037,12173917.963786053,342486.0495621433,105358284.39346084,218711703.60589787,1394564269.4947886,79130128.15476888,17074497.283034645,2889705.3005145513,1160345319.1295152,P4,3ae252759e778de95309607ab0eac7235fe2e2397b3e9d6d1f4be941ef98adcf,105,20000,LA-0105,PASS,-1081215190.9747462,234218950.36527348,1595797.556368615
0.0,0.0,0.0,0.0,0.0,0.0,85090125.57515636,168411285.66408247,2254786456.2193065,114549458.08151399,23350245.825494826,913588.4804794688,0.3088583550890044,0.5034826131787821,0.7357717841620828,0.17075087156227256,0.14140390978259892,0.004803524636365575,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,10971371.012184436,391717.553409868,0.0,0.0,16119446.055362754,35571743.67370879,72119343.67394197,4972067.313753981,0.0,0.0,95950872.57247986,206932978.63400826,1437348664.9212008,75617723.06407627,10881284.857765667,342486.0495621433,115088778.42791834,226070884.48944673,1456486570.7766392,94755628.91951476,30019190.713204145,19480391.905000623,1222267620.4113657,P1,d2f93c28c5dea6d652a0351f6a12e1b747fe283d3a1aa76dd35a33ff834423b7,268,20000,LA-0268,PASS,-1127511991.491851,234218950.36527348,19137905.85543848
16061664.956778966,16061664.956778968,16061664.956778971,8784280.020993786,7688361.436481313,1124684.8060521751,32041050.49190421,103003103.86856885,2208045571.228054,85214501.64029309,191193.1144666762,4651.961533600129,0.9959213287781963,0.9964674476754527,0.9986702589820853,0.8932790842937471,0.9915258881602839,0.025433577593428014,1826970.3712606367,32468516.500078272,2195002172.0998273,79396495.8724902,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,18190281.44885279,33995527.915347114,76863170.50149246,5224630.752332107,0.0,0.0,89284189.86363763,222106730.26180527,1446542145.3794136,76329758.58698675,9828962.99085369,258946.78680631757,108422095.71907611,241244636.11724374,1465680051.234852,88190279.50664005,19932893.39763517,5609983.08866604,1231461100.8695784,P4,85e0d93615a1593ca2870d0835d89c1181dfad0e58ae4fe1393c79ed5153ada1,734,20000,LA-0734,PASS,-1143270821.3629384,234218950.3652737,3076240.898659511
6377397.345928087,8260655.5338507965,9430570.315947913,2710201.8418497555,1785814.352186351,73165.80271093821,45821367.652423784,77115368.03141873,2147914365.018667,86277198.91494377,4150488.1665327717,335811.7190791916,0.9676376914292077,0.970630002195942,0.9747180260200735,0.733196549702979,0.8243886276124054,0.05197372480510043,0.0,0.0,2124470965.8904405,75344601.41923383,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,27869487.504236855,47689925.020646125,83869385.12281607,10339222.48023917,3972036.6347562666,284862.44308632676,125140765.90628672,227520219.35362098,1447045726.7956388,88061668.64301161,19417505.214077458,3574062.1164148846,136772230.31774464,245559429.06338367,1466183632.6510773,100479206.02435194,30811228.78559952,14099697.598664368,1231964682.2858036,P4,3581c018acabe52c724426bf5f3c55b83300b3ebbf8f39c1f1e7e59099637333,302,20000,LA-0302,PASS,-1131485476.2614517,234218950.3652737,9707335.539490564
8489309.922171565,9668970.262046622,14185616.417064674,4003355.4344040724,3136541.687781003,458826.0852381316,34154986.106957346,66610925.31368627,2069306100.238124,78130626.52682397,195530.76282210695,4651.961533600129,0.9958817701565719,0.9962936365696777,0.9986702589820853,0.8979291903642997,0.9915555054581386,0.08666910264377203,0.0,0.0,2056262701.1098974,72404825.2071924,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,17365044.786504403,36023543.475179695,73364942.40508363,5132426.304160786,0.0,0.0,94915504.59829229,200305309.16051975,1394531492.4947088,73469837.80365767,10863655.180650411,258946.78680631757,105648059.53046675,214910452.3715486,1413669398.3501472,82425482.67643553,18438522.61689295,6144209.769907261,1179450447.9848735,P4,708635273ff90a179c5693236ad40d8a21e1fff94e9c9d28d27c7ec19cbacd98,17,20000,LA-0017,PASS,-1097024965.308438,234218950.3652737,4952289.438373802
8026996.918500752,8900161.955247514,19096538.55871975,4277950.252830382,3006279.3306482816,553347.5566800102,85751360.75087994,169396010.2893687,2253537838.79063,114687336.72820812,23350245.825494826,913588.4804794688,0.3088583550890044,0.4678446001748346,0.7357717841620828,0.16765790198190633,0.1375337106342826,0.005354627673493151,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,0.0,0.0,9722753.583507776,337864.8610354337,0.0,0.0,17104170.68064897,36432465.813448116,73104068.29922819,5163798.65282256,0.0,0.0,98180831.4921165,209354726.70595694,1367845624.3713434,73116804.34900466,12157395.105820663,342486.0495621433,103763995.8918411,218168198.20139474,1386983530.2267818,77436121.89855376,15561213.034527075,1355718.0759145727,1152764579.8615081,P4,20389b7ec1ae2b1965b8d7cc49d041ef82e97159c23715d50107fa710535a3dd,923,20000,LA-0923,PASS,-1075328457.9629543,234218950.3652737,41367.29671872924
4058586.834823465,4058586.834823465,4058586.834823465,2548563.4031046764,2147409.259582405,81483.67051154016,82800676.77317412,169767039.82275522,2255037948.580524,114182090.27692936,23350245.825494826,913588.4804794688,0.3088583550890044,0.6611545881224922,0.7357717841620828,0.17992252852338353,0.14517653318590024,0.004692523299288043,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,246800.34080698475,311937.44849375327,11222863.373402037,447875.6921983367,0.0,0.0,17180341.623674195,31586894.649658192,73180239.24225341,4548541.370380895,0.0,0.0,85626925.72096956,226163201.45104736,1451347735.7160175,77646438.68750662,9234125.075249773,342486.0495621433,102785575.8739419,245301107.30648583,1470485641.571456,95274321.1112263,26380939.356635742,15505336.854738586,1236266691.2061822,P3a,429d8c0bb4b949919935748f4c0df5d7aec25331dae0ec6e0f9d23529ced8181,374,20000,LA-0374,PASS,-1140992370.094956,234218950.3652737,15079319.020615013
13237915.636085562,13237915.636085562,13237915.636085566,7521343.100475452,7015015.290467493,1166433.0690897102,59128681.91808767,144441151.23880222,2232497203.893467,96156614.39905283,2733548.15929652,4651.961533600129,0.9958445456391506,0.9962936365696777,0.9986702589820853,0.7541802570090141,0.8905127674102047,0.014641345549286977,51810141.66843394,76780253.87019567,2219453804.76524,90267756.5863684,0.0,0.0,478507.9911600787,543645.0988468472,11454571.023755131,593375.015470782,122597.14381741418,4651.961533600129,17989582.883029196,37533596.48629432,73989480.50160842,5295482.797213645,0.0,0.0,98450617.91724765,231273158.31541526,1455708573.4330237,80588740.28128451,11579111.477075353,258946.78680631757,117588523.77268614,250411064.17085373,1474846479.2884622,94010073.60111287,24054339.893828716,8517862.466000533,1240627528.9231884,P4,8914bda6cc9a9d22b925bebb4763d67070ef22f921ebd5b038f99920d562b1b1,930,20000,LA-0930,PASS,-1146617455.3220756,234218950.3652737,5899990.219352915
0.0,0.0,0.0,0.0,0.0,0.0,85342765.93877724,169470628.13244605,2254929672.348048,114679075.98251843,23350245.825494826,913588.4804794688,0.3088583550890044,0.49101309824892514,0.7357717841620828,0.1690646077890486,0.13869889356461107,0.004740313246149097,79631693.15176815,103147091.36385679,2242226257.1026506,109185673.21435013,22298660.849496126,913588.4804794688,91129.49816759635,174234.72611011745,11114587.140925977,409724.8018022513,0.0,0.0,17007314.937362526,35872904.89643883,73007212.55594175,5083677.966366038,0.0,0.0,96731121.06832884,218846821.04963392,1445320647.51147,76909239.41737723,11218944.803050932,342486.0495621433,115869026.92376733,237984726.9050724,1464458553.3669086,96047145.2728157,30356850.65848941,19480391.905000623,1230239603.001635,P1,6e4900dc73a621a1c4f562e4c1dfaeda6c58898767a4dd75386f133ab1600c71,433,20000,LA-0433,PASS,-1134192457.7288194,234218950.36527348,19137905.85543848
