Pr_any_shortage_gt_policy_tolerance,T_COST_P05,T_COST_P90,T_COST_P95,T_COST_max,T_COST_mean,T_COST_median,T_COST_min,batch_results_sha256,emergency_expenditure_P05,emergency_expenditure_P90,emergency_expenditure_P95,emergency_expenditure_max,emergency_expenditure_mean,emergency_expenditure_median,emergency_expenditure_min,in_sample_robust_T_COST,policy_label,raw_total_shortage_cross_unit_descriptive_P05,raw_total_shortage_cross_unit_descriptive_P90,raw_total_shortage_cross_unit_descriptive_P95,raw_total_shortage_cross_unit_descriptive_max,raw_total_shortage_cross_unit_descriptive_mean,raw_total_shortage_cross_unit_descriptive_median,raw_total_shortage_cross_unit_descriptive_min,row_sha256,runtime_seconds,sample_index,scenario_count,seed,service_level_cross_unit_descriptive_P05,service_level_cross_unit_descriptive_P90,service_level_cross_unit_descriptive_P95,service_level_cross_unit_descriptive_max,service_level_cross_unit_descriptive_mean,service_level_cross_unit_descriptive_median,service_level_cross_unit_descriptive_min,shortage_Crackers_P95,shortage_Crackers_max,shortage_Crackers_mean,shortage_Crackers_median,shortage_Vaccine_P95,shortage_Vaccine_max,shortage_Vaccine_mean,shortage_Vaccine_median,shortage_Water_P95,shortage_Water_max,shortage_Water_mean,shortage_Water_median,shortage_loss_P05,shortage_loss_P90,shortage_loss_P95,shortage_loss_max,shortage_loss_mean,shortage_loss_median,shortage_loss_min,simulation_id,solver_status,status,production_termination,scaled_retry_triggered,pre_disaster_expenditure
1.0,6033664.11055243,120976145.32128261,232097834.0400866,1407549453.6089637,86024723.437472,21879941.831814528,5067617.837304932,4a20411767446211d5a4fd74aea4785dc5d7accb08d5221972a44a9284a880ec,269360.93093000515,6349749.70001693,8270889.833794899,18589109.12110695,3107230.269312178,1817999.455599543,73533.70089665819,1189529292.777633,P4,605808.2882566259,43399917.06133766,75923579.34947598,2020905820.9695277,76234073.49574918,4145084.630978793,352409.948398553,ce5137c5232f2c715cea491af39a1eb91cd88cf785649f10163353f7adde7c9b,0.3055383000173606,751,2000,20260904,0.2757471203006762,0.9675055961231324,0.9705965420579626,0.9746499818916248,0.7419052211270206,0.8262520749430198,0.10256086958737987,0.0,1998188511.762085,65539428.476468824,0.0,538242.2987532084,11454469.186062234,566982.7553382523,124651.73813599834,45939379.96364848,83869385.12281607,10127662.2639421,3925875.0842076056,4779436.998257662,118656593.47947359,223496141.43042845,1388411547.7535253,82368696.43382831,19603316.09621229,3738189.2923588823,LA-0751,optimal,optimal,optimal,False,548796.7343315277
1.0,6245560.898247898,138028108.63321027,994878124.3299874,1392624107.506916,99898668.48413125,21853231.4067765,5011662.316900762,aad90816ba103ae7dc7a71bcca2539a5d7cd961e1b4adc71bb4e66bf0bcdf98f,282477.94956355577,6618253.931305236,18589109.12110695,18589109.12110695,3304672.0186611367,1841144.569559434,75348.85857129825,1189529292.777633,P4,621861.3902119949,49512025.47411703,1355840773.5831478,2007301624.54502,95333527.27758262,4493215.367245995,352020.1523759157,2246c0e27a94c56c99ecd73e80404ff9f55d08924fb36e5b0c222ec0bf5b86e2,0.342501999984961,751,2000,20260905,0.14554671325152801,0.9677414045744586,0.9707749128074352,0.9743294921157046,0.7349797866358266,0.8209480456844325,0.10318423856366388,1338610389.8479471,1984766799.2281742,84293320.72895592,0.0,7978101.220687432,11350510.192601183,675338.0713822705,127023.75884799974,48175839.95775432,82963787.65976973,10364868.477244435,4288436.392328794,4963413.144145802,135383367.03805748,975740218.4745489,1373486201.6514776,96045199.73113859,19522972.536723133,3738023.843923535,LA-0751,optimal,optimal,optimal,False,548796.7343315277
1.0,6067306.1207858585,127684452.38597515,235494379.25200117,1413767732.4550288,88071283.13550228,21544913.904821984,5016155.605864514,df7dccbece256bff9c8e0babbe8e82bc0721626cb1ea9667509f8aeecde1d492,283255.59065539384,6433839.644780278,8216451.086043618,18589109.12110695,3119518.273858265,1785837.1654670855,75137.43182748253,1189529292.777633,P4,600043.7504419178,45756765.510613464,77065701.72718908,2034717103.206432,78127256.82515796,4153033.842689717,351479.4313999411,1c56a7d371abe7ddf77c7cda6895d9e99e173455e6b1fba4f7fa2d03521b0d50,0.345025299990084,751,2000,20260906,0.2781484497656274,0.9679231024109285,0.9705803534494465,0.9747180260200735,0.7400280138626998,0.8253682464166832,0.10193566938997334,0.0,2011273704.0782056,67008278.7720105,0.0,540621.2908613281,11368567.150270928,574223.0775827863,124912.58576050587,48764443.551784225,82758056.34904236,10544754.975564675,3955840.3456786685,4797324.7957061855,125116004.54420014,226775715.3682324,1394629826.5995903,84402968.12731248,19365954.63338718,3709240.7449991414,LA-0751,optimal,optimal,optimal,False,548796.7343315277
1.0,6015939.914570632,133699749.44655192,241952323.2930809,1390228931.807126,95842275.50018722,22700152.846320335,4953698.5041636415,b5a326860880417da9868b6b09c734b98239681c03a3412e22abb3e3bb0ca48d,279082.8677114475,6461454.970633559,8673599.417373253,18589109.12110695,3228271.341454159,1834316.6447807895,74141.7735989244,1189529292.777633,P4,592781.0155574095,47998471.75144069,78999092.29249966,1959485563.3709998,88973045.80614401,4361144.512691972,350050.1925120429,f8d12718052356f373e1ddd9f4398b7b62816d0e01cdfbf7783b0ae375db18fe,0.3033760000253096,751,2000,20260907,0.26947046177897094,0.9673169541277786,0.9703895189140099,0.9742660985677861,0.7338448088545293,0.8253270363358979,0.1054366938265745,0.0,1936468635.115046,77777647.55678476,0.0,556300.1506369758,11308129.239959078,638794.8177964415,124917.4880172147,48626492.891532935,83835123.95713373,10556603.431562817,4149869.623055906,4790798.3863143595,131183984.70162863,232775175.2777417,1371091025.9516876,92065207.42440154,20621374.60867833,3726153.504463437,LA-0751,optimal,optimal,optimal,False,548796.7343315277
1.0,6231159.9486407535,129993787.98184481,236629865.9775598,1414975613.2126591,92009684.79545759,22218808.920078527,4945273.435225387,ca349468e77fc7811a3af80dacd5dafbe0a5681e93865ce8edec5f988120fdbe,274562.869841951,6415635.532005937,8222294.983932965,18589109.12110695,3149794.781641264,1818095.1601246574,75026.0967278369,1189529292.777633,P4,613580.7429221157,46684360.5139264,77094075.90440126,1980917656.4500268,83411071.52109298,4382382.435966397,335811.7190791916,17f70c47c8a96685c79af79b8880c818de25b8b4398b539188e8d48d1450a421,0.2998952000052668,751,2000,20260908,0.2734023068393265,0.9677420212133693,0.9706326549328637,0.9744949035404797,0.7328032656715431,0.823701326032091,0.10441505655945238,0.0,1958414657.8250809,72248436.98804611,0.0,551855.0808731132,11454571.023755131,608714.8631171329,124352.4677508971,47706138.93592208,82954171.03494956,10553919.669929741,4258341.435843508,4937898.5530868005,127531213.96610379,227676871.28167254,1395837707.3572206,88311093.2794848,19974888.505855035,3574062.1164148846,LA-0751,optimal,optimal,optimal,False,548796.7343315277
1.0,6214572.516807756,132516616.62189887,239959332.8081835,1423748243.1429067,89439951.3284461,21796247.32212075,4996063.739776566,10a884e4e7094e3aeb415c40a313f525b186fab34eeac4cce34b64b2849e8e5a,259572.76239970818,6483583.98545271,8324768.490506635,18589109.12110695,3130296.0822567753,1759143.1562570732,73886.8217417668,1189529292.777633,P4,592733.5738455332,47583273.86362231,78028120.20315063,2009010223.9973292,80063813.37645522,4109267.0155406566,348685.7919904693,886ee4348eeefeb4f33e6077fc65c916c61f4f2ec717aa8bad5faa733e9bab8d,0.344377999950666,751,2000,20260909,0.27277241157908705,0.9668425341938068,0.9703883476642151,0.974142026096455,0.73188022564245,0.8250911304990977,0.10310553166044867,0.0,1985323615.5386868,68914494.03641342,0.0,546526.4430017103,11299632.82967544,584862.7262216497,121673.7746334876,49375714.07703364,81989781.43727285,10564456.613820145,3925615.563230342,4919536.429491413,130056142.97739461,230795291.97044212,1404610337.2874682,85760858.51185781,19512234.821230568,3801694.859971229,LA-0751,optimal,optimal,optimal,False,548796.7343315277
1.0,6215960.0140069695,133735295.24279386,245747970.84114042,1385733150.8049722,95007905.69660126,21783638.174198557,5054797.028373997,ebc4454ea44fe8a2ce14a274c95d0192f8d910e8ba057262ffa4715b13bf9b4f,275293.5844047278,6540450.640397295,8721323.012221117,18589109.12110695,3189620.3969701766,1820504.0799381193,75454.27083920864,1189529292.777633,P4,617866.4309801601,47976866.07241584,80283911.60769105,2022786606.1303048,87846822.89985852,4352863.353946876,343404.17521263985,951ab295ea140871dc5834c9445fb1533aee06bf11e72df9880940e1d0e4560b,0.3256202999618836,751,2000,20260910,0.2723401518537716,0.9666837059477655,0.9707120275797685,0.9741665761818579,0.7301131002846359,0.821273699826885,0.10247528072905399,0.0,2000658032.8536568,76602272.42819974,0.0,555814.0440637419,11370702.077329053,629704.772190907,124605.15036685101,48813682.48196308,80520173.96377474,10614845.699467884,4134165.9150268678,5072880.06039569,131198617.9728346,236504974.7834608,1366595244.9495337,91269488.56529956,19606597.665998906,3691678.499509617,LA-0751,optimal,optimal,optimal,False,548796.7343315277
1.0,6008915.379231294,126538371.06412052,236110144.27562857,1390708880.7902737,89966279.03067589,21230273.90155174,5049382.076003109,8ada43f04cce86aa58939b8b74e49a94048602fe14928a0c762a973c06bdc2f7,274736.0779263631,6426814.141248257,8413532.997240525,18589109.12110695,3077573.036696045,1733943.7272071112,75149.64041796095,1189529292.777633,P4,594147.0210490759,45510709.45899254,77136886.52801485,1984145689.9928021,81535950.82676248,3975624.7922544247,343415.3034766682,1e742fdc66220e75c136685ac02aaa37eec2a0d662788459a752b6968cfec282,0.2849428000045009,751,2000,20260911,0.2760623890538868,0.96745728505333,0.9701988765221753,0.9744310195567625,0.7312703390818914,0.8241908340030155,0.10426289387050303,0.0,1961827103.4251723,70637285.20103513,0.0,543912.4420111208,11158622.648789255,595840.1016021235,119222.29219400995,46980999.81463701,82623276.58610095,10302825.524125233,3841842.7618355677,4793693.69899266,124083015.72826019,227131046.20724967,1371570974.9348352,86339909.25964831,18937232.137084544,3644955.122124751,LA-0751,optimal,optimal,optimal,False,548796.7343315277
1.0,6048001.088257032,118632253.56717867,216447638.136992,1395613887.0484326,81997999.10925788,20331066.90604641,5052478.573806055,6aac57d0a7c3dcf01afb3c1110d5613487b32da7edd8347176c547463d7114bb,271387.23393504374,6163784.428123356,7639655.349051129,18589109.12110695,2926900.6974301166,1744490.1106305318,74178.62151622292,1189529292.777633,P4,577110.3037627038,42606712.258309126,70248129.50630906,1993446783.7664413,72640136.50218406,3737248.0541267903,352097.34727696475,fda50d1b4ba1dfaabb0bf3758da9afaf3a2ef4ad5f1475b9b9385678fe81eec6,0.2948551999870688,751,2000,20260912,0.27759372685236444,0.9684868749083334,0.9709920696259092,0.9746097015882459,0.7419088059150811,0.8243421457700111,0.10382692945666738,0.0,1970104844.193068,62257823.357985795,0.0,527308.7708771051,11422644.447305309,532935.4921705419,117899.13326111683,46850143.68298923,80894866.9661637,9849377.652027741,3538039.277537192,4800880.1594209215,116287367.72789049,208203870.4711642,1376475981.192994,78522301.67749622,17872999.506615907,3695445.4784644227,LA-0751,optimal,optimal,optimal,False,548796.7343315277
1.0,6095888.359594724,115162559.32184002,217007862.02356073,1385688778.257164,80721417.74676086,21638869.47867093,5012493.338955645,de64fa340fe29a1f80386904a22cd246798159601882a7a410c7f5e0d63bede8,285700.2619353856,6129956.331859798,7542166.437606141,18589109.12110695,2931310.470802252,1761375.6021950915,74199.30760533645,1189529292.777633,P4,608991.2297008919,41177794.8073782,70312362.39116597,1994459533.4595678,69818270.77737743,4040092.2719439026,350960.82596371614,fec3e9ca2b22f6e26d1a41f7f41f54d257e089bf1a5272b98b96f61623e08fd8,0.3229861999861896,751,2000,20260913,0.2832384615202013,0.9679394720724116,0.9708104116829364,0.9746082011648753,0.7393250567194303,0.8251018252361366,0.10377967947021138,0.0,1971455070.43465,59379006.80536479,0.0,525272.7937218522,11133503.761700407,526353.4773057135,120744.12845920627,45311314.12546895,81907470.60374452,9912910.494706923,3909075.52768381,4827957.844029253,112813918.36374211,208942038.13614437,1366550872.4017255,77241310.54162708,19507081.26589396,3647105.323964834,LA-0751,optimal,optimal,optimal,False,548796.7343315277
1.0,8087057.954369483,105845121.55434419,240180174.88710862,1453231485.8173146,87086625.76625697,21382543.847393993,7133314.961387867,59fab6c072ddf08aee9863b1f99c0c1ae9266f39810f80db611cda7bd8677734,1448841.2521535081,14643003.718935724,14643003.718935724,14643003.718935728,7947161.803119618,7686359.031691423,1130708.3657147905,1235211324.985984,P4,40298.42569049232,42207696.4026715,130268693.2653231,2204238087.8505325,85488325.41166116,203209.1837559012,4722.171328954669,6910e205be8d7e57b454731922caeeb21253a3f0ae00b0f871fe70ce54e1b6e0,0.35136540001258254,580,2000,20260904,0.2692547346159414,0.9958255622440304,0.996376239152473,0.9986591591112144,0.8296266260506441,0.9897226461219917,0.021147105294627933,65094570.55973591,2191920778.64309,79845021.85120188,0.0,538242.2987532084,11454469.186062234,566982.7553382523,124651.73813599834,33758369.92118678,73533533.29725131,5076320.805121031,0.0,2243171.5676355646,87098032.66146381,221042269.03167015,1434093579.9618762,74644561.8266346,11195207.785646593,262854.94485493266,LA-0580,optimal,optimal,optimal,False,4494902.136502752
1.0,8337984.165637196,123082329.4767991,1042593614.1312613,1438306139.715267,101340202.5750375,21387599.237395603,7155288.016765562,8b903899e8ecd16574a475cffd86149a5b3f49d206037f83dba44879ac3b2dc0,1511838.9631360674,14643003.718935724,14643003.718935724,14643003.718935728,8138196.330023272,7682405.494399061,1135840.1418865782,1235211324.985984,P4,42339.69832365719,50143502.528731525,1540534176.1923761,2190633891.426025,106612654.49075131,197495.44821160578,4701.253776227616,ec3f7ecce4317f41408deca111683cc080d132e39972e490b45f80f287e2358d,0.3047453999752179,580,2000,20260905,0.029305628801501567,0.9958312480860239,0.9962309424585513,0.9986702589820853,0.8223984014532071,0.9897731280218289,0.021275638227625904,1532342656.7289517,2178499066.109179,100792137.65669002,0.0,7978101.220687432,11350510.192601183,675338.0713822705,127023.75884799974,36051218.196589865,72627935.83420497,5145178.762679014,0.0,2356796.967488054,104104234.77989845,1024589836.7373165,1419168233.8598285,88707104.10851146,10894888.318875898,261690.59019993403,LA-0580,optimal,optimal,optimal,False,4494902.136502752
1.0,8251556.103930939,112696666.19337936,243396439.65168887,1459449764.66338,89035892.01646838,21358251.738211136,7044687.34465821,659dad7300271df893545375b0456ff859d7d639c0a4d04ebc6e4c7ee6fb0599,1497537.7767126898,14643003.718935724,14643003.718935724,14643003.718935728,8026492.382340816,7554004.701546265,1119368.388773859,1235211324.985984,P4,42848.06056324472,43419175.75946881,131526653.37948802,2218049370.087437,87468260.96983545,198806.02457830816,4701.856879231542,18d4d378b081e2c4c6af67e4bcf3a269cbc523cda6497bdc03e0cb85ef3f5845,0.295163800008595,580,2000,20260906,0.26736789874590533,0.9958836492204636,0.9962654299451835,0.9986584997304437,0.8269154927973517,0.9897100209957992,0.02101819478072564,64418219.27820319,2205005970.9592104,81489462.28392343,0.0,540621.2908613281,11368567.150270928,574223.0775827863,124912.58576050587,36587468.41037944,72422204.52347761,5404575.608329227,0.0,2385094.443192454,93637081.64715587,224258533.7962504,1440311858.8079414,76514497.4976248,10944398.916187294,261724.16132554456,LA-0580,optimal,optimal,optimal,False,4494902.136502752
1.0,8329930.23800326,118857843.94645634,251160523.12884653,1435910964.0154772,97047893.48039904,22803372.441265445,7017930.815234567,95c87f83e024f7559dfa05119107b4c73290e30737503f393a4702e43eb17a01,1492440.4608257832,14643003.718935724,14643003.718935724,14643003.718935728,8113922.454967947,8071575.657469828,1146753.2210656954,1235211324.985984,P4,41785.844550193266,46209644.606360234,137017340.8640954,2142817830.2520044,99398331.11815389,208152.64014755163,4733.972122693422,0d8865baf8a16ee3c74528e249983b683b2a98bf414b6964a56f4889d3e9b0e5,0.3422954000416212,580,2000,20260907,0.2594339958545241,0.995801538335168,0.9962526813853867,0.998636492083801,0.8210548429436791,0.9896499973930719,0.02174007372634834,70097866.08341584,2130200901.9960506,93408161.16820951,0.0,556300.1506369758,11308129.239959078,638794.8177964415,124917.4880172147,36450794.13068597,73499272.13156897,5351375.132147931,0.0,2325967.251041958,99719938.09101786,232022617.27340806,1416773058.1600387,84439068.88892835,11174758.82165735,263511.8242376066,LA-0580,optimal,optimal,optimal,False,4494902.136502752
1.0,8213573.089652457,114958244.94095229,245060192.58822492,1460657645.4210103,92920413.16677944,22095339.81396936,7049041.926174113,c86f094b2ff2346df2f3ddada767482efa4e1f9f6f00b54b39472e6a81b393e3,1510992.4375801745,14643003.718935724,14643003.718935724,14643003.718935728,8118305.442835783,7860409.4493601015,1124642.8191380918,1235211324.985984,P4,40320.4982430052,45332516.70405984,132380534.22498944,2164249923.3310313,92873893.09432776,201735.04814150592,4810.574111137006,3a5992bbefef98d02e763688ff8d9dc3e1b1d7eb044c2050622305ec44b06c5c,0.33541679999325424,580,2000,20260908,0.2661020738759548,0.9959309457178324,0.9963324522704575,0.9986500710339655,0.826085473751701,0.9896367706147017,0.021529421545378402,64490824.32497365,2152146924.7060857,86924131.87954965,0.0,551855.0808731132,11454571.023755131,608714.8631171329,124352.4677508971,35525128.89346038,72618319.2093848,5341046.351660971,0.0,2244400.2141986415,95972653.14809401,225922286.73278645,1441519739.5655718,80307205.58744091,11007463.056567907,267775.7973223303,LA-0580,optimal,optimal,optimal,False,4494902.136502752
1.0,8126336.873485515,117479671.386052,248305819.4053375,1469430275.3512578,90495785.17768145,21172892.517130435,7047172.397484453,1398b60cda35b7ac4f9fca10facbdeb3f6b9d7a93f5429b2d9c4fd1dccee9161,1559703.867542402,14643003.718935724,14643003.718935724,14643003.718935728,7997599.129052844,7676914.184544254,1149791.4965602849,1235211324.985984,P4,39169.63801331432,47884301.79204357,133301499.61622475,2192342490.878334,89743439.59973836,194320.65096483636,4651.961533600129,e4b847c4193f980e81a5445db1d8f718c6757f300fc6a8dbbf43b66bd02afe63,0.2962287000264041,580,2000,20260909,0.2647501983348309,0.9959161235146088,0.9963904308609032,0.9986531032034837,0.8269643941994657,0.9898692080432141,0.02125940959016992,65763963.22616413,2179055882.4196916,83732515.5439651,0.0,546526.4430017103,11299632.82967544,584862.7262216497,121673.7746334876,37194704.03457194,71653929.6117081,5426061.329551604,0.0,2180338.7303731283,98497582.15938483,229167913.54989904,1450292369.4958193,78003283.91212584,10709992.737192824,258946.78680631757,LA-0580,optimal,optimal,optimal,False,4494902.136502752
1.0,8289583.360944033,118749223.07988201,253973460.16772923,1431415183.0133233,96079732.02759942,22779912.671118576,7020743.101442045,6ccbe5652816400d0fad442e8133134f610039ee52c47a5cde14aa770a798b43,1502771.6789493584,14643003.718935724,14643003.718935724,14643003.718935728,8109697.245163287,7667083.888387889,1172511.1182073448,1235211324.985984,P4,41182.85766110308,48143340.54321442,139586547.15698695,2206118873.0113096,97991207.49745871,204817.88603519005,4858.33124063814,f8c9c32168b7d28ac0ef6f654afaa130c52c1acbfe891982a5a8de0b26042b98,0.29954899998847395,580,2000,20260910,0.2558799362190838,0.9958545234993509,0.9962666823060382,0.9986565109023902,0.8249801682935469,0.9896718077985803,0.021129457661506756,70690787.77739328,2194390299.7346616,91980276.83938278,0.0,555814.0440637419,11370702.077329053,629704.772190907,124605.15036685101,36635025.36308203,70184322.13821,5381225.885885026,0.0,2292402.588847642,99640057.15482482,234835554.31229076,1412277277.1578848,83475132.64593339,11033800.037417952,270434.1501788814,LA-0580,optimal,optimal,optimal,False,4494902.136502752
1.0,8239612.8171243435,111494705.07940519,244832559.76748192,1436390912.9986248,90925863.92200841,21112473.108955864,7039738.205906797,2a8ab18df0f3ddc66103d2859d793396b85d62d6c00860ccb502377326d7a7c6,1509647.3999842734,14643003.718935724,14643003.718935724,14643003.718935728,7943728.930586888,7394495.117008661,1133476.1810177336,1235211324.985984,P4,41042.2884441165,43631602.66875376,133344282.467133,2167477956.873807,90913449.74017695,195516.63191180455,4835.978040688725,7508efedde62db653b94ddd584658badae5b17c8d83c8f3b364522f811d87c76,0.3458707999670878,580,2000,20260911,0.2646877536274089,0.9958288034605599,0.9963399756740469,0.9986599827736912,0.8308184555464361,0.9898210415223361,0.021498047002454945,66866780.435670435,2155559370.306177,85144984.30100432,0.0,543912.4420111208,11158622.648789255,595840.1016021235,119222.29219400995,34804671.1411677,72287424.7605362,5172625.337570507,0.0,2284577.943953301,92525114.65954275,225694653.91204345,1417253007.1431863,78487232.85491878,10631254.479773205,269189.8816568972,LA-0580,optimal,optimal,optimal,False,4494902.136502752
1.0,8256545.759803762,103518142.62156335,222159062.26856387,1441295919.2567835,82778344.16461469,20154650.207086578,7068102.667485856,76373b0dcd0c3689bfd0401561d9639eaf69c9b685ab599bd9781f05e266f8fa,1475668.7367654627,14643003.718935724,14643003.718935724,14643003.718935728,7736335.505172477,6896645.299460767,1137771.7851267713,1235211324.985984,P4,40556.14990895899,39716329.21176596,116578001.73524171,2176779050.647446,80515271.35560293,177717.02520430594,4751.775754853952,1d201edb85ea01d4bfd68a2ce3f97c660ba98cb557aad12b46e7b973883866c4,0.33299099997384474,580,2000,20260912,0.2916527230722993,0.9958394779726213,0.996318180465778,0.9986454051703325,0.8407528713678614,0.9899863291389761,0.021408155161627307,57252063.69946295,2163837111.074073,75064285.0230253,0.0,527308.7708771051,11422644.447305309,532935.4921705419,117899.13326111683,34669133.64052753,70559015.14059895,4918050.840407084,0.0,2257517.528532293,84728806.90988071,203021156.4131254,1422158013.401345,70547106.52293946,9816356.863526734,264502.8456181904,LA-0580,optimal,optimal,optimal,False,4494902.136502752
1.0,8321180.262391822,100050955.27050887,222193327.16667846,1431370810.4655151,81128211.6614735,21169970.092579056,7060681.596723303,0a41c71f696f236edb2c98a4a5da41c6dffb30f92256cff089cc0d8192629aef,1486475.9668468032,14643003.718935724,14643003.718935724,14643003.718935728,7953673.326709677,7575291.44242651,1147012.9724266718,1235211324.985984,P4,42602.60054291884,38908732.710755706,116015260.97521709,2177791800.340573,77267999.32251081,191919.77267850668,4844.007469493103,117483518cb9b9fa7185499a92e6562b23d44da8344e060779087c89538d1d6b,0.2865489000105299,580,2000,20260913,0.29265361572922516,0.9958624760373146,0.9962433408293494,0.9986691880864301,0.8396725329027522,0.98984586851877,0.021398412650250664,56040853.79999396,2165187337.3156548,71952759.94541387,0.0,525272.7937218522,11133503.761700407,526353.4773057135,120744.12845920627,33149768.06861546,71571618.77817976,4788885.899791216,0.0,2371431.1566210343,81255357.54573233,203055421.31124,1412232904.6100767,68679636.19826107,10591970.012744317,269636.83178186405,LA-0580,optimal,optimal,optimal,False,4494902.136502752
1.0,3362922.715585711,92038240.17138964,205521522.5801409,1405040877.72587,75008318.37295371,14695907.103723895,1937262.7925009078,59ccd5e9a3671cdff3d5fc3c94de86072e6bb43974b35ed782d26dabe770ea63,857143.3504848467,13406281.806390604,15196832.66576077,18870613.946479212,5939195.422103334,4572585.942140251,668933.9881574092,1187020716.894539,P4,40298.42569049232,29378195.28514174,63100444.282883786,2075688663.7909803,73227563.23276451,199657.24468811473,4722.171328954669,8da1b0645231cb100afbc91239ed5dd455d71ebcd6f1113629ff36adf4318b0a,0.2917714000213891,675,2000,20260904,0.5404617163966754,0.9958516886269261,0.996376239152473,0.9986591591112144,0.910614252854147,0.9914474784956444,0.07823303287521222,0.0,2063371354.5835376,68146742.18932691,0.0,538242.2987532084,11454469.186062234,566982.7553382523,124651.73813599834,31917658.187452562,71046250.05622387,4513838.288099337,0.0,2243171.5676355646,82329116.70170519,190273963.09990138,1385902971.8704314,68801831.04189111,10448111.584991224,262854.94485493266,LA-0675,optimal,optimal,optimal,False,267291.9089592639
1.0,3495897.7075889623,109085832.52184065,994866177.1635619,1390115531.6238222,88710152.10588801,14567242.844831735,1958495.2668152414,791b1bde90d941ba6c62fe2cdcbdf8a9eb08d43f5f4c18b00de84abc822a0f6f,894413.181796045,13850448.849535154,18115721.39427708,18870613.946479212,6179524.204180859,4557728.361927267,671969.9783428669,1187020716.894539,P4,42339.69832365719,35490303.69792111,1411984752.1328242,2062084467.3664727,92913044.97288321,196354.9248153797,4701.253776227616,26f4514a5257f5304d581bcacec10e69f389e3362b84d16dcee456576f48e8cc,0.33410450001247227,675,2000,20260905,0.11029094308399046,0.9958650363058429,0.9962309424585513,0.9986702589820853,0.9007410868642808,0.9914897328576122,0.07870853630855112,1403793232.6693997,2049949642.0496268,87682828.55567145,0.0,7978101.220687432,11350510.192601183,675338.0713822705,127023.75884799974,34154118.1815584,70140652.59317753,4554878.345829502,0.0,2356796.967488054,99055890.26028909,976399228.6458718,1370977625.7683837,82263335.99274789,10472461.934541516,261690.59019993403,LA-0675,optimal,optimal,optimal,False,267291.9089592639
1.0,3448305.894178695,98743961.78989448,208921673.72190094,1411259156.571935,76880063.3001814,14675143.761369217,1882646.9866316493,26bf9447b55ed4e7c289a4dd6e2d71362e7f4f7b7131165ee6cd8d2e5f692735,885952.5123965357,13508829.156721203,15143125.64361527,18870613.946479212,5998254.527978535,4513485.752219201,662225.1884078691,1187020716.894539,P4,42848.06056324472,31735043.73441755,64242566.660596885,2089499946.0278847,75090969.69515663,197655.15408272675,4701.856879231542,02971c6be3a721c61d51695853ea1667f5e63abe8bc1d2565835b05d4fbf80c1,0.3370078000007197,675,2000,20260906,0.5331778661209436,0.9958946719017158,0.9962654299451835,0.9986584997304437,0.906616283725179,0.9915470200625476,0.07775613259351544,0.0,2076456546.8996582,69680775.32769005,0.0,540621.2908613281,11368567.150270928,574223.0775827863,124912.58576050587,34742721.775588304,69934921.28245015,4835971.289883789,0.0,2385094.443192454,88788527.76643173,193553537.03770533,1392121250.7164965,70614516.8632436,10578161.980576154,261724.16132554456,LA-0675,optimal,optimal,optimal,False,267291.9089592639
1.0,3503637.01055047,104758472.61749819,215369778.23529866,1387720355.9240322,84660633.88531053,15430064.48088897,1869097.0315086143,0d2647dc56b3117fca65a4e1b75ca4bd88ec61f65e10fb9329d00ed0f2352225,882936.909126482,13619650.0629491,15594129.323322821,18870613.946479212,6102578.868476455,4775193.550330099,678426.2227642564,1187020716.894539,P4,41785.844550193266,33976749.97524477,66175957.22590745,2014268406.1924524,86332422.8350884,201985.49997194787,4733.972122693422,86e62847f453a0cee309c9a47fd6cadfce3e3d7edcfc450f6dbf7d5c848ca79c,0.29777319997083396,675,2000,20260907,0.5125140928826782,0.9958504420435798,0.9962526813853867,0.998636492083801,0.8997542338501636,0.9914635588898619,0.0804267004323751,0.0,2001651477.9364986,80906424.01221448,0.0,556300.1506369758,11308129.239959078,638794.8177964415,124917.4880172147,34604771.115337014,71011988.89054152,4787204.0050774785,0.0,2325967.251041958,94856507.92386024,199552996.94721463,1368582450.0685937,78290763.10787481,10833727.074969348,263511.8242376066,LA-0675,optimal,optimal,optimal,False,267291.9089592639
1.0,3448864.2692790353,101053960.43308736,210050333.82382548,1412467037.3295653,80716488.43478778,15111563.185270462,1887980.910117859,cac4960529d10b190b34cd36a9c541c54b90863e42c811db46c10d8e3afdf783,893912.3720971423,13634897.126133937,15148890.992127568,18870613.946479212,6055420.430232134,4650266.329449745,665345.5736865031,1187020716.894539,P4,40320.4982430052,32662638.737730477,64270940.837809056,2035700499.2714794,80464422.33799717,199007.68896564105,4810.574111137006,8e9b1d2ed408a63a9b839e0538a565c2d3c306f030260fac98975baf4ba84493,0.2923259999952279,675,2000,20260908,0.5274500018318514,0.9959460954490542,0.9963324522704575,0.9986500710339655,0.903475961945177,0.9916274827572279,0.07964739949404587,0.0,2023597500.6465335,75083890.6507793,0.0,551855.0808731132,11454571.023755131,608714.8631171329,124352.4677508971,33684417.15972616,70131035.96835735,4771816.82410072,0.0,2244400.2141986415,91203737.18833539,194454692.9511454,1393329131.4741268,74393776.09559637,10707699.795656744,267775.7973223303,LA-0675,optimal,optimal,optimal,False,267291.9089592639
