panel_index,simulation_id,E3A_H000_MF080_policy_label,E3A_H000_MF080_T_COST,E3A_H000_MF080_C_Q,E3A_H000_MF080_C_F,E3A_H000_MF080_C_R,E3A_H000_MF080_first_stage_cost,E3A_H000_MF080_worst_exercise_cost,E3A_H000_MF080_worst_shortage_penalty,E3A_H000_MF080_budget_usage,E3A_H000_MF080_worst_scenario,E3A_H000_MF080_Q_Vaccine,E3A_H000_MF080_F_Vaccine,E3A_H000_MF080_R_Vaccine,E3A_H000_MF080_paid_R_Vaccine,E3A_H000_MF080_R_level_numeric_Vaccine,E3A_H000_MF080_worst_shortage_Vaccine,E3A_H000_MF080_shortage_loss_Vaccine,E3A_H000_MF080_F_total,E3A_H000_MF080_paid_R_any,E3A_H000_MF080_R1_item_count,E3A_H000_MF080_R2_item_count,E3A_H000_MF100_policy_label,E3A_H000_MF100_T_COST,E3A_H000_MF100_C_Q,E3A_H000_MF100_C_F,E3A_H000_MF100_C_R,E3A_H000_MF100_first_stage_cost,E3A_H000_MF100_worst_exercise_cost,E3A_H000_MF100_worst_shortage_penalty,E3A_H000_MF100_budget_usage,E3A_H000_MF100_worst_scenario,E3A_H000_MF100_Q_Vaccine,E3A_H000_MF100_F_Vaccine,E3A_H000_MF100_R_Vaccine,E3A_H000_MF100_paid_R_Vaccine,E3A_H000_MF100_R_level_numeric_Vaccine,E3A_H000_MF100_worst_shortage_Vaccine,E3A_H000_MF100_shortage_loss_Vaccine,E3A_H000_MF100_F_total,E3A_H000_MF100_paid_R_any,E3A_H000_MF100_R1_item_count,E3A_H000_MF100_R2_item_count,E3A_H000_MF120_policy_label,E3A_H000_MF120_T_COST,E3A_H000_MF120_C_Q,E3A_H000_MF120_C_F,E3A_H000_MF120_C_R,E3A_H000_MF120_first_stage_cost,E3A_H000_MF120_worst_exercise_cost,E3A_H000_MF120_worst_shortage_penalty,E3A_H000_MF120_budget_usage,E3A_H000_MF120_worst_scenario,E3A_H000_MF120_Q_Vaccine,E3A_H000_MF120_F_Vaccine,E3A_H000_MF120_R_Vaccine,E3A_H000_MF120_paid_R_Vaccine,E3A_H000_MF120_R_level_numeric_Vaccine,E3A_H000_MF120_worst_shortage_Vaccine,E3A_H000_MF120_shortage_loss_Vaccine,E3A_H000_MF120_F_total,E3A_H000_MF120_paid_R_any,E3A_H000_MF120_R1_item_count,E3A_H000_MF120_R2_item_count,E3A_H050_MF080_policy_label,E3A_H050_MF080_T_COST,E3A_H050_MF080_C_Q,E3A_H050_MF080_C_F,E3A_H050_MF080_C_R,E3A_H050_MF080_first_stage_cost,E3A_H050_MF080_worst_exercise_cost,E3A_H050_MF080_worst_shortage_penalty,E3A_H050_MF080_budget_usage,E3A_H050_MF080_worst_scenario,E3A_H050_MF080_Q_Vaccine,E3A_H050_MF080_F_Vaccine,E3A_H050_MF080_R_Vaccine,E3A_H050_MF080_paid_R_Vaccine,E3A_H050_MF080_R_level_numeric_Vaccine,E3A_H050_MF080_worst_shortage_Vaccine,E3A_H050_MF080_shortage_loss_Vaccine,E3A_H050_MF080_F_total,E3A_H050_MF080_paid_R_any,E3A_H050_MF080_R1_item_count,E3A_H050_MF080_R2_item_count,E3A_H050_MF100_policy_label,E3A_H050_MF100_T_COST,E3A_H050_MF100_C_Q,E3A_H050_MF100_C_F,E3A_H050_MF100_C_R,E3A_H050_MF100_first_stage_cost,E3A_H050_MF100_worst_exercise_cost,E3A_H050_MF100_worst_shortage_penalty,E3A_H050_MF100_budget_usage,E3A_H050_MF100_worst_scenario,E3A_H050_MF100_Q_Vaccine,E3A_H050_MF100_F_Vaccine,E3A_H050_MF100_R_Vaccine,E3A_H050_MF100_paid_R_Vaccine,E3A_H050_MF100_R_level_numeric_Vaccine,E3A_H050_MF100_worst_shortage_Vaccine,E3A_H050_MF100_shortage_loss_Vaccine,E3A_H050_MF100_F_total,E3A_H050_MF100_paid_R_any,E3A_H050_MF100_R1_item_count,E3A_H050_MF100_R2_item_count,E3A_H050_MF120_policy_label,E3A_H050_MF120_T_COST,E3A_H050_MF120_C_Q,E3A_H050_MF120_C_F,E3A_H050_MF120_C_R,E3A_H050_MF120_first_stage_cost,E3A_H050_MF120_worst_exercise_cost,E3A_H050_MF120_worst_shortage_penalty,E3A_H050_MF120_budget_usage,E3A_H050_MF120_worst_scenario,E3A_H050_MF120_Q_Vaccine,E3A_H050_MF120_F_Vaccine,E3A_H050_MF120_R_Vaccine,E3A_H050_MF120_paid_R_Vaccine,E3A_H050_MF120_R_level_numeric_Vaccine,E3A_H050_MF120_worst_shortage_Vaccine,E3A_H050_MF120_shortage_loss_Vaccine,E3A_H050_MF120_F_total,E3A_H050_MF120_paid_R_any,E3A_H050_MF120_R1_item_count,E3A_H050_MF120_R2_item_count,E3A_H100_MF080_policy_label,E3A_H100_MF080_T_COST,E3A_H100_MF080_C_Q,E3A_H100_MF080_C_F,E3A_H100_MF080_C_R,E3A_H100_MF080_first_stage_cost,E3A_H100_MF080_worst_exercise_cost,E3A_H100_MF080_worst_shortage_penalty,E3A_H100_MF080_budget_usage,E3A_H100_MF080_worst_scenario,E3A_H100_MF080_Q_Vaccine,E3A_H100_MF080_F_Vaccine,E3A_H100_MF080_R_Vaccine,E3A_H100_MF080_paid_R_Vaccine,E3A_H100_MF080_R_level_numeric_Vaccine,E3A_H100_MF080_worst_shortage_Vaccine,E3A_H100_MF080_shortage_loss_Vaccine,E3A_H100_MF080_F_total,E3A_H100_MF080_paid_R_any,E3A_H100_MF080_R1_item_count,E3A_H100_MF080_R2_item_count,E3A_H100_MF100_policy_label,E3A_H100_MF100_T_COST,E3A_H100_MF100_C_Q,E3A_H100_MF100_C_F,E3A_H100_MF100_C_R,E3A_H100_MF100_first_stage_cost,E3A_H100_MF100_worst_exercise_cost,E3A_H100_MF100_worst_shortage_penalty,E3A_H100_MF100_budget_usage,E3A_H100_MF100_worst_scenario,E3A_H100_MF100_Q_Vaccine,E3A_H100_MF100_F_Vaccine,E3A_H100_MF100_R_Vaccine,E3A_H100_MF100_paid_R_Vaccine,E3A_H100_MF100_R_level_numeric_Vaccine,E3A_H100_MF100_worst_shortage_Vaccine,E3A_H100_MF100_shortage_loss_Vaccine,E3A_H100_MF100_F_total,E3A_H100_MF100_paid_R_any,E3A_H100_MF100_R1_item_count,E3A_H100_MF100_R2_item_count,E3A_H100_MF120_policy_label,E3A_H100_MF120_T_COST,E3A_H100_MF120_C_Q,E3A_H100_MF120_C_F,E3A_H100_MF120_C_R,E3A_H100_MF120_first_stage_cost,E3A_H100_MF120_worst_exercise_cost,E3A_H100_MF120_worst_shortage_penalty,E3A_H100_MF120_budget_usage,E3A_H100_MF120_worst_scenario,E3A_H100_MF120_Q_Vaccine,E3A_H100_MF120_F_Vaccine,E3A_H100_MF120_R_Vaccine,E3A_H100_MF120_paid_R_Vaccine,E3A_H100_MF120_R_level_numeric_Vaccine,E3A_H100_MF120_worst_shortage_Vaccine,E3A_H100_MF120_shortage_loss_Vaccine,E3A_H100_MF120_F_total,E3A_H100_MF120_paid_R_any,E3A_H100_MF120_R1_item_count,E3A_H100_MF120_R2_item_count,row_sha256
150,LA-0109,P4,1197722934.5352714,0.0,5812311.131010309,0.0,5812311.131010309,13325594.72442817,1178585028.679833,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,273653048.2192705,False,0,0,P4,1213400104.7993042,0.0,5812311.131010308,0.0,5812311.131010308,13325594.72442817,1194262198.9438658,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,196130759.34002504,False,0,0,P4,1223851551.6419933,0.0,5812311.131010307,0.0,5812311.131010307,13325594.72442817,1204713645.7865548,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,144449233.42052805,False,0,0,P4,1197722934.5352712,0.0,5812311.131010308,0.0,5812311.131010308,13325594.72442817,1178585028.6798327,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,387611444.3962273,False,0,0,P4,1213400104.7993042,0.0,5812311.131010308,0.0,5812311.131010308,13325594.72442817,1194262198.9438658,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,196130759.34002504,False,0,0,P4,1223851551.6419933,0.0,5812311.131010307,0.0,5812311.131010307,13325594.72442817,1204713645.7865548,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,144449233.42052805,False,0,0,P4,1197722934.5352714,0.0,5812311.131010309,0.0,5812311.131010309,13325594.72442817,1178585028.679833,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,273653048.2192705,False,0,0,P4,1213400104.7993042,0.0,5812311.131010308,0.0,5812311.131010308,13325594.72442817,1194262198.9438658,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,196130759.34002504,False,0,0,P4,1223851551.641993,0.0,5812311.131010308,0.0,5812311.131010308,13325594.72442817,1204713645.7865546,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,258407629.5974849,False,0,0,c817c5faef2b44c3664e3ffc6525b814f47a12e95f66396d45f2925ae8128ae5
151,LA-0890,P4,1204768500.4124727,0.0,7010057.330134571,0.0,7010057.330134571,12127848.525303908,1185630594.5570343,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,316471127.25505364,False,0,0,P4,1219036557.5010657,0.0,7010057.33013457,0.0,7010057.33013457,12127848.525303908,1199898651.6456273,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,373989400.882126,False,0,0,P4,1228548595.5601275,0.0,7010057.330134569,0.0,7010057.330134569,12127848.525303908,1209410689.704689,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,160642210.2208344,False,0,0,P4,1204768500.4124727,0.0,7010057.330134571,0.0,7010057.330134571,12127848.525303908,1185630594.5570343,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,316471127.25505364,False,0,0,P4,1219036557.5010657,0.0,7010057.33013457,0.0,7010057.33013457,12127848.525303908,1199898651.6456273,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,222973777.03452212,False,0,0,P4,1228548595.5601275,0.0,7010057.330134569,0.0,7010057.330134569,12127848.525303908,1209410689.704689,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,160642210.2208344,False,0,0,P4,1204768500.4124727,0.0,7010057.330134571,0.0,7010057.330134571,12127848.525303908,1185630594.5570343,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,316471127.25505364,False,0,0,P4,1219036557.5010657,0.0,7010057.33013457,0.0,7010057.33013457,12127848.525303908,1199898651.6456273,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,222973777.03452212,False,0,0,P4,1228548595.5601275,0.0,7010057.330134569,0.0,7010057.330134569,12127848.525303908,1209410689.704689,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,160642210.2208344,False,0,0,803fd7ed3e70f168ee2eb6ece7c12175c4fda23276184b22fa2af516ad706338
152,LA-0921,P4,1192258115.9331098,0.0,4883291.968642846,0.0,4883291.968642846,14254613.886795633,1173120210.0776713,1.0,h09,0.0,1488443.9385288062,R0,False,0,8535025.331950115,475093650.07767123,16630313.562507365,False,0,0,P4,1209028249.9175751,0.0,4883291.968642846,0.0,4883291.968642846,14254613.886795633,1189890344.0621367,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,260525606.52170536,False,0,0,P4,1220208339.2405522,0.0,4883291.968642846,0.0,4883291.968642846,14254613.886795633,1201070433.3851137,1.0,h09,0.0,1462133.5059891627,R0,False,0,8553096.316921415,476099553.38511366,1462133.5059891627,False,0,0,P4,1192258115.9331098,0.0,4883291.968642845,0.0,4883291.968642845,14254613.886795633,1173120210.0776713,1.0,h09,0.0,2193200.258983744,R0,False,0,8050972.4431889765,448149330.0776712,2193200.258983744,False,0,0,P4,1209028249.9175751,0.0,4883291.968642846,0.0,4883291.968642846,14254613.886795633,1189890344.0621367,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,260525606.52170536,False,0,0,P4,1220208339.2405522,0.0,4883291.968642846,0.0,4883291.968642846,14254613.886795633,1201070433.3851137,1.0,h09,0.0,1462133.5059891627,R0,False,0,8553096.316921415,476099553.38511366,1462133.5059891627,False,0,0,P4,1192258115.9331098,0.0,4883291.968642845,0.0,4883291.968642845,14254613.886795633,1173120210.0776713,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,325657008.1521317,False,0,0,P4,1209028249.9175751,0.0,4883291.968642846,0.0,4883291.968642846,14254613.886795633,1189890344.0621367,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,260525606.52170536,False,0,0,P4,1220208339.2405522,0.0,4883291.968642846,0.0,4883291.968642846,14254613.886795633,1201070433.3851137,1.0,h09,0.0,1462133.5059891627,R0,False,0,8553096.316921415,476099553.38511366,1462133.5059891627,False,0,0,c4553f7b63dee71a4337fe76f2f78349df6be3171aa17d8e67907b0b62822fd2
153,LA-0162,P4,1192329436.3756132,0.0,4895416.443868432,0.0,4895416.443868432,14242489.411570046,1173191530.5201747,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,326465565.23877186,False,0,0,P4,1209085306.2715778,0.0,4895416.443868431,0.0,4895416.443868431,14242489.411570046,1189947400.4161394,1.0,h09,0.0,1758916.5147558318,R0,False,0,8353271.780974047,464976520.41613936,1758916.5147558318,False,0,0,P4,1220255886.2022212,0.0,4895416.443868431,0.0,4895416.443868431,14242489.411570046,1201117980.3467827,1.0,h09,0.0,1465763.7622965265,R0,False,0,8553950.494876089,476147100.3467826,1465763.7622965265,False,0,0,P4,1192329436.3756132,0.0,4895416.443868432,0.0,4895416.443868432,14242489.411570046,1173191530.5201747,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,326465565.23877186,False,0,0,P4,1209085306.271578,0.0,4895416.443868431,0.0,4895416.443868431,14242489.411570046,1189947400.4161396,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,261172452.19101748,False,0,0,P4,1220255886.2022212,0.0,4895416.443868431,0.0,4895416.443868431,14242489.411570046,1201117980.3467827,1.0,h09,0.0,1465763.7622965265,R0,False,0,8553950.494876089,476147100.3467826,1465763.7622965265,False,0,0,P4,1192329436.3756132,0.0,4895416.443868432,0.0,4895416.443868432,14242489.411570046,1173191530.5201747,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,326465565.23877186,False,0,0,P4,1209085306.271578,0.0,4895416.443868431,0.0,4895416.443868431,14242489.411570046,1189947400.4161396,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,261172452.19101748,False,0,0,P4,1220255886.2022212,0.0,4895416.443868432,0.0,4895416.443868432,14242489.411570046,1201117980.3467827,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,217643710.15918127,False,0,0,795ec7bf7685db63be32291d2614c7e9b2bc6d42db81d399e4b9abc72bc38430
154,LA-0786,P4,1198405547.0774503,0.0,5928355.263180752,0.0,5928355.263180752,13209550.592257727,1179267641.2220118,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,278095497.8175943,False,0,0,P4,1213946194.8330476,0.0,5928355.263180752,0.0,5928355.263180752,13209550.592257727,1194808288.9776092,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,199025458.56262267,False,0,0,P4,1224306626.6701124,0.0,5928355.263180751,0.0,5928355.263180751,13209550.592257725,1205168720.814674,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,146312099.05930823,False,0,0,P4,1198405547.0774503,0.0,5928355.263180751,0.0,5928355.263180751,13209550.592257725,1179267641.2220118,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,395350196.27485806,False,0,0,P4,1213946194.8330476,0.0,5928355.263180752,0.0,5928355.263180752,13209550.592257727,1194808288.9776092,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,316280157.0198865,False,0,0,P4,1224306626.6701126,0.0,5928355.263180752,0.0,5928355.263180752,13209550.592257725,1205168720.8146741,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,263566797.51657206,False,0,0,P4,1198405547.0774503,0.0,5928355.263180751,0.0,5928355.263180751,13209550.592257725,1179267641.2220118,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,395350196.27485806,False,0,0,P4,1213946194.8330476,0.0,5928355.263180752,0.0,5928355.263180752,13209550.592257727,1194808288.9776092,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,316280157.0198865,False,0,0,P4,1224306626.6701126,0.0,5928355.263180752,0.0,5928355.263180752,13209550.592257725,1205168720.8146741,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,263566797.51657206,False,0,0,5d760a63fba777666f39444dcdbc4b59791dabc63c8e6a818a36786814f8512a
155,LA-0862,P4,1204494416.7824776,0.0,6963463.1130354125,0.0,6963463.1130354125,12174442.742403064,1185356510.9270391,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,314941745.1612586,False,0,0,P4,1218817290.5970695,0.0,6963463.113035413,0.0,6963463.113035413,12174442.742403064,1199679384.741631,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,371503580.50765115,False,0,0,P4,1228365873.1401308,0.0,6963463.1130354125,0.0,6963463.1130354125,12174442.742403066,1209227967.2846923,1.0,h09,0.0,908290.2599280868,R0,False,0,9183698.751162192,511201407.2846923,26189535.250646465,False,0,0,P4,1204494416.7824779,0.0,6963463.113035413,0.0,6963463.113035413,12174442.742403064,1185356510.9270394,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,464379475.6345639,False,0,0,P4,1218817290.5970695,0.0,6963463.113035413,0.0,6963463.113035413,12174442.742403064,1199679384.741631,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,371503580.50765115,False,0,0,P4,1228365873.1401308,0.0,6963463.1130354125,0.0,6963463.1130354125,12174442.742403066,1209227967.2846923,1.0,h09,0.0,908290.2599280868,R0,False,0,9183698.751162192,511201407.2846923,26189535.250646465,False,0,0,P4,1204494416.7824776,0.0,6963463.1130354125,0.0,6963463.1130354125,12174442.742403064,1185356510.9270391,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,314941745.1612586,False,0,0,P4,1218817290.5970695,0.0,6963463.113035413,0.0,6963463.113035413,12174442.742403064,1199679384.741631,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,371503580.50765115,False,0,0,P4,1228365873.1401308,0.0,6963463.1130354125,0.0,6963463.1130354125,12174442.742403066,1209227967.2846923,1.0,h09,0.0,908290.2599280868,R0,False,0,9183698.751162192,511201407.2846923,26189535.250646465,False,0,0,b8412fb02794d89c00d67e044d91c06cb6bf452f8ac8fa585a21aaec2774fc1e
156,LA-0121,P4,1188675214.4762619,0.0,4274198.720978732,0.0,4274198.720978732,14863707.134459743,1169537308.6208234,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,209908095.0381834,False,0,0,P4,1206161928.752097,0.0,4274198.720978733,0.0,4274198.720978733,14863707.134459745,1187024022.8966584,1.0,h09,0.0,1535713.8261636724,R0,False,0,8300753.5013053045,462053142.8966585,1535713.8261636724,False,0,0,P4,1217819738.2693202,0.0,4274198.720978732,0.0,4274198.720978732,14863707.134459745,1198681832.4138818,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,114895497.20735015,False,0,0,P4,1188675214.4762619,0.0,4274198.720978732,0.0,4274198.720978732,14863707.134459743,1169537308.6208234,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,285037793.49249977,False,0,0,P4,1206161928.752097,0.0,4274198.720978733,0.0,4274198.720978733,14863707.134459745,1187024022.8966584,1.0,h09,0.0,1535713.8261636724,R0,False,0,8300753.5013053045,462053142.8966585,1535713.8261636724,False,0,0,P4,1217819738.2693202,0.0,4274198.720978732,0.0,4274198.720978732,14863707.134459745,1198681832.4138818,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,114895497.20735015,False,0,0,P4,1188675214.4762619,0.0,4274198.720978732,0.0,4274198.720978732,14863707.134459743,1169537308.6208234,0.9999999999999998,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,285037793.49249977,False,0,0,P4,1206161928.752097,0.0,4274198.720978733,0.0,4274198.720978733,14863707.134459745,1187024022.8966584,1.0,h09,0.0,1535713.8261636724,R0,False,0,8300753.5013053045,462053142.8966585,1535713.8261636724,False,0,0,P4,1217819738.2693202,0.0,4274198.720978732,0.0,4274198.720978732,14863707.134459745,1198681832.4138818,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,190025195.6616665,False,0,0,d996d6029c76b0ae3a5be6689aaf81a2ad97343decd1884d831744d647536f98
157,LA-0051,P4,1191193556.2168245,0.0,4702316.816874379,0.0,4702316.816874379,14435589.038564099,1172055650.361386,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,313588135.9951437,False,0,0,P4,1208176602.144547,0.0,4702316.816874379,0.0,4702316.816874379,14435589.038564099,1189038696.2891085,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,165764259.38919845,False,0,0,P4,1219498632.7630286,0.0,4702316.816874378,0.0,4702316.816874378,14435589.038564099,1200360726.9075902,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,209058757.3300958,False,0,0,P4,1191193556.2168245,0.0,4702316.816874378,0.0,4702316.816874378,14435589.038564099,1172055650.361386,1.0,h09,0.0,1441790.003707894,R0,False,0,8515900.588556089,474029090.3613861,15839706.34439928,False,0,0,P4,1208176602.144547,0.0,4702316.816874379,0.0,4702316.816874379,14435589.038564099,1189038696.2891085,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,165764259.38919845,False,0,0,P4,1219498632.7630286,0.0,4702316.816874378,0.0,4702316.816874378,14435589.038564099,1200360726.9075902,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,209058757.3300958,False,0,0,P4,1191193556.2168245,0.0,4702316.816874379,0.0,4702316.816874379,14435589.038564099,1172055650.361386,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,313588135.9951437,False,0,0,P4,1208176602.144547,0.0,4702316.816874379,0.0,4702316.816874379,14435589.038564099,1189038696.2891085,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,165764259.38919845,False,0,0,P4,1219498632.7630286,0.0,4702316.816874378,0.0,4702316.816874378,14435589.038564099,1200360726.9075902,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,209058757.3300958,False,0,0,11d8fce7e25bc1c0497bcc781c53aeec24b789aa7e0442747e653d3173297275
158,LA-0479,P4,1209031417.2527108,0.0,7734753.192975051,0.0,7734753.192975051,11403152.662463427,1189893511.3972723,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,515815273.7526042,False,0,0,P4,1222300852.8261209,0.0,2971012.2970832614,4732707.789625533,7703720.086708794,11434185.768729683,1203162946.9706824,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,158504710.6851932,True,0,1,P4,1229341280.2063022,0.0,3098728.9768991047,4113462.938010003,7212191.914909108,11925713.94052937,1210203374.3508637,1.0,h09,0.0,927807.6126099168,R2,True,2,8717168.984457884,485232494.3508637,927807.6126099168,True,0,1,P4,1209031417.252711,0.0,7734753.19297505,0.0,7734753.19297505,11403152.662463427,1189893511.3972726,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,338598185.2721662,False,0,0,P4,1222300852.8261209,0.0,2971012.2970832614,4732707.789625533,7703720.086708794,11434185.768729683,1203162946.9706824,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,158504710.6851932,True,0,1,P4,1229341280.2063022,0.0,3098728.9768991047,4113462.938010003,7212191.914909108,11925713.94052937,1210203374.3508637,1.0,h09,0.0,927807.6126099168,R2,True,2,8717168.984457884,485232494.3508637,927807.6126099168,True,0,1,P4,1209031417.2527108,0.0,7734753.192975051,0.0,7734753.192975051,11403152.662463427,1189893511.3972723,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,515815273.7526042,False,0,0,P4,1222300852.8261209,0.0,2971012.2970832614,4732707.789625533,7703720.086708794,11434185.768729683,1203162946.9706824,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,158504710.6851932,True,0,1,P4,1229341280.2063022,0.0,3098728.9768991047,4113462.938010003,7212191.914909108,11925713.94052937,1210203374.3508637,1.0,h09,0.0,927807.6126099168,R2,True,2,8717168.984457884,485232494.3508637,927807.6126099168,True,0,1,00a2d28406b068db70aa4913a0d21fbe59b14b82cf41feefe771865d7d03b308
159,LA-0842,P4,1188839276.3259182,0.0,4302089.235420294,0.0,4302089.235420294,14835816.620018182,1169701370.4704797,1.0,h09,0.0,1335614.642371247,R0,False,0,8473606.109343197,471674810.4704797,14152728.056202585,False,0,0,P4,1206293178.2318218,0.0,4302089.235420294,0.0,4302089.235420294,14835816.620018184,1187155272.3763833,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,153756099.9584633,False,0,0,P4,1217929112.835758,0.0,4302089.235420293,0.0,4302089.235420293,14835816.620018184,1198791206.9803195,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,115503065.78379148,False,0,0,P4,1188839276.3259182,0.0,4302089.235420294,0.0,4302089.235420294,14835816.620018184,1169701370.4704797,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,286897756.3100388,False,0,0,P4,1206293178.231822,0.0,4302089.235420294,0.0,4302089.235420294,14835816.620018184,1187155272.3763835,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,229518205.04803103,False,0,0,P4,1217929112.835758,0.0,4302089.235420293,0.0,4302089.235420293,14835816.620018184,1198791206.9803195,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,115503065.78379148,False,0,0,P4,1188839276.3259182,0.0,4302089.235420294,0.0,4302089.235420294,14835816.620018182,1169701370.4704797,1.0,h09,0.0,1335614.642371247,R0,False,0,8473606.109343197,471674810.4704797,14152728.056202585,False,0,0,P4,1206293178.2318218,0.0,4302089.235420294,0.0,4302089.235420294,14835816.620018184,1187155272.3763833,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,153756099.9584633,False,0,0,P4,1217929112.835758,0.0,4302089.235420293,0.0,4302089.235420293,14835816.620018184,1198791206.9803195,1.0,h09,0.0,0.0,NONE,False,0,9557344.06438629,531999999.99999845,115503065.78379148,False,0,0,ec5c901c262e799ead7f0416c5f0f1fe7987a815bc2019b981f68ffc00f8296e
