heldout_scenario,simulation_id,sample_index,baseline_policy_label,loho_policy_label,policy_stable,delta_Q_Water,delta_F_Water,baseline_R_Water,loho_R_Water,R_stable_Water,delta_Q_Vaccine,delta_F_Vaccine,baseline_R_Vaccine,loho_R_Vaccine,R_stable_Vaccine,delta_Q_Crackers,delta_F_Crackers,baseline_R_Crackers,loho_R_Crackers,R_stable_Crackers,canonical_policy_hash_stable,first_stage_stable,delta_first_stage_cost,row_sha256
h10,LA-0523,523,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ec41b6781b35c43479bbade10b9e5526071f98f38c018946c706b712c78e2746
h10,LA-0982,982,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,c10da0ef1a4b67c2e5108e5520daaafd423d2c9e7ac522eefc3c9f0af7aac68a
h10,LA-0410,410,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,False,True,0.0,2cb91f56717eceeab3e068dfe8574e4cc7a24e4d206680c0af38543c905fac7b
h10,LA-0972,972,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,ac80875cff8d38e28a198eb64fdaac2043b2170b9712d49e4b3ae9ad49403747
h10,LA-0770,770,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,e476026aa22343736316a8969d74dace04ec57c77b8dded2a4675328bc07659a
h10,LA-0285,285,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,fa12f7d9e88d8b9a3a52611360caa4148250ce3fc9e66e42497c2326e083f166
h10,LA-0575,575,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,d9da2bd73ea2a23e6923e258ba2bb2d8611fdda9fcfd610d4f52f6d276f0b6fc
h10,LA-0115,115,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,75248f308b0017a06e707c87c6b4b477cedf3b6bb7aa1b5692e4d3f8cef33899
h10,LA-0109,109,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,f720cd16b01e57b976161e3132292846471f69a8290a7db914123ea062767a49
h10,LA-0890,890,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,42c1790b3e4ae4e61433ca7448d445d7494c054d25699e11578a87ca3852b344
h10,LA-0921,921,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,6141664aaee2e59c5faa2cc69f5e9b37ee70a3054a08a3cbf38dc0a180728581
h10,LA-0162,162,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,7e67ff08fd5db4ae051399960db6b8621a39c337ea170efae5dbdd4893bc4c70
h10,LA-0786,786,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,aaf1c387b796d5614dee1748531b9fc7f3efbc035b50c2408b41ff498f6d2a59
h10,LA-0862,862,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,e23df1e08d3853ff54a2f114da2582b97cfe86e17df02a1bc9dda7d14b03a08a
h10,LA-0121,121,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,ac5525047bbfd19b9225ee6ca391f9e7f8acc16db5a1709db9990451192a9045
h10,LA-0051,51,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,19ff0b3b473d7cfa8039e2e9ec222523dabcf002c8b98853d1529ef037b96b5f
h10,LA-0479,479,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,dd848eef51733f1f61f3514a78c6ab8c60cd9bb6d7f15fc0a8a112d1a8fa7aac
h10,LA-0842,842,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,da0c703bb60fd420abcc1c8243730d9f3379f3a4108ef79a4d5b7f030b953ae5
h10,LA-0289,289,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,939eb6b1e2548817ddafd77b6a46fd97e85695f098ec4b5395c273528f0958f1
h10,LA-0648,648,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,9040f6c4fedb43e3106ed2468ae768424253539701758a80edee1aa279c8940d
h10,LA-0006,6,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,False,True,0.0,2ea56a996c21be73875c9ed4092bb3113aa8a509d8b9eae3afe0445d194760f0
h10,LA-0785,785,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,73f258cbbbddc2ca1e6a119126f181e3911b50227d4e98038db395e00e647a45
h10,LA-0747,747,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,c69303178050b35f8920f1cd18220efcc60eeb73c15a779b96174cbfafc916b4
h10,LA-0528,528,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,1be804cabad8d574d79f0e329004101b4213427b2479b786c99e8389b499cad9
h10,LA-0584,584,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,True,True,0.0,df87feb7e604b98947aefabd73af84b576c34a1c86c54146d17c7cbb557d21ba
h10,LA-0488,488,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,6a0c7e193f4feb161b6fde2bfb7d07186e5a494eabbc054af19d5ac2d333c91a
h10,LA-0170,170,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,4aeca67de2e43a5fecb044744617a67a6e4b43664ee16a6b6ef2da2bf0f19952
h10,LA-0771,771,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,False,True,0.0,0fd6c8b8d54df21ffe45b676cf84d7b6451e0c948d94725fe94c9b855bab6642
h10,LA-0365,365,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,937effda79ecc45ffa54565ec442f1732bf7ebe032b5422aa9d070b7587dd91b
h10,LA-0286,286,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,0fe486ef7131fee87fb4155e5dbcb5d46aaa4567db8ebcdcff241013b3c2a127
h10,LA-0110,110,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,8fc11e7368a742f52e7622643d4dbb22d61123462c527f1f37e0daa800b86bc6
h10,LA-0292,292,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,6460af57ab8fb202ad2e7d9e193cee4a852b4d138d2a9caf0946a9a6c48d2ac4
h10,LA-0437,437,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,04d8fd4ccda9c520355ac35d3c7800176fd31765a6108afd2a90f0becb868c51
h10,LA-0514,514,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,c0f4e8e647d092ab60f81eb5fae50f5fe734e5511074f5ae7e9506df03de112e
h10,LA-0633,633,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,a43a2d6e4c9f21ba95a21e7f4bf5eadbaff2ab43c8a4ff652d94ae6d0b2d0792
h10,LA-0799,799,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,23c8efb098c551be28d6cf54cea871930540c61c157893093766b60b350e7d67
h10,LA-0577,577,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,5878031c7c9471bf577dffae0b336503ca659a978bcbd15c127ba1d0c5ed7a6b
h10,LA-0377,377,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,cd2f2fe12036ce61aa7e4812842b1027169bc01d4b5e1911fc3d32ba1ac0bec0
h10,LA-0475,475,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,ffbdd28c7af4515ab6a8f2a0f1e68cb0ef99af28e86dd65e7800b15c116aef55
h10,LA-0032,32,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,a4651214e1448c6053496d0efb2a0188e596dab204d393f5c1d203733a278649
h10,LA-0259,259,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,True,True,0.0,70150fda84fb63c27d7b879b3ab966d6dcd36b84837ec2d80b9f0728b69327ce
h10,LA-0750,750,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,6fddfe496b8caa7babe4e07b03f8aa8f9bf6e1e6778904969ba190b7280cb29f
h10,LA-0472,472,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,12e0cfed922af6e30deb4957ebf5f7e15c88a09e7c2ba949aa2c6e758361002d
h10,LA-0647,647,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,1789f188a5d7c85efd45be7b0a0a2d7ac9dcb50856dc11ea2215cbd4a29d9c3f
h10,LA-0478,478,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,b150d29cc37830fd3887d069371d56913167adf54a7d10a2301a246817d4e348
h10,LA-0114,114,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,a33ef7442f6fd2e967669d1a80b77aaef1bebb9f4e03e6deeeaff9f96adde74f
h10,LA-0573,573,P2,P2,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,9f2b2a3f84ea60cf4a9cf5c4e8b0e642944cd1211c343502f657763c61f9a5ce
h10,LA-0427,427,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,c26545648b6ac7025b9128993bb30f84b6f165331660aa07c752ba3c6797d481
h10,LA-0778,778,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,2b37ba63961e44a81b350500eac66d038295afcb8da5a40810cf6e596ffebdf8
h10,LA-0009,9,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,8a996f8d18831cc6c37472b8bb3e06dba003baf1849ad64c070b89699749083c
h10,LA-0787,787,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,cca375548410e5454fa137561616408fa91fa52814aa019df4838abf407dbd19
h10,LA-0565,565,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,8761ba0a81c9e9661b4870b48e7d2f0ac96608859929cdc868e2ef67a61345cc
h10,LA-0119,119,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,030e091db8cee3abe632b72b95e2599d42c907b82337886fabe1725a0aa3a426
h10,LA-0938,938,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,01e44f0ff69161940204f4221d0b637a0a4f13ccd94167f4a6e942ef06d87675
h10,LA-0240,240,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,a7134a6a7748a255b77d3921700e7a973812a7176b043107fd80785473f9cb79
h10,LA-0464,464,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,1cf34cb538b0480bd19d40e163856a92410f8043b7b55c0560ba2136b7fe873e
h10,LA-0860,860,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,59ab1b814031f3ca935e5fa58d14d55735245acb7e826c00d68e21306e0761db
h10,LA-0789,789,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,2b8aadaae1c523625a562a3948a1f7a2233ddea52f1def561fa70b6bb1f37fe3
h10,LA-0748,748,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,46da9cdda804b9fc4dab938334264c819d9fa84d887dd93438578f0590fc4bc4
h11,LA-0914,914,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,49d5dd7e86cc9aa7941ad3013b9795e38928561528188e976dd94ae765b4927a
h11,LA-0802,802,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,0c62cbb88343347b0127bca14bd579f160dfca0946f6e5b286095ecaacaeeb86
h11,LA-0642,642,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,ea5c06f0ee1a9c52c536545e7a05dc68e49bef67f8b428eb367f6b6c0b1858eb
h11,LA-0765,765,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,6e40643c27a510e36236d8e129ee927d6b72cfb706afeabdc6fe35880fc79a56
h11,LA-0334,334,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,35fdf164084e91c5f4b17ea38722d9e113dd1d8d1629c3f7584fb5665f5a9eed
h11,LA-0396,396,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,8eb647439613db03673e1eff5078c238185c4b9ce1dd89835123c0f2f19852f0
h11,LA-0358,358,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ada09810db1fd9083b710c3d66c25b379de0d912e6c6f81750f57faa9c4e9f03
h11,LA-0467,467,P4,P4,True,0.0,0.0,R1,R1,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,0e71065c8a438f087b8105403b650d89035c7e83564aca94f6a2ceb491fa80ac
h11,LA-0021,21,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,49b22e2ea265ed31f0f4357dbfdf02d17d68b17e0299a12e1e1c3d466bd58a92
h11,LA-0148,148,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,06cc3340a5a6eb2d239c5b76daa349ab16de3cd433429bad12c754212f961b9a
h11,LA-0248,248,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,637dcd3e13f327ea099f5655c18de4a4d4ea95189be8e7e13b47844b2586ff41
h11,LA-0349,349,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,aed3622dda7fcbcf7c1f692485b2b3fbd690b218124639c25e07a6c21bf0b28a
h11,LA-0460,460,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,5f7658c3db50b1de113cd68b47cf481437d3686510db0f1fb2b0f7bfe66cbe7d
h11,LA-0561,561,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,66d33d545f4f9b88dff2daaa1e89f9f532d6de832ab90c0aa55fc7c4163fdc85
h11,LA-0563,563,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,efd57c9162b3f83685e63a6c3476547e96cf40e7b0fbbcb923b7285c065da3c7
h11,LA-0925,925,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,5eeeff1b8c5327c460ace300aee2a1eb51fb7f63756495289e136ef75a1c5aa6
h11,LA-0803,803,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,6f21cad5ab1d2581cce2b2ba91d9098b26a7b3d9bec15c51da5eac56f6a6bccd
h11,LA-0008,8,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,0fcdc7e891c9bb23a88e2188dc614f2bff208b101e9c259cee9fd15e5833eda3
h11,LA-0461,461,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,4d7940576b67a0a952fb71ed2a64657a392287bad3b20c1bd8b88d5bc44c397f
h11,LA-0873,873,P4,P4,True,0.0,0.0,R2,R2,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,False,True,0.0,1c10c0ac416f7e947682897e24dd06bb3c8b9471aab45268947ab325dbe00bbc
h11,LA-0954,954,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,c75329599d804cd502cb02588ebfa76b2fbd41b7803563c4bb8b8951b7e9d227
h11,LA-0631,631,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,3d3669eccb5177740b4e5a2f1d98279768a77741a7084510ebd22ffd017a5f42
h11,LA-0266,266,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,eabfd3ba155d84b03f23647a614c83d1e55e910770ae37efc952780008e1c239
h11,LA-0537,537,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,c1b36e5fef41bb5969e553cb05a96a3829ed201b9a58d7f58b3fcef5740ec257
h11,LA-0751,751,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,6c58a9daf2d704c0f268e3abbc07ba97f3035869c719dc2b65822b71585ddef7
h11,LA-0580,580,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,f66b471925507f893a1387844ea53755a6fcc80bbb0c23e23804b88aab01dc97
h11,LA-0675,675,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,ebbc4971c57e57d20ffd31b08ae8d773de0d3e3a83a1a7a4144a67392eda6bb6
h11,LA-0291,291,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,6d58b69ee8d1cd09d3ab9839eea35aabda6dc70320ac607f049fd30ad0a89bc1
h11,LA-0482,482,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,0d26d099676d21149a6bb85ce7e8541e90ddb475329c7cc359a2fee199f7288c
h11,LA-0568,568,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,73967e90bd489abc06ee3c36801e2aa7b8fbda2df8676889aa5c2adf5f58b4fa
h11,LA-0800,800,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,31c0b53ef096317596bca8ac7aa7b4c04f3d0eb6ec859cee0b384a1ffd7956c2
h11,LA-0187,187,P2,P2,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,991fe408ac17bae78637dea258575fd49280c82b29a93695b9233182052526d1
h11,LA-0814,814,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,ed82ae142858227d3583c3cbc5007eaf13feed9d0676237e866be1977f79199c
h11,LA-0420,420,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,912ad6b6537b062cb0425d5a5570fdff874ae1c3da841be4d2dadfb1cdeaa13a
h11,LA-0222,222,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,e0d75882983c7cab51fab157e442884b1b0600ff51250731af4c9557f794f418
h11,LA-0513,513,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,c2dec9eeecad545cfc6f09c96fe159e90cb0265bc09a554933ef4bcc9ed36ef8
h11,LA-0061,61,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,2a3db6a84b5d70c3dc880e6c9433f42dfd9a39a7de93ffc4c4d7f689cb050ec2
h11,LA-0619,619,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,4d7e42d5f2fbac967c2aaf09f0bc2422844b64e046d8998f5d77d4177bd9a72b
h11,LA-0234,234,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,a2f07988fd793b3c10582110b12b487bec0555a7ee5d5e21c37c4843be275250
h11,LA-0105,105,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,02e5ac7275240409a97ed9dd50f72bbd8a01f83804a37b4ad9419e18f6456e58
h11,LA-0268,268,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,c8dbba37ce4a7dff6cd8bc2c7f38238933e1234b9a7e56f97c83aabf6467e9e5
h11,LA-0734,734,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,f37c736283246ec151816de1d6d011c4ae5a14d36ccf5e6a88c5903c828833f9
h11,LA-0302,302,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R2,R2,True,False,True,0.0,79b5cb75ff9c318c419af87114877d5a49b61435461f4e2d88d7a4d84782247e
h11,LA-0017,17,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,4f8758f1c04a9c86cd26441f53a088a17414e461455c3f5cc5b6c8d1a16a1fe2
h11,LA-0923,923,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,1e1246865a943f8437e2d854c64aeaded5aeae1b3ac3d336366be7e724e06eaa
h11,LA-0374,374,P3a,P3a,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,0.0,0.0,NONE,NONE,True,False,True,0.0,fd93b4e223b4e183e0914cbe131ad52bcf9d2c149208414c7ab57caa611fbde7
h11,LA-0930,930,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,9b3606fd21a9bf746d3de97097ccdca4d6f7f62f820244177eb4db391373eccd
h11,LA-0433,433,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,dcedbc60e8ab9e78e4b86a9d27c1db459b64230e4e380b96a1ebb437fd8a9a44
h11,LA-0947,947,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,False,True,0.0,46129f19c62c4b673f74b0a9da586505fb2cda956fdeec70652b08fd2d006077
h11,LA-0278,278,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,6dbc584128113cadd881b503858a4eea29481de079f297984f925d91528b12e8
h11,LA-0164,164,P4,P4,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R1,R1,True,False,True,0.0,a4b65629c5dc37052890a9a09e9c5c5b983066ff781e28d326c65e54c2cd3c10
h11,LA-0453,453,P1,P1,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,0.0,0.0,NONE,NONE,True,False,True,0.0,9e8bbbe39157d1d6884ec94db5cc58ce032dae0020407e2490de677db84fbc7c
h11,LA-0258,258,P4,P4,True,0.0,0.0,R0,R0,True,0.0,0.0,NONE,NONE,True,0.0,0.0,R0,R0,True,False,True,0.0,74a814b45bf55d3e1bdce3c67ef5da3fc7d3ece5ab1b4b0ae52e5ce217403a7d
