simulation_id,sample_index,input_sha256,layer_a_policy,layer_b_policy,policy_transition,layer_a_T_COST,layer_b_T_COST,delta_T_COST,layer_a_budget_usage,layer_b_budget_usage,delta_budget_usage,layer_a_worst_scenario,layer_b_worst_scenario,h09_recourse_loss,largest_non_h09_recourse_loss,largest_non_h09_scenario,h09_loss_advantage,h09_relative_loss_advantage,layer_a_Q_Water,layer_b_Q_Water,delta_Q_Water,layer_a_F_Water,layer_b_F_Water,delta_F_Water,layer_a_R_Water,layer_b_R_Water,reliability_transition_Water,delta_R_level_Water,layer_a_worst_exercise_Water,layer_b_worst_exercise_Water,delta_worst_exercise_Water,layer_a_worst_shortage_Water,layer_b_worst_shortage_Water,delta_worst_shortage_Water,layer_a_Q_Seasonal Influenza Vaccine,layer_b_Q_Seasonal Influenza Vaccine,delta_Q_Seasonal Influenza Vaccine,layer_a_F_Seasonal Influenza Vaccine,layer_b_F_Seasonal Influenza Vaccine,delta_F_Seasonal Influenza Vaccine,layer_a_R_Seasonal Influenza Vaccine,layer_b_R_Seasonal Influenza Vaccine,reliability_transition_Seasonal Influenza Vaccine,delta_R_level_Seasonal Influenza Vaccine,layer_a_worst_exercise_Seasonal Influenza Vaccine,layer_b_worst_exercise_Seasonal Influenza Vaccine,delta_worst_exercise_Seasonal Influenza Vaccine,layer_a_worst_shortage_Seasonal Influenza Vaccine,layer_b_worst_shortage_Seasonal Influenza Vaccine,delta_worst_shortage_Seasonal Influenza Vaccine,layer_a_Q_Crackers,layer_b_Q_Crackers,delta_Q_Crackers,layer_a_F_Crackers,layer_b_F_Crackers,delta_F_Crackers,layer_a_R_Crackers,layer_b_R_Crackers,reliability_transition_Crackers,delta_R_level_Crackers,layer_a_worst_exercise_Crackers,layer_b_worst_exercise_Crackers,delta_worst_exercise_Crackers,layer_a_worst_shortage_Crackers,layer_b_worst_shortage_Crackers,delta_worst_shortage_Crackers
LA-0494,494,786699722043330c907a2d4917a523708b69479ff57a3034a23d91e55abb203f,P4,P4,P4->P4,1211351014.5563087,1208858393.5106907,-2492621.0456180573,1.0,1.0,0.0,h09,h09,1203049331.9166994,193201949.99031729,h19,1009847381.9263821,0.8394064608452025,0.0,0.0,0.0,13389015.292306503,13389015.292306503,0.0,R0,R0,R0->R0,0,10399999.999999993,10399999.999999994,1.862645149230957e-09,7.450580596923828e-09,5.587935447692871e-09,-1.862645149230957e-09,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,126453199.493304,138418298.72652087,11965099.233216867,R0,R0,R0->R0,0,98223300.66991875,107517265.11082564,9293964.440906897,1763776699.3300812,1754482734.8891745,-9293964.440906763
LA-0495,495,7bc13e8e4617f5526c866da54cb9011a6de5916d88e0fd2c8324951716bfa3c7,P4,P4,P4->P4,1234738757.9068575,1233524018.3437493,-1214739.5631082058,1.0,1.0,0.0,h09,h09,1222639537.6232798,209096976.9000814,h19,1013542560.7231984,0.8289790486355854,0.0,0.0,0.0,0.0,25903470.31279483,25903470.31279483,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,1806760.8796319682,699840.9892697916,-1106919.8903621766,R0,R0,R0->R0,0,725397.5209217868,280979.5830642332,-444417.9378575536,8831946.543464502,9276364.481322056,444417.93785755336,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0496,496,9d697be546915ba9e9c742825e409d88ae9ad0b34a692676c63c615990de25f8,P4,P4,P4->P4,1191273958.4623368,1187684348.3733017,-3589610.089035034,1.0,1.0,0.0,h09,h09,1185166311.253929,192336848.87293133,h19,992829462.3809975,0.8377131993657201,0.0,0.0,0.0,12714104.851378487,12714104.851378487,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,185551669.24229103,200490993.00056395,14939323.758272916,R0,R0,R0->R0,0,151779254.8258402,163999459.77949,12220204.95364979,1710220745.1741598,1698000540.2205102,-12220204.95364952
LA-0497,497,4441a15e56e6f0821af4d5abdcb1b989a83f3d4f9fc015cfbb40167864a8e0d0,P4,P4,P4->P4,1223014850.4946823,1221159529.0695226,-1855321.4251596928,1.0,0.9999999999999998,-2.220446049250313e-16,h09,h09,1217216023.334597,217943368.41581908,h19,999272654.9187781,0.8209493103625459,0.0,0.0,0.0,13283264.880902758,0.0,-13283264.880902758,R0,NONE,R0->NONE,-1,10400000.0,0.0,-10400000.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,577264.9386565145,0.0,-577264.9386565145,R0,NONE,R0->NONE,-1,451963.8368921645,0.0,-451963.8368921645,9105380.227494124,9557344.06438629,451963.83689216524,0.0,0.0,0.0,0.0,187215173.70072326,187215173.70072326,NONE,R0,NONE->R0,1,0.0,146578256.4711754,146578256.4711754,1862000000.0,1715421743.5288246,-146578256.47117543
LA-0498,498,b2484405400c97dd9fe8d69826f086031e6776213609a9116430f4fde4a18286,P4,P4,P4->P4,1227105067.5415237,1225473231.2361238,-1631836.3053998947,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1219999545.4372144,223826125.76641032,h19,996173419.670804,0.8165358941292087,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,1598191.3462976387,1685514.82579416,87323.47949652118,R1,R1,R1->R1,0,862536.2526933753,909664.3183981242,47128.06570474885,8694807.811692914,8647679.745988166,-47128.065704748034,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0499,499,b6f14b3a94a95e16d479eb52ef30dd7c29ae4c7904c3d9817da89fc99bd97371,P4,P4,P4->P4,1211533353.0067825,1209050694.7406392,-2482658.266143322,1.0,0.9999999999999998,-2.220446049250313e-16,h09,h09,1208522553.2389007,223389748.77143514,h19,985132804.4674655,0.8151546711538485,0.0,0.0,0.0,0.0,446519.35061439365,446519.35061439365,NONE,R0,NONE->R0,1,0.0,342549.547864676,342549.547864676,10400000.0,10057450.452135324,-342549.5478646755,0.0,0.0,0.0,1488983.409691512,1549557.2890203504,60573.87932883855,R0,R0,R0->R0,0,1142281.0524695532,1188750.6062480232,46469.55377847003,8415063.011916736,8368593.458138267,-46469.55377846956,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0500,500,53a02a0b0b38e323b3424d93284e2247638fd23b056f5d094d29854370fd887c,P4,P4,P4->P4,1234974512.2450795,1233772654.0488791,-1201858.1962003708,1.0,0.9999999999999998,-2.220446049250313e-16,h09,h09,1225789814.6658738,217484422.6060658,h19,1008305392.059808,0.8225760893066747,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,168381443.6227153,177581627.05121726,9200183.428501964,R0,R0,R0->R0,0,107081661.50866428,112932489.88091591,5850828.37225163,1754918338.4913356,1749067510.1190841,-5850828.372251511
LA-0501,501,e444e6da16969403af646e5903e2b44be5d624d1728053a03722028b29b3dc1a,P4,P4,P4->P4,1217582697.3459444,1215430568.8361983,-2152128.5097460747,1.0,1.0,0.0,h09,h09,1209469194.5142946,215852295.79283786,h19,993616898.7214568,0.8215313818889608,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,202595261.49884874,213664851.6355809,11069590.136732161,R0,R0,R0->R0,0,153474680.33905086,161860374.03766155,8385693.698610693,1708525319.6609492,1700139625.9623384,-8385693.698610783
LA-0502,502,04bebad735bf6a99c88427bdd89530b0ef854bb71ef88b677e14ac1792409ea2,P4,P4,P4->P4,1218752160.1459901,1216663929.8428502,-2088230.303139925,1.0,1.0,0.0,h09,h09,1214875718.823423,223814212.9222201,h19,991061505.9012028,0.8157719267457426,0.0,0.0,0.0,0.0,572821.5250094614,572821.5250094614,NONE,R0,NONE->R0,1,0.0,256571.88640787848,256571.88640787848,10400000.0,10143428.113592122,-256571.88640787825,0.0,0.0,0.0,0.0,2357579.7334949756,2357579.7334949756,NONE,R0,NONE->R0,1,0.0,1055981.0572233612,1055981.0572233612,9557344.06438629,8501363.007162929,-1055981.057223361,0.0,0.0,0.0,335682319.8768515,0.0,-335682319.8768515,R0,NONE,R0->NONE,-1,150355114.61122918,0.0,-150355114.61122918,1711644885.3887708,1862000000.0,150355114.61122918
LA-0503,503,c7bb7bd147dc6ccc135fe874223009ecca540856753c781e902e57e283a78b9d,P4,P4,P4->P4,1218241146.312186,1216124994.7553477,-2116151.556838274,1.0,1.0,0.0,h09,h09,1206480980.1474698,213778228.31827214,h19,992702751.8291976,0.8228084554701047,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,178042971.52876237,187771050.59126538,9728079.06250301,R1,R1,R1->R1,0,151718254.3727639,160007978.8201272,8289724.447363287,1710281745.6272361,1701992021.1798728,-8289724.447363377
LA-0504,504,ed71f2f85e64fda188216aa4764e6f849413b10da2384834f54e69fb5e4e1f4b,P4,P4,P4->P4,1217716741.421009,1215571936.937305,-2144804.48370409,1.0,1.0,0.0,h09,h09,1209990886.7044506,216091462.9284402,h19,993899423.7760104,0.8214106690365328,0.0,0.0,0.0,14919566.220383987,0.0,-14919566.220383987,R0,NONE,R0->NONE,-1,10400000.0,0.0,-10400000.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,116548488.37272944,231659650.62857273,115111162.2558433,R0,R0,R0->R0,0,81242595.20496903,161483271.76198217,80240676.55701314,1780757404.795031,1700516728.2380178,-80240676.55701327
LA-0505,505,15ea7787298e09a0af687db8446dbea2408eeb76e9ec37491355d90a6716791e,P4,P4,P4->P4,1233735152.8664646,1232465577.3887644,-1269575.4777002335,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1228593075.2777371,220523991.1591303,h19,1008069084.1186068,0.8205068906893535,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,152524248.63585117,160858011.75459766,8333763.118746489,R0,R0,R0->R0,0,110387677.77684385,116419143.37033832,6031465.593494475,1751612322.2231562,1745580856.6296616,-6031465.593494654
LA-0506,506,a2a65063932d7c3c78c22cc2a0f80424a23974368a59bf20372a132ed4131cc4,P4,P4,P4->P4,1212914325.9750648,1210507122.6067097,-2407203.368355036,1.0,1.0,0.0,h09,h09,1203374261.4688485,189831700.74565002,h19,1013542560.7231984,0.8422504894579181,0.0,0.0,0.0,31153809.742160402,31153809.742160402,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,281741682.4368123,308899749.6399448,27158067.20313251,R0,R0,R0->R0,0,94053135.76713315,103119246.82225548,9066111.05512233,1767946864.2328668,1758880753.1777446,-9066111.055122137
LA-0507,507,0cf3bb04405329d6d6c09086a06c51e8b4504ef76cc8d32b6363edeb799515d4,P4,P4,P4->P4,1194783276.5878477,1191385411.9178386,-3397864.670009136,1.0,0.9999999999999998,-2.220446049250313e-16,h09,h09,1190289856.2594903,215704411.35105735,h19,974585444.908433,0.8187799297652484,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,433204061.4736314,456873871.767334,23669810.293702602,R0,R0,R0->R0,0,214292597.4274441,226001317.58855718,11708720.161113083,1647707402.572556,1635998682.4114428,-11708720.161113262
LA-0508,508,6972a5324b14d65002ca17cf12553bd31a0875f31af14cb6b51ec16623fb1977,P1,P3a,P1->P3a,1227442034.7068946,1226034228.2630029,-1407806.4438917637,1.0,1.0,0.0,h09,h09,1213090899.6590383,197822624.441356,h19,1015268275.2176824,0.8369267921332543,10537937.185502687,15834011.49520952,5296074.309706833,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,3478535.6090978533,0.0,-3478535.6090978533,535126.2225486534,0.0,-535126.2225486534,0.0,498649.84214348113,498649.84214348113,NONE,R1,NONE->R1,2,0.0,415533.1559434128,415533.1559434128,9205865.684053564,9141810.908442877,-64054.77561068721,41337676.94635265,0.0,-41337676.94635265,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1834848836.1668718,1862000000.0,27151163.833128214
LA-0509,509,afaaed77442620fed7cdc6117bbea079e42aba1c3bc4bffc87431fcfc07ea9bc,P1,P1,P1->P1,1228087720.529027,1227295330.4219646,-792390.1070623398,1.0,0.9999999999999977,-2.3314683517128287e-15,h09,h09,1208157424.5665262,194531185.58069098,h19,1013626238.9858352,0.8389852335257661,11340574.503477238,16051402.33719921,4710827.833721971,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,3052232.3496413687,0.0,-3052232.3496413687,641945.8916563767,606368.7958958454,-35577.09576053126,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9141415.466188107,9164466.523543514,23051.057355407625,19929538.80982689,0.0,-19929538.80982689,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1849087283.7607555,1862000000.0,12912716.239244461
LA-0510,510,9c8bd7bfb178c309c2e7609d6e33b2c382aea3042ff0bcb7aa68760819cabc82,P1,P1,P1->P1,1226586505.639234,1225767003.3293345,-819502.3098995686,1.0,1.0,0.0,h09,h09,1206629097.473896,192630084.45858157,h19,1013999013.0153145,0.8403568380193576,10872051.111071298,15554880.24845246,4682829.1373811625,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,3130941.688452365,0.0,-3130941.688452365,519384.01227780984,628677.1586095878,109293.14633177797,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9210083.677844476,9137010.230560074,-73073.44728440233,41366091.46340633,0.0,-41366091.46340633,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1834342612.456806,1862000000.0,27657387.543194056
LA-0511,511,62323a8bbb37db96af200fc550f3ca9759e5437996d609189fcfd5900f185b99,P1,P1,P1->P1,1220702195.680901,1219776421.7064767,-925773.9744243622,1.0,1.0,0.0,h09,h09,1200638515.8510382,188724232.32730445,h19,1011914283.5237337,0.8428134448164586,9676614.0641228,13872814.905333916,4196200.841211116,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,3145755.857509237,0.0,-3145755.857509237,500346.8411415628,704251.0849926262,203904.24385106342,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9182250.243602194,9029389.836358115,-152860.40724407881,52454502.14245619,0.0,-52454502.14245619,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1822676558.7226427,1862000000.0,39323441.27735734
LA-0512,512,a5cc02b575cbfc3191e440064eee267a2631cd4654bdf60a0cc929426552141a,P4,P4,P4->P4,1209380637.9046714,1206780357.5693579,-2600280.3353135586,1.0,1.0,0.0,h09,h09,1201060111.694141,192354559.0005179,h19,1008705552.6936231,0.8398460184235121,0.0,0.0,0.0,0.0,15717879.972778777,15717879.972778777,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,265018328.14607543,170872198.7943445,-94146129.35173091,R0,R0,R0->R0,0,175353840.18026158,113060468.11267342,-62293372.067588165,1686646159.8197384,1748939531.8873265,62293372.06758809
LA-0513,513,71004c4d3556ea462a974d757473e7bb255c893ad63b556eea83e286aadfae44,P4,P4,P4->P4,1234060776.615881,1232808992.8743656,-1251783.741515398,1.0,1.0,0.0,h09,h09,1228475546.791354,225760496.4497122,h19,1002715050.3416418,0.8162271141339571,0.0,0.0,0.0,12870027.720875375,0.0,-12870027.720875375,R1,NONE,R1->NONE,-2,10400000.0,0.0,-10400000.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,962625.9203133521,962625.9203133521,NONE,R1,NONE->R1,2,0.0,777877.8560842079,777877.8560842079,9557344.06438629,8779466.208302082,-777877.8560842071,0.0,0.0,0.0,46585230.937534116,0.0,-46585230.937534116,R1,NONE,R1->NONE,-2,37644549.977503985,0.0,-37644549.977503985,1824355450.022496,1862000000.0,37644549.977504015
LA-0514,514,b386b7e1efa4629cc5a5e664f03f1ee969ab94cf6e105ab01f57c5f06cd21d73,P4,P4,P4->P4,1147876113.694637,1141915291.4121783,-5960822.282458782,1.0,1.0,0.0,h09,h09,1140282501.1653051,189063857.3049905,h19,951218643.8603146,0.8341955987996151,0.0,0.0,0.0,0.0,12771534.344663842,12771534.344663842,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,2807132.9693712946,0.0,-2807132.9693712946,R0,NONE,R0->NONE,-1,2285879.0567837507,0.0,-2285879.0567837507,7271465.007602539,9557344.06438629,2285879.0567837507,0.0,0.0,0.0,0.0,351326915.5973304,351326915.5973304,NONE,R0,NONE->R0,1,0.0,286089347.10643077,286089347.10643077,1862000000.0,1575910652.8935692,-286089347.10643077
LA-0515,515,ee72304c9d44b9c69fcab2a252b2354f6d796e7938b23d5faa4812904ffb0e30,P4,P4,P4->P4,1148691234.946225,1142774950.0241172,-5916284.9221076965,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1141265739.7197437,212860270.95558655,h19,928405468.7641572,0.8134875484759072,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,542289570.9283726,571919697.7200377,29630126.791665077,R0,R0,R0->R0,0,337244052.9375344,355670710.1774429,18426657.239908516,1524755947.0624657,1506329289.822557,-18426657.239908695
LA-0516,516,16166a95aa22d711f37cc694c48a73f8b0d062f90a0661b8cc1ba0090e529811,P4,P4,P4->P4,1218526182.320789,1216425604.8290403,-2100577.49174881,1.0,1.0,0.0,h09,h09,1212194575.6876364,198652014.96443787,h19,1013542560.7231985,0.8361220063604481,0.0,0.0,0.0,21244524.693306204,21244524.693306204,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,161547032.88925362,178395943.49833003,16848910.60907641,R0,R0,R0->R0,0,79083395.19488546,87331575.5078866,8248180.313001141,1782916604.8051145,1774668424.4921134,-8248180.313001156
LA-0517,517,01f9dbff879140556e59f9a001cc439461386f2ba28402c50eb02bf9448b3a90,P1,P1,P1->P1,1237548456.7474172,1236926929.1871407,-621527.5602765083,1.0,1.0,0.0,h09,h09,1217789023.3317022,191329186.9749015,h19,1026459836.3568008,0.8428880673834198,11840142.141253587,20093532.167791277,8253390.02653769,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,4271785.34660923,0.0,-4271785.34660923,660448.8470659243,424758.95327136986,-235689.89379455446,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9215509.291279763,9337497.544763263,121988.25348350033,13729612.57778458,0.0,-13729612.57778458,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1854893834.2140841,1862000000.0,7106165.785915852
LA-0518,518,3d59d65dc356f74dfc53fb69587a6d6a28a2e9a786a2484d24980a5a82bdfda1,P4,P4,P4->P4,1216791959.5277092,1214596625.9425397,-2195333.5851695538,1.0,1.0,0.0,h09,h09,1207172990.7401292,221694048.47672966,h19,985478942.2633996,0.8163527098623977,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,2091927.4505598594,2206228.146944154,114300.69638429466,R1,R1,R1->R1,0,1047810.5415302274,1105061.7978028373,57251.25627260993,8509533.522856062,8452282.266583452,-57251.25627261028,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0519,519,d60cb59c6410052cfdcd80b0a9f4d9f0f84325e7a06df379176097622df03c68,P1,P1,P1->P1,1235163548.6399467,1234498949.2231374,-664599.4168093204,1.0,1.0,0.0,h09,h09,1215361043.367699,189377335.533094,h19,1025983707.834605,0.8441801828629132,10471726.010835111,18894114.252796,8422388.24196089,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,4635985.394416202,0.0,-4635985.394416202,602431.1140081695,478647.8949710396,-123783.2190371299,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9225744.313169701,9293879.048715487,68134.7355457861,31801506.526821736,0.0,-31801506.526821736,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1844495307.085909,1862000000.0,17504692.91409111
LA-0520,520,9bd6a5466e8ed0b36a788d7cff4c0815f32f8ff00e553d955c6198104c061c33,P1,P1,P1->P1,1227002817.7574928,1226190834.1170857,-811983.6404070854,1.0,1.0,0.0,h09,h09,1207052928.2616472,184310952.55411577,h19,1022741975.7075315,0.8473049952999546,10625947.39827322,15689469.394873211,5063521.996599991,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,3356431.4661812354,0.0,-3356431.4661812354,591102.4087266533,622630.1698376178,31527.761110964464,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9165522.971139759,9144624.322033042,-20898.649106716737,32417821.828293305,0.0,-32417821.828293305,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1840511360.8032904,1862000000.0,21488639.196709633
LA-0521,521,88b0f3f39bdd4dbd741e3fa928b2231bed3c9f0d076f312a491384c053092abe,P4,P4,P4->P4,1231867692.5012245,1230496080.970525,-1371611.5306994915,1.0,1.0,0.0,h09,h09,1224133912.2090757,224100968.20151207,h19,1000032944.0075636,0.8169310024284036,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,1539761.3951317687,1623892.324090186,84130.92895841738,R1,R1,R1->R1,0,776976.0169988321,819429.1622037934,42453.1452049613,8780368.047387458,8737914.902182497,-42453.1452049613,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0522,522,fa73e43a6ff65b24cdbe40b85b809e8fcb8a82f0412c33b7b3461e885dff43b4,P4,P4,P4->P4,1218291807.1646936,1216178423.6630857,-2113383.501607895,1.0,1.0,0.0,h09,h09,1206051469.1433442,213499340.44246948,h19,992552128.7008747,0.8229765927036948,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,272654727.4077094,287552292.42930263,14897565.021593213,R0,R0,R0->R0,0,151583115.52164474,159865456.1255639,8282340.603919148,1710416884.4783552,1702134543.8744361,-8282340.603919029
LA-0523,523,d31aa80ffad076f8dd285ed039d40993d844b1d27fe990b838b50f90d2c56fa9,P4,P4,P4->P4,1230379837.266932,1228926930.9048302,-1452906.3621017933,1.0,1.0,0.0,h09,h09,1226183416.73409,220442799.61255106,h19,1005740617.121539,0.8202203711091648,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,352897400.6353914,372179340.18546396,19281939.55007255,R0,R0,R0->R0,0,119338050.16142707,125858554.60575874,6520504.444331676,1742661949.838573,1736141445.3942413,-6520504.444331646
LA-0524,524,3c3d93c2bc8f6e7d3b518ca19430267ac14815825171d4d23d0a904ab234aa1c,P4,P4,P4->P4,1194467726.5550532,1191052620.5660477,-3415105.9890055656,1.0,1.0,0.0,h09,h09,1188313931.2971091,192066210.24904492,h19,996247721.0480642,0.8383708166751911,0.0,0.0,0.0,14059704.215764001,14059704.215764001,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,193672173.7016962,209563305.43749657,15891131.735800385,R0,R0,R0->R0,0,143259813.69076687,155014525.41983885,11754711.729071975,1718740186.3092332,1706985474.580161,-11754711.729072094
LA-0525,525,83af71f8ba5ee33ca66c978cd2649cf74ae3bce9b598a5f4db626a4d7733bd9d,P4,P4,P4->P4,1182857711.6362424,1178808246.750184,-4049464.8860583305,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1173896919.638352,220506726.94668823,h19,953390192.6916637,0.8121583562766135,0.0,0.0,0.0,417666.10965296254,0.0,-417666.10965296254,R0,NONE,R0->NONE,-1,230631.5584967257,0.0,-230631.5584967257,10169368.441503275,10400000.0,230631.5584967248,0.0,0.0,0.0,2982123.8428236656,3165565.750312587,183441.9074889212,R0,R0,R0->R0,0,1646702.6019231824,1747997.6125548452,101295.0106316628,7910641.462463107,7809346.451831444,-101295.0106316628,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
