simulation_id,sample_index,status,failure_type,failure_message,total_runtime_seconds,solver_runtime_seconds,iterations,memory_opportunities,memory_hits,candidate_hits,candidate_scenarios_planned,active_scenario_count,full_exact_certification_calls,complete_full_exact_certification_calls,scenario_evaluations,final_LB,final_UB,final_gap,convergence_status,certificate_status,worst_scenario,numerical_status,timeout_status,incumbent_first_stage_sha256,full_exact_oracle_sha256,final_convergence_owned_by_full_exact
LA-0017,17,SUCCESS,,,0.513829700066708,0.24305500031914562,3,1,0,1,3,3,2,2,53,1179450447.9848735,1179450447.9848735,0.0,certified,PASS,h09,PASS,unavailable,40a4a4a99e27395dbe584dee192111ced7c7399b07e4a229acbf5ecef0920b16,c232eb92c03b85560a1d002185e95d0914620fdd74fae4258fbb8bbb96e74e2c,True
LA-0018,18,SUCCESS,,,0.5042044000001624,0.24058579991105944,3,1,0,1,3,3,2,2,53,1224801139.3738236,1224801139.3738234,0.0,certified,PASS,h09,PASS,unavailable,56c3f2d70c3013c30699b23cef8652069e2c08d60ba578eacf8d8f09523234d4,20ac6ab6c5e54e1ba928caebd84ed9446b371d241d25a9321f9d83b027e5e071,True
LA-0019,19,SUCCESS,,,0.5140700000338256,0.2432396000949666,3,1,0,1,3,3,2,2,53,1214574557.7477095,1214574557.7477093,0.0,certified,PASS,h09,PASS,unavailable,b2d20b90cb49e33399845305d310b6f633055f8ad953a2382738ebe521d864cf,ff09912ce444f167c8e860433e33bb71ccefb2f4ffc398dde4511251fda71952,True
LA-0020,20,SUCCESS,,,0.5102722001029179,0.24024850013665855,3,1,0,1,3,3,2,2,53,1186267961.9630404,1186267961.9630404,0.0,certified,PASS,h09,PASS,unavailable,3b1e8bd58424a31f69c59e4190fff49d55970d75e280123c4dc12275ac9391fd,f9ec2d9abc038272578362cc283ce1f457939690592a96a6ef49fc329580612a,True
LA-0021,21,SUCCESS,,,0.5083684999262914,0.24133089964743704,3,1,0,1,3,3,2,2,53,1233499223.9417398,1233499223.9417398,0.0,certified,PASS,h09,PASS,unavailable,fbb66c657174c3eb494e70bcbf150d790ef245ef49a7f4c520736f540e2a0b67,a773894ece378ff8682c2d0ff1e0676b046ed91213c526f3aa1b852c4bde96b7,True
LA-0022,22,SUCCESS,,,0.6081752000609413,0.26792669959831983,6,1,0,4,6,6,2,2,56,1227954038.5529468,1227954038.5529468,0.0,certified,PASS,h09,PASS,unavailable,1f0d44f80a39bd76b081886f47f495eb80ed37ff68572814161ab5c89c5ebb86,ddd239275d841313e224ec8b5416b81aa310a84b32f66f905159f6032e4e06e5,True
LA-0023,23,SUCCESS,,,0.4962791999569163,0.22809110104572028,3,1,0,1,3,3,2,2,53,1222756587.2336214,1222756587.2336216,2.384185791015625e-07,certified,PASS,h09,PASS,unavailable,8aa1645bad23771fd6e864239c31f3e9b0d58e647c89eaf4c1f0210886c5e09a,ef31456a01eb6c59937c6a61bf2b3be103b534a34d0b4f22f6171acf32bdcd60,True
LA-0024,24,SUCCESS,,,0.5133842000504956,0.24425089987926185,3,1,0,1,3,3,2,2,53,1196806393.8088489,1196806393.808849,2.384185791015625e-07,certified,PASS,h09,PASS,unavailable,59c2aebecb7dca3d0262c3190efe344bf97f267f590710492f18287978763830,4bc96d1d865af3b955a36bad14dd488f0a0fede43c52b008e18e5bb5b498267d,True
LA-0025,25,SUCCESS,,,0.5381660000421107,0.26069309981539845,3,1,0,1,3,3,2,2,53,1163292920.5081346,1163292920.5081346,0.0,certified,PASS,h09,PASS,unavailable,45a67b8f7c08d5b17768a0d971fbf8c0c0dffe76a97fcc10533f478897a2da65,3512114b81b755ac6d7ea99dddfa09a0e9f1553bd9332d136812ccb172701da8,True
LA-0026,26,SUCCESS,,,0.5165390999754891,0.24329989950638264,3,1,0,1,3,3,2,2,53,1202448913.1285603,1202448913.1285603,0.0,certified,PASS,h09,PASS,unavailable,218b73c543f410b626367561cbc87dc086f627856ba7a30d85341ddd6f78da4b,6c234d29f5eb4928a20f76e3ba91a448dbc5bc4d28b3fcf829639c666b60b437,True
