case_id,simulation_id,sample_index,input_sha256,policy_transition,baseline_T_COST,case_T_COST,delta_T_COST,baseline_worst_total_shortage,case_worst_total_shortage,delta_worst_total_shortage,baseline_worst_shortage_penalty,case_worst_shortage_penalty,delta_worst_shortage_penalty,baseline_normalized_shortage_value,case_normalized_shortage_value,delta_normalized_shortage_value,baseline_budget_usage,case_budget_usage,delta_budget_usage,baseline_Q_Water,case_Q_Water,delta_Q_Water,baseline_F_Water,case_F_Water,delta_F_Water,baseline_R_Water,case_R_Water,baseline_worst_shortage_Water,case_worst_shortage_Water,delta_worst_shortage_Water,baseline_weighted_shortage_loss_Water,case_weighted_shortage_loss_Water,delta_weighted_shortage_loss_Water,baseline_C_Q_Water,case_C_Q_Water,delta_C_Q_Water,baseline_C_F_Water,case_C_F_Water,delta_C_F_Water,baseline_C_R_Water,case_C_R_Water,delta_C_R_Water,baseline_Q_Vaccine,case_Q_Vaccine,delta_Q_Vaccine,baseline_F_Vaccine,case_F_Vaccine,delta_F_Vaccine,baseline_R_Vaccine,case_R_Vaccine,baseline_worst_shortage_Vaccine,case_worst_shortage_Vaccine,delta_worst_shortage_Vaccine,baseline_weighted_shortage_loss_Vaccine,case_weighted_shortage_loss_Vaccine,delta_weighted_shortage_loss_Vaccine,baseline_C_Q_Vaccine,case_C_Q_Vaccine,delta_C_Q_Vaccine,baseline_C_F_Vaccine,case_C_F_Vaccine,delta_C_F_Vaccine,baseline_C_R_Vaccine,case_C_R_Vaccine,delta_C_R_Vaccine,baseline_Q_Crackers,case_Q_Crackers,delta_Q_Crackers,baseline_F_Crackers,case_F_Crackers,delta_F_Crackers,baseline_R_Crackers,case_R_Crackers,baseline_worst_shortage_Crackers,case_worst_shortage_Crackers,delta_worst_shortage_Crackers,baseline_weighted_shortage_loss_Crackers,case_weighted_shortage_loss_Crackers,delta_weighted_shortage_loss_Crackers,baseline_C_Q_Crackers,case_C_Q_Crackers,delta_C_Q_Crackers,baseline_C_F_Crackers,case_C_F_Crackers,delta_C_F_Crackers,baseline_C_R_Crackers,case_C_R_Crackers,delta_C_R_Crackers,row_sha256
E2D_LAMBDA_CRACKERS,LA-0007,7,d6f6e8df5bb443f5b329818d8f0da90fcdb1c41f5a2185ec6fb08a0a554268b3,P4->P4,1224101753.973965,1547111518.0332289,323009764.05926394,1743227532.1739895,1743227532.1739895,0.0,1204963848.1185265,1527973612.1777904,323009764.05926394,301240962.0296316,381993403.0444476,80752441.01481599,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295507077.09389716,295507077.09389716,0.0,R0,R0,1723270188.1096032,1723270188.1096032,0.0,646019528.118528,969029292.177792,323009764.05926394,0.0,0.0,0.0,1537727.6813731613,1537727.6813731613,0.0,0.0,0.0,0.0,087399314c840abb18be16d0d2c6e22305ca25afa678e4d4f60c4f4109aeba18
E2D_LAMBDA_WATER,LA-0008,8,ac30e053d86741bf9a879366d9c9e2bce5e3aae131aedc9e7814d9d440230770,P1->P1,1234247683.2378776,1234247683.2378776,0.0,1871289365.0722628,1871289365.0722628,0.0,1215109777.3824391,1215109777.3824391,0.0,303777444.3456098,303777444.3456098,0.0,0.9999999999999974,0.9999999999999974,0.0,18778115.09301475,18778115.09301475,0.0,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,0.0,0.0,12162585.145745656,12162585.145745656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483859.6496734721,483859.6496734721,0.0,0.0,0.0,0.0,NONE,NONE,9289365.072262846,9289365.072262846,0.0,517083217.3824391,517083217.3824391,0.0,6975320.709692774,6975320.709692774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79abb693b85ca3e8101e41127a2870ec5d196c758185a45931e6f85cbb5d4c38
E2D_LAMBDA_VACCINE,LA-0008,8,ac30e053d86741bf9a879366d9c9e2bce5e3aae131aedc9e7814d9d440230770,P1->P1,1234247683.2378776,1480718924.3819273,246471241.14404964,1871289365.0722628,1881222100.9213195,9932735.84905672,1215109777.3824391,1461581018.5264888,246471241.14404964,303777444.3456098,365395254.6316222,61617810.28601241,0.9999999999999974,1.0,2.55351295663786e-15,18778115.09301475,0.0,-18778115.09301475,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,12162585.145745656,0.0,-12162585.145745656,0.0,0.0,0.0,0.0,0.0,0.0,483859.6496734721,1327546.188640294,843686.5389668217,0.0,0.0,0.0,NONE,NONE,9289365.072262846,8822100.921319447,-467264.1509433985,517083217.3824391,736610138.5264887,219526921.14404958,6975320.709692774,19137905.85543848,12162585.145745704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9f7314cbe4af64449f2619f9f6238ea4cf589ca4044eab43570e762db3814b2e
E2D_LAMBDA_CRACKERS,LA-0008,8,ac30e053d86741bf9a879366d9c9e2bce5e3aae131aedc9e7814d9d440230770,P1->P4,1234247683.2378776,1565305929.8459032,331058246.60802555,1871289365.0722628,1775583507.0862713,-95705857.98599148,1215109777.3824391,1546168023.9904647,331058246.60802555,303777444.3456098,386542005.9976162,82764561.65200639,0.9999999999999974,1.0,2.55351295663786e-15,18778115.09301475,0.0,-18778115.09301475,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,12162585.145745656,0.0,-12162585.145745656,0.0,0.0,0.0,0.0,0.0,0.0,483859.6496734721,0.0,-483859.6496734721,0.0,0.0,0.0,NONE,NONE,9289365.072262846,9557344.06438629,267978.99212344363,517083217.3824391,531999999.99999845,14916782.617559373,6975320.709692774,0.0,-6975320.709692774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154216649.4866555,154216649.4866555,NONE,R1,1862000000.0,1755626163.021885,-106373836.97811508,698026560.0,987223703.9904662,289197143.99046624,0.0,0.0,0.0,0.0,3618719.9716307796,3618719.9716307796,0.0,725381.1804140528,725381.1804140528,0a66f0fb2357f3784d2d5e1291bdb333326525af72dddfb499d30eb375a91fca
E2D_LAMBDA_WATER,LA-0009,9,3f9ef457cd3c688cef1bea2783ff0f7374d3b062b769b5658594d9d3df3f4303,P1->P1,1231866555.1965904,1231866555.1965904,0.0,1871246588.2678418,1871246588.2678418,0.0,1212728649.341152,1212728649.341152,0.0,303182162.335288,303182162.335288,0.0,1.0,1.0,0.0,17745663.72808323,17745663.72808323,0.0,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,0.0,0.0,11493866.39667951,11493866.39667951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530246.9102912714,530246.9102912714,0.0,0.0,0.0,0.0,NONE,NONE,9246588.26784191,9246588.26784191,0.0,514702089.341152,514702089.341152,0.0,7644039.458758969,7644039.458758969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c7941ec210ec71f338edc9e583715a8beb3f3b6851708e303ccf76d7fbc808a7
E2D_LAMBDA_VACCINE,LA-0009,9,3f9ef457cd3c688cef1bea2783ff0f7374d3b062b769b5658594d9d3df3f4303,P1->P1,1231866555.1965904,1477147232.3199968,245280677.1234064,1871246588.2678418,1881179324.1168985,9932735.84905672,1212728649.341152,1458009326.4645584,245280677.1234064,303182162.335288,364502331.6161396,61320169.2808516,1.0,1.0,0.0,17745663.72808323,0.0,-17745663.72808323,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,11493866.39667951,0.0,-11493866.39667951,0.0,0.0,0.0,0.0,0.0,0.0,530246.9102912714,1327546.188640294,797299.2783490225,0.0,0.0,0.0,NONE,NONE,9246588.26784191,8779324.116898512,-467264.1509433966,514702089.341152,733038446.4645582,218336357.12340623,7644039.458758969,19137905.85543848,11493866.39667951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617478b05b3490d48473ab197cb5d0089f5f94103e02382fe8cb03a3d31154a2
E2D_LAMBDA_CRACKERS,LA-0009,9,3f9ef457cd3c688cef1bea2783ff0f7374d3b062b769b5658594d9d3df3f4303,P1->P1,1231866555.1965904,1564556013.8153245,332689458.6187341,1871246588.2678418,1774249896.27645,-96996691.9913919,1212728649.341152,1545418107.959886,332689458.6187341,303182162.335288,386354526.9899715,83172364.65468353,1.0,1.0,0.0,17745663.72808323,0.0,-17745663.72808323,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,11493866.39667951,0.0,-11493866.39667951,0.0,0.0,0.0,0.0,0.0,0.0,530246.9102912714,0.0,-530246.9102912714,0.0,0.0,0.0,NONE,NONE,9246588.26784191,9557344.06438629,310755.7965443805,514702089.341152,531999999.99999845,17297910.658846438,7644039.458758969,0.0,-7644039.458758969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204203007.42038497,204203007.42038497,0.0,0.0,0.0,NONE,NONE,1862000000.0,1754292552.2120636,-107707447.78793645,698026560.0,986473787.9598875,288447227.9598875,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,fee1977264b0b824a620511f10048f27003d091863d5ad43c49776dad14649fe
E2D_LAMBDA_WATER,LA-0010,10,06698b11d19baa7be4293ecf7d570cadf19ea3073caa2e34a72881399cc82472,P4->P4,1216833970.5307605,1216833970.5307605,0.0,1880573780.3341582,1870976528.8997436,-9597251.434414625,1197696064.675322,1197696064.675322,0.0,299424016.1688305,299424016.1688305,0.0,1.0,1.0,0.0,0.0,0.0,0.0,426298.26574119116,13263910.884596925,12837612.618855733,R0,R0,10065747.003106233,0.0,-10065747.003106233,26078337.33564763,0.0,-26078337.33564763,0.0,0.0,0.0,78672.79423328623,2447837.6188986455,2369164.824665359,0.0,0.0,0.0,0.0,0.0,0.0,1338265.7747305832,740757.7484850485,-597508.0262455347,R0,R0,8508033.331051925,8976528.899743496,468495.5686915703,473591167.33967435,499669504.67532194,26078337.335647583,0.0,0.0,0.0,5306325.706564396,2937160.8818990355,-2369164.82466536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76b00acad7ebefa5700ae609099d177b13d4907bfe8f666db7d8170c8deed216
E2D_LAMBDA_VACCINE,LA-0010,10,06698b11d19baa7be4293ecf7d570cadf19ea3073caa2e34a72881399cc82472,P4->P4,1216833970.5307605,1453196562.8684216,236362592.33766103,1880573780.3341582,1880892476.0109823,318695.67682409286,1197696064.675322,1434058657.012983,236362592.33766103,299424016.1688305,358514664.2532458,59090648.08441526,1.0,1.0,0.0,0.0,0.0,0.0,426298.26574119116,0.0,-426298.26574119116,R0,NONE,10065747.003106233,10400000.0,334252.99689376727,26078337.33564763,26944320.000000004,865982.6643523723,0.0,0.0,0.0,78672.79423328623,0.0,-78672.79423328623,0.0,0.0,0.0,0.0,0.0,0.0,1338265.7747305832,1358107.2080965338,19841.433365950594,R0,R0,8508033.331051925,8492476.010982357,-15557.320069568232,473591167.33967435,709087777.012983,235496609.6733086,0.0,0.0,0.0,5306325.706564396,5384998.5007976815,78672.79423328582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11010995f22bf313167262e28fe698dc389f1923be1ad08bb5a1483ddcada257
E2D_LAMBDA_CRACKERS,LA-0010,10,06698b11d19baa7be4293ecf7d570cadf19ea3073caa2e34a72881399cc82472,P4->P4,1216833970.5307605,1536209842.8684223,319375872.33766174,1880573780.3341582,1723840572.498348,-156733207.83581018,1197696064.675322,1517071937.0129838,319375872.33766174,299424016.1688305,379267984.25324595,79843968.08441544,1.0,1.0,0.0,0.0,0.0,0.0,426298.26574119116,0.0,-426298.26574119116,R0,NONE,10065747.003106233,10400000.0,334252.99689376727,26078337.33564763,26944320.000000004,865982.6643523723,0.0,0.0,0.0,78672.79423328623,0.0,-78672.79423328623,0.0,0.0,0.0,0.0,0.0,0.0,1338265.7747305832,0.0,-1338265.7747305832,R0,NONE,8508033.331051925,9557344.06438629,1049310.7333343644,473591167.33967435,531999999.99999845,58408832.6603241,0.0,0.0,0.0,5306325.706564396,0.0,-5306325.706564396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201658343.0203944,201658343.0203944,NONE,R0,1862000000.0,1703883228.4339616,-158116771.56603837,698026560.0,958127617.0129852,260101057.01298523,0.0,0.0,0.0,0.0,5384998.5007976815,5384998.5007976815,0.0,0.0,0.0,c12cffde9327fdad82784724443a0f659377f33f604fecb77dbd8fe4f3bc2f6b
E2D_LAMBDA_WATER,LA-0011,11,d7c35ed9597b3fc9d08acf7141e130141104dec6b562dd2d3db68bb24ebfce1d,P2->P2,1219765134.0438602,1219765134.0438602,0.0,1793134030.439822,1793134030.439822,0.0,1200627228.1884217,1200627228.1884217,0.0,300156807.04710543,300156807.04710543,0.0,1.0,1.0,0.0,13908895.91550978,13908895.91550978,0.0,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,0.0,0.0,9008791.884475686,9008791.884475686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98865787.7174083,98865787.7174083,0.0,R0,R0,1783576686.3754356,1783576686.3754356,0.0,668627228.1884233,668627228.1884233,0.0,0.0,0.0,0.0,2391759.4779660185,2391759.4779660185,0.0,0.0,0.0,0.0,942c1f4050eaf5a9c5a5e56a894ef3cc898b12776a11118a291c65ea5570682d
E2D_LAMBDA_VACCINE,LA-0011,11,d7c35ed9597b3fc9d08acf7141e130141104dec6b562dd2d3db68bb24ebfce1d,P2->P4,1219765134.0438602,1458788322.777074,239023188.7332139,1793134030.439822,1880959446.4036796,87825415.96385765,1200627228.1884217,1439650416.9216356,239023188.7332139,300156807.04710543,359912604.2304089,59755797.183303475,1.0,1.0,0.0,13908895.91550978,0.0,-13908895.91550978,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,9008791.884475686,0.0,-9008791.884475686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258017.976126672,1258017.976126672,NONE,R0,9557344.06438629,8559446.403679643,-997897.6607066467,531999999.99999845,714679536.9216355,182679536.92163706,0.0,0.0,0.0,0.0,4518980.421129124,4518980.421129124,0.0,0.0,0.0,0.0,0.0,0.0,98865787.7174083,0.0,-98865787.7174083,R0,NONE,1783576686.3754356,1862000000.0,78423313.62456441,668627228.1884233,698026560.0,29399331.811576724,0.0,0.0,0.0,2391759.4779660185,0.0,-2391759.4779660185,0.0,0.0,0.0,80d324e50ee8adb91f1ccdc47cba375f851f475b25c99c7fc293eefbe8b9dc45
E2D_LAMBDA_CRACKERS,LA-0011,11,d7c35ed9597b3fc9d08acf7141e130141104dec6b562dd2d3db68bb24ebfce1d,P2->P4,1219765134.0438602,1541801602.7770748,322036468.7332146,1793134030.439822,1733784661.1109753,-59349369.32884669,1200627228.1884217,1522663696.9216363,322036468.7332146,300156807.04710543,380665924.2304091,80509117.18330365,1.0,1.0,0.0,13908895.91550978,0.0,-13908895.91550978,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,9008791.884475686,0.0,-9008791.884475686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98865787.7174083,186796608.57638466,87930820.85897636,R0,R0,1783576686.3754356,1713827317.046589,-69749369.3288467,668627228.1884233,963719376.9216378,295092148.7332145,0.0,0.0,0.0,2391759.4779660185,4518980.421129125,2127220.9431631067,0.0,0.0,0.0,ae904d12370b1c23015d859ebee407bffb757d41b4eb537c70ce72253f658c64
E2D_LAMBDA_WATER,LA-0012,12,5c1441ad663de3d58521ae8885de5adade81efac16c906e57da0eb3982b22bde,P4->P4,1160699291.0929866,1160699291.0929866,0.0,1869968073.1754375,1869968073.1754375,0.0,1141561385.237548,1141561385.237548,0.0,285390346.309387,285390346.309387,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0,0.0,13035524.507019604,13035524.507019604,0.0,R0,R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44573.58439791607,44573.58439791607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992017.2712678763,1992017.2712678763,0.0,R0,R0,7968073.175437413,7968073.175437413,0.0,443534825.2375482,443534825.2375482,0.0,0.0,0.0,0.0,146346.61158828545,146346.61158828545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cc1b6398eb7870a56e2b1c2cb244768d657113a8f641644e40416e94c3307a1f
E2D_LAMBDA_VACCINE,LA-0012,12,5c1441ad663de3d58521ae8885de5adade81efac16c906e57da0eb3982b22bde,P4->P4,1160699291.0929866,1368994543.7117608,208295252.61877418,1869968073.1754375,1879884020.2866762,9915947.111238718,1141561385.237548,1349856637.8563223,208295252.61877418,285390346.309387,337464159.4640806,52073813.154693544,0.9999999999999998,1.0,2.220446049250313e-16,0.0,0.0,0.0,13035524.507019604,0.0,-13035524.507019604,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,44573.58439791607,0.0,-44573.58439791607,0.0,0.0,0.0,0.0,0.0,0.0,1992017.2712678763,2598736.818781285,606719.5475134088,R0,R0,7968073.175437413,7484020.286676275,-484052.88876113854,443534825.2375482,624885757.8563223,181350932.61877412,0.0,0.0,0.0,146346.61158828545,190920.19598620152,44573.58439791607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ce56184ff23f692ec259110dee78c4fda8afe30bb8b5413f1756b501073772d5
E2D_LAMBDA_CRACKERS,LA-0012,12,5c1441ad663de3d58521ae8885de5adade81efac16c906e57da0eb3982b22bde,P4->P4,1160699291.0929866,1452007823.7117615,291308532.6187749,1869968073.1754375,1574100177.0710812,-295867896.1043563,1141561385.237548,1432869917.856323,291308532.6187749,285390346.309387,358217479.46408075,72827133.15469372,0.9999999999999998,1.0,2.220446049250313e-16,0.0,0.0,0.0,13035524.507019604,0.0,-13035524.507019604,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,44573.58439791607,0.0,-44573.58439791607,0.0,0.0,0.0,0.0,0.0,0.0,1992017.2712678763,0.0,-1992017.2712678763,R0,NONE,7968073.175437413,9557344.06438629,1589270.8889488764,443534825.2375482,531999999.99999845,88465174.76245028,0.0,0.0,0.0,146346.61158828545,0.0,-146346.61158828545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385873042.7887363,385873042.7887363,NONE,R0,1862000000.0,1554142833.0066948,-307857166.9933052,698026560.0,873925597.8563246,175899037.85632455,0.0,0.0,0.0,0.0,190920.19598620152,190920.19598620152,0.0,0.0,0.0,bebd071fe38cc9ac8f34f01d64f72ba8110c68ecf4f4538040756ef2475f30ea
E2D_LAMBDA_WATER,LA-0013,13,bc772f5c68c2a5c12ac82feed6fbd90db6b85103f3312eab4179164c9d4e88f5,P4->P4,1216222844.6648905,1216222844.6648905,0.0,1880881497.1760824,1783684901.7080417,-97196595.4680407,1197084938.809452,1197084938.809452,0.0,299271234.702363,299271234.702363,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13862942.27796842,13862942.27796842,NONE,R0,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,0.0,0.0,0.0,0.0,989178.3453658472,989178.3453658472,0.0,0.0,0.0,0.0,0.0,0.0,1434077.2415854274,0.0,-1434077.2415854274,R0,NONE,8481497.176082423,9557344.06438629,1075846.8883038666,472114058.809452,531999999.99999845,59885941.19054645,0.0,0.0,0.0,2198529.2713841423,0.0,-2198529.2713841423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117131788.09712619,117131788.09712619,NONE,R0,1862000000.0,1774127557.6436553,-87872442.3563447,698026560.0,665084938.8094535,-32941621.190546513,0.0,0.0,0.0,0.0,1209350.9260182953,1209350.9260182953,0.0,0.0,0.0,72360e49f65ac6d70e16b022c86d8a6133c10bcfa0052398487be577e03b5bdb
E2D_LAMBDA_VACCINE,LA-0013,13,bc772f5c68c2a5c12ac82feed6fbd90db6b85103f3312eab4179164c9d4e88f5,P4->P4,1216222844.6648905,1452279874.0696166,236057029.40472603,1880881497.1760824,1880881497.1760824,0.0,1197084938.809452,1433141968.214178,236057029.40472603,299271234.702363,358285492.0535445,59014257.35118151,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434077.2415854274,1434077.2415854277,2.3283064365386963e-10,R0,R0,8481497.176082423,8481497.176082423,0.0,472114058.809452,708171088.2141781,236057029.4047261,0.0,0.0,0.0,2198529.2713841423,2198529.271384143,4.656612873077393e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bc126592cbc2cc1a2ccc2889f9e948d6e82acf7979792829d3468106fbd33ab1
E2D_LAMBDA_CRACKERS,LA-0013,13,bc772f5c68c2a5c12ac82feed6fbd90db6b85103f3312eab4179164c9d4e88f5,P4->P4,1216222844.6648905,1535293154.0696173,319070309.40472674,1880881497.1760824,1722210381.861691,-158671115.31439137,1197084938.809452,1516155248.2141788,319070309.40472674,299271234.702363,379038812.0535447,79767577.35118169,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434077.2415854274,0.0,-1434077.2415854274,R0,NONE,8481497.176082423,9557344.06438629,1075846.8883038666,472114058.809452,531999999.99999845,59885941.19054645,0.0,0.0,0.0,2198529.2713841423,0.0,-2198529.2713841423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212938741.93238166,212938741.93238166,NONE,R0,1862000000.0,1702253037.7973046,-159746962.20269537,698026560.0,957210928.2141802,259184368.21418023,0.0,0.0,0.0,0.0,2198529.2713841423,2198529.2713841423,0.0,0.0,0.0,34e2e7182c04311a049dcac44df0f82cdfe19cd719dd6bb6205be978468e891a
E2D_LAMBDA_WATER,LA-0014,14,9d4bc8f108e222b9004ae3749404dd15c5af542ba54e3695e483c3ab081694fe,P4->P4,1200327519.7788906,1200327519.7788906,0.0,1679809280.4799159,1741283800.3262668,61474519.84635091,1181189613.9234521,1181189613.9234521,0.0,295297403.48086303,295297403.48086303,0.0,0.9999999999999998,1.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,25620582.283209123,25620582.283209123,NONE,R0,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,0.0,0.0,0.0,0.0,2682627.7622309173,2682627.7622309173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497995297.7362803,320931158.33343625,-177064139.40284407,R0,R0,1659851936.4155295,1731726456.2618804,71874519.84635091,622245293.9234537,649189613.9234537,26944320.0,0.0,0.0,0.0,7544927.028551883,4862299.266320966,-2682627.762230917,0.0,0.0,0.0,508dfc2dee51eea1f4a563d914bdb19d1d1281cb0a8b08112d440d723c215993
E2D_LAMBDA_VACCINE,LA-0014,14,9d4bc8f108e222b9004ae3749404dd15c5af542ba54e3695e483c3ab081694fe,P4->P4,1200327519.7788906,1428436886.7406168,228109366.9617262,1679809280.4799159,1880595938.7382052,200786658.25828934,1181189613.9234521,1409298980.8851783,228109366.9617262,295297403.48086303,352324745.2212946,57027341.74043155,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3353845.8827137244,3353845.8827137244,NONE,R0,9557344.06438629,8195938.738205162,-1361405.3261811277,531999999.99999845,684328100.8851783,152328100.88517988,0.0,0.0,0.0,0.0,7544927.028551883,7544927.028551883,0.0,0.0,0.0,0.0,0.0,0.0,497995297.7362803,0.0,-497995297.7362803,R0,NONE,1659851936.4155295,1862000000.0,202148063.5844705,622245293.9234537,698026560.0,75781266.07654631,0.0,0.0,0.0,7544927.028551883,0.0,-7544927.028551883,0.0,0.0,0.0,67e9f4283048c74b6163c9c7e09d92ebb307a2e310a8fb2beea24147b46145f6
