simulation_id,sample_index,input_sha256,BETA2_policy_label,BETA2_T_COST,BETA2_worst_total_shortage,BETA2_worst_shortage_penalty,BETA2_normalized_shortage_value,BETA2_budget_usage,BETA2_worst_scenario,BETA2_C_Q,BETA2_C_F,BETA2_C_R,BETA2_Q_Water,BETA2_F_Water,BETA2_R_Water,BETA2_worst_shortage_Water,BETA2_weighted_shortage_loss_Water,BETA2_Q_Vaccine,BETA2_F_Vaccine,BETA2_R_Vaccine,BETA2_worst_shortage_Vaccine,BETA2_weighted_shortage_loss_Vaccine,BETA2_Q_Crackers,BETA2_F_Crackers,BETA2_R_Crackers,BETA2_worst_shortage_Crackers,BETA2_weighted_shortage_loss_Crackers,BETA4_policy_label,BETA4_T_COST,BETA4_worst_total_shortage,BETA4_worst_shortage_penalty,BETA4_normalized_shortage_value,BETA4_budget_usage,BETA4_worst_scenario,BETA4_C_Q,BETA4_C_F,BETA4_C_R,BETA4_Q_Water,BETA4_F_Water,BETA4_R_Water,BETA4_worst_shortage_Water,BETA4_weighted_shortage_loss_Water,BETA4_Q_Vaccine,BETA4_F_Vaccine,BETA4_R_Vaccine,BETA4_worst_shortage_Vaccine,BETA4_weighted_shortage_loss_Vaccine,BETA4_Q_Crackers,BETA4_F_Crackers,BETA4_R_Crackers,BETA4_worst_shortage_Crackers,BETA4_weighted_shortage_loss_Crackers,BETA6_policy_label,BETA6_T_COST,BETA6_worst_total_shortage,BETA6_worst_shortage_penalty,BETA6_normalized_shortage_value,BETA6_budget_usage,BETA6_worst_scenario,BETA6_C_Q,BETA6_C_F,BETA6_C_R,BETA6_Q_Water,BETA6_F_Water,BETA6_R_Water,BETA6_worst_shortage_Water,BETA6_weighted_shortage_loss_Water,BETA6_Q_Vaccine,BETA6_F_Vaccine,BETA6_R_Vaccine,BETA6_worst_shortage_Vaccine,BETA6_weighted_shortage_loss_Vaccine,BETA6_Q_Crackers,BETA6_F_Crackers,BETA6_R_Crackers,BETA6_worst_shortage_Crackers,BETA6_weighted_shortage_loss_Crackers,policy_transition_BETA2_BETA4,delta_T_COST_BETA2_BETA4,delta_worst_total_shortage_BETA2_BETA4,delta_worst_shortage_penalty_BETA2_BETA4,delta_normalized_shortage_value_BETA2_BETA4,R_transition_Water_BETA2_BETA4,R_transition_Vaccine_BETA2_BETA4,R_transition_Crackers_BETA2_BETA4,policy_transition_BETA4_BETA6,delta_T_COST_BETA4_BETA6,delta_worst_total_shortage_BETA4_BETA6,delta_worst_shortage_penalty_BETA4_BETA6,delta_normalized_shortage_value_BETA4_BETA6,R_transition_Water_BETA4_BETA6,R_transition_Vaccine_BETA4_BETA6,R_transition_Crackers_BETA4_BETA6,row_sha256
LA-0630,630,2ba9baed29f4b4da99898ac12ebab6c15de57cd95ad01cedebfb430fb8299700,P4,616545285.5962198,1716154632.480851,597407379.7407813,298703689.87039065,1.0,h09,0.0,5303485.108689166,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,396941202.6286413,R0,1696197288.4164646,317935219.7407821,P4,1213952665.337001,1880840713.5578034,1194814759.4815626,298703689.87039065,1.0,h09,0.0,5303485.108689167,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,2673277.48709085,R0,8440713.557803296,469843879.4815627,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1811360045.0777824,1794006795.7635775,1792222139.222344,298703689.87039065,1.0,h09,0.0,5303485.108689167,0.0,0.0,24898196.58502983,R0,0.0,0.0,0.0,265851.15878497757,R0,9446297.786720295,788728079.9999979,0.0,185394610.07875264,R0,1784560497.9768572,1003494059.2223462,P4->P4,597407379.7407813,164686081.07695246,597407379.7407813,0.0,NONE->NONE,NONE->R0,R0->NONE,P4->P4,597407379.7407813,-86833917.79422593,597407379.7407813,0.0,NONE->R0,R0->R0,NONE->R0,60a8a000f4283d12f86388d7777368ac83d6b4c5856d8ead31c727ec95ae1daf
LA-0631,631,07d3cad6cf5a0d9c3c1ef47e5f6e9390bfdc4304c3135b83808496244f25881a,P4,622381133.891659,1747289119.7591224,603243228.0362206,301621614.0181103,1.0,h09,0.0,1912180.6538950251,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,192189274.72734597,R0,1727331775.694736,323771068.0362213,P4,1225624361.9278798,1747289119.7591224,1206486456.072441,301621614.0181103,1.0,h09,0.0,1912180.6538950251,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,192189274.72734597,R0,1727331775.694736,647542136.0724427,P4,1828867589.9641004,1747289119.7591224,1809729684.1086617,301621614.0181103,1.0,h09,0.0,1912180.6538950251,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,192189274.72734597,R0,1727331775.694736,971313204.1086638,P4->P4,603243228.0362208,0.0,603243228.0362206,0.0,NONE->NONE,NONE->NONE,R0->R0,P4->P4,603243228.0362206,0.0,603243228.0362206,0.0,NONE->NONE,NONE->NONE,R0->R0,4625b9e41c77b928bc75d3ddd8f5a887f5f206ec08a0b04debd8919289061b6d
LA-0632,632,09fa919dce5aca4e4a9326da31ac6f126fe2a5563c26fb6e5b4f3863fa371daa,P4,627373916.8009859,1881229784.8140826,608236010.9455475,304118005.47277373,1.0,h09,0.0,3919419.0697357124,1741218.7490653605,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,1164295.9112328484,R1,8829784.814082617,245750570.9455474,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1235609927.7465334,1881229784.8140826,1216472021.891095,304118005.47277373,1.0,h09,0.0,3919419.0697357124,1741218.7490653605,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1164295.9112328484,R1,8829784.814082617,491501141.8910948,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1843845938.6920807,1881229784.8140826,1824708032.8366423,304118005.47277373,1.0,h09,0.0,3919419.0697357124,1741218.7490653605,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,1164295.9112328484,R1,8829784.814082617,737251712.8366423,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P4->P4,608236010.9455475,0.0,608236010.9455475,0.0,NONE->NONE,R1->R1,NONE->NONE,P4->P4,608236010.9455473,0.0,608236010.9455473,0.0,NONE->NONE,R1->R1,NONE->NONE,69cf5499b9b8cbff66ba1126360302429abc7da73e0f00e5060c1ab66f888248
LA-0633,633,633a6a723b977918919fa56852b0aba2c042d2f3438fff7b6bd1d9fbb3cf24a0,P1,619540940.8962772,1871032399.9367936,600403035.0408387,300201517.52041936,1.0,h09,19137905.85543848,0.0,0.0,13914901.397747755,0.0,NONE,0.0,0.0,702360.1706518629,0.0,NONE,9032399.936793573,251389755.04083875,0.0,0.0,NONE,1862000000.0,349013280.0,P1,1219943975.937116,1871032399.9367936,1200806070.0816774,300201517.52041936,1.0,h09,19137905.85543848,0.0,0.0,13914901.397747755,0.0,NONE,0.0,0.0,702360.1706518629,0.0,NONE,9032399.936793573,502779510.0816775,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1820347010.9779546,1871032399.9367936,1801209105.1225162,300201517.52041936,1.0,h09,19137905.85543848,0.0,0.0,13914901.397747755,0.0,NONE,0.0,0.0,702360.1706518629,0.0,NONE,9032399.936793573,754169265.1225163,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P1->P1,600403035.0408387,0.0,600403035.0408387,0.0,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,600403035.0408387,0.0,600403035.0408387,0.0,NONE->NONE,NONE->NONE,NONE->NONE,17863314472b2f2bac3673111e04584cb31613249bb56460bc72cf5416620b55
LA-0634,634,6ba89c16ac37b206f82ca95c1de169efebaaca3744abaf7346380d1b8b390378,P4,616294325.4009593,1776290269.509977,597156419.5455208,298578209.7727604,0.9999999999999998,h09,0.0,3000814.284644216,0.0,0.0,12615358.743585356,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,115560415.57266967,R0,1766732925.4455907,331156419.5455215,P4,1213450744.94648,1714815749.6636262,1194312839.0910416,298578209.7727604,1.0,h09,0.0,3000814.284644216,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,202745305.22504094,R0,1694858405.5992398,635368519.091043,P4,1810607164.4920008,1776290269.509977,1791469258.6365623,298578209.7727604,0.9999999999999998,h09,0.0,3000814.284644216,0.0,0.0,12615358.743585356,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,115560415.57266967,R0,1766732925.4455907,993469258.6365645,P4->P4,597156419.5455208,-61474519.84635091,597156419.5455208,0.0,R0->NONE,NONE->NONE,R0->R0,P4->P4,597156419.5455208,61474519.84635091,597156419.5455208,0.0,NONE->R0,NONE->NONE,R0->R0,ade5ead6d6ebcc705f4f78396bc34ff3e5ee40c782b496912af542054c726ee4
LA-0635,635,a4962a555538274a67cfa945b5acb20d72f60a5bbc9c7c8c916af1f972f6fc8e,P2,620575210.0693687,1799128962.7900107,601437304.2139302,300718652.1069651,1.0,h09,9455884.203826007,3414529.6675893418,0.0,14599172.771076124,0.0,NONE,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,166079425.51394922,R0,1789571618.7256243,335437304.213931,P2,1222012514.283299,1799128962.7900107,1202874608.4278605,300718652.1069651,1.0,h09,9455884.203826007,3414529.6675893418,0.0,14599172.771076124,0.0,NONE,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,166079425.51394922,R0,1789571618.7256243,670874608.427862,P2,1823449818.497229,1799128962.7900107,1804311912.6417906,300718652.1069651,1.0,h09,9455884.203826007,3414529.6675893418,0.0,14599172.771076124,0.0,NONE,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,166079425.51394922,R0,1789571618.7256243,1006311912.6417929,P2->P2,601437304.2139302,0.0,601437304.2139302,0.0,NONE->NONE,NONE->NONE,R0->R0,P2->P2,601437304.2139301,0.0,601437304.2139301,0.0,NONE->NONE,NONE->NONE,R0->R0,92bf8d24ecfcea4b2028f1cc68a118b28a34a181db7cbdb0992ec9fa093ed68b
LA-0636,636,7797de0ff3db60fd6af5b341d4ad5965b4e9d3f131a27235078f0afb56b9ec7d,P4,619077801.3344563,1729665706.628506,599939895.4790179,299969947.7395089,1.0,h09,0.0,5101224.810311049,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,193122040.61884317,R0,1709708362.5641196,320467735.47901857,P4,1219017696.813474,1871015759.3949058,1199879790.9580355,299969947.73950887,1.0,h09,0.0,5101224.810311049,0.0,0.0,13188309.327106668,R0,0.0,0.0,0.0,686787.1296084357,R0,9015759.394905783,501853230.9580355,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1818957592.2924917,1880624265.4802814,1799819686.4370532,299969947.73950887,0.9999999999999998,h09,0.0,5101224.810311048,0.0,0.0,408899.65461106395,R0,10077551.056585051,39163378.91610083,0.0,1281586.1842847364,R0,8546714.423696375,713616467.5209526,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P4->P4,599939895.4790176,141350052.76639986,599939895.4790176,-5.960464477539063e-08,NONE->R0,NONE->R0,R0->NONE,P4->P4,599939895.4790177,9608506.085375547,599939895.4790177,0.0,R0->R0,R0->R0,NONE->NONE,8f56d7754253c9480044595d5fcb31948ea77a25862d19103e3a40bd980b215c
LA-0637,637,e71b6dc65ca73efe64c962e7f9ab0724f8378067927874baf7145d46126176ab,P4,619142716.1719716,1791486549.7650583,600004810.3165331,300002405.15826654,1.0,h09,0.0,7498774.8458200395,0.0,0.0,18140356.23400531,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,139664685.82015118,R0,1781929205.700672,334004810.3165339,P4,1219147526.488505,1730012029.9187074,1200009620.6330664,300002405.1582666,1.0,h09,0.0,7498774.84582004,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,265032896.79715973,R0,1710054685.854321,641065300.6330678,P4,1819152336.805038,1730012029.9187074,1800014430.9495995,300002405.1582666,1.0,h09,0.0,7498774.84582004,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,265032896.79715973,R0,1710054685.854321,961597950.9496017,P4->P4,600004810.3165333,-61474519.84635091,600004810.3165333,5.960464477539063e-08,R0->NONE,NONE->NONE,R0->R0,P4->P4,600004810.3165331,0.0,600004810.3165331,0.0,NONE->NONE,NONE->NONE,R0->R0,6a02b405b20e8839c6a684522768ca78009cb184cd53ec942a4d162ad125f049
LA-0638,638,12552ffda333a1c4f0a9c3027dfc500335d8cb4d9f60d2b64a346e70ebeed018,P4,616873424.4625368,1779379786.4838226,597735518.6070983,298867759.3035492,1.0,h09,0.0,6275830.657794919,0.0,0.0,13000928.923560519,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,115230180.23579976,R0,1769822442.4194362,331735518.6070991,P4,1214608943.0696352,1779379786.4838226,1195471037.2141967,298867759.3035492,1.0,h09,0.0,6275830.657794919,0.0,0.0,13000928.923560519,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,115230180.23579976,R0,1769822442.4194362,663471037.2141982,P4,1812344461.6767335,1779379786.4838226,1793206555.821295,298867759.3035492,1.0,h09,0.0,6275830.657794919,0.0,0.0,13000928.923560519,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,115230180.23579976,R0,1769822442.4194362,995206555.8212973,P4->P4,597735518.6070983,0.0,597735518.6070983,0.0,R0->R0,NONE->NONE,R0->R0,P4->P4,597735518.6070983,0.0,597735518.6070983,0.0,R0->R0,NONE->NONE,R0->R0,b4e1191c963803fe23d26e0ac92686fae7d482d0e0e7ae8c48d1068228d9e4e2
LA-0639,639,4a72df578edeb421326e6855903210ae8cc935dd231e6acc2d3b66d5a4861908,P4,616047479.5001198,1713498816.773958,596909573.6446813,298454786.82234067,1.0,h09,0.0,10549067.587328477,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,311989388.15496486,R0,1693541472.7095716,317437413.6446821,P4,1212957053.144801,1774973336.6203086,1193819147.2893624,298454786.8223406,1.0,h09,0.0,10549067.587328479,0.0,0.0,19261059.02147461,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,178875987.29912722,R0,1765415992.5559223,661819147.2893641,P4,1809866626.7894824,1713498816.773958,1790728720.934044,298454786.82234067,1.0,h09,0.0,10549067.587328479,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,311989388.1549649,R0,1693541472.7095716,952312240.9340461,P4->P4,596909573.6446811,61474519.84635067,596909573.6446811,-5.960464477539063e-08,NONE->R0,NONE->NONE,R0->R0,P4->P4,596909573.6446815,-61474519.84635067,596909573.6446815,5.960464477539063e-08,R0->NONE,NONE->NONE,R0->R0,afda9f6436f9e0938063bf66137e761f3411080e0fd33d61bfd819f515cdfb80
LA-0640,640,556736df794676bfcfdd155f45ceac1062e109abce1a2289402e71788afcd5ae,P4,604840027.8122252,1880420145.2269614,585702121.9567868,292851060.9783934,1.0,h09,0.0,4296452.767869761,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,2210391.753110584,R0,8020145.226961292,223216681.9567867,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1190542149.769012,1653706607.5982504,1171404243.9135735,292851060.9783934,1.0,h09,0.0,4296452.767869761,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,328209684.55278367,R0,1633749263.533864,612459923.9135749,P4,1776244271.7257984,1880105428.1393518,1757106365.87036,292851060.9783933,1.0,h09,0.0,4296452.767869762,0.0,0.0,474633.80345472315,R0,10069919.8095331,39133722.363807544,0.0,2188300.612373474,R0,8035508.329818824,670932803.5065526,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P4->P4,585702121.9567868,-226713537.628711,585702121.9567868,0.0,NONE->NONE,R0->NONE,NONE->R0,P4->P4,585702121.9567864,226398820.54110146,585702121.9567864,-5.960464477539063e-08,NONE->R0,NONE->R0,R0->NONE,48cb02e23e19f8d603953564493f9777993a0b78dddc81c6958bdfd7df6018e6
LA-0641,641,4512c598ef900c7549d2933d16da725602014ce1f53d09c6ef3d34b215f54e33,P2,621145025.2155063,1802168949.6985557,602007119.3600678,301003559.6800339,1.0,h09,9575106.12942824,583293.6090812266,0.0,14783242.44160605,0.0,NONE,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,121432980.04827687,R0,1792611605.6341693,336007119.3600687,P2,1223152144.5755742,1802168949.6985557,1204014238.7201357,301003559.6800339,1.0,h09,9575106.12942824,583293.6090812266,0.0,14783242.44160605,0.0,NONE,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,121432980.04827687,R0,1792611605.6341693,672014238.7201374,P2,1825159263.9356422,1802168949.6985557,1806021358.0802038,301003559.680034,1.0,h09,9575106.12942824,583293.6090812266,0.0,14783242.44160605,0.0,NONE,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,121432980.04827687,R0,1792611605.6341693,1008021358.080206,P2->P2,602007119.3600678,0.0,602007119.3600678,0.0,NONE->NONE,NONE->NONE,R0->R0,P2->P2,602007119.3600681,0.0,602007119.3600681,5.960464477539063e-08,NONE->NONE,NONE->NONE,R0->R0,14e2bcaf4f2a1aeb953fbbb51aedb64c28404d472a1634e148270dabd90f4ed3
LA-0642,642,df36bdc338b56dbdb6049ba0f8338289089a63b99a8d10e273f60fe82107fd03,P1,620151901.8786788,1871054351.6823528,601013996.0232403,300506998.01162016,1.0,h09,19137905.85543848,0.0,0.0,14229721.617536936,0.0,NONE,0.0,0.0,688215.5357769011,0.0,NONE,9054351.6823527,252000716.02324033,0.0,0.0,NONE,1862000000.0,349013280.0,P1,1221165897.9019191,1871054351.6823528,1202027992.0464807,300506998.01162016,1.0,h09,19137905.85543848,0.0,0.0,14229721.617536936,0.0,NONE,0.0,0.0,688215.5357769008,0.0,NONE,9054351.6823527,504001432.04648066,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1822179893.9251595,1871054351.6823528,1803041988.069721,300506998.01162016,1.0,h09,19137905.85543848,0.0,0.0,14229721.617536936,0.0,NONE,0.0,0.0,688215.5357769011,0.0,NONE,9054351.6823527,756002148.0697211,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P1->P1,601013996.0232403,0.0,601013996.0232403,0.0,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,601013996.0232403,0.0,601013996.0232403,0.0,NONE->NONE,NONE->NONE,NONE->NONE,fad3f358a590c47a4ceb664946a1c3b0fec849f2cfb90d05976fbeb1b811dc4c
LA-0643,643,476f3dd0902c8ebb208b2a74f433d48c8c604c57c41e863f53fd6f283fa2058d,P4,606647102.3627012,1870569126.0601919,587509196.5072627,293754598.25363135,1.0,h09,0.0,4725282.602151017,0.0,0.0,15814163.899301276,R0,0.0,0.0,0.0,1502677.0660162952,R0,8569126.060191963,238495916.5072627,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1194156298.869964,1880485073.1714308,1175018393.0145254,293754598.25363135,1.0,h09,0.0,4725282.602151018,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,2238724.346670035,R0,8085073.171430825,450047513.0145255,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1781665495.3772266,1880485073.1714308,1762527589.5217881,293754598.25363135,1.0,h09,0.0,4725282.602151018,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,2238724.346670035,R0,8085073.171430825,675071269.5217882,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P4->P4,587509196.5072627,9915947.111238956,587509196.5072627,0.0,R0->NONE,R0->R0,NONE->NONE,P4->P4,587509196.5072627,0.0,587509196.5072627,0.0,NONE->NONE,R0->R0,NONE->NONE,f39e72703b516707324419a1ba827ea7c858c62f577ca2ddb335b2957b4fe811
LA-0644,644,103819d6efae8e8d55afb623531c8fcc5caedfe82e8359c199034866e7596adb,P4,604099611.6065112,1711230976.9659739,584961705.7510728,292480852.8755364,1.0,h09,0.0,8225749.53243106,0.0,0.0,15953766.69534709,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,245943216.9039082,R0,1701673632.9015875,318961705.75107354,P4,1189061317.357584,1711230976.9659739,1169923411.5021455,292480852.8755364,1.0,h09,0.0,8225749.53243106,0.0,0.0,15953766.69534709,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,245943216.9039082,R0,1701673632.9015875,637923411.5021471,P4,1774023023.1086566,1711230976.9659739,1754885117.2532182,292480852.8755364,1.0,h09,0.0,8225749.53243106,0.0,0.0,15953766.69534709,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,245943216.9039082,R0,1701673632.9015875,956885117.2532206,P4->P4,584961705.7510728,0.0,584961705.7510728,0.0,R0->R0,NONE->NONE,R0->R0,P4->P4,584961705.7510726,0.0,584961705.7510726,0.0,R0->R0,NONE->NONE,R0->R0,c1bd45f1d9ab953422dafcdae4d98db7249f41d73aa6d59b268a36261343d238
LA-0645,645,491eaa63b3f4abf29305ce1314ef34b5062b2ed3d78ba7986c583a977115529f,P4,612307655.2431886,1693546702.7271636,593169749.3877501,296584874.6938751,0.9999999999999998,h09,0.0,7639044.167724214,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,234991116.95701545,R0,1673589358.6627772,313697589.3877509,P4,1205477404.6309388,1859758998.2914684,1186339498.7755003,296584874.6938751,1.0,h09,0.0,7639044.1677242145,0.0,0.0,12971176.144869573,R0,0.0,0.0,0.0,885731.2305274339,R0,8847184.500241542,492469678.0214452,0.0,13829501.580876011,R0,1850911813.7912269,693869820.7540551,P4,1798647154.018689,1859758998.2914684,1779509248.1632504,296584874.6938751,1.0,h09,0.0,7639044.1677242145,0.0,0.0,12971176.144869573,R0,0.0,0.0,0.0,885731.2305274339,R0,8847184.500241542,738704517.0321679,0.0,13829501.580876011,R0,1850911813.7912269,1040804731.1310825,P4->P4,593169749.3877501,166212295.56430483,593169749.3877501,0.0,NONE->R0,NONE->R0,R0->R0,P4->P4,593169749.3877501,0.0,593169749.3877501,0.0,R0->R0,R0->R0,R0->R0,8c1b48178faa716f87eecac31c5ec405eae039ef979921f3ca7dfab941037716
LA-0646,646,22a0bacd90599d7c88030899afc42006c5478242a84e990047e8e3cd7ed3a54e,P4,618566287.9141951,1726936761.7914314,599428382.0587566,299714191.0293783,1.0,h09,0.0,2202007.293225724,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,255190639.58896717,R0,1706979417.727045,319956222.0587573,P4,1217994669.9729517,1726936761.7914314,1198856764.1175132,299714191.0293783,1.0,h09,0.0,2202007.293225724,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,255190639.58896714,R0,1706979417.727045,639912444.1175146,P4,1817423052.0317082,1726936761.7914314,1798285146.1762698,299714191.0293783,1.0,h09,0.0,2202007.293225724,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,255190639.58896717,R0,1706979417.727045,959868666.1762719,P4->P4,599428382.0587566,0.0,599428382.0587566,0.0,NONE->NONE,NONE->NONE,R0->R0,P4->P4,599428382.0587566,0.0,599428382.0587566,0.0,NONE->NONE,NONE->NONE,R0->R0,81b16375fb14f92814bf783b4c4fa4c1db5f6cbc6cecec4bd888bf06bd5d571d
LA-0647,647,9f75b37c7ea35e63988ae11a092a8defc68ea622b5abe84163c8de5e4133e10d,P1,620137761.956501,1871053843.6368592,600999856.1010625,300499928.05053127,1.0,h09,19137905.85543848,0.0,0.0,14222274.553538851,0.0,NONE,0.0,0.0,688550.1267419092,0.0,NONE,9053843.636859102,251986576.10106254,0.0,0.0,NONE,1862000000.0,349013280.0,P1,1221137618.0575635,1871053843.6368592,1201999712.202125,300499928.05053127,1.0,h09,19137905.85543848,0.0,0.0,14222274.553538851,0.0,NONE,0.0,0.0,688550.1267419092,0.0,NONE,9053843.636859102,503973152.2021251,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1822137474.158626,1871053843.6368592,1802999568.3031876,300499928.05053127,1.0,h09,19137905.85543848,0.0,0.0,14222274.553538851,0.0,NONE,0.0,0.0,688550.1267419092,0.0,NONE,9053843.636859102,755959728.3031877,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P1->P1,600999856.1010625,0.0,600999856.1010625,0.0,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,600999856.1010625,0.0,600999856.1010625,0.0,NONE->NONE,NONE->NONE,NONE->NONE,f5fdc2b4504e2d2543b2eba9c839c829c4d72b0e117168bdf86e876a1d04a6aa
LA-0648,648,11c1b64f15bc6da32ddaf8da712da6024392b6c8099fcdbec7dd43ca9c10688b,P4,623228186.6751742,1881080829.290735,604090280.8197358,302045140.4098679,0.9999999999999998,h09,0.0,3043143.584515093,975701.7944808034,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,1174639.4049453284,R1,8680829.290734971,241604840.8197357,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1227318467.49491,1751808180.7040389,1208180561.6394715,302045140.4098679,1.0,h09,0.0,3043143.584515093,975701.7944808035,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,174416154.0676397,R1,1731850836.6396525,649236241.639473,P4,1831408748.3146455,1751808180.7040389,1812270842.459207,302045140.4098678,1.0,h09,0.0,3043143.584515093,975701.7944808035,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,174416154.0676397,R1,1731850836.6396525,973854362.4592093,P4->P4,604090280.8197358,-129272648.58669615,604090280.8197358,0.0,NONE->NONE,R1->NONE,NONE->R1,P4->P4,604090280.8197355,0.0,604090280.8197355,-5.960464477539063e-08,NONE->NONE,NONE->NONE,R1->R1,4818164d2c32fc208932e8259515557fb293118d1038d03dec22499299440aaa
