simulation_id,sample_index,input_sha256,BETA2_policy_label,BETA2_T_COST,BETA2_worst_total_shortage,BETA2_worst_shortage_penalty,BETA2_normalized_shortage_value,BETA2_budget_usage,BETA2_worst_scenario,BETA2_C_Q,BETA2_C_F,BETA2_C_R,BETA2_Q_Water,BETA2_F_Water,BETA2_R_Water,BETA2_worst_shortage_Water,BETA2_weighted_shortage_loss_Water,BETA2_Q_Vaccine,BETA2_F_Vaccine,BETA2_R_Vaccine,BETA2_worst_shortage_Vaccine,BETA2_weighted_shortage_loss_Vaccine,BETA2_Q_Crackers,BETA2_F_Crackers,BETA2_R_Crackers,BETA2_worst_shortage_Crackers,BETA2_weighted_shortage_loss_Crackers,BETA4_policy_label,BETA4_T_COST,BETA4_worst_total_shortage,BETA4_worst_shortage_penalty,BETA4_normalized_shortage_value,BETA4_budget_usage,BETA4_worst_scenario,BETA4_C_Q,BETA4_C_F,BETA4_C_R,BETA4_Q_Water,BETA4_F_Water,BETA4_R_Water,BETA4_worst_shortage_Water,BETA4_weighted_shortage_loss_Water,BETA4_Q_Vaccine,BETA4_F_Vaccine,BETA4_R_Vaccine,BETA4_worst_shortage_Vaccine,BETA4_weighted_shortage_loss_Vaccine,BETA4_Q_Crackers,BETA4_F_Crackers,BETA4_R_Crackers,BETA4_worst_shortage_Crackers,BETA4_weighted_shortage_loss_Crackers,BETA6_policy_label,BETA6_T_COST,BETA6_worst_total_shortage,BETA6_worst_shortage_penalty,BETA6_normalized_shortage_value,BETA6_budget_usage,BETA6_worst_scenario,BETA6_C_Q,BETA6_C_F,BETA6_C_R,BETA6_Q_Water,BETA6_F_Water,BETA6_R_Water,BETA6_worst_shortage_Water,BETA6_weighted_shortage_loss_Water,BETA6_Q_Vaccine,BETA6_F_Vaccine,BETA6_R_Vaccine,BETA6_worst_shortage_Vaccine,BETA6_weighted_shortage_loss_Vaccine,BETA6_Q_Crackers,BETA6_F_Crackers,BETA6_R_Crackers,BETA6_worst_shortage_Crackers,BETA6_weighted_shortage_loss_Crackers,policy_transition_BETA2_BETA4,delta_T_COST_BETA2_BETA4,delta_worst_total_shortage_BETA2_BETA4,delta_worst_shortage_penalty_BETA2_BETA4,delta_normalized_shortage_value_BETA2_BETA4,R_transition_Water_BETA2_BETA4,R_transition_Vaccine_BETA2_BETA4,R_transition_Crackers_BETA2_BETA4,policy_transition_BETA4_BETA6,delta_T_COST_BETA4_BETA6,delta_worst_total_shortage_BETA4_BETA6,delta_worst_shortage_penalty_BETA4_BETA6,delta_normalized_shortage_value_BETA4_BETA6,R_transition_Water_BETA4_BETA6,R_transition_Vaccine_BETA4_BETA6,R_transition_Crackers_BETA4_BETA6,row_sha256
LA-0214,214,9efce6e2880d1e62f9f9070735f458410132cd0efd7181e5ae450433b6048b6a,P4,625427753.7187274,1763542960.065718,606289847.8632889,303144923.93164444,1.0,h09,0.0,6923578.911058146,2226653.74132785,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,174915468.74880093,R1,1743585616.0013316,326817687.8632896,P4,1231717601.5820162,1763542960.065718,1212579695.7265778,303144923.93164444,1.0,h09,0.0,6923578.911058146,2226653.74132785,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,174915468.74880093,R1,1743585616.0013316,653635375.7265792,P4,1838007449.4453049,1881159859.4374564,1818869543.5898664,303144923.9316444,1.0,h09,0.0,6923578.911058145,2226653.7413278497,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,1178002.1364715162,R1,8759859.437456481,731413223.5898664,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P4->P4,606289847.8632889,0.0,606289847.8632889,0.0,NONE->NONE,NONE->NONE,R1->R1,P4->P4,606289847.8632886,117616899.37173843,606289847.8632886,-5.960464477539063e-08,NONE->NONE,NONE->R1,R1->NONE,cb177b349b938a6d43b7245cb9edfd38b9e52efd466fa8b612eee9a549e5a4a8
LA-0215,215,3c19dfe670aa6e691fcff3daec1b632b01af2e3c05e95ca411e0df62a87ea30d,P4,626741823.7227455,1832028096.6641934,607603917.8673071,303801958.93365353,1.0,h09,0.0,5614649.6116569955,0.0,0.0,33907410.290091015,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,128878308.65931286,R0,1822470752.599807,341603917.86730784,P4,1234345741.5900526,1832028096.6641934,1215207835.7346141,303801958.93365353,1.0,h09,0.0,5614649.6116569955,0.0,0.0,33907410.290091015,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,128878308.65931286,R0,1822470752.599807,683207835.7346157,P4,1841949659.4573596,1832028096.6641934,1822811753.601921,303801958.93365353,1.0,h09,0.0,5614649.6116569955,0.0,0.0,33907410.290091015,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,128878308.65931286,R0,1822470752.599807,1024811753.6019233,P4->P4,607603917.8673071,0.0,607603917.8673071,0.0,R0->R0,NONE->NONE,R0->R0,P4->P4,607603917.867307,0.0,607603917.867307,0.0,R0->R0,NONE->NONE,R0->R0,8b38f87091ecf3d6e5a0802d965cb2676ca39497a0dd974c5d32559b3e87e958
LA-0216,216,dbb498be1c3f008cc6fb508e6ceee41fe53337982ef2d1543830b70fdcd42b01,P4,627084831.5327168,1833858057.2380905,607946925.6772783,303973462.83863914,1.0,h09,0.0,5149644.220303088,0.0,0.0,19509434.498602815,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,70720362.20977506,R0,1824300713.1737041,341946925.6772791,P4,1235031757.209995,1833858057.2380905,1215893851.3545566,303973462.83863914,1.0,h09,0.0,5149644.220303088,0.0,0.0,19509434.498602815,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,70720362.20977506,R0,1824300713.1737041,683893851.3545582,P4,1842978682.8872736,1833858057.2380905,1823840777.031835,303973462.8386392,1.0,h09,0.0,5149644.220303088,0.0,0.0,19509434.498602815,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,70720362.20977506,R0,1824300713.1737041,1025840777.0318372,P4->P4,607946925.6772783,0.0,607946925.6772783,0.0,R0->R0,NONE->NONE,R0->R0,P4->P4,607946925.6772785,0.0,607946925.6772785,5.960464477539063e-08,R0->R0,NONE->NONE,R0->R0,101909e09c6aa08e2bb8ed9416d9f3aedf3a73b44ad88077681f114ad61e41bd
LA-0217,217,f9d410e023a2c1a6046f9072a31a748482f1f7416899506cb757e0779ebbac7d,P1,620303716.1268293,1871059806.3477793,601165810.2713908,300582905.1356954,1.0,h09,19137905.85543848,0.0,0.0,14310171.680028029,0.0,NONE,0.0,0.0,684600.9751862044,0.0,NONE,9059806.347779203,252152530.2713908,0.0,0.0,NONE,1862000000.0,349013280.0,P1,1221469526.39822,1871059806.3477793,1202331620.5427816,300582905.1356954,1.0,h09,19137905.85543848,0.0,0.0,14310171.680028029,0.0,NONE,0.0,0.0,684600.9751862044,0.0,NONE,9059806.347779203,504305060.5427816,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1822635336.6696107,1871059806.3477793,1803497430.8141723,300582905.1356954,1.0,h09,19137905.85543848,0.0,0.0,14310171.680028029,0.0,NONE,0.0,0.0,684600.9751862044,0.0,NONE,9059806.347779203,756457590.8141724,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P1->P1,601165810.2713908,0.0,601165810.2713908,0.0,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,601165810.2713907,0.0,601165810.2713907,0.0,NONE->NONE,NONE->NONE,NONE->NONE,e42e4dafbf76276bdcb8348644a668af22f0cd30cd60937d4f254679fdfd93ba
LA-0218,218,fbdd04d57bbc0f2b162896c7c023e8273c6e35389e763e185b0d0f93d38db844,P4,615360536.6531081,1880484366.0651457,596222630.7976696,298111315.3988348,1.0,h09,0.0,6483030.609370776,0.0,0.0,393515.6783843413,R0,10070903.036842063,13045847.793925209,0.0,1367788.7440397246,R0,8413463.028303552,234163503.00374448,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1211583167.4507778,1859441377.7221673,1192445261.5953393,298111315.3988348,1.0,h09,0.0,6483030.6093707755,0.0,0.0,12435736.312866215,R0,0.0,0.0,0.0,714543.8149516083,R0,8959771.432695134,498736717.0295419,0.0,13773048.743451945,R0,1850481606.289472,693708544.5657973,P4,1807805798.2484474,1709833948.8321543,1788667892.393009,298111315.3988348,1.0,h09,0.0,6483030.6093707755,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,205815495.80608565,R0,1689876604.767768,950251412.3930111,P4->P4,596222630.7976696,-21042988.342978477,596222630.7976696,0.0,R0->R0,R0->R0,NONE->R0,P4->P4,596222630.7976696,-149607428.89001298,596222630.7976696,0.0,R0->NONE,R0->NONE,R0->R0,03ce0351415b42ca4527b9e07acd9779142202f753324fe187c2d1f9a152a230
LA-0219,219,5bef757b1be3533cf676a85395ee0324314ac146193a8d3071a96ed0904cd65d,P4,604226960.309161,1711910387.4581294,585089054.4537225,292544527.22686124,1.0,h09,0.0,1419089.8162455352,0.0,0.0,14892190.585738482,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,228605086.94360563,R0,1702353043.393743,319089054.4537232,P4,1189316014.7628834,1711910387.4581294,1170178108.907445,292544527.22686124,1.0,h09,0.0,1419089.8162455352,0.0,0.0,14892190.585738482,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,228605086.94360563,R0,1702353043.393743,638178108.9074464,P4,1774405069.2166057,1711910387.4581294,1755267163.3611672,292544527.2268612,1.0,h09,0.0,1419089.8162455352,0.0,0.0,14892190.585738482,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,228605086.94360563,R0,1702353043.393743,957267163.3611695,P4->P4,585089054.4537225,0.0,585089054.4537225,0.0,R0->R0,NONE->NONE,R0->R0,P4->P4,585089054.4537222,0.0,585089054.4537222,-5.960464477539063e-08,R0->R0,NONE->NONE,R0->R0,1eefaea526884f50ddec0cf81c84f63664e18b032910baf28a48529aa5ca0acd
LA-0220,220,244497016d8f27d5db6f7899ca9a66ccf62b69016ea3e49dc7ba93a709ba3973,P4,620884960.6899787,1739306975.063858,601747054.8345402,300873527.4172701,1.0,h09,0.0,2534462.0516521465,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,231321471.46376982,R0,1719349630.9994717,322274894.83454096,P4,1222632015.524519,1739306975.063858,1203494109.6690805,300873527.4172701,1.0,h09,0.0,2534462.0516521465,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,231321471.46376982,R0,1719349630.9994717,644549789.6690819,P4,1824379070.359059,1739306975.063858,1805241164.5036206,300873527.4172701,1.0,h09,0.0,2534462.0516521465,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,231321471.46376982,R0,1719349630.9994717,966824684.5036228,P4->P4,601747054.8345402,0.0,601747054.8345402,0.0,NONE->NONE,NONE->NONE,R0->R0,P4->P4,601747054.8345401,0.0,601747054.8345401,0.0,NONE->NONE,NONE->NONE,R0->R0,9f60930955b9f0577d37d9b3bcbad83d661b8412e5b4f57a79e673dfa4c75aee
LA-0221,221,2b7f0f9adcc4e5c60f04eb9202d3c271703e808e39e3c28423e9a43b14a88a6e,P4,624728491.7651547,1759812369.1909175,605590585.9097162,302795292.9548581,1.0,h09,0.0,4716747.686308239,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,159683672.6858088,R0,1739855025.1265311,326118425.90971696,P4,1230319077.674871,1759812369.1909175,1211181171.8194325,302795292.9548581,1.0,h09,0.0,4716747.686308239,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,159683672.6858088,R0,1739855025.1265311,652236851.8194339,P4,1835909663.584587,1759812369.1909175,1816771757.7291486,302795292.9548581,1.0,h09,0.0,4716747.686308239,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,159683672.6858088,R0,1739855025.1265311,978355277.7291509,P4->P4,605590585.9097162,0.0,605590585.9097162,0.0,NONE->NONE,NONE->NONE,R0->R0,P4->P4,605590585.9097161,0.0,605590585.9097161,0.0,NONE->NONE,NONE->NONE,R0->R0,b7f8c73a93997e4cd279648889d0e7f04cbe5f6f47dc0d3a6d1263422c6c0e85
LA-0222,222,b4857d22595373a3c8a611d1ebdf1d18a9f544bc795d256727fccea25734b07a,P4,608544818.3921561,1880553257.8519948,589406912.5367177,294703456.2683588,1.0,h09,0.0,7207901.688104793,1177955.3247334582,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,2151157.0819620043,R1,8153257.85199474,226921472.5367176,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1197951730.928874,1880553257.8519948,1178813825.0734353,294703456.2683588,1.0,h09,0.0,7207901.688104792,1177955.324733458,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,2151157.081962004,R1,8153257.85199474,453842945.0734352,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1787358643.4655914,1673471815.5577624,1768220737.610153,294703456.2683588,1.0,h09,0.0,7207901.688104793,1177955.3247334582,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,319414233.382237,R1,1653514471.493376,929804257.6101551,P4->P4,589406912.5367179,0.0,589406912.5367177,0.0,NONE->NONE,R1->R1,NONE->NONE,P4->P4,589406912.5367174,-207081442.29423237,589406912.5367177,0.0,NONE->NONE,R1->NONE,NONE->R1,8ac1f6fac10baeaeaba0cc04f4d76eba79c764f605d453c4c8829319f328217b
LA-0223,223,aa7445b5aef9746dda532765389b063f98842db71739dfc3334e1e0943417b11,P4,618916886.5209147,1880925924.858633,599778980.6654761,299889490.33273804,1.0,h09,0.0,3044221.3519405825,904675.9087552935,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,1583999.057885118,R1,8525924.858633086,237293540.66547605,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1218695867.1863906,1880925924.858633,1199557961.3309522,299889490.33273804,1.0,h09,0.0,3044221.3519405825,904675.9087552935,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1583999.057885118,R1,8525924.858633086,474587081.3309521,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1818474847.8518667,1880925924.858633,1799336941.9964283,299889490.33273804,1.0,h09,0.0,3044221.3519405825,904675.9087552935,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,1583999.057885118,R1,8525924.858633086,711880621.9964283,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P4->P4,599778980.665476,0.0,599778980.6654761,0.0,NONE->NONE,R1->R1,NONE->NONE,P4->P4,599778980.6654761,0.0,599778980.6654761,0.0,NONE->NONE,R1->R1,NONE->NONE,756231e825fd33d7e5f2b29e1295d3dbcf5d1bd5f88f6dcdb718e59ff25a402a
LA-0224,224,ec7ba463fcc8875675b20bf2012612b7aee4f014952e4a882082e58cd770069d,P1,622726290.7537595,1871146849.126844,603588384.898321,301794192.4491605,1.0,h09,19137905.85543848,0.0,0.0,15729236.578657832,0.0,NONE,0.0,0.0,620843.4602831437,0.0,NONE,9146849.12684396,254575104.89832106,0.0,0.0,NONE,1862000000.0,349013280.0,P1,1226314675.6520805,1871146849.126844,1207176769.796642,301794192.4491605,1.0,h09,19137905.85543848,0.0,0.0,15729236.578657832,0.0,NONE,0.0,0.0,620843.4602831437,0.0,NONE,9146849.12684396,509150209.7966421,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1829903060.5504017,1871146849.126844,1810765154.6949632,301794192.4491605,1.0,h09,19137905.85543848,0.0,0.0,15729236.578657832,0.0,NONE,0.0,0.0,620843.4602831437,0.0,NONE,9146849.12684396,763725314.6949633,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P1->P1,603588384.898321,0.0,603588384.898321,0.0,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,603588384.8983212,0.0,603588384.8983212,0.0,NONE->NONE,NONE->NONE,NONE->NONE,1a04298b0a1bfd48a5ee2a0e632c78bc3986133a4b48641be59f337ef9a33e57
LA-0225,225,32db4626f4583c27c0d2c73d99b4e2f234fdf139fc9c44a741e1fbffdc7408b3,P4,623226298.2441889,1880806549.6702824,604088392.3887504,302044196.1943752,1.0,h09,0.0,1395050.48772534,0.0,0.0,440103.0830618564,R0,10112402.419094598,13099606.093695143,0.0,1320927.5877144411,R0,8694147.251187673,241975506.29505533,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1227314690.6329393,1881080761.4396648,1208176784.7775009,302044196.1943752,1.0,h09,0.0,1395050.4877253396,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1341411.5462441307,R0,8680761.43966479,483205904.7775009,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1831403083.02169,1881080761.4396648,1812265177.1662514,302044196.1943752,1.0,h09,0.0,1395050.4877253396,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,1341411.5462441307,R0,8680761.43966479,724808857.1662514,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P4->P4,604088392.3887504,274211.7693824768,604088392.3887504,0.0,R0->NONE,R0->R0,NONE->NONE,P4->P4,604088392.3887506,0.0,604088392.3887506,0.0,NONE->NONE,R0->R0,NONE->NONE,fc210efa36d7de28b9006127212c8ae3acf1b5fb9afc8c3b90bf9ce84bedef00
LA-0226,226,5db8c42897c778381794c8f901390f4c88266f301e22be8cb9b2f0e6799a6d25,P2,625240772.7465713,1871237194.1251485,606102866.8911328,303051433.4455664,1.0,h09,11399627.230902184,2435316.412685458,0.0,17600165.556433816,0.0,NONE,0.0,0.0,0.0,598150.9883744641,R0,9237194.125148492,257089586.89113283,0.0,0.0,NONE,1862000000.0,349013280.0,P2,1231343639.6377041,1871237194.1251485,1212205733.7822657,303051433.4455664,1.0,h09,11399627.230902184,2435316.412685458,0.0,17600165.556433816,0.0,NONE,0.0,0.0,0.0,598150.9883744641,R0,9237194.125148492,514179173.78226566,0.0,0.0,NONE,1862000000.0,698026560.0,P2,1837446506.528837,1824019928.8442285,1818308600.6733985,303051433.4455664,1.0,h09,11399627.230902184,2435316.412685458,0.0,17600165.556433816,0.0,NONE,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,88816358.87984468,R0,1814462584.7798421,1020308600.6734008,P2->P2,606102866.8911328,0.0,606102866.8911328,0.0,NONE->NONE,R0->R0,NONE->NONE,P2->P2,606102866.8911328,-47217265.28092003,606102866.8911328,0.0,NONE->NONE,R0->NONE,NONE->R0,326c54b9dad8a2e37d26cb2f1054a8c03f9cf636599773b07daa97ffd37eed7d
LA-0227,227,2a72832f6a49efaf3ad9c76999af9764709bbda0604b5532f5feeda06ac1bea8,P4,620813002.1768593,1800397593.3250644,601675096.3214208,300837548.1607104,1.0,h09,0.0,3858231.0332914544,0.0,0.0,12569061.820752302,R0,3.725290298461914e-09,4.825741052627564e-09,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,86001087.13383293,R0,1790840249.260678,335675096.3214215,P4,1222488098.49828,1800397593.3250644,1203350192.6428416,300837548.1607104,1.0,h09,0.0,3858231.0332914544,0.0,0.0,12569061.820752302,R0,3.725290298461914e-09,9.651482105255128e-09,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,86001087.13383293,R0,1790840249.260678,671350192.642843,P4,1824163194.8197007,1800397593.3250644,1805025288.9642622,300837548.1607104,1.0,h09,0.0,3858231.0332914544,0.0,0.0,12569061.820752302,R0,3.725290298461914e-09,1.4477223157882692e-08,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,86001087.13383293,R0,1790840249.260678,1007025288.9642644,P4->P4,601675096.3214208,0.0,601675096.3214208,0.0,R0->R0,NONE->NONE,R0->R0,P4->P4,601675096.3214207,0.0,601675096.3214207,0.0,R0->R0,NONE->NONE,R0->R0,69c855d13ca9d0e6a06bc2380a12b4f9f0ac42a5ada0d27d4afa4ed3750949fe
LA-0228,228,9a7cf482266b21d433ac9d5b4c7a3c408df6990466426254b045b477ff91c73c,P4,617178398.4667587,1719532315.3155653,598040492.6113203,299020246.3056601,1.0,h09,0.0,9408038.00253289,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,201206707.84613845,R0,1699574971.251179,318568332.611321,P4,1215218891.078079,1719532315.3155653,1196080985.2226405,299020246.3056601,1.0,h09,0.0,9408038.00253289,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,201206707.84613845,R0,1699574971.251179,637136665.222642,P4,1813259383.689399,1719532315.3155653,1794121477.8339605,299020246.30566007,1.0,h09,0.0,9408038.00253289,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,201206707.84613845,R0,1699574971.251179,955704997.8339628,P4->P4,598040492.6113203,0.0,598040492.6113203,0.0,NONE->NONE,NONE->NONE,R0->R0,P4->P4,598040492.61132,0.0,598040492.61132,-5.960464477539063e-08,NONE->NONE,NONE->NONE,R0->R0,b90851253a2719c6daa0e81a90f52a43ec27e5b29565eee21bfde37323cf77a1
LA-0229,229,8fe0b0a129a27ec3b9201d2b52a5a40b1581770750ada369214e69d9d2fa5500,P4,615556905.3206146,1710881583.635326,596418999.4651761,298209499.73258805,0.9999999999999998,h09,0.0,7490307.433105163,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,267273072.93511498,R0,1690924239.5709395,316946839.4651769,P4,1211975904.7857907,1710881583.635326,1192837998.9303522,298209499.73258805,0.9999999999999998,h09,0.0,7490307.433105163,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,267273072.93511498,R0,1690924239.5709395,633893678.9303538,P4,1808394904.2509668,1772356103.4816768,1789256998.3955283,298209499.73258805,1.0,h09,0.0,7490307.433105164,0.0,0.0,16248005.863331074,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,154982917.17669058,R0,1762798759.4172904,991256998.3955307,P4->P4,596418999.4651761,0.0,596418999.4651761,0.0,NONE->NONE,NONE->NONE,R0->R0,P4->P4,596418999.4651761,61474519.84635091,596418999.4651761,0.0,NONE->R0,NONE->NONE,R0->R0,8d4fafa5456a234d29421b3d2cb662a7652c93e94568afb2372e8bb952b21a15
LA-0230,230,6722e072a7e54ba3bc9227e09b9f6e8e3d8d965f2aa22fe5f185f73ef262702f,P4,586209560.4053288,1554312308.5857856,567071654.5498903,283535827.27494514,1.0,h09,0.0,998491.4998447846,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,518056315.54713833,R0,1534354964.5213993,287599494.54989105,P4,1153281214.955219,1554312308.5857856,1134143309.0997806,283535827.27494514,1.0,h09,0.0,998491.4998447846,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,518056315.54713833,R0,1534354964.5213993,575198989.0997821,P4,1720352869.5051093,1554312308.5857856,1701214963.6496708,283535827.27494514,1.0,h09,0.0,998491.4998447846,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,518056315.54713833,R0,1534354964.5213993,862798483.6496731,P4->P4,567071654.5498903,0.0,567071654.5498903,0.0,NONE->NONE,NONE->NONE,R0->R0,P4->P4,567071654.5498903,0.0,567071654.5498903,0.0,NONE->NONE,NONE->NONE,R0->R0,e1eb4ff447ad3842f6a38434c36b0d6ae22c86e3d1aa6213986b5e8023ef4e75
LA-0231,231,c19ae09cb55a3839287aec3371ba5d67a0a8141e47c80fb39f7629bea09a231e,P4,623828648.0775656,1755011666.63229,604690742.2221271,302345371.11106354,1.0,h09,0.0,4564897.694355091,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,281542009.2608536,R0,1735054322.5679035,325218582.22212785,P4,1228519390.2996926,1816486186.4786408,1209381484.4442542,302345371.11106354,1.0,h09,0.0,4564897.694355091,0.0,0.0,23065274.498055216,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,122137631.4077767,R0,1806928842.4142544,677381484.4442557,P4,1833210132.5218196,1816486186.4786408,1814072226.6663811,302345371.11106354,1.0,h09,0.0,4564897.694355091,0.0,0.0,23065274.498055216,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,122137631.40777671,R0,1806928842.4142544,1016072226.6663834,P4->P4,604690742.2221271,61474519.84635091,604690742.2221271,0.0,NONE->R0,NONE->NONE,R0->R0,P4->P4,604690742.222127,0.0,604690742.222127,0.0,R0->R0,NONE->NONE,R0->R0,f0a5c7fa12e4c379d12a2664a24355886ab829646320b9666c748f08f931c632
LA-0232,232,7c6f707dc90b1b6f1a0ecba913cae8658b14029bd1c1dd9f235ed106786c2bd0,P4,613754439.4574348,1701265355.1719248,594616533.6019963,297308266.80099815,1.0,h09,0.0,6059505.173059726,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,237294231.8258954,R0,1681308011.1075385,315144373.601997,P4,1208370973.0594308,1762739875.0182757,1189233067.2039924,297308266.8009981,1.0,h09,0.0,6059505.173059725,0.0,0.0,13657827.478217945,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,142904828.73539427,R0,1753182530.9538894,657233067.203994,P4,1802987506.6614273,1701265355.1719248,1783849600.8059888,297308266.80099815,1.0,h09,0.0,6059505.173059726,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,237294231.8258954,R0,1681308011.1075385,945433120.8059909,P4->P4,594616533.6019961,61474519.84635091,594616533.6019961,-5.960464477539063e-08,NONE->R0,NONE->NONE,R0->R0,P4->P4,594616533.6019964,-61474519.84635091,594616533.6019964,5.960464477539063e-08,R0->NONE,NONE->NONE,R0->R0,80a1147e7da67597252c82d919d3a2935d925c723e28df445b6e5c218c7c8ad0
