case_id,simulation_id,sample_index,input_sha256,decision_role,first_stage_sha256,Q,F,z,first_stage_cost,B,first_stage_cost_minus_B,budget_violation,budget_reference_scale,budget_tolerance,first_stage_feasibility_validation,validation_error,evidence_sha256
E2A_CRACKERS_A100,LA-0303,303,c16fbaeb493f56ea949022f93f62f201d42df69eddaf0b529a63d6d3052c8179,FAILED_FULL_CERTIFICATION_DECISION,b5a3e0fce9c98c162f2fc1df6864a33ead4c7489481ecb46c6af8735074f0be2,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":104713295.42701355,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":17098267.062717788,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",4202793.568854621,19137905.85543848,-14935112.286583858,0.0,19137905.85543848,1.9237905855438477e-05,True,,0e366120fd15b1467d855dc3c4c631c4a9887ccbf3b36eb476901648452afd77
E2A_CRACKERS_A100,LA-0308,308,600885755cbb533d7636a4202c2db8b488a60f166a9a98443bcdf11f9246f81c,FAILED_FULL_CERTIFICATION_DECISION,5e83c58528ea62845d8140673299e70a28f1b64fdb60cfd2089a15024afea80d,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":164365307.08156833,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":33627963.25740634,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",4074890.304046806,19137905.85543848,-15063015.551391672,0.0,19137905.85543848,1.9237905855438477e-05,True,,90a5917ddb84a83fa435b945060a4950cde874c19bfe83e0b1551e3dff60fb3f
E2A_CRACKERS_A100,LA-0338,338,9c3df1e34c5a50110c09d4d4a0e44b42ccb5952f0ae47eaa9372b81ff08f33e1,FAILED_FULL_CERTIFICATION_DECISION,feaeb805128362f2ab59624bdec0d10e1cf5e3c3f3d6172391ed5e72a48778c7,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":72358353.17780104,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":18661950.496857394,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",3893616.0307340133,19137905.85543848,-15244289.824704465,0.0,19137905.85543848,1.9237905855438477e-05,True,,4390bbf3783d0afa523b9b3638016ed8ff5a60b16d414483234522e0ba74e884
E2A_CRACKERS_A100,LA-0365,365,03571409f530a57950103a16cc3d0f31cfa9635ee41d994996c4ed270bbb4e53,FAILED_FULL_CERTIFICATION_DECISION,20069111e3b5880f4bb92697396b579b1d85271d384eaa6f5295ba7c253654ec,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":110960636.14153771,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":20517892.12210975,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":1,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",2733404.964092239,19137905.85543848,-16404500.891346239,0.0,19137905.85543848,1.9237905855438477e-05,True,,eed17a84b8dc140e46979537618f35cc04d2005050acdf3a799c43cc5062f871
E2A_CRACKERS_A100,LA-0376,376,accf2f786359cbca37bbc8409f5bc01cfc162de1cb340188b890d1d5f662c772,FAILED_FULL_CERTIFICATION_DECISION,d4acc4a9c330b1d9644a664e563080b3fda80431b3e6b4f64b8b17e3726541b6,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":93267560.54278326,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":27698720.435704887,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":1,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",6970159.781103328,19137905.85543848,-12167746.07433515,0.0,19137905.85543848,1.9237905855438477e-05,True,,c6e3f936e806f52823669b8d8ad2509022d649cae34456f2d81f9f2c8bbf1d1d
E2A_CRACKERS_A100,LA-0409,409,d913442f3337a0a02afd4970b676443ebc901b83c7b357c423a98df6473ae779,FAILED_FULL_CERTIFICATION_DECISION,c70ac157b46d796d4a4eab050058c48b8e6a66e82c30bb864ae0197936ee9fc8,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":150715385.9107441,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":33114171.322131846,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",5219883.690241896,19137905.85543848,-13918022.165196583,0.0,19137905.85543848,1.9237905855438477e-05,True,,9fba1a46514482de8ce7dc52ac35dd06157c41966415e288c29adb167ad8c8ca
E2A_CRACKERS_A100,LA-0412,412,9ab8fd65493da1befdf9f5030c1af0a210ea1e451d00cea6e6afb5ad755b260f,FAILED_FULL_CERTIFICATION_DECISION,e85c199b1e5af6b054f43d3610866dc45331b7b6585b39bfea6142d9d363bc04,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":126733774.16514707,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":24426419.529480077,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",1927560.3429709608,19137905.85543848,-17210345.51246752,0.0,19137905.85543848,1.9237905855438477e-05,True,,bad1b82f4d590b09b2af0bd35ac7b260441eab6ea568cb579993e47de0ae5c34
E2A_CRACKERS_A100,LA-0447,447,371254fb910af829f6e7a6d45923de5b40c44f36af06cf93e77a1399057a5a62,FAILED_FULL_CERTIFICATION_DECISION,3a6027dfc40ac56de83f52ac9f6595c508867e580e022cb5f8c4c40ddd0054b3,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":110517848.85975526,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":19232156.706875805,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",4686761.552332183,19137905.85543848,-14451144.303106295,0.0,19137905.85543848,1.9237905855438477e-05,True,,1ecde73a5b64398696de9756ebc4ccf623e663ec416c5eed1f39b3c711e72134
E2A_CRACKERS_A100,LA-0496,496,9d697be546915ba9e9c742825e409d88ae9ad0b34a692676c63c615990de25f8,FAILED_FULL_CERTIFICATION_DECISION,97aaaabd54aee36d8d29206f0a96d120a0279463e664acb6d41edc5b9cb57d7b,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":200490993.00056395,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":12714104.851378487,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",2518037.119372948,19137905.85543848,-16619868.73606553,0.0,19137905.85543848,1.9237905855438477e-05,True,,0629beeba9634f418cd6348836831e596f57a699c8ad02360a08118dbd3c0382
E2A_CRACKERS_A100,LA-0523,523,d31aa80ffad076f8dd285ed039d40993d844b1d27fe990b838b50f90d2c56fa9,FAILED_FULL_CERTIFICATION_DECISION,0cf66183c4104f34f6cb5a8b6722613e4940e76d89691334c899c249571a22f3,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":159637479.5518769,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":30754088.588204082,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":1,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",2743514.1707402277,19137905.85543848,-16394391.68469825,0.0,19137905.85543848,1.9237905855438477e-05,True,,04e1f334667c7e5409c8d8ee4198e8f151a415af8814d51c73d3688ff9b0da51
E2A_CRACKERS_A100,LA-0538,538,bb258092ace55c12f6803dbf9c2e9f9ca7929da87dfb0a40296ec047254940f3,FAILED_FULL_CERTIFICATION_DECISION,1a51459a25af7f47539ae045a5535bde5d1644109c0feb3d7b955cdaa50ee9fb,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":90291536.88751869,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":15345551.25442807,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":1,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",3979901.5411695954,19137905.85543848,-15158004.314268883,0.0,19137905.85543848,1.9237905855438477e-05,True,,d3d187a9f67c8da2d330d2a48c630c43df260d155c5257ea32e79467a772b12f
E2A_CRACKERS_A100,LA-0541,541,04d1b35d27b3ba8780541d7818178d4a2540ba3ca7eba219c7d74b1f4a8ae6fe,FAILED_FULL_CERTIFICATION_DECISION,20a7ed64681017c76d7a8fb0019fb29d8a09b7294bb2878b533f49706134fa36,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":98178661.21302205,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":16336353.584162405,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":1,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",2422610.5894086985,19137905.85543848,-16715295.266029779,0.0,19137905.85543848,1.9237905855438477e-05,True,,6b4555c6629dae9a074674dcaf24a0fd56158e43d7dd5a0e1d44c7dcae376089
E2A_CRACKERS_A100,LA-0610,610,a7f7ceb25853f2b787b8e566376cece273db6419960152c6d53dbe20e69b48ed,FAILED_FULL_CERTIFICATION_DECISION,a0f0445178f29ae87cab6abe5bab4fd4196ac97a2ac7db4264abd04e58087660,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":76807642.09315339,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":14030454.468682501,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":1,""1"":0,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",5196928.437499186,19137905.85543848,-13940977.417939292,0.0,19137905.85543848,1.9237905855438477e-05,True,,d96604e769ac555867693ee1d7b53316a5e05bf1342f0db49d0c70757fa23473
E2A_CRACKERS_A100,LA-0611,611,7f0f205a2367c6b286612b5c83bd466e403a76a853ea3c65e54c168aca01ade9,FAILED_FULL_CERTIFICATION_DECISION,fcf58366a41f59e806441154beb42cb293fa51f994d619e0e5378e89b72f9ba1,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":92349441.95625512,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":18234394.390998296,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":1,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",9512739.024476381,19137905.85543848,-9625166.830962097,0.0,19137905.85543848,1.9237905855438477e-05,True,,a9e1e2f51585198e9317ef7d23279b4b9e153eeef9c2105779e6b2193add8a4d
E2A_CRACKERS_A100,LA-0618,618,cc51d9aa8025dc8c3cad333a7d884bcd02747b3bb5b1eb75c4d4790786d456cb,FAILED_FULL_CERTIFICATION_DECISION,ae5a73843702365e01fedb391b8798d7201b9ffb6d87fef9dbabd7af6355ae31,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":62741662.80590778,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":14620530.522613961,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":1,""1"":0,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",6809373.489997909,19137905.85543848,-12328532.36544057,0.0,19137905.85543848,1.9237905855438477e-05,True,,7ee044d7a807210fc6b020802a9a87088808ce61cc19f7ef74d402c311b6743d
E2A_CRACKERS_A100,LA-0644,644,103819d6efae8e8d55afb623531c8fcc5caedfe82e8359c199034866e7596adb,FAILED_FULL_CERTIFICATION_DECISION,8ad62df6227cfa80011f17bc49534235474e33c7b55a66daab3d12f2dffa42a4,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":245943216.9039082,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":15953766.69534709,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",8225749.53243106,19137905.85543848,-10912156.323007418,0.0,19137905.85543848,1.9237905855438477e-05,True,,8a8d61a4efcce9926aaaf4563e475de7c9ab98b7d008eb1ed9992fd28663b57f
E2A_CRACKERS_A100,LA-0666,666,8f0afc448251b9df2ad2a2757a0b6fcc90ee3b5d73cc8dd1149a9974aa13aea2,FAILED_FULL_CERTIFICATION_DECISION,bc861f23d182889878c92eb7be39407f1df2f145fbcf86f94d69f30fb81e162c,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":163990790.46632063,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":23258650.954127364,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",59909.440055271734,19137905.85543848,-19077996.415383205,0.0,19137905.85543848,1.9237905855438477e-05,True,,e8d67feab9218dbbdfb08699bbfe4c650f5ef203393363e42f31516f51d7f21b
E2A_CRACKERS_A100,LA-0671,671,942fb721765250f53d531bb6e5b970d0a0c78a7989fe46d19ff34f0287782c4d,FAILED_FULL_CERTIFICATION_DECISION,f54818771bbb58ccb8fa2749c31646df23cbd67b703ea4de3a13ced79a84f09c,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":77064578.89147916,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":14471176.05212061,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",4912238.977865394,19137905.85543848,-14225666.877573084,0.0,19137905.85543848,1.9237905855438477e-05,True,,cdf80232591eb2438bc3ff9e2fe2dccb9b3ac92c62a764fc646e16e2324410b2
E2A_CRACKERS_A100,LA-0672,672,cfc7d8a4a29a1874a559261f9b9bed31e89a00e1e8046d9b72386c1834491f78,FAILED_FULL_CERTIFICATION_DECISION,29d6b1eb8109479ffc8fea9e14ba212aed7b13fb107f8f5369c165cc5d6ec354,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":101532567.77160034,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":15122137.569202153,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",3227393.665391287,19137905.85543848,-15910512.190047191,0.0,19137905.85543848,1.9237905855438477e-05,True,,d96ccb7f9cb754992249feba46fd5c9bd9a15fa2f442664b407537cb8996012e
E2A_CRACKERS_A100,LA-0700,700,34760519ea33f8b449aca642ef11b1e39fcb24d222b2f211fb1c46dee6a61d0d,FAILED_FULL_CERTIFICATION_DECISION,7c3b07ebe395b6e0d7659fc63ff14e0baf6d43f9221ad8955f347a620267c0dc,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":76868555.39924878,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":15322649.505376136,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",3481933.9071900174,19137905.85543848,-15655971.94824846,0.0,19137905.85543848,1.9237905855438477e-05,True,,63cae5fc32f506ee845e46ce11c9ced71eeaa1fec6b35a54ba9af00be5b26bea
E2A_CRACKERS_A100,LA-0718,718,e5a0a9e3756ac75f7bc4803ff404f00170cd3d4602e958dfe083a970fc7af97b,FAILED_FULL_CERTIFICATION_DECISION,03e2213e97838c7df90fa76038d68557df4db5bd02b4d3315774c4d9ddc8b176,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":105488856.37397964,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":16773746.08761573,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",65343.30148006551,19137905.85543848,-19072562.553958412,0.0,19137905.85543848,1.9237905855438477e-05,True,,99eafaa242c76e970a8824b5d6a995215d17b2839c751b4adda94a2ee03e0841
E2A_CRACKERS_A100,LA-0741,741,cd706f6f95bfd3e423e08f8f37f52685b7c010f94728021798d0f88dbc03a9a8,FAILED_FULL_CERTIFICATION_DECISION,d5f34163ecabed125bafc762b6fab41f0bd194cb33550cc66c7180b4f8c21e94,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":0.0,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":4134920.8685434177,""1"":0.0,""2"":0.0},""Water"":{""0"":566881.8505568323,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":1,""1"":0,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",391362.0747069286,19137905.85543848,-18746543.78073155,0.0,19137905.85543848,1.9237905855438477e-05,True,,607c03031f8c8725d671189e2f479e79999bbcb566a768d6271fd567f7cb2b14
E2A_CRACKERS_A100,LA-0742,742,fa7c40aaf4394633133e11289327791db3f58eb169515367acc9a0fe975e0019,FAILED_FULL_CERTIFICATION_DECISION,7a9959eeea402a324e4ab47d747e033fe00a3a9a83de779305756405a5703a23,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":0.0,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":1833780.1698642755,""1"":0.0,""2"":0.0},""Water"":{""0"":504160.48570106836,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":1,""1"":0,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",1643962.6082734566,19137905.85543848,-17493943.24716502,0.0,19137905.85543848,1.9237905855438477e-05,True,,68fd169e75342ffb7c3c30a77bd2e5bd04d85f3cb52c37aaebbb246b44c716b7
E2A_CRACKERS_A100,LA-0769,769,cd9a068bd11fcd88b9b2cf7c8f2bec5dbf1dd17bc4a7f2ed77f1dbc288c441dc,FAILED_FULL_CERTIFICATION_DECISION,7c34032e40301f15dff3ce789d57ddf5f14810ad65bc8a08a42a20449a9171bc,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":83366148.45085455,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":14189899.914506467,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":1,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",5702631.647781061,19137905.85543848,-13435274.207657417,0.0,19137905.85543848,1.9237905855438477e-05,True,,6472c5bd452b0b9579c7a1cac195002905990f2172aa94836a93ae6e801587f7
E2A_CRACKERS_A100,LA-0774,774,0c98ebc644844d7ca0172872306d87c11039cd5d0dd7f629de88cecc21bb4875,FAILED_FULL_CERTIFICATION_DECISION,e89a032792e04636c29b25b6e36b0fe58e112c27869072d05f78feb2d077e869,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":75064613.43632872,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":13959075.888381762,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":1,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",4889014.511005849,19137905.85543848,-14248891.34443263,0.0,19137905.85543848,1.9237905855438477e-05,True,,66162db28670b7ee7cc6039381cec00632721b86fa8d768de5453f968cab3a66
E2A_CRACKERS_A100,LA-0883,883,fada39189a7557433f084d1ad3fafe262fae6edaefdcaff185d3f211f8902be0,FAILED_FULL_CERTIFICATION_DECISION,f16336cefeb4d25bc20774077227586c4ab410c9b9955f48d067fe952a675959,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":157140585.6286169,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":15399131.110938756,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":1,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",2270279.833606211,19137905.85543848,-16867626.02183227,0.0,19137905.85543848,1.9237905855438477e-05,True,,8eefbe3722a6da7c1de73e3a359c2dcd928eacbd06750a816b766dc712098e15
E2A_CRACKERS_A100,LA-0919,919,8ae12f4ee6def6d39debe252f82181a0157c9834405d32dce6602884baf15309,FAILED_FULL_CERTIFICATION_DECISION,258d6fc33604a013700ea3faf4ebb05cff526979111e338203f2f78503309e9b,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":150493390.85483512,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":27924629.92771194,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",6007548.736036692,19137905.85543848,-13130357.119401786,0.0,19137905.85543848,1.9237905855438477e-05,True,,e428ea919aaa6769c640ccba8db25592a71f9e56e01329da58fc28cbd71181c5
E2A_CRACKERS_A100,LA-0920,920,facc5e6b1b8b087f1db54b46a7ac8329a7c54bc20cfe54e9276d641b5492e508,FAILED_FULL_CERTIFICATION_DECISION,d9d11d7fc75ebbba6984282bea1345ea6b46133cd4b1129d7793fa320ff526e0,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":85892617.4094181,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":15409295.456428189,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":1,""2"":0},""Water"":{""0"":1,""1"":0,""2"":0}}",3580521.013586389,19137905.85543848,-15557384.84185209,0.0,19137905.85543848,1.9237905855438477e-05,True,,5b6499bc10fe552a2eac391c3cfcfbb516871fd0e79aa60ed3bcbdacd7ccb19d
E2A_CRACKERS_A100,LA-0930,930,d733d147cd567bc1b4389530bbaa6a62ee7daa1f91430d98a94b27d7c899856c,FAILED_FULL_CERTIFICATION_DECISION,cb2270bf27b8e0231458fab0c4facd79c1c3aa71544e86b617f8aa1665d6349a,"{""Crackers"":0.0,""Seasonal Influenza Vaccine"":0.0,""Water"":0.0}","{""Crackers"":{""0"":35138711.785304464,""1"":0.0,""2"":0.0},""Seasonal Influenza Vaccine"":{""0"":0.0,""1"":0.0,""2"":0.0},""Water"":{""0"":16047573.49593032,""1"":0.0,""2"":0.0}}","{""Crackers"":{""0"":1,""1"":0,""2"":0},""Seasonal Influenza Vaccine"":{""0"":0,""1"":0,""2"":1},""Water"":{""0"":1,""1"":0,""2"":0}}",5899990.219352915,19137905.85543848,-13237915.636085562,0.0,19137905.85543848,1.9237905855438477e-05,True,,392788fe02ede9a54e32f0e26f0af88dcd219e8345d65649669247985e245757
