simulation_id,input_sha256,post_fix_certified,non_regression_pass,difference_reason,old_objective,new_objective,objective_absolute_difference,objective_tolerance,max_first_stage_absolute_difference,old_policy,new_policy,old_worst_scenario,new_worst_scenario,old_R_Water,old_R_Seasonal Influenza Vaccine,old_R_Crackers,new_R_Water,new_R_Seasonal Influenza Vaccine,new_R_Crackers,new_result_sha256
LA-0239,dd6f81b30c0ccd002fbeea466009b4c503517651964b11433f76f849d243c5e9,True,True,,1220982426.9206612,1220982426.9206612,0.0,1.2209825269206613,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,ec4f84627cb760f0c8363b8ccf02dc469631b653f81e62326b6b63a76542d12d
LA-0241,2cf6628e1d5fa070cdf66ed0f55df7b7bfec99e19ed82e25bc4e19be4c5658ec,True,True,,1229429006.305354,1229429006.3053544,2.384185791015625e-07,1.2294291063053544,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,08feee891949fe2204a6a15999f82254614f7d3aee3e2b1a6d0d7b609615607a
LA-0242,1d6b1d95ad51ea5a0e204255eadb8d8f584be35a61144cb58e7670d50b244c22,True,True,,1235788258.1405556,1235788258.1405556,0.0,1.2357883581405558,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,84b777e2cd2955e24de9b33293ddb729ddc2537c3ea1bcf6ba5763d52afe09d9
LA-0243,bb5534151a5bfe970974910485c7885c830b0148d140d0d1e8e98c7988b70212,True,True,,1221497045.5180976,1221497045.5180976,0.0,1.2214971455180978,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,2671456830febbe487ba9184a138390e553f4fb1c5803c2d2a1c739a8f6c0d30
LA-0245,d2dc66b254479f2e6988759a0683da73e92a52123b92d44bad2554adbeeae137,True,True,,1227862192.752815,1227862192.752815,0.0,1.227862292752815,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,cec510674f153182ec1cb8f72dac4ebc7787780d1e224afb1531e71b64c95487
LA-0246,1f3b2e2a3a67b00cf6c54720eb065550dd89a19e5ebcd6e7abef74b176a99d8b,True,True,,1229491707.7853322,1229491707.7853322,0.0,1.2294918077853323,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,d2587e68cb522d95a90f3db8e8ddc6fc03b06f50061f7bf1b1afe0965c1b2529
LA-0247,cafab4bb9591f96f74fbacb07c81aeae29172a9e9425babce8f3c2a4d7627bce,True,True,,1228536055.4302628,1228536055.4302628,0.0,1.228536155430263,0.0,P4,P4,h09,h09,NONE,R0,NONE,NONE,R0,NONE,f561b142ad0494468c08703a2284357fd14edcc816abcb59e50864e08a2b9180
LA-0248,5307af164a6996b7fe150e6061a6fb611ca85e3861ec87d3eff546c5283a391a,True,True,,1222179646.576982,1222179646.576982,0.0,1.2221797465769821,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,02b56e2cf30ef1fd296d2c877d497376c4b2aa62866dfecc3eb152b6349e6f53
LA-0249,146da0e0e6aea1f7a59231966d2e650e4f12af806ffbc15f14ebeb711ae0f5d0,True,True,,1208014097.0667427,1208014097.0667427,0.0,1.2080141970667428,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,78a3023ee4a37b95af4abad6a8d3bf718562f8ebd7f2e561ca8a4688eaa057db
LA-0250,19ca0510839167604cd01166b5b065367759e25f27e437fcbafe9de56384a30c,True,True,,1224025106.0522852,1224025106.0522852,0.0,1.2240252060522854,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,298f9e090c1508b0340ea618154cdb91fd2809b2379c39bb66552ded83bf8f0c
LA-0251,347e956fe65cc2b94ea2a0fc4a245738795104572a19188d39eee4a3d1c98ad2,True,True,,1222546396.2570596,1222546396.2570596,0.0,1.2225464962570598,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,b8b8dd2368225d0d4db45cbfcfab65b820b6ebf59b1637b5d64f95f5f907f02d
LA-0252,ebcbb6754023d7b2880c4a4e4a2478d6a78d4c0fd647ff136422e5364d6081e5,True,True,,1206233012.1492352,1206233012.1492352,0.0,1.2062331121492353,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,65d4fcf235cd8dc87102f9ab9ba63cbce072071b3d3e1290ec632d48ee32b189
LA-0253,c28ffb0779ced402f5c1a0497803fa78e2290b15089b4f3801708b6d275028fe,True,True,,1210996261.5194972,1210996261.5194972,0.0,1.2109963615194972,0.0,P4,P4,h09,h09,NONE,R0,NONE,NONE,R0,NONE,394e5811b6eecb15633809e3cb858053465d81f49f8ee51b918ed5f0fb277442
LA-0254,5da1dec2c596e9855c012803cd98509c640ded5f12af6f99383775e5def92055,True,True,,1231116537.0276427,1231116537.0276427,0.0,1.231116637027643,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,0d927ae5c9646d41731ab2f33dc3ab37d67c0658ca4e297c337cd151b44b1582
LA-0255,af22707d33dcb01199c079b6c32714b728b7af2f1fe334d40e1bf8c1bb0fc457,True,True,,1223852187.8930805,1223852187.8930805,0.0,1.2238522878930806,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,2ed4a40865f3d6b197a99a5e7d031f2ce0ce5cc0e44bf7714f3b3332eac4a57b
LA-0256,5128bcece17cb3a18b6cd3de9cea9319781eb35b13a59ecbc186a3a22e80cc55,True,True,,1220306805.8887057,1220306805.8887057,0.0,1.220306905888706,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,ed2ac9b3d62aaada4270ee7c9cf1757c43084cabf1c59a543ba50430ed207493
LA-0257,9dc6ebe22f7c60db98511c7a181c116d231c0ee5cffa2b07eb15f50a1c5333bd,True,True,,1222063998.2873912,1222063998.2873912,0.0,1.2220640982873914,0.0,P4,P4,h09,h09,NONE,R1,NONE,NONE,R1,NONE,e30b82a6bb6d584ffd4dbbdaa5ecc13d3f03fec4a1da6e0aad4ae067b559d90f
LA-0258,8076e9721a659a74df944c7f3513bfeefb1089acb1efc0ccefd86e56dfaeff6c,True,True,,1207598677.71828,1207598677.71828,0.0,1.2075987777182802,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,f43210c65c63ffb5b1834b6afc2fcc4027b4221a18338cf6f24b76587f42716d
LA-0259,b8b746d5fd3251850a6946a5dc62e955b7cda834c4bef659011599f4c9b2b648,True,True,,1213886165.949845,1213886165.949845,0.0,1.2138862659498453,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,212b9cf08635eb77ea97c35b82fc9e52334934e8f710ae8d5bd22b299c96e778
LA-0261,bb07020453fe8e94583bdc6e37cedeaac09e9f3c9e1d2be8b1e90ae84e0ca878,True,True,,1230314710.4819157,1230314710.4819157,0.0,1.230314810481916,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,82893c52548b7873792d0104212ec5f188e08240271c8eaef2aeb8255300183d
LA-0262,54821f79bc5e458dbcb70e3d353177c5b5a6b2bd8cf3c4ddf416d187cf4dc141,True,True,,1222807708.6257713,1222807708.6257713,0.0,1.2228078086257714,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,844dab18466489e08cc0cdb48a2468f6f2fc2329ffac4e758ce28c6a83c58b36
LA-0263,48965136489a77f4d7c57cd0a107a4d1c0934b07cceb9d015aa5db8c3e0b22aa,True,True,,1207165936.8278232,1207165936.8278232,0.0,1.2071660368278232,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,62c9c9a16f89636a6f254af045bd0424ae88bb27a674ec12afb4c1aaed2c5bac
LA-0264,5aa36faf5fe506bc2db165aef309bafd7c3e93967ba7c755fc8b07dba4087865,True,True,,1224894236.6866426,1224894236.6866426,0.0,1.2248943366866427,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,ef093b6fd0f1254afda96cb18d9b730654bb7baa82e6ee55437dae4dc9819213
LA-0266,eab26d7ebf4c5345cb3622197d28a1aedea07a1f2294362c05938c5a511198f7,True,True,,1185719621.0887444,1185719621.0887446,2.384185791015625e-07,1.1857197210887447,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,7a6338a0bb1208d588bb38cf3bf2ca42f6b0e9a0b8f85cef41b507e8e3b5022a
LA-0267,6eae671f5585cb18e3e7c982f8cc203ebda7a751b2b05ca40208762b7e981b65,True,True,,1198526286.5095253,1198526286.5095253,0.0,1.1985263865095255,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,a04024a516c27de4a7f65d14054129c14ccc0ab22efd7741037c8be2c0b41594
LA-0268,074b7731a42c2cd981411c89954570f913a3b46b63deacef6774fd61ccbe4819,True,True,,1223149201.042022,1223149201.042022,0.0,1.223149301042022,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,5da7dc6ff3ddffe4638c7d3962dd89f1994791c922bfe10fb8ee035c9423dfc4
LA-0269,5fb884c2bccd04f62a96123efe36e4e4a5b59a4222d7158ec0e4b92a770a7605,True,True,,1220051407.9152038,1220051407.9152036,2.384185791015625e-07,1.220051507915204,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,d5d8314a879186a81ed77824af2bac7a1e62c5de6ef71bdcf99a377fb1cd4175
LA-0270,f76bdb11a90d1c3be166763110f448844a5fbdf90ca067cb1bd915a885c31dab,True,True,,1222292565.833701,1222292565.833701,0.0,1.222292665833701,0.0,P4,P4,h09,h09,NONE,R2,NONE,NONE,R2,NONE,827377af367b03b570543d9196b087ff7571e868b532438e8ae9d6473ebf2fb2
LA-0271,79d2cb046ece26ccc5350dfbd1328348ec31f81624fdbfe69cba00e4d822ea2e,True,True,,1218608309.1414511,1218608309.1414511,0.0,1.2186084091414513,0.0,P4,P4,h09,h09,NONE,NONE,R1,NONE,NONE,R1,886b0becd5578c193e03e2e7ceea1e25d26544fb76e0ddee90e6e6315c49ad27
LA-0273,6e3027e413984f86afddb8861f666c4f7f39e3f7b8fc8923bc2837cef8f6b96c,True,True,,1154016443.482408,1154016443.482408,0.0,1.1540165434824081,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,81a8ce03313d058b962b251275ef186876644e6c35b5acc04286c36b5450f8cb
LA-0274,72e47053d3d43eff3113870b865c528ec5d4a597ac9794f41f912feeaf40401c,True,True,,1229118740.0158217,1229118740.0158217,0.0,1.2291188400158217,0.0,P4,P4,h09,h09,NONE,R0,NONE,NONE,R0,NONE,9cec9ae5ffa5b22d46a7287fc15d2db0b002f5c72e1087c67f30f1047f769e88
LA-0275,a884f11b96f7f6cc30c5b0287f3a961347a0c8491c07a8f7b0c9618a06315c03,True,True,,1197037542.4031434,1197037542.4031434,0.0,1.1970376424031435,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,df18dd6fb4bec77deafcfc3debb4f28ad36608c073eb1bf9c4e6cb847f75794c
LA-0276,c51076246a9ff6b4d421612276c636df380dc5d215689c0303c11159f4565041,True,True,,1233588613.6634853,1233588613.6634853,0.0,1.2335887136634853,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,81709dd9d32ce507b7cb8c0b44d3ca7657ee5c9dffb5792773bc559283617085
LA-0277,fa6eb16a7926409595db7724d5f79014deb47ae928eb2c85046e98fd29b980ee,True,True,,1239596586.152573,1239596586.152573,0.0,1.2395966861525733,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,dc48c9f2218f41bd0546f4bf3fd20d7c7a41a3d1080ecfef4b18b7a6dda33440
LA-0278,8a9f5389b2d59254c37d2e9eac512e3b4d1d2b6c3c04e1a747a3d642668d13f6,True,True,,1217706815.6771924,1217706815.6771924,0.0,1.2177069156771927,0.0,P4,P4,h09,h09,NONE,NONE,R1,NONE,NONE,R1,be11868554e257774153217b57011aa73bba59253a3730f643e5844d2f04f91b
LA-0280,a5dd025efc27aa6977a88147fa5579486a90dbcbc8f92b32d7ba46e5fb0e70db,True,True,,1210534447.739411,1210534447.739411,0.0,1.2105345477394112,0.0,P4,P4,h09,h09,R1,R1,NONE,R1,R1,NONE,0dd249894cb764e4e5d346002a7692e937a125e0f2fcc89dc579d0f3c65f9371
LA-0281,be62759edebfecf2c4d7118c8ad4f87ebda453d6226d0ca6f89bf45e590b70a6,True,True,,1234490846.9313161,1234490846.9313161,0.0,1.2344909469313163,0.0,P4,P4,h09,h09,R0,R0,NONE,R0,R0,NONE,6d5de5df67548dd6003632bff21e0ffa205f285e54b2c5493449496f044448c5
LA-0282,7bf93d4839686e9e22b27fa5856c4544b4422fec44e817cbd0bd0d92188f2ee5,True,True,,1239870472.4590297,1239870472.4590297,0.0,1.2398705724590298,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,5d1844fafa814808871fed9c5e6e3e7b06d83a6848f18466286fdb142aef653e
LA-0283,f79e86775b923cd8f48f3b6f43816a492f6470b6b2a54186816c17f459063653,True,True,,1237950945.647411,1237950945.647411,0.0,1.2379510456474112,0.0,P4,P4,h09,h09,NONE,R1,NONE,NONE,R1,NONE,940c5dbecb924f5685b8edd4667e89d5762a12291ff516a5e381d70b960cf2d2
LA-0284,c6fae62d6d52ba04be3d2b85b07a208343d56e3898224c33cbaad4f8f0890fd8,True,True,,1234927326.828102,1234927326.828102,0.0,1.2349274268281023,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,04844c1836368d7fa4409eb7eb579d768cbf44b317427172730190bcb06be775
LA-0285,99a8425dc45cd2ee0cefe3f09f98b07802b60958c867aa71719c9568623adacd,True,True,,1229834254.7227979,1229834254.7227979,0.0,1.229834354722798,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,6444062ea8cdde9211585c93f8a6aa3a892922d059672f48e677a6e5e0f39710
LA-0286,6baaa33555436c6ac3e813258e2307c08f082445ff5442dc255c0053c1af1067,True,True,,1235528030.2740457,1235528030.2740457,0.0,1.2355281302740457,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,3e67897c7ca70b87e01754023da2cce125ecdc94ad5962abe87db99642466d9e
LA-0287,6976b8c8cd5fa35b0ae0a06c7cc30e9084d607ef478d90c7ef5d00a8c768ad1b,True,True,,1217629367.1202257,1217629367.1202257,0.0,1.217629467120226,0.0,P4,P4,h09,h09,NONE,NONE,R2,NONE,NONE,R2,3a6d3e39467c38f797d8fa7c42522b62f9f1544fde52b30a70fc91789cce397c
LA-0288,450f26fba029230cf0c4fa363512fdfa8719494c3757aa0888f30e8609682010,True,True,,1215185423.4984155,1215185423.4984155,0.0,1.2151855234984157,0.0,P4,P4,h09,h09,NONE,R0,NONE,NONE,R0,NONE,a46cf2f6ddbe2d39c84b187e3551bc29cdbdd7db0ff7bd0e9b3ae9debe3dec5d
LA-0289,fa2f1df2a5a81adf302bb6baff73cd4c0130b16333573323ae44149beefce25b,True,True,,1219178900.84743,1219178900.84743,0.0,1.2191790008474301,0.0,P4,P4,h09,h09,NONE,R0,NONE,NONE,R0,NONE,3d4ec21828de516df02a9a3976bdaa04a718e32e132f5d39126580ad5d8f347c
LA-0290,6e110f55da4ccfd8ca5b014fcb2a6adf3d90454959137e173c5d55811540e697,True,True,,1232993699.5517404,1232993699.5517404,0.0,1.2329937995517406,0.0,P4,P4,h09,h09,R0,R0,NONE,R0,R0,NONE,4f07f64cae6fdb275df1c98191a45b48ab21c3064164060f0284bbc70958910c
LA-0291,9c295c9cdc825318f593bdb2682c866fda5557c46098cfc294a300c2218d33e5,True,True,,1166123064.0176854,1166123064.0176854,0.0,1.1661231640176855,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,25e61a0bea26555a1e94acc79cf7b062cd62471b2da5ebe39c2a9009525226b7
LA-0292,03acbdeb07372f2727b8a1dbbee7a33c46f61c79455f3e6bf5ea11b9b50aa908,True,True,,1228264526.808232,1228264526.8082323,2.384185791015625e-07,1.2282646268082325,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,5b3ef768cae23c1d827f89e194906733fd0c08a703b81aac39fc101a88205557
LA-0293,4ce04e00eddc3248b8c14149e07b6db89830abccb3fab6d5ccea4d16dce435cf,True,True,,1161068189.3102834,1161068189.3102834,0.0,1.1610682893102835,0.0,P4,P4,h09,h09,R0,R0,NONE,R0,R0,NONE,6663f094c0202f7914c55397070913f2e38096287f96e7414eebec7e6741b705
LA-0294,9e0ed541557993bdfd0dc39f2a95a6fdc8e1e15decb3d9f5e16a74590958c8d8,True,True,,1220523874.6294954,1220523874.6294954,0.0,1.2205239746294956,0.0,P4,P4,h09,h09,NONE,R0,NONE,NONE,R0,NONE,dc22f4c4705802e3ed6c50abe0bbc711c9c23f5fa06ef4b4692d6aedbe70973a
LA-0295,facd52b2013a8debe94566b9aac3a1d115d73bb17c648ae61829714e20c560fa,True,True,,1184862955.8062832,1184862955.8062835,2.384185791015625e-07,1.1848630558062836,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,616547822b9480a29b93aa4deff516e57e603baa431f5d5956c35bcaef38fa55
LA-0296,4bd78bae92612d7d93f3c93f9c6b103a5e633eef6f2af03ef7f5ddd15553036f,True,True,,1230620759.9157963,1230620759.9157963,0.0,1.2306208599157964,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,54362914eac06c9125b0a8f5085a0dc44733ef34eae96b6e5ff9adb715fc7b4d
LA-0297,e2c9c3d87cfcee6be8d7a48d347ef73fc50977ae573fbc9b66fabef2f82bac8a,True,True,,1221010742.2976356,1221010742.2976356,0.0,1.2210108422976358,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,8df7eed05d8004ccd31c7ac875548f696a42e32e99a7caf4f7c39b466912573d
LA-0298,5ffcb8416097009ab57f63954644fb5c0775284c4e0ff34e8b6a48fa18cf6edd,True,True,,1214242224.8658078,1214242224.8658078,0.0,1.2142423248658079,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,fe7c038987146b18cefbd7a8bac477adc0b022bc2d16fa1694faa5a31d43795a
LA-0299,d07bca572e398a462441d1017fdcda497111b49a35d9d6a51c94c6d2acfa21e2,True,True,,1226317186.8063638,1226317186.8063638,0.0,1.2263172868063639,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,a519607e7d3e0467061bd47f07a68012280239f1596c9d758a67a4e2962c7317
LA-0300,9b6ec726adf9f2c41357489a91739705f48bdbd36e70ab42ebb76d80c50b8f22,True,True,,1221305962.761491,1221305962.7614908,2.384185791015625e-07,1.2213060627614911,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,613cbf2abf11fc39e603cb3c1561f9bbb88d6899d9a859765381c170fc36b18f
LA-0301,3b4c1d840294790627a2d1193efbde7e703fe0fa9296e55504c3ef51f216c985,True,True,,1236712811.3310332,1236712811.3310332,0.0,1.2367129113310333,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,8ac74ed760e07ba34556ad07c79b0ffb4f0e0fc92070e6065beb7ca4a1e7c278
LA-0302,ee30301ae5d9ebcffe4f347cb88e044583d130a04d060a932d6b5e1d5e66f19f,True,True,,1233260208.234294,1233260208.234294,0.0,1.2332603082342941,0.0,P4,P4,h09,h09,NONE,R2,NONE,NONE,R2,NONE,f803e831a683a9e7338e24a354b14ff3f893bef7f82d701655c7b76e5d3dca0a
LA-0303,c16fbaeb493f56ea949022f93f62f201d42df69eddaf0b529a63d6d3052c8179,True,True,,1226929156.6186452,1226929156.6186452,0.0,1.2269292566186454,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,a7e77cd686eed84e80a161e3f66b273121010c70000029061ef3ea7c6d7c8571
LA-0304,ccd5a3e45a3a17fa1330e500ecc1b33a94cf04f0f52f25a1edc22eb0cdd179a3,True,True,,1196461530.232046,1196461530.232046,0.0,1.196461630232046,0.0,P4,P4,h09,h09,NONE,R1,NONE,NONE,R1,NONE,6be1881c94bf25915ebab45d2cff2955e73172ab8601e3e3d8820bfd20a55be8
LA-0305,f663668923934c0c068ef34648887563acfd965684da967f6917923fff66d889,True,True,,1225655583.7713368,1225655583.7713368,0.0,1.2256556837713368,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,32a2e28bb14ac211e5e1e8c48f3c7a8f71c7ebb7b6b9d29b773fc07272531ffa
LA-0306,c2643f9f338b34f9d8b143361a225a7209edbf555f9394edcb89adddc186dc34,True,True,,1224196087.6805682,1224196087.6805682,0.0,1.2241961876805683,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,05546e2238114ca6f36f55f60951f183cc424c426872f122f737f578ad10452b
LA-0307,f82e17236737fbf0c426f35a06db33697cf0e90bf6de2998fff660aa75054ced,True,True,,1209730051.7736647,1209730051.7736647,0.0,1.209730151773665,0.0,P4,P4,h09,h09,NONE,R1,NONE,NONE,R1,NONE,bd317e9be8054834f70361cc27a7359a380ea5aee0a8df5b79ddf8f89f33e0ee
LA-0309,edfd44d35059942c0924ebc0728653f9cebdd3f8cfd1c30418d1215f86295896,True,True,,1233647915.2873466,1233647915.2873466,0.0,1.2336480152873468,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,35f7daa04820730fad2588a9f94b62c4bfa9c73d74ccaee554a63b66c993e651
LA-0310,8833ca4e19d3b03159b311cfa63fc1c647b4095e9b3f8e9833bfd331e6212f29,True,True,,1196494501.8672068,1196494501.8672068,0.0,1.196494601867207,0.0,P4,P4,h09,h09,R0,R0,NONE,R0,R0,NONE,6485360971f323bc7ead3d57f816c0bec995e1b733ed3618a0fd76b69e2a199b
LA-0311,2ad8e27d064113cd71ac096661d5484eb440cd01ba5469c5108f0c31297668ed,True,True,,1238014530.2484014,1238014530.2484014,0.0,1.2380146302484016,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,77234781512ebc83e5b952ac12fe372395aabce4b1c7fe494157a649435ffe67
LA-0312,891e6a4d67e32ec6052911199efcca3b63de6ca3246fabd04a3a20fed806b879,True,True,,1239490421.1368363,1239490421.1368363,0.0,1.2394905211368363,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,3867aa17e03e13cfb840ebf06b8d634d6797705a17e821e08c3602f767f29eb1
LA-0313,70b5516fb27b651f24787b50ef8d3e51bd503b2d2133c121f201a223f54539fc,True,False,first_stage,1221995562.5068939,1221995562.5068939,0.0,1.221995662506894,38573202.92207464,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,75dd8a6ed8ddf961baa756f92fec3ac7be05855aec61f4b76dd1983213b2f4f1
LA-0314,eadbad8963a4a1062cbc7ee3cda149ceeaf781652d677f8b4b40a4d8d1edfa53,True,True,,1216395885.8670285,1216395885.8670285,0.0,1.2163959858670286,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,25fc6f855c0daeb3c5b5abd2a4e780110e36b0dacc5108954b9f906d4409500d
LA-0315,4bf4ebd6394bf482ac222f814def0101e33aff41cc6463d49d32021d2a3fa25f,True,True,,1182021739.8828192,1182021739.8828194,2.384185791015625e-07,1.1820218398828195,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,6b1be8287493ae90658fbfdd05529d1ab90bd1348dd762f53efd1ad6dd8e3e8f
LA-0316,1e7b00c7cecb5e0b010879c58fefa90fc9c1c340d932af1fc0b6a1628a822e89,True,True,,1232642024.4743192,1232642024.4743192,0.0,1.2326421244743193,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,5062a20b34f3e24f539d6dde12d886e7a1260b936046dbdc9c73ad7918933d70
LA-0317,73c7f09c65a4bfb94a7264d0b132b7c9576b043aa21579fb4ef97e5a17b53d8f,True,True,,1226769853.7309005,1226769853.7309008,2.384185791015625e-07,1.226769953730901,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,894a84577021f53d17b5b67992f3d34a243acf7a699065d61ec9b5c5bbffe8d5
LA-0318,fc30e1b9af57f0faf022641a0e2c8aa3d0b2050fd1f2023b6c908babc8409514,True,True,,1230238126.7498584,1230238126.7498584,0.0,1.2302382267498586,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,2a19680ad51d0a32265f57917aa6a6a605553e3f3b8d28b7e79f096770c99f67
LA-0319,9b9fb544aaad37aaa33540256d8967369380dd29d6cf629eb2b97627f27a5b9e,True,True,,1231002619.2784157,1231002619.278416,2.384185791015625e-07,1.231002719278416,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,d8dc0ba367ec71b4dde3d51b9dd074a4c2cff7e2381e12c6c76d7f8577b5b292
LA-0320,1d0c180d869a3469429ef3804fc013ac3594aa2768be7d792e4715987c7a477c,True,True,,1231379489.8215356,1231379489.8215358,2.384185791015625e-07,1.231379589821536,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,33214afcb838194ab98035f6737928fc0941288287c4530dc90f5e3e914de96d
LA-0321,930a81ffe7164e44dc88476cfb0a379770e8d79f79b607f6cdbb7bc0e25b5c04,True,True,,1224549403.1611316,1224549403.1611316,0.0,1.2245495031611318,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,724640af5060b408b9cd8136182c05b1646449847bfa02ffd084c374f366fefd
LA-0322,b3d497f2e51a319dc60654f2085b0be33560e603d3405ee0e498a32092cb1667,True,True,,1225592037.754202,1225592037.7542021,2.384185791015625e-07,1.2255921377542023,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,8e74eb599a6d2a4253dbae8fb04d975996015e59068aa647b509beea540997cf
LA-0323,84f7e678f27751b2bbd207e340bb72ce61a883b53fb6018f15243e79f340208a,True,True,,1227312383.5202851,1227312383.5202854,2.384185791015625e-07,1.2273124835202855,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,957274e75dd109c0bd33c4970fd1a6cdf3154f4a8d1755162391abb02d427400
LA-0324,e8bffda3ffe3400e77d32a9772b52f84d6fcc8a7b56af8f9de733066f3aa0ceb,True,True,,1208367436.5175703,1208367436.5175703,0.0,1.2083675365175703,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,72361ec45bb68caf08762ad23c08ef7c86f3eaef8f173ff3ab1a1f1f1462c51b
LA-0326,d68ccbea86551acae8f087744ebb98a961f848783774d959493dfa6aea975c1f,True,True,,1223484299.0551052,1223484299.0551052,0.0,1.2234843990551054,0.0,P4,P4,h09,h09,NONE,NONE,R2,NONE,NONE,R2,7339f4cd03d3963fafac41ba676706d2486275607449e5fab92cde02a82790e6
LA-0328,3944eef91acbacb81fbe4abd4a9e73c6b0443e8df0f924a04d1fdce3debe1c65,True,True,,1209280035.801361,1209280035.801361,0.0,1.2092801358013612,0.0,P4,P4,h09,h09,NONE,R0,NONE,NONE,R0,NONE,df26c157b246e8733dea2e177421c9b6504d8a3894151dd5cd6385d610bfb60a
LA-0330,81ef53386cef89bec9abff4fa14183a62dc7971976634c1b90c786d54e939676,True,True,,1147390878.394838,1147390878.394838,0.0,1.1473909783948382,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,123813c7d5763d2a8ce67f924e313eaaa20da048db03350835ab4abdee7da08b
