simulation_id,input_sha256,post_fix_certified,non_regression_pass,difference_reason,old_objective,new_objective,objective_absolute_difference,objective_tolerance,max_first_stage_absolute_difference,old_policy,new_policy,old_worst_scenario,new_worst_scenario,old_R_Water,old_R_Seasonal Influenza Vaccine,old_R_Crackers,new_R_Water,new_R_Seasonal Influenza Vaccine,new_R_Crackers,new_result_sha256
LA-0013,bc772f5c68c2a5c12ac82feed6fbd90db6b85103f3312eab4179164c9d4e88f5,True,True,,1218333926.7946086,1218333926.7946086,0.0,1.2183340267946088,0.0,P4,P4,h09,h09,R0,R0,NONE,R0,R0,NONE,0b1ca02db2514f64ee7a9d3d883d8c96a0226bfd9368f0ee2d0461e84b81a5e2
LA-0014,9d4bc8f108e222b9004ae3749404dd15c5af542ba54e3695e483c3ab081694fe,True,True,,1203262109.9878798,1203262109.9878798,0.0,1.2032622099878798,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,ca7c128555e3588744e824cb0d65b582a9589c62f7668292b27c66ab3917a9f6
LA-0015,092ddd62a98a4bd89bf76f067ac2de26c73a2fb505374668c940be8fe91083b9,True,True,,1222278285.1948965,1222278285.1948967,2.384185791015625e-07,1.2222783851948968,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,9e8e59a7cd9e098374f0fee131fbd86e3996daf902311023a74eed59cce0469a
LA-0016,b2ff17041ea2f1be7864efa886f0891854b8633d52a824c042ee5a29d0f2043b,True,True,,1192754814.0843751,1192754814.0843751,0.0,1.1927549140843752,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,6008a7c1ced2cbc02134f01b06987813fc731ad297fe32e003a7c740abed9247
LA-0017,9d8be22567afcabbf94ce470787e9f63ad71892883ca72fe79ea5ccd3e06ce5e,True,True,,1183466641.5846212,1183466641.5846212,0.0,1.1834667415846214,0.0,P4,P4,h09,h09,R0,R0,NONE,R0,R0,NONE,4e12241ead60f784dd9e4293ad9e8a9b789dcee4ae204a95bcf5af6729423fbe
LA-0019,9770a34977e95b015e0cefe0df348623152eb9589c95eaf2349fbd268071b51a,True,True,,1216771034.646203,1216771034.646203,0.0,1.2167711346462031,0.0,P4,P4,h09,h09,R0,R0,NONE,R0,R0,NONE,028806c777ffe7565a0dc1bcc28ffae3bb6ca4e2ff6252361ea558555e57fd2f
LA-0020,3c0d1d5974307dcb77a0b9e21ab6afb89052e6f263f5080ada8651af93c00448,True,True,,1189930952.4743433,1189930952.4743433,0.0,1.1899310524743434,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,ddd077f37d928e6870f479d57e0f2520c3a2d81b0c55897813d237d2ba8b361f
LA-0022,6bb63a048030f05350d49e0f95e43d5d1d8afce87fc056fd4148eceb507c86a1,True,True,,1228734743.3155932,1228734743.3155932,0.0,1.2287348433155934,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,a7fbfedeb05aac7a92b190e1c885074ed60b02e0a33ab56c309c81f62c800e33
LA-0023,6e9f2f6ea49a02cd8d73697d95a8c6eec0807082c1aeab51b67a21fc03ab6414,True,True,,1224529167.9591959,1224529167.9591959,0.0,1.224529267959196,0.0,P4,P4,h09,h09,NONE,R1,NONE,NONE,R1,NONE,f11e78da8ab497b42aca092fab89c666653fe450fd40fc6e444855e9b60532ce
LA-0024,6d7ec27518715e008327d137620c14c125fdf032d00924b93febb86e631fc003,True,True,,1199923407.196053,1199923407.196053,0.0,1.1999235071960532,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,09901488ecc5b6d3daabfe858e0cc737382868d5880efb27e47885a32659b506
LA-0025,b39feb6eea784bceddaca092dc4e701505742600b01cf7a26c64501d926a458d,True,True,,1168146206.429906,1168146206.429906,0.0,1.168146306429906,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,351f4f7110fe9789ac64a5fbd1f19d888a89957b2e4c5e9168da9646196fe7a6
LA-0026,5bd990e15e3b22f43439e71e7147d7b7a93aff1ba487719ad0800d6c597820ef,True,True,,1205273597.7788215,1205273597.7788215,0.0,1.2052736977788217,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,8e49d6261465c54fb645745c7bf7830e4a724890e1fc9f28eccb1d446150f3f9
LA-0027,cfaddbaf41730539abdb391ae292a542c1e5974c9fd363235b711ece4c2723a3,True,True,,1230433543.5837827,1230433543.5837827,0.0,1.2304336435837828,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,cb14403d84d693b4e6268b7b3c22b8fb31baff11162500135b681eb70cc25eb7
LA-0028,aab4e156e74d50b9f94f91a8b11877f4b196c90dbefd3a9eafa7abaf3557a3f5,True,True,,1219720674.269935,1219720674.269935,0.0,1.219720774269935,0.0,P4,P4,h09,h09,NONE,R0,NONE,NONE,R0,NONE,96555613507c923800c5354441c8437bef05ce46364fdf7d0807ba8b5a19640d
LA-0029,3ede3239a767640a2b33456598c460234d288524ff970adee2257294e953bd1e,True,True,,1241156760.811964,1241156760.811964,0.0,1.241156860811964,0.0,P4,P4,h09,h09,NONE,R2,NONE,NONE,R2,NONE,59041ac96cefa0f41feae05c6cee95f58da5f8764f62215d948820096961d19d
LA-0030,3d7857406de0967b7bf34da5156d7448d34b2cba7b03a628e6a34b750f8e0bd9,True,True,,1220103753.7440357,1220103753.7440357,0.0,1.2201038537440358,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,e6752d4a47f836991a2f5e25d8607b1203aceab36ee8962e19e32bb7cfb12781
LA-0031,b2c9f84e097e6d8b1c2a028c778645835d20281cce23904d36809ef099ff2353,True,True,,1206134988.968553,1206134988.968553,0.0,1.2061350889685531,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,22ffe7342d7c204e226056745ceb46b62520d5fb4be4b38fe2731797cc53bb0d
LA-0032,f4f35be64e2a6a66797bef3bd06352c0e954577920dbaa334c40d418f72f6054,True,True,,1214465608.3216648,1214465608.3216648,0.0,1.214465708321665,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,ff2fb7637d242b8b4f465dbf1a6d979379635193cc4180f2342e0a5490e603b5
LA-0033,242bd65776afa513ff3a5e721f1af0cc3162b4bb19d3be12cea27cfa5d59ec75,True,True,,1224473179.2996075,1224473179.2996075,0.0,1.2244732792996076,0.0,P4,P4,h09,h09,NONE,R0,NONE,NONE,R0,NONE,c4ff7ff95c9f10445722619e56d76729fc495fb02f6ad9f562901e3bff274c43
LA-0034,b6a09f1b58b2fbf1794374e4eee392d33de36403806d9cac077fea29336b5fb6,True,True,,1241144141.4574385,1241144141.4574385,0.0,1.2411442414574385,0.0,P4,P4,h09,h09,NONE,NONE,R1,NONE,NONE,R1,89793c077d83203f9613ddeff01b51c17448b7846a5494d2a05ef09dc6ccfddb
LA-0035,61f86ea9a5d637c6ba13dfbab345847baad40c87477b380ef07cefed17bc2ee7,True,True,,1219027880.766495,1219027880.766495,0.0,1.2190279807664952,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,0d685aea59755e8e3f7adc1012708b26d4044a2da82dd8b928a1a91ff990debb
LA-0036,dc589e9611db23a52a37f76fc3061c6adf7b0550514c9a79a8599a2a229640c3,True,True,,1222249346.9902213,1222249346.9902213,0.0,1.2222494469902214,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,3dc01b310c204a37210b90cdba3c6e6d3bc01b8a54b7709f0499bbe56d4ed1f0
LA-0037,076714fd9cb671dae097942b2788699ab4a59bd70d0226aa5bff62ff1898008c,True,True,,1221759855.367446,1221759855.367446,0.0,1.221759955367446,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,f4bb149392dde050a6f962ab2930a586db064f33454b601af0895795c7a35fcc
LA-0038,89f966ec01f9161594e9c468aea3d0124920b3e6697dcb8ee83c1208d6d6accb,True,True,,1208106992.4675512,1208106992.4675512,0.0,1.2081070924675514,0.0,P4,P4,h09,h09,R0,NONE,R0,R0,NONE,R0,cbc00c129c0ba9f7f9db419c9a5d4a834e4cc48c556b06db74bca64512ebd934
LA-0039,989083481f8c8e1d92827ab6e3b3a1a7daa5639541c84d86e9938502fbe4d1ff,True,True,,1227017632.4595582,1227017632.4595582,0.0,1.2270177324595584,0.0,P4,P4,h09,h09,R2,R2,NONE,R2,R2,NONE,6ee4ec694ade2cf13b49d996758c406f9b1011252674e60f3c918bcc30aa659a
LA-0040,d96f96c92f75caf4a165983b3537136207ba37cdf9fac7b8c2d861d19fafc5ef,True,True,,1234285258.389351,1234285258.389351,0.0,1.234285358389351,0.0,P4,P4,h09,h09,R0,R0,NONE,R0,R0,NONE,7c1461e8caa998ef9b43a4cb81d2f5d2697c8a30194ae9994778682c4c36456a
LA-0041,9cfb0aa8009501c8cf4ad5bb5f9eb0103a867118c526a601262f68d58cce0c0a,True,True,,1223699165.4363012,1223699165.4363012,0.0,1.2236992654363015,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,75731c43f8732e63928bef32c0b9cce20c41b148ade11b470137912fda0c702c
LA-0042,393faeb85edb61ac878ab484b8811ee87e96c23c3f5d345b8e5bbf065782fdb1,True,True,,1202070017.2036805,1202070017.2036803,2.384185791015625e-07,1.2020701172036807,0.0,P4,P4,h09,h09,R0,R0,NONE,R0,R0,NONE,a0b7f0305e95db778ae5478ff8d81ba86574e76c1b3548066df007b6c96ddd48
LA-0044,a038cf45cee562876a7617518296aa0442df2ad4ac8f6514371e7f89246f5f5a,True,False,first_stage,1225170364.8547447,1225170364.8547447,0.0,1.2251704648547448,35137643.86692223,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,63524e4e02a1830bf35758b5d0219fa39941081841a480ee0e99fa2395fd2f71
LA-0045,dcfa9d2ea24f4d13a681c78f3478e0d05b21b1da8abdbf8fdf1901b220016805,True,True,,1219641441.0068252,1219641441.0068252,0.0,1.2196415410068253,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,214363d6c964e7295acf1f28199107ed0f3569ff6979e4e46d2071d5ae1692b3
LA-0046,3cba3e3157cbcca2cddfbd5c637816c67179bbbef11619437f20dd61d190c530,True,True,,1223318185.0253854,1223318185.0253854,0.0,1.2233182850253854,0.0,P1,P1,h09,h09,NONE,NONE,NONE,NONE,NONE,NONE,502b123080cd432d6518dec7933aec99f49a09e678477f68379a8ed9fc7fc73d
LA-0047,fd2ce38681f35c0793562ad74e3fe7246a6d119841da06d92a85d136281118ab,True,True,,1181576802.5298915,1181576802.5298915,0.0,1.1815769025298917,0.0,P4,P4,h09,h09,NONE,NONE,R0,NONE,NONE,R0,98eb48f5f0e6c59a8b3fcd05108b0fe76a2fee669c7cf905291e04c4cb231974
