comparison,outcome,min,Q25,median,mean,Q75,max,increased,decreased,unchanged
rel:Unfavorable->Reference|risk:High,paid_R_any,-1.0,0.0,0.0,-0.06,0.0,0.0,,12,188
rel:Unfavorable->Reference|risk:High,R1_item_count,-1.0,0.0,0.0,-0.085,0.0,0.0,,17,183
rel:Unfavorable->Reference|risk:High,R2_item_count,0.0,0.0,0.0,0.025,0.0,1.0,5,,195
rel:Unfavorable->Reference|risk:High,worst_shortage_Water,-10400000.0,0.0,0.0,152640.28307733004,0.0,10400000.0,10,7,183
rel:Unfavorable->Reference|risk:High,worst_shortage_Vaccine,-2024659.8171293177,0.0,0.0,-63311.409977403746,0.0,948988.1964232232,11,24,165
rel:Unfavorable->Reference|risk:High,worst_shortage_Crackers,-140294488.7920072,0.0,0.0,8414644.19147792,0.0,272550482.71858597,31,17,152
rel:Unfavorable->Reference|risk:High,worst_shortage_penalty,-2.384185791015625e-07,0.0,0.0,25775.934915783404,0.0,539586.1835763454,17,,183
rel:Unfavorable->Reference|risk:High,T_COST,-2.384185791015625e-07,0.0,0.0,25775.934915783404,0.0,539586.1835763454,17,,183
rel:Unfavorable->Reference|risk:High,budget_usage,-2.220446049250313e-16,0.0,0.0,1.1102230246251566e-18,0.0,2.220446049250313e-16,,,200
rel:Reference->Favorable|risk:High,F_total,-513331009.2923766,0.0,0.0,14425875.883820415,0.0,606316514.7849861,39,28,133
rel:Reference->Favorable|risk:High,F_Water,-20938594.871777847,0.0,0.0,-1462319.5375856203,0.0,20938594.871777847,9,22,169
rel:Reference->Favorable|risk:High,F_Vaccine,-4111042.734313651,0.0,0.0,-80157.75333581462,0.0,3480567.763848043,16,26,158
rel:Reference->Favorable|risk:High,F_Crackers,-516811577.0562246,0.0,0.0,15968353.17474185,0.0,610427557.5192997,39,27,134
rel:Reference->Favorable|risk:High,paid_R_any,0.0,0.0,0.0,0.07,0.0,1.0,14,,186
rel:Reference->Favorable|risk:High,R1_item_count,0.0,0.0,0.0,0.0,0.0,0.0,,,200
rel:Reference->Favorable|risk:High,R2_item_count,0.0,0.0,0.0,0.07,0.0,1.0,14,,186
rel:Reference->Favorable|risk:High,worst_shortage_Water,-10400000.0,0.0,0.0,830320.141538665,0.0,10400000.0,24,9,167
rel:Reference->Favorable|risk:High,worst_shortage_Vaccine,-1728764.7507239897,0.0,0.0,38303.086968434836,0.0,2041915.6442292705,26,16,158
rel:Reference->Favorable|risk:High,worst_shortage_Crackers,-303193535.0522251,0.0,0.0,-11634366.043353088,0.0,256695372.0771985,21,45,134
rel:Reference->Favorable|risk:High,worst_shortage_penalty,-1506717.4870951176,0.0,0.0,-78194.68662287474,0.0,2.384185791015625e-07,,19,181
rel:Reference->Favorable|risk:High,T_COST,-1506717.4870951176,0.0,0.0,-78194.68662287713,0.0,2.384185791015625e-07,,19,181
rel:Reference->Favorable|risk:High,budget_usage,-2.220446049250313e-16,0.0,0.0,6.661338147750939e-18,0.0,2.220446049250313e-16,,,200
rel:Unfavorable->Favorable|risk:High,F_total,-545037540.9767033,0.0,0.0,-1155403.1709817695,0.0,606316514.7849861,33,33,134
rel:Unfavorable->Favorable|risk:High,F_Water,-20938594.871777847,0.0,0.0,-1979020.2025024085,0.0,20938594.871777847,6,24,170
rel:Unfavorable->Favorable|risk:High,F_Vaccine,-4111042.734313651,0.0,0.0,49921.37238150917,0.0,3695549.3840622986,20,16,164
rel:Unfavorable->Favorable|risk:High,F_Crackers,-548733090.3607656,0.0,0.0,773695.6591391289,0.0,610427557.5192997,33,31,136
rel:Unfavorable->Favorable|risk:High,paid_R_any,0.0,0.0,0.0,0.01,0.0,1.0,2,,198
rel:Unfavorable->Favorable|risk:High,R1_item_count,-1.0,0.0,0.0,-0.085,0.0,0.0,,17,183
rel:Unfavorable->Favorable|risk:High,R2_item_count,0.0,0.0,0.0,0.095,0.0,1.0,19,,181
rel:Unfavorable->Favorable|risk:High,worst_shortage_Water,-10400000.0,0.0,0.0,982960.424615995,0.0,10400000.0,24,6,170
rel:Unfavorable->Favorable|risk:High,worst_shortage_Vaccine,-1835544.067288436,0.0,0.0,-25008.323008968913,0.0,2041915.6442292705,15,21,164
rel:Unfavorable->Favorable|risk:High,worst_shortage_Crackers,-303193535.0522251,0.0,0.0,-3219721.851875167,0.0,272550482.71858597,22,42,136
rel:Unfavorable->Favorable|risk:High,worst_shortage_penalty,-1032157.6501386166,0.0,0.0,-52418.75170709133,0.0,2.384185791015625e-07,,19,181
rel:Unfavorable->Favorable|risk:High,T_COST,-1032157.6501386166,0.0,0.0,-52418.75170709372,0.0,2.384185791015625e-07,,19,181
rel:Unfavorable->Favorable|risk:High,budget_usage,-2.220446049250313e-16,0.0,0.0,7.771561172376097e-18,0.0,2.220446049250313e-16,,,200
