case_id,simulation_id,sample_index,input_sha256,source_first_stage_sha256,replay_first_stage_sha256,certified_status_invariant,first_stage_identity_invariant,policy_label_invariant,Q_F_R_invariant,objective_invariant,worst_scenario_invariant,all_categorical_scientific_fields_invariant,all_numeric_scientific_fields_invariant,certificate_valid,replay_result_sha256,comparison_sha256
E2A_VACCINE_H1,LA-0148,148,7151e912cd4a11e3ecf51701a50a70afb496f08ac17c31ec24434fead2eac7fd,247568490c93501548e7e9d8747a37aa58f3a2087c2cf26b6051796f2ad4ecb4,247568490c93501548e7e9d8747a37aa58f3a2087c2cf26b6051796f2ad4ecb4,True,True,True,True,True,True,True,True,True,6f3ff8f48ba3140ac8b40d9bacb8af84c776c34e5f39f9d04f3cec81b0640617,ef3827f7a8d2147bd1604479a6ae582598125b7718994044657d530737c780cf
E2A_VACCINE_H1,LA-0149,149,3191c1fb0ab074cb6835832ca5798d4e1f0f4d0b8aa3383dd32f2cfaa08942de,33d0c54640a45690ee4e53a7a061d9acd616c45835c60a3d11862d56764bc4ca,33d0c54640a45690ee4e53a7a061d9acd616c45835c60a3d11862d56764bc4ca,True,True,True,True,True,True,True,True,True,96ea860b44f9df12fb77b24799110bb45f95b9cb456806c28dc9626b3981533d,253c724f0780c861771fa6dfea9c414de56ccf79807b1dbe0d1138cc324b5d1a
E2A_VACCINE_H1,LA-0150,150,57e4ffc89d313dbacf36d4c5948ba60e18d918df4f9d44ec547bfd96ad560683,ec014511bde7ab1189b31d1ff4078c336ec33be3732065c913e37c83d6e09c09,ec014511bde7ab1189b31d1ff4078c336ec33be3732065c913e37c83d6e09c09,True,True,True,True,True,True,True,True,True,f94e6e013421064ccbd735be840f0b6d2d296eb645c15eb185d838ed00f3b9a1,4432eb2129bbde59a8b439ec6de22e8060db6827aa37cafcb9dced568fe2fff1
E2A_VACCINE_H1,LA-0151,151,ae26106cc1d3fb1fef79b55166ed3410fe388b2aba94748bc9fc596a74275a88,5df181ad2735af7175a854821257753ed4a4544f15c4e97b9d8406f86657623b,5df181ad2735af7175a854821257753ed4a4544f15c4e97b9d8406f86657623b,True,True,True,True,True,True,True,True,True,74468719b45f553009990d428eec105ece9d904f74b58098c4995e3a781574d2,c4bf9b63ec48184dd37c251b498262c97a599097cda311b8d1d3ccc840370b1e
E2A_VACCINE_H1,LA-0152,152,5eb7ad53744eea62f3b6cf9739623594810e3eefde14ccb640914b95f60136e0,e15bb5401b84ec8d3626d72eafc9bab335efc0fd06a6ba9abfcf0e0f977e23eb,e15bb5401b84ec8d3626d72eafc9bab335efc0fd06a6ba9abfcf0e0f977e23eb,True,True,True,True,True,True,True,True,True,17918279090e15f7959b0d251113ec787c841797a785cbfe1557f8f2ba130b4f,da9fbaa201622af64597e980475d19cb9e7717570bf9fa181611afa022a55425
E2A_VACCINE_H1,LA-0153,153,2d9932a34bbbb835b65b028a931d0a9429b078e57196e5e078562229bedf0996,2c327ef74b31fbc240717bd6c7bf1b3769af41e41b7db03ad4777ad0512306e9,2c327ef74b31fbc240717bd6c7bf1b3769af41e41b7db03ad4777ad0512306e9,True,True,True,True,True,True,True,True,True,d9d470969d4f5a2df82e3f8310e422e1fa761753b52f89d3c2b579a89412d4b0,bdf929ea3934ef2ef689f06e69399426ab5bd9d3847fc82a9b31ce64aa2e08ff
E2A_VACCINE_H1,LA-0154,154,5981ad8affb88f959adca326eb83e0af7dd4423a088a27b5f5768e1cf89564db,bb142de06508c9d185311d7c40e83ad5881a06d13145b0365a9f118dfc789759,bb142de06508c9d185311d7c40e83ad5881a06d13145b0365a9f118dfc789759,True,True,True,True,True,True,True,True,True,493f0315fafd183552e2acb1e913d60a18e0e3a0271b7a18a17a44af01331846,d09a1a9091fdb09f9d65fd976fdcf969786557c6a40da2f1565d9d6c8384033a
E2A_VACCINE_H1,LA-0155,155,3fcc4dd2753474d68cd851d15eacac48c7d042ba2135fbd7e11dc71542591490,94458511c7261237e833bdf6460e054d8c7aca79fec7e85b1844ade191d2896c,94458511c7261237e833bdf6460e054d8c7aca79fec7e85b1844ade191d2896c,True,True,True,True,True,True,True,True,True,8621710916a60afa445cea7fed85ad277221e6f3b37dc0663dc3ea6c3b8743c7,0a81c27f7d2a0c59df8c00f1ac788338cf31389bd5a9b648fc7e497a195be917
E2A_VACCINE_H1,LA-0156,156,ede0f25f8a6b0fd60df144524ba4d02e2a103ff7991cd5634de5358915c8e124,1f813db428dc27318aa785c15cd6e9add895eaaddf6c5179be7cdfbbad17ee6c,1f813db428dc27318aa785c15cd6e9add895eaaddf6c5179be7cdfbbad17ee6c,True,True,True,True,True,True,True,True,True,1bee4d69250a8b7015f1f03e86cb9024b94170ce154b3258e584e9980c08cbb3,e2560b2e460b3ac8e93705727ec70ccc022a917f95c5ef0fd62944fb5958caef
E2A_VACCINE_H1,LA-0157,157,eb13590194231cb222310ab6327794ae2094891636f388dc0ab04527ffa8f25f,a0288a8e260b11bce5daf2a741c4787327c86d077e3f7d8f9d926db228d2e903,a0288a8e260b11bce5daf2a741c4787327c86d077e3f7d8f9d926db228d2e903,True,True,True,True,True,True,True,True,True,64179a7a84a2b75563145bccf526533415b4e6d801ec26434a49184046985464,6ce7a84404f10338fd923a994b2f5ade0afff7fdfefda58ad2883bc3d2b3c8a8
E2A_VACCINE_H1,LA-0158,158,c6bd2306267b0f1e89480d80c036f99276c0b35c952949b54d672acc747becdc,d65eed73f338e2ab16b2c1e283a180e46e132d33748268ffce3786c361117ef8,d65eed73f338e2ab16b2c1e283a180e46e132d33748268ffce3786c361117ef8,True,True,True,True,True,True,True,True,True,c270ac44c3d7d7d4b1fc40b44538e88ed612751a97a8772220d8ad2a5052af5b,4193f60f2248392c64cc538da1e67f8d265282cfebede7e0fb8d8b799c96d500
E2A_VACCINE_H1,LA-0159,159,4c8693058e00d4e117f1a8fa3857c25422ab10524aaec91de6b0b43e4b441543,0d61a2f223b0f399bfd6978eab529ce4849196c70a3cb8f961fc98ec1e139954,0d61a2f223b0f399bfd6978eab529ce4849196c70a3cb8f961fc98ec1e139954,True,True,True,True,True,True,True,True,True,92addf8b4556bbfcad870a941ca8935551f17cfb4e9c3f698cacc722b8b4bcc8,b33af6b222852fa04780ab25230b649d0d68d60cf5da3bc12093cb322f4f21e5
E2A_VACCINE_H1,LA-0160,160,186f6b0d3f8d1f7d34c64669776d4c85647be2b2932361e1e13bcb2b6825d911,8fec35e0a89c2ada7b9f2c704398d9bc079a030865d7697d23646dca473abe72,8fec35e0a89c2ada7b9f2c704398d9bc079a030865d7697d23646dca473abe72,True,True,True,True,True,True,True,True,True,bb1668c6f538079531d43063556d933848e965cdeb1a80b00b2072cf9a331048,3e4913d8e3fc2d1db21b56af044880f4a7cab787fda6c6728bcfaedd57abaeb9
E2A_VACCINE_H1,LA-0161,161,c4e9e4b2097005b797ccdf40c9f33dd8383da789d894125b5e3589586824439b,1ef65f0397e8db4eb6a2fb6f6fcd597244df269ebda7a2b33f8e39c3e0c1414f,1ef65f0397e8db4eb6a2fb6f6fcd597244df269ebda7a2b33f8e39c3e0c1414f,True,True,True,True,True,True,True,True,True,b6fad01c7076b3ba3ffbb74964d0f2bd0eb0ba6c79bd0a572a0322c2ff7b9a11,a20cf80926f011a77d90a13760e3611833140951cb1a84e2ad323aa0433f8120
E2A_VACCINE_H1,LA-0162,162,17d7974661c5e9b889c1fdc7d19b6495fed6dab66ad18cdc4c43ea4157bef527,df5653cc93c12025e88b3154f8891906cea5e72fe26b5a2e208d20112541229b,df5653cc93c12025e88b3154f8891906cea5e72fe26b5a2e208d20112541229b,True,True,True,True,True,True,True,True,True,d36afc89a9737ec75995985b67bcfd5fc84db360563163badd2d796805dc0e0a,c4c67b93b16c8cb05d92fbed342776c3fb71be547c715eab5f0e5a7d60b878e3
E2A_VACCINE_H1,LA-0163,163,65454389a367164b929229d639a52e01ad167161caec040dc40d00f168009ba1,40e05a0408f1c61627fc123d13c8f2dfb62cb117552e29a3cdf32292044c358f,40e05a0408f1c61627fc123d13c8f2dfb62cb117552e29a3cdf32292044c358f,True,True,True,True,True,True,True,True,True,7e192230fcdc6eee2c9c8f3954140747bbdeb5cb5ea63915fb4af62e2289224e,26faea1a119246bb25d14c1c547bc8ea5cfd2aa063a286f2d95bc56f466e98c7
E2A_VACCINE_H1,LA-0164,164,0d2d3647e67aaad9aeb4df18649d48b7f85ffcbd68339831e75ef9a752b0be74,aa6c3244f1f942cce85de27c240710c4f5d12b415061f0b816ea1354feb71654,aa6c3244f1f942cce85de27c240710c4f5d12b415061f0b816ea1354feb71654,True,True,True,True,True,True,True,True,True,bab8c3987823820e820b1eae97ad25d58e311e76384719e32d4350fd1a9dc34c,a3b37e346f3dba88e958d621b4e81d87369e68f4fb54829c59cb0bef41e5afe1
E2A_VACCINE_H1,LA-0165,165,b369982bfcd100b32c7e7971b2f27fc53e66b7bb3c1582d5fc65e4f26173c3b3,ace04a68e02b3bf6cbfa91b2f730fa0e24158e4107cd1340f57f688507424bfb,ace04a68e02b3bf6cbfa91b2f730fa0e24158e4107cd1340f57f688507424bfb,True,True,True,True,True,True,True,True,True,6d156e32d51450959a5699badd8c56bea7c84a353e72edbe65909e5bebf68b4e,f0db38efd2c8837d4b17155de4e535c26f3bf84c53dd09d8aed2258f618f371a
E2A_VACCINE_H1,LA-0166,166,a63051c7d24b321f17e1ff40c6e3871ef6554189f0db92c472b05cd3483c1cff,4fa6ab590f90e2658a8e034fc73502c3dd37b7bfe82d847340bfbc021d10bf4c,4fa6ab590f90e2658a8e034fc73502c3dd37b7bfe82d847340bfbc021d10bf4c,True,True,True,True,True,True,True,True,True,10faed869ffefeac4b4484422f237464190a2897aba9bf4c63bc7516c52d6e31,a9b9faa44dd41a84569dcb20afdf1533d3511dfa2106f4cbecc4d95bfcddc895
E2A_VACCINE_H1,LA-0167,167,d19f682603b56c129a6d6b3454e4916ba494da2cc20f2c5003ab6156fee18d0d,9af1f4e23d6863fb58faceb4b18fc5b062083809ca5e3c52ee623f2d2020579e,9af1f4e23d6863fb58faceb4b18fc5b062083809ca5e3c52ee623f2d2020579e,True,True,True,True,True,True,True,True,True,9498da8043da0ef88317af0563d48138e425807ea25ee28bb044a3b5db915d40,033ba550237921e9888adf1d23f7e8df1d251a979063ecf992d33ffffc3ee5bc
E2A_VACCINE_H1,LA-0168,168,8fdb26ac985bb5ebdfe0d474dd96d132088387252909a47daf8aa7674c54077b,713316b870330aba97fa5bdff056af59f8f2840ca89e3255e67176a18914d7e0,713316b870330aba97fa5bdff056af59f8f2840ca89e3255e67176a18914d7e0,True,True,True,True,True,True,True,True,True,506be8ed3444061ba1084097b82ef1bda82101f8d15ad472f78a6eceef0d8802,adc42fe618cd914bef59d86b5e6f028ec643195f374cb94087ced6e34283b84d
E2A_VACCINE_H1,LA-0169,169,b0f2032de2442051dcc2a77a5d1150a6cc6f7c2c5317099a77f5cb39892e418c,55cee24596790dc6298dd67738d81445e0f981fb3e5f2143d33ef5cd32f88b71,55cee24596790dc6298dd67738d81445e0f981fb3e5f2143d33ef5cd32f88b71,True,True,True,True,True,True,True,True,True,6ac2b40dc0f8d462eff00f8a12537b6f189b1e5181afcb5e25f60623edf67a89,b4c8dfc4668a046917139aaceeb1bac49559338613ab5f66805f3c35f99058e8
E2A_VACCINE_H1,LA-0170,170,e20bc3fe56ecbfa50edae2fdc3bb38c9a5ba56e6bd20d5bb830aff856918c573,0e10b20d633f7509fef90d4298b872824331091ca91e013ab0bfc9007eda1fa4,0e10b20d633f7509fef90d4298b872824331091ca91e013ab0bfc9007eda1fa4,True,True,True,True,True,True,True,True,True,91781b6cb3c6112f48763d37de400448d69fe76bd2edc041c010ee0f01d1ba14,122ac4eb371628c704e726091c45c07f18065157ade758851a4bd9d5b8121d34
E2A_VACCINE_H1,LA-0171,171,3bccbb9d9ce3593b4eb53716980111cf89d90022d8b034df908d48ce2623beca,45a66a2bc2f7f4ac4ffee697e4398020d6d57abe253013b7bced35e05a2ff682,45a66a2bc2f7f4ac4ffee697e4398020d6d57abe253013b7bced35e05a2ff682,True,True,True,True,True,True,True,True,True,e14ae39d1677ce7cfd288e3dae6a96405fb6a199adde85e38ac0f5c29bc86f7f,6cf71f9d38e11b5bd3292ce60645b3549cb3f07db1c09e4ef3675eeee1d09b72
E2A_VACCINE_H1,LA-0172,172,84a890bda107c2affe9940ec8a32906871be70610d62d2687f2ad7d0de24af36,f2bef9c3cb9d8afc56d47300236a0005ab6874a726635d38179357d0b865d006,f2bef9c3cb9d8afc56d47300236a0005ab6874a726635d38179357d0b865d006,True,True,True,True,True,True,True,True,True,83aaccf0f7bdd8149bd86363e442e2e3a3c75ec87d02f294f97c7114695d104a,9d02b62c7797db8edb02767856e483c569843d35eeb7e7ac81a7f095198f0843
E2A_VACCINE_H1,LA-0173,173,3fdce90559a3fa35fc5a790f6b3ef13b885ad9fdec179bd496c9207d1c078563,31b83c0671467ca659256d42c7cb1f9b4bca6ab09baff3f1bcc714d9aacc633c,31b83c0671467ca659256d42c7cb1f9b4bca6ab09baff3f1bcc714d9aacc633c,True,True,True,True,True,True,True,True,True,bbf279212456778c3cf53b35c34b54a8aeda2c60e26f2cbefcb261b1ceecee47,5a224c5a461a3aaf0a591cf258bfc6fa940d03c0d758553ba32440298217087c
E2A_VACCINE_H1,LA-0174,174,4f344505002ff21d8109eed718bb5f8b8002bb30f9d928a87bf9a1d0f7b50adb,cae2de5eb17e0b94e88b81cc13bb95092eb5bed3d72ebc59faf6ed4ba0980a49,cae2de5eb17e0b94e88b81cc13bb95092eb5bed3d72ebc59faf6ed4ba0980a49,True,True,True,True,True,True,True,True,True,012969fbe53bf47bb2607c94ec9b6f975ba418f1ed28e29d05f890754b90212a,40698912a32e0a79600ccfa36682cf3fdcd3b40f09af42ac65085074a30b68df
E2A_VACCINE_H1,LA-0175,175,a912a0bb463baf4b784ea1818052bd1732b8e8372ae51bc27018c35d799c5f16,466ff827929ce08447920b27c43e7c52c882c43079ad65651279799c8adb473c,466ff827929ce08447920b27c43e7c52c882c43079ad65651279799c8adb473c,True,True,True,True,True,True,True,True,True,dfa93264fe7727a552af5fd559f52b699d7e2b63ed63cf9e02f72fc8b1cbbd80,344d772eeebb6d9d4ec3659b891f50e0b08263798279e77330d16a3b7872ca2b
E2A_VACCINE_H1,LA-0176,176,8dda0ef35966165b367315cca6b45e7b0a369af9a2f908b0948dd31a0642bd3c,a8d19d77a75130d441cdec67c50e8b35726f04dc664948b595f11d47604732e6,a8d19d77a75130d441cdec67c50e8b35726f04dc664948b595f11d47604732e6,True,True,True,True,True,True,True,True,True,ea5d2b76e5095b6e546d46f1ccd82ef876559810df71f074b12d4f279f5cc088,aa361ee327e9bea8cf8ace87dbf7f9e2684d344b2806b321f62dbbdb69175eaf
E2A_VACCINE_H1,LA-0177,177,349972c31a9c23bfc9f28b230d0d49461f58a66f02fa1d54a1dfe0c2269dad7d,5a788004360cdfe0287783ce601762d4604603a7210dfb4dce570a2153f26dfb,5a788004360cdfe0287783ce601762d4604603a7210dfb4dce570a2153f26dfb,True,True,True,True,True,True,True,True,True,b63ceb8118abeea78422f02ac2125172ef276f5317ea0af67e95b6f7b45a95e6,826f8d3b87009e4b7ccec5cafa163b3a0249d2183a765de06a71fc82e7236054
E2A_VACCINE_H1,LA-0178,178,9e6e4cfc9023c6b94b41acc93c5cc1e9da7543d1d1a5d5bdca4165f0287c210b,263a0fbe2e337a2bebff7afe9598f7abbe14d49ba7ed5842a46dfcd535e0e3c8,263a0fbe2e337a2bebff7afe9598f7abbe14d49ba7ed5842a46dfcd535e0e3c8,True,True,True,True,True,True,True,True,True,49708f48e31025657e02089d7469646a4659d2f31de5fd6d54b7a9b8d1ad59bd,ab59502fefef78c38a8f1574ee66a83476281fa598c6c29286059b6e8404409d
E2A_VACCINE_H1,LA-0179,179,1fb4960aa84b46eb37d3c5daaa1d2e544bbc4709d0b898d967690d88b8373469,5aaaf5b8bb03a34412ecaba435dfacefb14a2e78b5275f9bfc1a31fcadc29fdf,5aaaf5b8bb03a34412ecaba435dfacefb14a2e78b5275f9bfc1a31fcadc29fdf,True,True,True,True,True,True,True,True,True,635bf785697c8896d90511d2c03eda067bcb0459320b2581385a2708a0c0c584,256b65a625b9032a6e4de08b4f3361254387cf4d583840716c7b359e029ce339
E2A_VACCINE_H1,LA-0180,180,b145dd9c8cfc5155696db0031bc4064abe43f4293e451bc31c0f9c145adcff92,752f6676b174faf049bdd11573d65c0b834dcaefa2edbf44818412ec79bb3dc6,752f6676b174faf049bdd11573d65c0b834dcaefa2edbf44818412ec79bb3dc6,True,True,True,True,True,True,True,True,True,893f48e2cfdb052c1334e1978f4dde4a35ba81d1f3df9af8c3448222a4992d5e,928b5a36f859380b48e9bc5d66bbc0c411ab40123b540675f43b182db79abddf
E2A_VACCINE_H1,LA-0181,181,060d6c34408ab0d9201a98d0b431f21c8baac34b4d031c8897f92b6e83fd3a42,b097549e06f3499121b35e676c88ed0803a9356af1f88d71bd9937d41bd8ad3b,b097549e06f3499121b35e676c88ed0803a9356af1f88d71bd9937d41bd8ad3b,True,True,True,True,True,True,True,True,True,48c08182f2c31ff380a3cbf524a62b8ea9d0d28195167eae3355ba7d50da3c4b,f0af283d43ec4f2fa6e3f4d9cf1fe5964519750fb718451cfeccc45cf5d0c54c
E2A_VACCINE_H1,LA-0182,182,5cfd88baf24039e2769004dece62af8b6dbec8698589dee7c9804a26216af56d,ec0defe4990111fa5ef359ed06cf22d6e2c42bd5fe37e5dd24d716978a0fa9fb,ec0defe4990111fa5ef359ed06cf22d6e2c42bd5fe37e5dd24d716978a0fa9fb,True,True,True,True,True,True,True,True,True,faa12a9720b52215fe683471fba2bf3945616291b8c3dbcb9bf7272dae919611,1b72fa24ba8c75b82c2cfdd5267ac612d0ddb41c64e8f89a7e1cde293f520376
E2A_VACCINE_H1,LA-0183,183,e441a7404cab0227668f92769d6fde5120e994cce1bc171452796d3e56b752bb,b59999273f9471e22f21152929df93f05a1698c191c86c8271cf953ee07db638,b59999273f9471e22f21152929df93f05a1698c191c86c8271cf953ee07db638,True,True,True,True,True,True,True,True,True,1b321e6fbda7cc7e2678f51a5d2f0100aa3697ff71c742d3ac8af6f38c5a06c9,e524f6edc04c2a9f2dbb9ef71dffa9c116108c16bfdc89ba6a4e539c91a364d7
E2A_VACCINE_H1,LA-0184,184,628c0e26c3aaf4ef8acf1fe43c689320c1d9f0b37d9812af2f407c30475de9f5,c26e8af08d3c7d602528e33180ff94f313fe4062638cf67e4ec4ac897f0359d5,c26e8af08d3c7d602528e33180ff94f313fe4062638cf67e4ec4ac897f0359d5,True,True,True,True,True,True,True,True,True,7b25b85f64115978139e11f5d1de5b66372751fd8026f21eb9976e5650f8c4cb,615bdd23c13805dc75d8deb574d88032b7f34626c36b0e616a22b6628d6e8591
E2A_VACCINE_H1,LA-0185,185,9e103addc9ed57efe655316af9bc38b8c92f6c2ab130474d6efe41f82b2f5ef8,08f539ffe4b259f02cd80e9f33e26352d3b9218090c19dda1b021e4095a97b02,08f539ffe4b259f02cd80e9f33e26352d3b9218090c19dda1b021e4095a97b02,True,True,True,True,True,True,True,True,True,a71f30747f99115c7e855266e75f30c7eda965bd004502ce0f85826d78469203,f81cb27f06aaacaf16fb0ced8ceff053ceb1cdf1cf5f7815256248027c4a7367
E2A_VACCINE_H1,LA-0186,186,ad1879d20a25fa7fb3a6a0748ebcb2db03bb2ffdfd6666f96c0b3d44fc01510f,3d092afe91362767590318d4c65d97859d4cc333666cdef5c39d04ae95ee37c7,3d092afe91362767590318d4c65d97859d4cc333666cdef5c39d04ae95ee37c7,True,True,True,True,True,True,True,True,True,d02771d2c97ae1210aa99694ed45f32b8b7e5b0340ae1cde9142fdf7cc9df504,4e28cd1cbae8a3c75d173b29f4ce8b32cb0f4fc1344a6dac004b32d26a4a2eb6
E2A_VACCINE_H1,LA-0187,187,ebee8966197c6778cdfd3c9b74795a537c827852e85459ac6b6a5f4b809fd5f9,966dd40b6070501979425616d763b7354c3b0763ae33d28583fa819aed468c8b,966dd40b6070501979425616d763b7354c3b0763ae33d28583fa819aed468c8b,True,True,True,True,True,True,True,True,True,70da581ab4802039c06d87313696cc8874424fb48a24de975409bbba3da2c9da,44465c298fbc0c40d6a23940d79b462dac27e706cf7f5003d4c218143048fddf
E2A_VACCINE_H1,LA-0188,188,a12874d824774d3f0b261800d9aaf05f0bd46a255c9b46a67182d2e3a86b5523,5126b6056686e153437729e82ae7d589caca41e03b0afd03e1fedf9b88396d96,5126b6056686e153437729e82ae7d589caca41e03b0afd03e1fedf9b88396d96,True,True,True,True,True,True,True,True,True,fc1bedeedcd8303bd5b8045e87bc7e0c904a9b21c0baf070b56e8e5959920bb2,51cdb726fb84981859fa4537abf829ee77cfd04a776d87a6b10551eb70b692ec
E2A_VACCINE_H1,LA-0189,189,540e975fa23e1d9c4323a59e0d826910650ed03b00a52c4a1d1c23a2d8f021c3,c244c75f31c7bd2657928d2439d3db407258d7b03e079083f7400ccdce0c71c4,c244c75f31c7bd2657928d2439d3db407258d7b03e079083f7400ccdce0c71c4,True,True,True,True,True,True,True,True,True,817e4dc58726b9c2861ca02fd0d4b5cd1c9765f7e61e3d245317d426c62a9474,12dd4ed82e2029b6d63ef8214055efe2acf538968ff75926f24f44fb6126f5ff
E2A_VACCINE_H1,LA-0190,190,0473e62cfcac9d4e684fa3a0a59959fb0898aac76cebad5adbbecd86af07a745,50cca0dc7f48eb0e221921daa948f904d277d4f6bec68495c711564c03a49ed4,50cca0dc7f48eb0e221921daa948f904d277d4f6bec68495c711564c03a49ed4,True,True,True,True,True,True,True,True,True,06a40ab4a245735a8bdee60ae5a993a348c0c659634f577b8a91b8a31092e371,a4ee37a5b7480e78f7d82655de8d5211c04682b33d360355d921e55fd5f19232
E2A_VACCINE_H1,LA-0191,191,04a6cfc381e575596828fde088abd01bbb90a6f8e060f1baf34851f7bff52a71,3ad642703efc8bb84511516f15ddbd178e1819945b8fbb03162352a398212d9e,3ad642703efc8bb84511516f15ddbd178e1819945b8fbb03162352a398212d9e,True,True,True,True,True,True,True,True,True,c847a3fc8aeac7e62ed5983763c40690ce5211cb089d4378ec530af032a21be1,3fdfa92208084b6d2296efc414b5bc6cedf52feaf6b64a8fb6b7197619222305
E2A_VACCINE_H1,LA-0192,192,5c5bdef810f8771fd56289e99baab5fd72dfdf3cf610e4ddcdfbfdfedccf027a,48b5e242eea57c4af6bf18217ffd08322082b62527c7460e518f1f8ffc1ddc5a,48b5e242eea57c4af6bf18217ffd08322082b62527c7460e518f1f8ffc1ddc5a,True,True,True,True,True,True,True,True,True,29cf03d45f1152914e51becc92baf4636eef7846fc3e545fae221b7031f5475f,0f80c7be92c5a185cd29671a020108e6a77b32b4553a06ad7186df2904ede45b
E2A_VACCINE_H1,LA-0193,193,dbb94712d2a7aca8ed8533ed1a7a1b023bb5fd47b8e0863a834f8576151b0edf,3ad0d93a9920c52cf0bcc866e04dc6a2fd4acf2ddc486d4cef8b4a89586aa9da,3ad0d93a9920c52cf0bcc866e04dc6a2fd4acf2ddc486d4cef8b4a89586aa9da,True,True,True,True,True,True,True,True,True,3f129e3589d824974c7aeacf170cf3b455a94bed08710618d8e982a20c0eee66,b1eb9e78bfe507aa607a1a56a5299afea84858dd31ad4bf5b584b2252ea11e91
E2A_VACCINE_H1,LA-0194,194,ee1b34bb796dae0fff09e7d705c3288214fc78f0c947e0371bf56606f70ab6be,2490488fb9fdb14f384b11c1df4e7ee70f1b882b533af1613d40fa37f4255ebc,2490488fb9fdb14f384b11c1df4e7ee70f1b882b533af1613d40fa37f4255ebc,True,True,True,True,True,True,True,True,True,4cf96a565aa020172a05449783a03a528152817b673d1be5383056a76932ec19,6693391ded24e2bc51a7426c8f68244469489b0c6e936f942568bfc05ec09170
E2A_VACCINE_H1,LA-0195,195,f2613aced52600c65bc8cdd53750eff7573085e465ad10361232f8fac93ba787,4ebad453c580718727b4027676decb11ef37bec3f6f82a057c4c7e2e2e321839,4ebad453c580718727b4027676decb11ef37bec3f6f82a057c4c7e2e2e321839,True,True,True,True,True,True,True,True,True,553138d51ed09fd6d4fe047870b4d84e3619f3e9d635b448e99810c6b7756904,c1dae7d18771c4c504e9e6fa0cca20812969b3de1508e80915d19790d09b5597
E2A_VACCINE_H1,LA-0196,196,ecca1844ab06c3365026ff85aeaba74e3706fb644552a123e50dd69343dc2045,dd18762f463998d2762e70d49a0ed8e02244e11a282967874fd06a42185d7183,dd18762f463998d2762e70d49a0ed8e02244e11a282967874fd06a42185d7183,True,True,True,True,True,True,True,True,True,f912278743d917ac766e97ada14853327c3c30e67f1dd4863bdf47657b9cba98,d66a4d16812742d311ee46ab63c5a280dcbd6e2f0bdebb7c63582f7c211d0814
E2A_VACCINE_H1,LA-0197,197,b3c6834eaa541b9262f7238445c6b1ba82033509df39012d82f2863040ec0ecc,c2b869d9d42201a046fb8ba00be0dad02600ad11489e7be38bf0d3dfa84b86e1,c2b869d9d42201a046fb8ba00be0dad02600ad11489e7be38bf0d3dfa84b86e1,True,True,True,True,True,True,True,True,True,69b3bf86a9b7ca2527d94dd3d221780f9bcc96bbd033235ac5930bd59c32d4c7,3ff0a6b135124fb979907dd57cd535f2db678b4044e25ae10f8876726d92b31b
E2A_VACCINE_H1,LA-0198,198,28d04d1396e976e176b3ad1ed972b6a74cc27bae42c442017a1ee4600c2bc65c,efcc3e07f1b9908858509920e73d029814efc9edc6b8fec7646ccc8d90053085,efcc3e07f1b9908858509920e73d029814efc9edc6b8fec7646ccc8d90053085,True,True,True,True,True,True,True,True,True,fd64ab9fbda1b3ae6f72f270a6cc8994db3d5d46006323b979fadd2964a68c47,a4caf2fff322d592f1b935606824568f81e6e55ec71950544877b56065909570
E2A_VACCINE_H1,LA-0199,199,d1c9720b2467c7b41bbb1bad91de73ac79a2817a1a0aec29b42ba803608c2733,e95dfcccaca812bf8926dbf444ba356a708b98c85622f4ed511086972067d805,e95dfcccaca812bf8926dbf444ba356a708b98c85622f4ed511086972067d805,True,True,True,True,True,True,True,True,True,b6639586b514fa734e486bde7f375464e4d6415f6cc8bce5a47787d0347c3df9,76817a7f759c27f91453a6a364f7c6542a386212980ba853e7e310c256c6212e
E2A_VACCINE_H1,LA-0200,200,f2534f7fe860fe08da03ba5287d920a0459e5fbf1e54cb66a0bfbb1664b672a9,3774abc5b153609179c4046eac1cf05c617ade853b6de02a2740cf3b6213a6a5,3774abc5b153609179c4046eac1cf05c617ade853b6de02a2740cf3b6213a6a5,True,True,True,True,True,True,True,True,True,49233124b577fb693cf610e0bc30f1de7f2fec4bc3a67a877c3993a7db87872f,87588e177f4dbb7186308018e25a2937ed98f8145aa0e9132c7401742eacfb6f
E2A_VACCINE_H1,LA-0202,202,84052096e398a045e260837ad8a1eaba88a7c1f75a94b2ae2b14a6c0b6895cd7,ac7f3e97b69dba71672180d4c862dab3e23cd40fda7f119f73012fa58a36cdde,ac7f3e97b69dba71672180d4c862dab3e23cd40fda7f119f73012fa58a36cdde,True,True,True,True,True,True,True,True,True,682bd9f93a39e3c986a0ba59b06517505a53c875c9998fd2ce17b65c9507c378,7f9b80115cb9d296d012863e2d16e553c45db73affe7c8b9fc1be4cb122e8b5e
E2A_VACCINE_H1,LA-0203,203,75f52792602025983e1e240022e273feaa2e8955ea59a2b5528dbaf6a94c34b2,acd5000936aa4bbdcc882d32dc4309e559111a2ed5897052924215f2fb3637d9,acd5000936aa4bbdcc882d32dc4309e559111a2ed5897052924215f2fb3637d9,True,True,True,True,True,True,True,True,True,44bc899e946ebdde082fc99071f2777cfbe981ed2c4b9d834759d56ecb78ed18,856ca8352e478bb371a7b3c677857a6e3b033c47f3aa86d315264346b646a262
