simulation_id,sample_index,input_sha256,B075_policy_label,B075_T_COST,B075_worst_total_shortage,B075_budget_usage,B075_portfolio_pattern,B075_C_Q,B075_C_F,B075_C_R,B075_worst_exercise_cost,B075_Q_Water,B075_F_Water,B075_R_Water,B075_worst_shortage_Water,B075_Q_Vaccine,B075_F_Vaccine,B075_R_Vaccine,B075_worst_shortage_Vaccine,B075_Q_Crackers,B075_F_Crackers,B075_R_Crackers,B075_worst_shortage_Crackers,B100_policy_label,B100_T_COST,B100_worst_total_shortage,B100_budget_usage,B100_portfolio_pattern,B100_C_Q,B100_C_F,B100_C_R,B100_worst_exercise_cost,B100_Q_Water,B100_F_Water,B100_R_Water,B100_worst_shortage_Water,B100_Q_Vaccine,B100_F_Vaccine,B100_R_Vaccine,B100_worst_shortage_Vaccine,B100_Q_Crackers,B100_F_Crackers,B100_R_Crackers,B100_worst_shortage_Crackers,B125_policy_label,B125_T_COST,B125_worst_total_shortage,B125_budget_usage,B125_portfolio_pattern,B125_C_Q,B125_C_F,B125_C_R,B125_worst_exercise_cost,B125_Q_Water,B125_F_Water,B125_R_Water,B125_worst_shortage_Water,B125_Q_Vaccine,B125_F_Vaccine,B125_R_Vaccine,B125_worst_shortage_Vaccine,B125_Q_Crackers,B125_F_Crackers,B125_R_Crackers,B125_worst_shortage_Crackers,policy_transition_B075_B100,delta_T_COST_B075_B100,delta_worst_total_shortage_B075_B100,R_transition_Water_B075_B100,R_transition_Vaccine_B075_B100,R_transition_Crackers_B075_B100,policy_transition_B100_B125,delta_T_COST_B100_B125,delta_worst_total_shortage_B100_B125,R_transition_Water_B100_B125,R_transition_Vaccine_B100_B125,R_transition_Crackers_B100_B125,policy_transition_B075_B125,delta_T_COST_B075_B125,delta_worst_total_shortage_B075_B125,R_transition_Water_B075_B125,R_transition_Vaccine_B075_B125,R_transition_Crackers_B075_B125,row_sha256
LA-0621,621,30f4e2b5bdd3e36658139015d040a4b63ff5870c69b61c5fb4b414b7a24e1a81,P4,1237056155.743062,1790546349.483413,0.9999999999999999,Q[NONE]|F[Crackers],0.0,4737409.503281886,0.0,9616019.888296971,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,176567628.21799552,R0,1770589005.4190266,P4,1230417914.324083,1821550537.8027725,1.0,Q[NONE]|F[Water+Crackers],0.0,6316546.004375848,0.0,12821359.85106263,0.0,20088429.645522833,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,96592135.51766519,R0,1811993193.7383862,P4,1223779672.9051044,1729605686.4294307,0.9999999999999999,Q[NONE]|F[Crackers],0.0,7895682.505469808,0.0,16026699.813828284,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,294279380.36332583,R0,1709648342.3650444,P4->P4,-6638241.4189789295,31004188.31935954,NONE->R0,NONE->NONE,R0->R0,P4->P4,-6638241.418978691,-91944851.3733418,R0->NONE,NONE->NONE,R0->R0,P4->P4,-13276482.83795762,-60940663.05398226,NONE->NONE,NONE->NONE,R0->R0,e24bfa0befacba1970b92b706f5e4e027bc67a620f173e31365273284ce695a9
LA-0622,622,b9d0fecb7db75e22ae34b15233cd4e6f0ff155368d8bbb9d347e9e7a27d7434a,P4,1234042042.1486237,1782506140.364659,1.0,Q[NONE]|F[Crackers],0.0,4626811.295426352,0.0,9726618.096152507,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,129378933.03502277,R0,1762548796.3002727,P4,1226399096.1981652,1810830258.9777675,1.0,Q[NONE]|F[Water+Crackers],0.0,6169081.727235137,0.0,12968824.12820334,0.0,13529659.305349628,R0,1.862645149230957e-09,0.0,0.0,NONE,9557344.06438629,0.0,79001612.67585886,R0,1801272914.913381,P4,1218756150.247707,1777679857.744525,1.0,Q[NONE]|F[Water+Crackers],0.0,7711352.159043919,0.0,16211030.160254177,0.0,13529659.305349628,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,122127923.68753308,R0,1768122513.6801386,P4->P4,-7642945.950458527,28324118.613108397,NONE->R0,NONE->NONE,R0->R0,P4->P4,-7642945.950458288,-33150401.23324251,R0->R0,NONE->NONE,R0->R0,P4->P4,-15285891.900916815,-4826282.620134115,NONE->R0,NONE->NONE,R0->R0,b572f02634f0f0bc27011f81d2ba2228cbdf368a2c3ee57811dbcaef20d9828a
LA-0623,623,3adc26c37f58953be33f2785efbc13949f524d834304a91819216205b5595ee1,P4,1234259563.6304567,1880989468.5154228,1.0,Q[NONE]|F[Water+Vaccine],0.0,956476.6691224701,0.0,13396952.722456388,0.0,400873.4039151023,R0,10083247.311328743,0.0,824043.0048668463,R0,8906221.204093978,0.0,0.0,NONE,1862000000.0,P4,1226689124.8406093,1880767513.2974415,0.9999999999999998,Q[NONE]|F[Water+Vaccine],0.0,1275302.225496627,0.0,17862603.629941847,0.0,400873.4039151023,R0,10083247.311328743,0.0,1104943.3631940198,R0,8684265.986112753,0.0,0.0,NONE,1862000000.0,P4,1219118686.0507622,1880847567.9744802,0.9999999999999999,Q[NONE]|F[Vaccine],0.0,1594127.7818707838,0.0,22328254.53742731,0.0,0.0,NONE,10400000.0,0.0,1404501.7916358681,R0,8447567.974480165,0.0,0.0,NONE,1862000000.0,P4->P4,-7570438.789847374,-221955.2179813385,R0->R0,R0->R0,NONE->NONE,P4->P4,-7570438.789847136,80054.67703866959,R0->NONE,R0->R0,NONE->NONE,P4->P4,-15140877.57969451,-141900.54094266891,R0->NONE,R0->R0,NONE->NONE,cbb6a4af30d67bc25eb7c0977c6a550ae38759b11cdc1ab38d12ac078766f86b
LA-0624,624,a5d87dfc044d99c1808dfa2078b88e7d3fa889603a6fa05613e9bbdf178be0d7,P4,1231472738.7001526,1881241413.2888145,1.0000000000000002,Q[NONE]|F[Vaccine],0.0,6951884.263216272,737172.7002083518,6664372.428154236,0.0,0.0,NONE,10400000.0,0.0,1092425.6867681337,R1,8841413.28881456,0.0,0.0,NONE,1862000000.0,P4,1222973358.2668705,1881002769.6969573,1.0,Q[NONE]|F[Vaccine],0.0,9269179.017621694,982896.9336111357,8885829.904205648,0.0,0.0,NONE,10400000.0,0.0,1456567.5823575114,R1,8602769.696957316,0.0,0.0,NONE,1862000000.0,P4,1214473977.8335888,1704782556.1703722,1.0,Q[NONE]|F[Crackers],0.0,11586473.772027116,1228621.167013919,11107287.38025706,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,270347770.96787137,R1,1684825212.1059859,P4->P4,-8499380.433282137,-238643.5918571949,NONE->NONE,R1->R1,NONE->NONE,P4->P4,-8499380.43328166,-176220213.5265851,NONE->NONE,R1->NONE,NONE->R1,P4->P4,-16998760.866563797,-176458857.1184423,NONE->NONE,R1->NONE,NONE->R1,b863dcec23117dc18df9d1a113d97a2dec6e7dff1fd92126f8a0082adbe86ed9
LA-0625,625,bed5aca9dd4d16db43ddbe6455bb416e59c283dff8e1e58459181d2870ba59f6,P4,1222458287.7343414,1880886503.08208,1.0,Q[NONE]|F[Water+Vaccine],0.0,355470.04001220496,0.0,13997959.351566654,0.0,427115.7961057839,R0,10197614.035297124,0.0,1832789.4267290924,R0,8688889.046782747,0.0,0.0,NONE,1862000000.0,P4,1210954090.312456,1708155872.812303,1.0,Q[NONE]|F[Crackers],0.0,473960.0533496066,0.0,18663945.80208887,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,366791016.6951169,R0,1688198528.7479167,P4,1199449892.8905704,1726180024.845633,0.9999999999999999,Q[NONE]|F[Water+Crackers],0.0,592450.0666870082,0.0,23329932.252611086,0.0,21948183.442569613,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,306804622.1732885,R0,1716622680.7812467,P4->P4,-11504197.42188549,-172730630.26977682,R0->NONE,R0->NONE,NONE->R0,P4->P4,-11504197.42188549,18024152.033329964,NONE->R0,NONE->NONE,R0->R0,P4->P4,-23008394.84377098,-154706478.23644686,R0->R0,R0->NONE,NONE->R0,fb150c8fff316960064d51dcc2d7308955b8f259b40cee8d13a37ea015f84326
LA-0626,626,81b33dbcce8673f59fa5904bd23c93aba001f02b0f5c90d8d13e9f9ae0d7a9f6,P4,1230722522.5952625,1773651254.658937,0.9999999999999999,Q[NONE]|F[Crackers],0.0,2118862.240103258,0.0,12234567.151475599,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,253758718.61862952,R0,1753693910.5945506,P4,1221973070.127017,1737549224.8571203,1.0,Q[NONE]|F[Crackers],0.0,2825149.6534710107,0.0,16312756.201967467,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,338344958.1581727,R0,1717591880.792734,P4,1213223617.6587718,1701447195.0553038,0.9999999999999999,Q[NONE]|F[Crackers],0.0,3531437.0668387627,0.0,20390945.25245933,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,422931197.6977158,R0,1681489850.9909174,P4->P4,-8749452.468245506,-36102029.8018167,NONE->NONE,NONE->NONE,R0->R0,P4->P4,-8749452.468245268,-36102029.80181646,NONE->NONE,NONE->NONE,R0->R0,P4->P4,-17498904.936490774,-72204059.60363317,NONE->NONE,NONE->NONE,R0->R0,1e427bfd85ad4f87b9e8681f284668fd7bce71312139a6db28556b0f9824bce4
LA-0627,627,1f0372d36502fa93f7f7778b59ddfd8636a7835370ee0bc252b1f05e2ea4ad8f,P4,1215743003.4211593,1795167603.4262671,1.0,Q[NONE]|F[Water+Crackers],0.0,3941348.229214096,0.0,10412081.162364762,0.0,15996667.711535204,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,117498201.68830296,R0,1785610259.3618808,P4,1202000377.8948796,1745746183.2647772,0.9999999999999998,Q[NONE]|F[Water+Crackers],0.0,5255130.972285461,0.0,13882774.883153014,0.0,15996667.711535204,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,193515320.54941085,R0,1736188839.2003908,P4,1188257752.3685997,1696324763.103287,1.0,Q[NONE]|F[Water+Crackers],0.0,6568913.715356827,0.0,17353468.60394127,0.0,15996667.711535204,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,269532439.4105188,R0,1686767419.0389006,P4->P4,-13742625.526279688,-49421420.16148996,R0->R0,NONE->NONE,R0->R0,P4->P4,-13742625.526279926,-49421420.1614902,R0->R0,NONE->NONE,R0->R0,P4->P4,-27485251.052559614,-98842840.32298017,R0->R0,NONE->NONE,R0->R0,09587413b480a2d45458156ba8d0a170befe6d7d58d16205075cae3201122f79
LA-0628,628,b5a2a0c146bec94cfa63cfaffc80633f1df8ee53e7f03719d210910befc3532a,P4,1237609224.4210567,1881066843.7276046,0.9999999999999999,Q[NONE]|F[Water+Vaccine],0.0,3594704.5746486904,0.0,10758724.816930167,0.0,469257.3944744657,R0,10101285.662517268,0.0,929650.5767269687,R0,8965558.06508746,0.0,0.0,NONE,1862000000.0,P4,1231155339.2280765,1823517633.6841035,0.9999999999999998,Q[NONE]|F[Water+Crackers],0.0,4792939.43286492,0.0,14344966.422573555,0.0,16337605.163717832,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,75466713.49734782,R0,1813960289.6197171,P4,1224701454.035096,1793539076.1274452,0.9999999999999999,Q[NONE]|F[Water+Crackers],0.0,5991174.291081149,0.0,17931208.028216943,0.0,16337605.163717832,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,122560736.26066267,R0,1783981732.0630589,P4->P4,-6453885.192980289,-57549210.04350114,R0->R0,R0->NONE,NONE->R0,P4->P4,-6453885.192980528,-29978557.556658268,R0->R0,NONE->NONE,R0->R0,P4->P4,-12907770.385960817,-87527767.6001594,R0->R0,R0->NONE,NONE->R0,c5e3445ea4da16979b773f8ec9056a153477a93152c9c04f57c0be80b8be089d
LA-0629,629,2a0d5e5f26afafe18293160257030cf153fdd99cb38b0d8b7e3947944055a70e,P4,1228435332.967849,1829024649.805615,1.0000000000000002,Q[NONE]|F[Water+Crackers],0.0,1211201.968431178,0.0,13142227.423147682,0.0,25535266.302590895,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,104431122.54465476,R0,1819467305.7412286,P4,1218923483.9571326,1790888911.770574,1.0,Q[NONE]|F[Water+Crackers],0.0,1614935.9579082374,0.0,17522969.897530243,0.0,25535266.302590895,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,198066336.61875194,R0,1781331567.7061877,P4,1209411634.9464161,1691278653.8891826,1.0,Q[NONE]|F[Crackers],0.0,2018669.9473852962,0.0,21903712.3719128,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,468176070.3704859,R0,1671321309.8247962,P4->P4,-9511849.010716438,-38135738.035040855,R0->R0,NONE->NONE,R0->R0,P4->P4,-9511849.010716438,-99610257.88139153,R0->NONE,NONE->NONE,R0->R0,P4->P4,-19023698.021432877,-137745995.91643238,R0->NONE,NONE->NONE,R0->R0,4a6a09d25b38bc67546ae548afb0405f7e798867ec71b26555334211409c7a4c
LA-0630,630,2ba9baed29f4b4da99898ac12ebab6c15de57cd95ad01cedebfb430fb8299700,P4,1224707219.0027506,1819079830.2230856,1.0,Q[NONE]|F[Water+Crackers],0.0,3977613.831516875,0.0,10375815.560061984,0.0,24898196.58502983,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,125634178.4533011,R0,1809522486.1586993,P4,1213952665.337001,1880840713.5578034,1.0,Q[NONE]|F[Vaccine],0.0,5303485.108689167,0.0,13834420.746749314,0.0,0.0,NONE,10400000.0,0.0,2673277.48709085,R0,8440713.557803296,0.0,0.0,NONE,1862000000.0,P4,1203198111.6712518,1736178474.4313178,1.0,Q[NONE]|F[Water+Crackers],0.0,6629356.385861456,0.0,17293025.93343664,0.0,24898196.58502983,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,324104779.7676217,R0,1726621130.3669314,P4->P4,-10754553.66574955,61760883.33471775,R0->NONE,NONE->R0,R0->NONE,P4->P4,-10754553.665749311,-144662239.1264856,NONE->R0,R0->NONE,NONE->R0,P4->P4,-21509107.33149886,-82901355.79176784,R0->R0,NONE->NONE,R0->R0,ac21fe32369b9c02950ff3726d59cab158f6c08b1981bf44b2a1a3114816d4c7
LA-0631,631,07d3cad6cf5a0d9c3c1ef47e5f6e9390bfdc4304c3135b83808496244f25881a,P4,1233460991.4459093,1842430695.6817892,1.0,Q[NONE]|F[Water+Crackers],0.0,1434135.4904212686,0.0,12919293.90115759,0.0,14842168.354678974,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,41567559.50981193,R0,1832873351.6174028,P4,1225624361.9278798,1747289119.7591224,1.0,Q[NONE]|F[Crackers],0.0,1912180.6538950251,0.0,17225725.201543454,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,192189274.72734597,R0,1727331775.694736,P4,1217787732.40985,1713622063.6828065,1.0,Q[NONE]|F[Crackers],0.0,2390225.817368781,0.0,21532156.501929313,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,240236593.40918246,R0,1693664719.6184201,P4->P4,-7836629.518029451,-95141575.92266679,R0->NONE,NONE->NONE,R0->R0,P4->P4,-7836629.518029928,-33667056.07631588,NONE->NONE,NONE->NONE,R0->R0,P4->P4,-15673259.03605938,-128808631.99898267,R0->NONE,NONE->NONE,R0->R0,a5d088bf68100ab887825badea89d10415c52bf1282dc67111189ab3cd440062
LA-0632,632,09fa919dce5aca4e4a9326da31ac6f126fe2a5563c26fb6e5b4f3863fa371daa,P4,1240950165.8098996,1881411674.6266584,1.0,Q[NONE]|F[Vaccine],0.0,2939564.302301784,1305914.0617990203,10107951.027478054,0.0,0.0,NONE,10400000.0,0.0,873221.9334246363,R1,9011674.626658536,0.0,0.0,NONE,1862000000.0,P4,1235609927.7465334,1881229784.8140826,1.0,Q[NONE]|F[Vaccine],0.0,3919419.0697357124,1741218.7490653605,13477268.036637405,0.0,0.0,NONE,10400000.0,0.0,1164295.9112328484,R1,8829784.814082617,0.0,0.0,NONE,1862000000.0,P4,1230269689.6831672,1881047895.0015068,1.0,Q[NONE]|F[Vaccine],0.0,4899273.83716964,2176523.4363317,16846585.045796756,0.0,0.0,NONE,10400000.0,0.0,1455369.8890410603,R1,8647895.0015067,0.0,0.0,NONE,1862000000.0,P4->P4,-5340238.063366175,-181889.8125758171,NONE->NONE,R1->R1,NONE->NONE,P4->P4,-5340238.063366175,-181889.8125758171,NONE->NONE,R1->R1,NONE->NONE,P4->P4,-10680476.12673235,-363779.6251516342,NONE->NONE,R1->R1,NONE->NONE,4e9a3c0b313b7903439888dafe354e2659ac44a1801dd7a72c856161d0a13dcb
LA-0633,633,633a6a723b977918919fa56852b0aba2c042d2f3438fff7b6bd1d9fbb3cf24a0,P1,1228967069.8773649,1871280452.0064275,1.0,Q[Water+Vaccine]|F[NONE],14353429.391578859,0.0,0.0,0.0,13914901.397747755,0.0,NONE,0.0,370473.62349178945,0.0,NONE,9280452.006427601,0.0,0.0,NONE,1862000000.0,P1,1219943975.937116,1871032399.9367936,1.0,Q[Water+Vaccine]|F[NONE],19137905.85543848,0.0,0.0,0.0,13914901.397747755,0.0,NONE,0.0,702360.1706518629,0.0,NONE,9032399.936793573,0.0,0.0,NONE,1862000000.0,P1,1210920881.996867,1870784347.8671596,1.0,Q[Water+Vaccine]|F[NONE],23922382.319298096,0.0,0.0,0.0,13914901.397747755,0.0,NONE,0.0,1034246.7178119363,0.0,NONE,8784347.867159544,0.0,0.0,NONE,1862000000.0,P1->P1,-9023093.940248966,-248052.06963396072,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,-9023093.940248966,-248052.06963396072,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,-18046187.880497932,-496104.13926792145,NONE->NONE,NONE->NONE,NONE->NONE,d2fbbe99d3f76a694d511322d2f6c7f2ae51d263a0183a885e4e59f2b5a44b88
LA-0634,634,6ba89c16ac37b206f82ca95c1de169efebaaca3744abaf7346380d1b8b390378,P4,1224330778.7098594,1818075668.110167,1.0,Q[NONE]|F[Water+Crackers],0.0,2250610.713483162,0.0,12102818.678095696,0.0,12615358.743585356,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,64874089.26640944,R0,1808518324.0457807,P4,1213450744.94648,1714815749.6636262,1.0,Q[NONE]|F[Crackers],0.0,3000814.284644216,0.0,16137091.570794262,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,202745305.22504094,R0,1694858405.5992398,P4,1202570711.1831005,1734504870.9097872,1.0,Q[NONE]|F[Water+Crackers],0.0,3751017.8558052694,0.0,20171364.463492826,0.0,12615358.743585356,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,166246741.87892988,R0,1724947526.8454008,P4->P4,-10880033.763379335,-103259918.44654083,R0->NONE,NONE->NONE,R0->R0,P4->P4,-10880033.763379574,19689121.246160984,NONE->R0,NONE->NONE,R0->R0,P4->P4,-21760067.52675891,-83570797.20037985,R0->R0,NONE->NONE,R0->R0,af6cc37c29b833d779ae97fb4ce0ca7fe23d69edb33bcbcf81bff49698e11448
LA-0635,635,a4962a555538274a67cfa945b5acb20d72f60a5bbc9c7c8c916af1f972f6fc8e,P2,1230645470.4506829,1834920236.3475316,1.0,Q[Water]|F[Crackers],9455884.203826007,1727202.6384238112,0.0,3170342.549329041,14599172.771076124,0.0,NONE,0.0,0.0,0.0,NONE,9557344.06438629,0.0,84009468.31957738,R0,1825362892.2831452,P2,1222012514.283299,1799128962.7900107,1.0,Q[Water]|F[Crackers],9455884.203826007,3414529.6675893418,0.0,6267491.98402313,14599172.771076124,0.0,NONE,0.0,0.0,0.0,NONE,9557344.06438629,0.0,166079425.51394922,R0,1789571618.7256243,P2,1213379558.115915,1763337689.2324898,1.0,Q[Water]|F[Crackers],9455884.203826007,5101856.696754872,0.0,9364641.418717217,14599172.771076124,0.0,NONE,0.0,0.0,0.0,NONE,9557344.06438629,0.0,248149382.70832103,R0,1753780345.1681035,P2->P2,-8632956.16738391,-35791273.55752087,NONE->NONE,NONE->NONE,R0->R0,P2->P2,-8632956.16738391,-35791273.55752087,NONE->NONE,NONE->NONE,R0->R0,P2->P2,-17265912.33476782,-71582547.11504173,NONE->NONE,NONE->NONE,R0->R0,324f1d5c034dc10383bc0df830449ea40b277fcddee3af2bab8970b7317a10ab
LA-0636,636,7797de0ff3db60fd6af5b341d4ad5965b4e9d3f131a27235078f0afb56b9ec7d,P4,1228505992.6101053,1881188115.895705,1.0,Q[NONE]|F[Vaccine],0.0,3825918.6077332865,0.0,10527510.783845572,0.0,0.0,NONE,10400000.0,0.0,975463.3684319118,R0,8788115.895705057,0.0,0.0,NONE,1862000000.0,P4,1219017696.813474,1871015759.3949058,1.0,Q[NONE]|F[Water+Vaccine],0.0,5101224.810311049,0.0,14036681.045127429,0.0,13188309.327106668,R0,0.0,0.0,686787.1296084357,R0,9015759.394905783,0.0,0.0,NONE,1862000000.0,P4,1209529401.0168433,1753067317.1158867,1.0,Q[NONE]|F[Water+Crackers],0.0,6376531.0128888115,0.0,17545851.306409284,0.0,13188309.327106668,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,150257993.03596336,R0,1743509973.0515003,P4->P4,-9488295.796631336,-10172356.50079918,NONE->R0,R0->R0,NONE->NONE,P4->P4,-9488295.796630621,-117948442.27901912,R0->R0,R0->NONE,NONE->R0,P4->P4,-18976591.593261957,-128120798.7798183,NONE->R0,R0->NONE,NONE->R0,3e35958eae48d08258bde42f45777491489be77a224a9f1841f1810a14fa2758
LA-0637,637,e71b6dc65ca73efe64c962e7f9ab0724f8378067927874baf7145d46126176ab,P4,1228603364.8663783,1829472878.3014781,0.9999999999999999,Q[NONE]|F[Water+Crackers],0.0,5624081.13436503,0.0,8729348.257213827,0.0,18140356.23400531,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,73406461.62086123,R0,1819915534.2370918,P4,1219147526.488505,1730012029.9187074,1.0,Q[NONE]|F[Crackers],0.0,7498774.84582004,0.0,11639131.009618437,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,265032896.79715973,R0,1710054685.854321,P4,1209691688.1106312,1753500221.2286386,1.0,Q[NONE]|F[Water+Crackers],0.0,9373468.55727505,0.0,14548913.762023047,0.0,18140356.23400531,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,205922910.0194411,R0,1743942877.1642523,P4->P4,-9455838.37787342,-99460848.38277078,R0->NONE,NONE->NONE,R0->R0,P4->P4,-9455838.37787366,23488191.30993128,NONE->R0,NONE->NONE,R0->R0,P4->P4,-18911676.75574708,-75972657.0728395,R0->R0,NONE->NONE,R0->R0,a8cc00a98ce214b5a15969dc989387ac056ced093a9231094e5ffb69dff3156c
LA-0638,638,12552ffda333a1c4f0a9c3027dfc500335d8cb4d9f60d2b64a346e70ebeed018,P4,1225199427.302226,1881128713.6733015,0.9999999999999999,Q[NONE]|F[Vaccine],0.0,4706872.993346189,0.0,9646556.398232669,0.0,0.0,NONE,10400000.0,0.0,1035862.0017689692,R0,8728713.673301363,0.0,0.0,NONE,1862000000.0,P4,1214608943.0696352,1779379786.4838226,1.0,Q[NONE]|F[Water+Crackers],0.0,6275830.657794919,0.0,12862075.19764356,0.0,13000928.923560519,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,115230180.23579976,R0,1769822442.4194362,P4,1204018458.8370442,1738366767.1270938,0.9999999999999999,Q[NONE]|F[Water+Crackers],0.0,7844788.322243647,0.0,16077593.997054446,0.0,13000928.923560519,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,166500117.69709215,R0,1728809423.0627074,P4->P4,-10590484.232590914,-101748927.18947887,NONE->R0,R0->NONE,NONE->R0,P4->P4,-10590484.232590914,-41013019.35672879,R0->R0,NONE->NONE,R0->R0,P4->P4,-21180968.465181828,-142761946.54620767,NONE->R0,R0->NONE,NONE->R0,46b418d9fe2729d1aab3005986aa7a26075672641aab35e0331116cfac3d4b85
LA-0639,639,4a72df578edeb421326e6855903210ae8cc935dd231e6acc2d3b66d5a4861908,P4,1223960509.8586004,1817087968.442916,1.0,Q[NONE]|F[Water+Crackers],0.0,7911800.690496359,0.0,6441628.7010825,0.0,19261059.02147461,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,100878640.260386,R0,1807530624.3785295,P4,1212957053.144801,1774973336.6203086,1.0,Q[NONE]|F[Water+Crackers],0.0,10549067.587328479,0.0,8588838.26811,0.0,19261059.02147461,R0,0.0,0.0,0.0,NONE,9557344.06438629,0.0,178875987.29912722,R0,1765415992.5559223,P4,1201953596.431002,1732858704.7977016,1.0,Q[NONE]|F[Water+Crackers],0.0,13186334.484160598,0.0,10736047.835137498,0.0,19261059.02147461,R0,7.450580596923828e-09,0.0,0.0,NONE,9557344.06438629,0.0,256873334.33786848,R0,1723301360.7333152,P4->P4,-11003456.713799477,-42114631.82260728,R0->R0,NONE->NONE,R0->R0,P4->P4,-11003456.713799,-42114631.82260704,R0->R0,NONE->NONE,R0->R0,P4->P4,-22006913.427598476,-84229263.64521432,R0->R0,NONE->NONE,R0->R0,406cb358916bc23052de6e8ed2f440ad52a3af0500fc6310236b48575a839d1b
LA-0640,640,556736df794676bfcfdd155f45ceac1062e109abce1a2289402e71788afcd5ae,P4,1207149332.3267584,1772243811.5611353,0.9999999999999999,Q[NONE]|F[Water+Crackers],0.0,3222339.5759023214,0.0,11131089.815676536,0.0,14954522.260020705,R0,3.725290298461914e-09,0.0,0.0,NONE,9557344.06438629,0.0,142806387.74434224,R0,1762686467.496749,P4,1190542149.769012,1653706607.5982504,1.0,Q[NONE]|F[Crackers],0.0,4296452.767869761,0.0,14841453.087568715,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,328209684.55278367,R0,1633749263.533864,P4,1173934967.211265,1596643923.4817164,1.0,Q[NONE]|F[Crackers],0.0,5370565.959837201,0.0,18551816.359460894,0.0,0.0,NONE,10400000.0,0.0,0.0,NONE,9557344.06438629,0.0,410262105.69097954,R0,1576686579.41733,P4->P4,-16607182.55774641,-118537203.9628849,R0->NONE,NONE->NONE,R0->R0,P4->P4,-16607182.557746887,-57062684.116533995,NONE->NONE,NONE->NONE,R0->R0,P4->P4,-33214365.115493298,-175599888.0794189,R0->NONE,NONE->NONE,R0->R0,4ece8151a0eae3ff6ab60bee8fd6406fe6d590382f73dd31dcb8914c69a143b3
LA-0641,641,4512c598ef900c7549d2933d16da725602014ce1f53d09c6ef3d34b215f54e33,P2,1231382197.5904975,1871323839.6126566,0.9999999999999999,Q[Water]|F[Vaccine],9575106.12942824,291459.14384839544,0.0,4486864.118302223,14783242.44160605,0.0,NONE,0.0,0.0,408643.86166045227,R0,9323839.612656632,0.0,0.0,NONE,1862000000.0,P2,1223152144.5755742,1802168949.6985557,1.0,Q[Water]|F[Crackers],9575106.12942824,583293.6090812266,0.0,8979506.116929011,14783242.44160605,0.0,NONE,0.0,0.0,0.0,NONE,9557344.06438629,0.0,121432980.04827687,R0,1792611605.6341693,P2,1214922091.560651,1767452428.468341,1.0,Q[Water]|F[Crackers],9575106.12942824,875128.0743140576,0.0,13472148.115555797,14783242.44160605,0.0,NONE,0.0,0.0,0.0,NONE,9557344.06438629,0.0,182188538.21363807,R0,1757895084.4039547,P2->P2,-8230053.014923334,-69154889.91410089,NONE->NONE,R0->NONE,NONE->R0,P2->P2,-8230053.014923096,-34716521.230214596,NONE->NONE,NONE->NONE,R0->R0,P2->P2,-16460106.02984643,-103871411.14431548,NONE->NONE,R0->NONE,NONE->R0,e5c87771f6bdd3d9c36749e9168070a786f0b60531ec07784ed19990469f27a1
