cell,simulation_id,sample_index,input_sha256,baseline_T_COST_REF,treated_T_COST_REF,delta_T_COST_REF,baseline_reference_shortage_loss,treated_reference_shortage_loss,delta_reference_shortage_loss,baseline_first_stage_cost,treated_first_stage_cost,delta_first_stage_cost,baseline_C_Q,treated_C_Q,delta_C_Q,baseline_C_F,treated_C_F,delta_C_F,baseline_C_R,treated_C_R,delta_C_R,baseline_emergency_expenditure,treated_emergency_expenditure,delta_emergency_expenditure,T_COST_REF_direction,baseline_Q_Water,treated_Q_Water,delta_Q_Water,baseline_F_Water,treated_F_Water,delta_F_Water,baseline_shortage_Water,treated_shortage_Water,delta_shortage_Water,baseline_reference_shortage_loss_Water,treated_reference_shortage_loss_Water,delta_reference_shortage_loss_Water,R_transition_Water,baseline_Q_Vaccine,treated_Q_Vaccine,delta_Q_Vaccine,baseline_F_Vaccine,treated_F_Vaccine,delta_F_Vaccine,baseline_shortage_Vaccine,treated_shortage_Vaccine,delta_shortage_Vaccine,baseline_reference_shortage_loss_Vaccine,treated_reference_shortage_loss_Vaccine,delta_reference_shortage_loss_Vaccine,R_transition_Vaccine,baseline_Q_Crackers,treated_Q_Crackers,delta_Q_Crackers,baseline_F_Crackers,treated_F_Crackers,delta_F_Crackers,baseline_shortage_Crackers,treated_shortage_Crackers,delta_shortage_Crackers,baseline_reference_shortage_loss_Crackers,treated_reference_shortage_loss_Crackers,delta_reference_shortage_loss_Crackers,R_transition_Crackers,audit_row_sha256
E2D_LAMBDA_VACCINE,LA-0004,4,3e085f99b3a348286c0d548d80cd6e1da6cc4b923aae5629e1906dad041615e0,1219546842.7838023,1219546842.7838023,0.0,1200408936.9283638,1200408936.9283638,0.0,2483165.939070249,2483165.9390702494,4.656612873077393e-10,0.0,0.0,0.0,2483165.939070249,2483165.9390702494,4.656612873077393e-10,0.0,0.0,0.0,16654739.916368227,16654739.91636823,1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,2246209.854615259,2246209.854615259,9557344.06438629,8541212.577758761,-1016131.4866275284,531999999.99999845,475438056.9283637,-56561943.07163477,NONE->R0,0.0,0.0,0.0,333528129.92772025,0.0,-333528129.92772025,1711119870.1674278,1862000000.0,150880129.83257222,641464616.9283653,698026560.0,56561943.07163465,R0->NONE,55cb0944f9310e5cda2089ae95c0c2bba1357ae32d8b67b69de1dcfdae0835f2
E2D_LAMBDA_CRACKERS,LA-0004,4,3e085f99b3a348286c0d548d80cd6e1da6cc4b923aae5629e1906dad041615e0,1219546842.7838023,1219546842.7838023,0.0,1200408936.9283638,1200408936.9283638,0.0,2483165.939070249,2483165.9390702494,4.656612873077393e-10,0.0,0.0,0.0,2483165.939070249,2483165.9390702494,4.656612873077393e-10,0.0,0.0,0.0,16654739.916368227,16654739.916368227,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,333528129.92772025,333528129.9277203,5.960464477539063e-08,1711119870.1674278,1711119870.1674278,0.0,641464616.9283653,641464616.9283653,0.0,R0->R0,a413c8d25bd674f2832c1b7ddc4db656b033d54ee6ebb17a272b11d5369582c3
E2D_LAMBDA_WATER,LA-0005,5,f25e7e4de55bb57ace9ac01e69a42d863af1de15ec9409e930cff173c5fdddfd,1231601707.3162727,1231601707.3162727,0.0,1212463801.4608343,1212463801.4608343,0.0,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,17637799.914796602,17637799.914796602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,535093.150015588,535093.150015588,0.0,0.0,0.0,0.0,9241830.293561982,9241830.293561982,0.0,514437241.4608342,514437241.4608342,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,279886e16b5ff643a0d4a9b5128406b99422f652f3e0077368aea8742076b10e
E2D_LAMBDA_VACCINE,LA-0005,5,f25e7e4de55bb57ace9ac01e69a42d863af1de15ec9409e930cff173c5fdddfd,1231601707.3162727,1232536235.6181595,934528.301886797,1212463801.4608343,1213398329.762721,934528.301886797,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,17637799.914796602,0.0,-17637799.914796602,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,535093.150015588,1327546.188640294,792453.0386247059,0.0,0.0,0.0,9241830.293561982,8774566.142618587,-467264.15094339475,514437241.4608342,488427449.76272106,-26009791.698113143,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,99b61e60d9086bc4e7a4a2790c9d1b9811ebdef695c211541f6d97b7b5777f07
E2D_LAMBDA_CRACKERS,LA-0005,5,f25e7e4de55bb57ace9ac01e69a42d863af1de15ec9409e930cff173c5fdddfd,1231601707.3162727,1234347600.5845268,2745893.2682540417,1212463801.4608343,1215209694.7290883,2745893.2682540417,19137905.85543848,7206234.632597633,-11931671.222840846,19137905.85543848,0.0,-19137905.85543848,0.0,5090089.392281597,5090089.392281597,0.0,2116145.2403160357,2116145.2403160357,0.0,11931671.222840846,11931671.222840846,worsened,17637799.914796602,0.0,-17637799.914796602,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,535093.150015588,0.0,-535093.150015588,0.0,0.0,0.0,9241830.293561982,9557344.06438629,315513.7708243076,514437241.4608342,531999999.99999845,17562758.539164245,NONE->NONE,0.0,0.0,0.0,0.0,123387053.62523267,123387053.62523267,1862000000.0,1750601191.6589038,-111398808.34109616,698026560.0,656265374.7290899,-41761185.270910144,NONE->R2,1761c0e826a43a82806ee01449fce99bfe3efd32a545120dc841723234171e68
E2D_LAMBDA_WATER,LA-0006,6,de42add8841adf6cdadffe7a2c3028d510ddac8675da732fcd463e1eae700250,1228010902.1554124,1228010902.1554124,0.0,1208872996.299974,1208872996.299974,0.0,7589533.079963017,7589533.079963017,0.0,0.0,0.0,0.0,5188605.725132992,5188605.7251329925,9.313225746154785e-10,2400927.354830025,2400927.3548300248,-4.656612873077393e-10,11548372.775475461,11548372.775475461,0.0,unchanged,0.0,0.0,0.0,0.0,11186183.104922896,11186183.104922896,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R2,0.0,0.0,0.0,0.0,408749.95313592703,408749.95313592703,9557344.06438629,9177321.721399358,-380022.342986932,531999999.99999845,510846436.29997385,-21153563.700024605,NONE->R2,0.0,0.0,0.0,138001015.2037785,0.0,-138001015.2037785,1733697920.1343775,1862000000.0,128302079.86562252,649928676.2999754,698026560.0,48097883.700024605,R2->NONE,d9e63f626fa38c93e68d1670bc105fc2317234f30d135405834f0f4b9f4ad4c6
E2D_LAMBDA_VACCINE,LA-0006,6,de42add8841adf6cdadffe7a2c3028d510ddac8675da732fcd463e1eae700250,1228010902.1554124,1228010902.1554124,0.0,1208872996.299974,1208872996.299974,0.0,7589533.079963017,7589533.079963017,0.0,0.0,0.0,0.0,5188605.725132992,5188605.7251329925,9.313225746154785e-10,2400927.354830025,2400927.3548300248,-4.656612873077393e-10,11548372.775475461,11548372.775475463,1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,929394.5921887123,929394.5921887123,9557344.06438629,8693268.832638219,-864075.2317480706,531999999.99999845,483902116.29997385,-48097883.700024605,NONE->R2,0.0,0.0,0.0,138001015.2037785,0.0,-138001015.2037785,1733697920.1343775,1862000000.0,128302079.86562252,649928676.2999754,698026560.0,48097883.700024605,R2->NONE,382bb6e5aa168f7e46c980e14d5618e57d3aef7df7ed58c60e6baf43b0b525f4
E2D_LAMBDA_CRACKERS,LA-0006,6,de42add8841adf6cdadffe7a2c3028d510ddac8675da732fcd463e1eae700250,1228010902.1554124,1228010902.1554124,0.0,1208872996.299974,1208872996.299974,0.0,7589533.079963017,7589533.079963015,-1.862645149230957e-09,0.0,0.0,0.0,5188605.725132992,5188605.725132991,-9.313225746154785e-10,2400927.354830025,2400927.3548300243,-9.313225746154785e-10,11548372.775475461,11548372.77547546,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,138001015.2037785,138001015.20377848,-2.9802322387695312e-08,1733697920.1343775,1733697920.1343775,0.0,649928676.2999754,649928676.2999754,0.0,R2->R2,f505393beabcb031a552abee86725fee0f3332cf3c73a53f14bd2c02a06a3f09
E2D_LAMBDA_WATER,LA-0007,7,d6f6e8df5bb443f5b329818d8f0da90fcdb1c41f5a2185ec6fb08a0a554268b3,1224101753.973965,1224101753.973965,0.0,1204963848.1185265,1204963848.1185265,0.0,1537727.6813731613,1537727.6813731613,0.0,0.0,0.0,0.0,1537727.6813731613,1537727.6813731613,0.0,0.0,0.0,0.0,17600178.174065318,17600178.174065318,0.0,unchanged,0.0,0.0,0.0,0.0,22152942.903177604,22152942.903177604,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,295507077.09389716,142407833.40644374,-153099243.68745342,1723270188.1096032,1795144707.955954,71874519.84635091,646019528.118528,672963848.118528,26944320.0,R0->R0,bca4c876378a07abdf1db186f55531d26be0ada2996bdae2145723e27e191a88
E2D_LAMBDA_VACCINE,LA-0007,7,d6f6e8df5bb443f5b329818d8f0da90fcdb1c41f5a2185ec6fb08a0a554268b3,1224101753.973965,1224101753.973965,0.0,1204963848.1185265,1204963848.1185265,0.0,1537727.6813731613,1537727.6813731613,0.0,0.0,0.0,0.0,1537727.6813731613,1537727.6813731613,0.0,0.0,0.0,0.0,17600178.174065318,17600178.174065318,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,1990149.7028772666,1990149.7028772666,9557344.06438629,8623041.24961423,-934302.8147720601,531999999.99999845,479992968.11852646,-52007031.88147199,NONE->R0,0.0,0.0,0.0,295507077.09389716,0.0,-295507077.09389716,1723270188.1096032,1862000000.0,138729811.89039683,646019528.118528,698026560.0,52007031.88147199,R0->NONE,9af21d27cf671595e23febf2f663b0e0366348584f09b6556a2d3d5043ba6fcf
E2D_LAMBDA_CRACKERS,LA-0007,7,d6f6e8df5bb443f5b329818d8f0da90fcdb1c41f5a2185ec6fb08a0a554268b3,1224101753.973965,1224101753.973965,0.0,1204963848.1185265,1204963848.1185265,0.0,1537727.6813731613,1537727.6813731613,0.0,0.0,0.0,0.0,1537727.6813731613,1537727.6813731613,0.0,0.0,0.0,0.0,17600178.174065318,17600178.174065318,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,295507077.09389716,295507077.09389716,0.0,1723270188.1096032,1723270188.1096032,0.0,646019528.118528,646019528.118528,0.0,R0->R0,d5f16d223ff96233976f1c714392280ecdbea61d8dcab5f3be1041977cff4fe2
E2D_LAMBDA_WATER,LA-0008,8,ac30e053d86741bf9a879366d9c9e2bce5e3aae131aedc9e7814d9d440230770,1234247683.2378776,1234247683.2378776,0.0,1215109777.3824391,1215109777.3824391,0.0,19137905.85543843,19137905.85543843,0.0,19137905.85543843,19137905.85543843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,18778115.09301475,18778115.09301475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,483859.6496734721,483859.6496734721,0.0,0.0,0.0,0.0,9289365.072262846,9289365.072262846,0.0,517083217.3824391,517083217.3824391,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,15e524781fd72390f51e38e796c381a672fabba2bf8a24c43917f756aef1d51f
E2D_LAMBDA_VACCINE,LA-0008,8,ac30e053d86741bf9a879366d9c9e2bce5e3aae131aedc9e7814d9d440230770,1234247683.2378776,1235182211.5397642,934528.3018865585,1215109777.3824391,1216044305.6843257,934528.3018865585,19137905.85543843,19137905.85543848,4.842877388000488e-08,19137905.85543843,19137905.85543848,4.842877388000488e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,18778115.09301475,0.0,-18778115.09301475,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,483859.6496734721,1327546.188640294,843686.5389668217,0.0,0.0,0.0,9289365.072262846,8822100.921319447,-467264.1509433985,517083217.3824391,491073425.68432575,-26009791.698113322,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,844dc6465d25164c55526ab0c897800d17813bf8edd0ade8a1745b00b49ef407
E2D_LAMBDA_CRACKERS,LA-0008,8,ac30e053d86741bf9a879366d9c9e2bce5e3aae131aedc9e7814d9d440230770,1234247683.2378776,1236231361.8490813,1983678.6112036705,1215109777.3824391,1217093455.9936428,1983678.6112036705,19137905.85543843,4344101.152044833,-14793804.703393597,19137905.85543843,0.0,-19137905.85543843,0.0,3618719.9716307796,3618719.9716307796,0.0,725381.1804140528,725381.1804140528,0.0,14793804.703393646,14793804.703393646,worsened,18778115.09301475,0.0,-18778115.09301475,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,483859.6496734721,0.0,-483859.6496734721,0.0,0.0,0.0,9289365.072262846,9557344.06438629,267978.99212344363,517083217.3824391,531999999.99999845,14916782.617559373,NONE->NONE,0.0,0.0,0.0,0.0,154216649.4866555,154216649.4866555,1862000000.0,1755626163.021885,-106373836.97811508,698026560.0,658149135.9936442,-39877424.00635576,NONE->R1,c238bdad676bab7cc85737d736704425d8b9039223dfe01aee5024fe8e25e86b
E2D_LAMBDA_WATER,LA-0009,9,3f9ef457cd3c688cef1bea2783ff0f7374d3b062b769b5658594d9d3df3f4303,1231866555.1965904,1231866555.1965904,0.0,1212728649.341152,1212728649.341152,0.0,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,17745663.72808323,17745663.72808323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,530246.9102912714,530246.9102912714,0.0,0.0,0.0,0.0,9246588.26784191,9246588.26784191,0.0,514702089.341152,514702089.341152,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,5158cacc753f86e57ed76912697507f57c347d3a16d09b36d4d4b50ea9c5e6d2
E2D_LAMBDA_VACCINE,LA-0009,9,3f9ef457cd3c688cef1bea2783ff0f7374d3b062b769b5658594d9d3df3f4303,1231866555.1965904,1232801083.4984772,934528.301886797,1212728649.341152,1213663177.6430387,934528.301886797,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,17745663.72808323,0.0,-17745663.72808323,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,530246.9102912714,1327546.188640294,797299.2783490225,0.0,0.0,0.0,9246588.26784191,8779324.116898512,-467264.1509433966,514702089.341152,488692297.6430388,-26009791.698113203,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,bcae5e56bb1255da4f76dc95d66cc0a5841809344d2e586b4bf918fd511dd411
E2D_LAMBDA_CRACKERS,LA-0009,9,3f9ef457cd3c688cef1bea2783ff0f7374d3b062b769b5658594d9d3df3f4303,1231866555.1965904,1235731417.8286953,3864862.6321048737,1212728649.341152,1216593511.9732568,3864862.6321048737,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,17745663.72808323,0.0,-17745663.72808323,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,530246.9102912714,0.0,-530246.9102912714,0.0,0.0,0.0,9246588.26784191,9557344.06438629,310755.7965443805,514702089.341152,531999999.99999845,17297910.658846438,NONE->NONE,0.0,204203007.42038497,204203007.42038497,0.0,0.0,0.0,1862000000.0,1754292552.2120636,-107707447.78793645,698026560.0,657649191.9732584,-40377368.026741624,NONE->NONE,a67f4e29a37d9356614635177065cc758e38f4305e775d2fd4404b24a10a008b
E2D_LAMBDA_WATER,LA-0010,10,06698b11d19baa7be4293ecf7d570cadf19ea3073caa2e34a72881399cc82472,1216833970.5307605,1216833970.5307605,0.0,1197696064.675322,1197696064.675322,0.0,5384998.5007976815,5384998.5007976815,0.0,0.0,0.0,0.0,5384998.5007976815,5384998.5007976815,0.0,0.0,0.0,0.0,13752907.354640797,13752907.354640797,0.0,unchanged,0.0,0.0,0.0,426298.26574119116,13263910.884596925,12837612.618855733,10065747.003106233,0.0,-10065747.003106233,26078337.33564763,0.0,-26078337.33564763,R0->R0,0.0,0.0,0.0,1338265.7747305832,740757.7484850485,-597508.0262455347,8508033.331051925,8976528.899743496,468495.5686915703,473591167.33967435,499669504.67532194,26078337.335647583,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,36d0e4e87a8983db94e6412b67a48fdc1cfe8bb126d83cbd426e4b955d6258eb
E2D_LAMBDA_VACCINE,LA-0010,10,06698b11d19baa7be4293ecf7d570cadf19ea3073caa2e34a72881399cc82472,1216833970.5307605,1216833970.5307605,0.0,1197696064.675322,1197696064.675322,0.0,5384998.5007976815,5384998.5007976815,0.0,0.0,0.0,0.0,5384998.5007976815,5384998.5007976815,0.0,0.0,0.0,0.0,13752907.354640797,13752907.354640797,0.0,unchanged,0.0,0.0,0.0,426298.26574119116,0.0,-426298.26574119116,10065747.003106233,10400000.0,334252.99689376727,26078337.33564763,26944320.000000004,865982.6643523723,R0->NONE,0.0,0.0,0.0,1338265.7747305832,1358107.2080965338,19841.433365950594,8508033.331051925,8492476.010982357,-15557.320069568232,473591167.33967435,472725184.67532194,-865982.664352417,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,2b1304db9df6117a21f8dc121c2aa687e45be059b8731dcebc4b8a9b39721cb9
E2D_LAMBDA_CRACKERS,LA-0010,10,06698b11d19baa7be4293ecf7d570cadf19ea3073caa2e34a72881399cc82472,1216833970.5307605,1216833970.5307605,0.0,1197696064.675322,1197696064.675322,0.0,5384998.5007976815,5384998.5007976815,0.0,0.0,0.0,0.0,5384998.5007976815,5384998.5007976815,0.0,0.0,0.0,0.0,13752907.354640797,13752907.354640797,0.0,unchanged,0.0,0.0,0.0,426298.26574119116,0.0,-426298.26574119116,10065747.003106233,10400000.0,334252.99689376727,26078337.33564763,26944320.000000004,865982.6643523723,R0->NONE,0.0,0.0,0.0,1338265.7747305832,0.0,-1338265.7747305832,8508033.331051925,9557344.06438629,1049310.7333343644,473591167.33967435,531999999.99999845,58408832.6603241,R0->NONE,0.0,0.0,0.0,0.0,201658343.0203944,201658343.0203944,1862000000.0,1703883228.4339616,-158116771.56603837,698026560.0,638751744.6753235,-59274815.32467651,NONE->R0,b7c245c5ae63100f4a906ec98ead2db5379700e572167c71aabaad06d1fd4c00
E2D_LAMBDA_WATER,LA-0011,11,d7c35ed9597b3fc9d08acf7141e130141104dec6b562dd2d3db68bb24ebfce1d,1219765134.0438602,1219765134.0438602,0.0,1200627228.1884217,1200627228.1884217,0.0,11400551.362441704,11400551.362441704,0.0,9008791.884475686,9008791.884475686,0.0,2391759.4779660185,2391759.4779660185,0.0,0.0,0.0,0.0,7737354.492996775,7737354.492996775,0.0,unchanged,13908895.91550978,13908895.91550978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,98865787.7174083,98865787.7174083,0.0,1783576686.3754356,1783576686.3754356,0.0,668627228.1884233,668627228.1884233,0.0,R0->R0,5dcc1cb6e7530bad438127fc2a9b8e092de5c3b2a3c6c0a87bf2261bf99e5d88
E2D_LAMBDA_VACCINE,LA-0011,11,d7c35ed9597b3fc9d08acf7141e130141104dec6b562dd2d3db68bb24ebfce1d,1219765134.0438602,1220561810.4698622,796676.4260020256,1200627228.1884217,1201423904.6144238,796676.4260020256,11400551.362441704,4518980.421129124,-6881570.941312579,9008791.884475686,0.0,-9008791.884475686,2391759.4779660185,4518980.421129124,2127220.9431631058,0.0,0.0,0.0,7737354.492996775,14618925.434309352,6881570.941312578,worsened,13908895.91550978,0.0,-13908895.91550978,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,0.0,0.0,0.0,0.0,1258017.976126672,1258017.976126672,9557344.06438629,8559446.403679643,-997897.6607066467,531999999.99999845,476453024.61442363,-55546975.38557482,NONE->R0,0.0,0.0,0.0,98865787.7174083,0.0,-98865787.7174083,1783576686.3754356,1862000000.0,78423313.62456441,668627228.1884233,698026560.0,29399331.811576724,R0->NONE,0393b75e654673d9037b3de64ebed0c95edd71c1d68ff0c02c2b79a6e9e6fe56
E2D_LAMBDA_CRACKERS,LA-0011,11,d7c35ed9597b3fc9d08acf7141e130141104dec6b562dd2d3db68bb24ebfce1d,1219765134.0438602,1220561810.4698622,796676.4260020256,1200627228.1884217,1201423904.6144238,796676.4260020256,11400551.362441704,4518980.421129125,-6881570.9413125785,9008791.884475686,0.0,-9008791.884475686,2391759.4779660185,4518980.421129125,2127220.9431631067,0.0,0.0,0.0,7737354.492996775,14618925.434309352,6881570.941312578,worsened,13908895.91550978,0.0,-13908895.91550978,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,98865787.7174083,186796608.57638466,87930820.85897636,1783576686.3754356,1713827317.046589,-69749369.3288467,668627228.1884233,642479584.6144252,-26147643.573998094,R0->R0,7cc891d9dc13d3b180e45b84b33f45f14afcf23e1ed84c0801c76b752f55d303
E2D_LAMBDA_WATER,LA-0012,12,5c1441ad663de3d58521ae8885de5adade81efac16c906e57da0eb3982b22bde,1160699291.0929866,1160699291.0929866,0.0,1141561385.237548,1141561385.237548,0.0,190920.19598620152,190920.19598620152,0.0,0.0,0.0,0.0,190920.19598620152,190920.19598620152,0.0,0.0,0.0,0.0,18946985.659452274,18946985.659452274,0.0,unchanged,0.0,0.0,0.0,13035524.507019604,13035524.507019604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,1992017.2712678763,1992017.2712678763,0.0,7968073.175437413,7968073.175437413,0.0,443534825.2375482,443534825.2375482,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,6f766158984c4e6b927a2b525196a62cb6b642d935898026e73f9995d0a4f3ae
E2D_LAMBDA_VACCINE,LA-0012,12,5c1441ad663de3d58521ae8885de5adade81efac16c906e57da0eb3982b22bde,1160699291.0929866,1160699291.0929866,0.0,1141561385.237548,1141561385.237548,0.0,190920.19598620152,190920.19598620152,0.0,0.0,0.0,0.0,190920.19598620152,190920.19598620152,0.0,0.0,0.0,0.0,18946985.659452274,18946985.65945228,3.725290298461914e-09,unchanged,0.0,0.0,0.0,13035524.507019604,0.0,-13035524.507019604,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,1992017.2712678763,2598736.818781285,606719.5475134088,7968073.175437413,7484020.286676275,-484052.88876113854,443534825.2375482,416590505.2375482,-26944320.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,0e30a03e9a00679b43719b10f886aae8ba4588c1fe4d3c6898dfc4072e0edcbc
E2D_LAMBDA_CRACKERS,LA-0012,12,5c1441ad663de3d58521ae8885de5adade81efac16c906e57da0eb3982b22bde,1160699291.0929866,1160699291.0929868,2.384185791015625e-07,1141561385.237548,1141561385.2375484,2.384185791015625e-07,190920.19598620152,190920.19598620152,0.0,0.0,0.0,0.0,190920.19598620152,190920.19598620152,0.0,0.0,0.0,0.0,18946985.659452274,18946985.65945228,3.725290298461914e-09,unchanged,0.0,0.0,0.0,13035524.507019604,0.0,-13035524.507019604,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,1992017.2712678763,0.0,-1992017.2712678763,7968073.175437413,9557344.06438629,1589270.8889488764,443534825.2375482,531999999.99999845,88465174.76245028,R0->NONE,0.0,0.0,0.0,0.0,385873042.7887363,385873042.7887363,1862000000.0,1554142833.0066948,-307857166.9933052,698026560.0,582617065.2375498,-115409494.76245022,NONE->R0,894c5be8bb7fb52435207406e37b8bc4135b9bb148605d691173ee414f8c7fb1
E2D_LAMBDA_WATER,LA-0013,13,bc772f5c68c2a5c12ac82feed6fbd90db6b85103f3312eab4179164c9d4e88f5,1216222844.6648905,1216222844.6648905,0.0,1197084938.809452,1197084938.809452,0.0,2198529.2713841423,2198529.2713841423,0.0,0.0,0.0,0.0,2198529.2713841423,2198529.2713841423,0.0,0.0,0.0,0.0,16939376.584054336,16939376.584054336,0.0,unchanged,0.0,0.0,0.0,0.0,13862942.27796842,13862942.27796842,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,1434077.2415854274,0.0,-1434077.2415854274,8481497.176082423,9557344.06438629,1075846.8883038666,472114058.809452,531999999.99999845,59885941.19054645,R0->NONE,0.0,0.0,0.0,0.0,117131788.09712619,117131788.09712619,1862000000.0,1774127557.6436553,-87872442.3563447,698026560.0,665084938.8094535,-32941621.190546513,NONE->R0,f63a2a9ef1c7f9feae5488dfe04788fe39f34028fe7a73b6a07970caa4194b82
