simulation_id,sample_index,input_sha256,BETA2_policy_label,BETA2_T_COST_REF,BETA2_reference_shortage_loss,BETA2_first_stage_cost,BETA2_C_Q,BETA2_C_F,BETA2_C_R,BETA2_emergency_expenditure,BETA2_Q_Water,BETA2_F_Water,BETA2_R_Water,BETA2_shortage_Water,BETA2_reference_shortage_loss_Water,BETA2_Q_Vaccine,BETA2_F_Vaccine,BETA2_R_Vaccine,BETA2_shortage_Vaccine,BETA2_reference_shortage_loss_Vaccine,BETA2_Q_Crackers,BETA2_F_Crackers,BETA2_R_Crackers,BETA2_shortage_Crackers,BETA2_reference_shortage_loss_Crackers,BETA4_policy_label,BETA4_T_COST_REF,BETA4_reference_shortage_loss,BETA4_first_stage_cost,BETA4_C_Q,BETA4_C_F,BETA4_C_R,BETA4_emergency_expenditure,BETA4_Q_Water,BETA4_F_Water,BETA4_R_Water,BETA4_shortage_Water,BETA4_reference_shortage_loss_Water,BETA4_Q_Vaccine,BETA4_F_Vaccine,BETA4_R_Vaccine,BETA4_shortage_Vaccine,BETA4_reference_shortage_loss_Vaccine,BETA4_Q_Crackers,BETA4_F_Crackers,BETA4_R_Crackers,BETA4_shortage_Crackers,BETA4_reference_shortage_loss_Crackers,BETA6_policy_label,BETA6_T_COST_REF,BETA6_reference_shortage_loss,BETA6_first_stage_cost,BETA6_C_Q,BETA6_C_F,BETA6_C_R,BETA6_emergency_expenditure,BETA6_Q_Water,BETA6_F_Water,BETA6_R_Water,BETA6_shortage_Water,BETA6_reference_shortage_loss_Water,BETA6_Q_Vaccine,BETA6_F_Vaccine,BETA6_R_Vaccine,BETA6_shortage_Vaccine,BETA6_reference_shortage_loss_Vaccine,BETA6_Q_Crackers,BETA6_F_Crackers,BETA6_R_Crackers,BETA6_shortage_Crackers,BETA6_reference_shortage_loss_Crackers,delta_T_COST_REF_BETA2_BETA4,delta_reference_shortage_loss_BETA2_BETA4,delta_first_stage_cost_BETA2_BETA4,delta_C_Q_BETA2_BETA4,delta_C_F_BETA2_BETA4,delta_C_R_BETA2_BETA4,delta_emergency_expenditure_BETA2_BETA4,T_COST_REF_direction_BETA2_BETA4,reference_shortage_direction_BETA2_BETA4,policy_transition_BETA2_BETA4,delta_Q_Water_BETA2_BETA4,delta_F_Water_BETA2_BETA4,delta_shortage_Water_BETA2_BETA4,delta_reference_shortage_loss_Water_BETA2_BETA4,R_transition_Water_BETA2_BETA4,delta_Q_Vaccine_BETA2_BETA4,delta_F_Vaccine_BETA2_BETA4,delta_shortage_Vaccine_BETA2_BETA4,delta_reference_shortage_loss_Vaccine_BETA2_BETA4,R_transition_Vaccine_BETA2_BETA4,delta_Q_Crackers_BETA2_BETA4,delta_F_Crackers_BETA2_BETA4,delta_shortage_Crackers_BETA2_BETA4,delta_reference_shortage_loss_Crackers_BETA2_BETA4,R_transition_Crackers_BETA2_BETA4,delta_T_COST_REF_BETA4_BETA6,delta_reference_shortage_loss_BETA4_BETA6,delta_first_stage_cost_BETA4_BETA6,delta_C_Q_BETA4_BETA6,delta_C_F_BETA4_BETA6,delta_C_R_BETA4_BETA6,delta_emergency_expenditure_BETA4_BETA6,T_COST_REF_direction_BETA4_BETA6,reference_shortage_direction_BETA4_BETA6,policy_transition_BETA4_BETA6,delta_Q_Water_BETA4_BETA6,delta_F_Water_BETA4_BETA6,delta_shortage_Water_BETA4_BETA6,delta_reference_shortage_loss_Water_BETA4_BETA6,R_transition_Water_BETA4_BETA6,delta_Q_Vaccine_BETA4_BETA6,delta_F_Vaccine_BETA4_BETA6,delta_shortage_Vaccine_BETA4_BETA6,delta_reference_shortage_loss_Vaccine_BETA4_BETA6,R_transition_Vaccine_BETA4_BETA6,delta_Q_Crackers_BETA4_BETA6,delta_F_Crackers_BETA4_BETA6,delta_shortage_Crackers_BETA4_BETA6,delta_reference_shortage_loss_Crackers_BETA4_BETA6,R_transition_Crackers_BETA4_BETA6,audit_row_sha256
LA-0219,219,5bef757b1be3533cf676a85395ee0324314ac146193a8d3071a96ed0904cd65d,P4,1189316014.7628834,1170178108.907445,1419089.8162455352,0.0,1419089.8162455352,0.0,17718816.039192945,0.0,14892190.585738482,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,228605086.94360563,R0,1702353043.393743,638178108.9074464,P4,1189316014.7628834,1170178108.907445,1419089.8162455352,0.0,1419089.8162455352,0.0,17718816.039192945,0.0,14892190.585738482,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,228605086.94360563,R0,1702353043.393743,638178108.9074464,P4,1189316014.7628834,1170178108.907445,1419089.8162455352,0.0,1419089.8162455352,0.0,17718816.039192945,0.0,14892190.585738482,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,228605086.94360563,R0,1702353043.393743,638178108.9074464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,b92f1c81d8d9107de782fa433f6864f535860cdf490d6d27b2d3c072cc147b2b
LA-0220,220,244497016d8f27d5db6f7899ca9a66ccf62b69016ea3e49dc7ba93a709ba3973,P4,1222632015.524519,1203494109.6690805,2534462.0516521465,0.0,2534462.0516521465,0.0,16603443.803786332,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,231321471.46376982,R0,1719349630.9994717,644549789.6690819,P4,1222632015.524519,1203494109.6690805,2534462.0516521465,0.0,2534462.0516521465,0.0,16603443.803786332,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,231321471.46376982,R0,1719349630.9994717,644549789.6690819,P4,1222632015.524519,1203494109.6690805,2534462.0516521465,0.0,2534462.0516521465,0.0,16603443.803786332,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,231321471.46376982,R0,1719349630.9994717,644549789.6690819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,6a78c24b46eac197ad1dd66c566f926d63cb59d12d676b697dadc15c09451464
LA-0221,221,2b7f0f9adcc4e5c60f04eb9202d3c271703e808e39e3c28423e9a43b14a88a6e,P4,1230319077.674871,1211181171.8194325,4716747.686308239,0.0,4716747.686308239,0.0,14421158.16913024,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,159683672.6858088,R0,1739855025.1265311,652236851.8194339,P4,1230319077.674871,1211181171.8194325,4716747.686308239,0.0,4716747.686308239,0.0,14421158.16913024,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,159683672.6858088,R0,1739855025.1265311,652236851.8194339,P4,1230319077.674871,1211181171.8194325,4716747.686308239,0.0,4716747.686308239,0.0,14421158.16913024,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,159683672.6858088,R0,1739855025.1265311,652236851.8194339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,50ca352425c0f7547369ff526dcdc60674dab80f8d7230d73e013ca849601a0e
LA-0222,222,b4857d22595373a3c8a611d1ebdf1d18a9f544bc795d256727fccea25734b07a,P4,1197951730.9288738,1178813825.0734353,8385857.012838252,0.0,7207901.688104793,1177955.3247334582,10752048.842600226,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,2151157.0819620043,R1,8153257.85199474,453842945.0734352,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1197951730.9288738,1178813825.0734353,8385857.01283825,0.0,7207901.688104792,1177955.324733458,10752048.842600228,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,2151157.081962004,R1,8153257.85199474,453842945.0734352,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1197951730.9288738,1178813825.0734353,8385857.012838252,0.0,7207901.688104793,1177955.3247334582,10752048.842600226,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,319414233.382237,R1,1653514471.493376,619869505.0734367,0.0,0.0,-1.862645149230957e-09,0.0,-1.862645149230957e-09,-2.3283064365386963e-10,1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-4.656612873077393e-10,0.0,0.0,R1->R1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,1.862645149230957e-09,0.0,1.862645149230957e-09,2.3283064365386963e-10,-1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-2151157.081962004,1404086.2123915497,78157054.92656326,R1->NONE,0.0,319414233.382237,-208485528.50662398,-78157054.92656326,NONE->R1,e4546a392c9c74b571153a767acd8125bc65c3dc5e54c9552a33191be0622e64
LA-0223,223,aa7445b5aef9746dda532765389b063f98842db71739dfc3334e1e0943417b11,P4,1218695867.1863906,1199557961.3309522,3948897.260695876,0.0,3044221.3519405825,904675.9087552935,15189008.594742602,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1583999.057885118,R1,8525924.858633086,474587081.3309521,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1218695867.1863906,1199557961.3309522,3948897.260695876,0.0,3044221.3519405825,904675.9087552935,15189008.594742602,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1583999.057885118,R1,8525924.858633086,474587081.3309521,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1218695867.1863906,1199557961.3309522,3948897.260695876,0.0,3044221.3519405825,904675.9087552935,15189008.594742602,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1583999.057885118,R1,8525924.858633086,474587081.3309521,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R1->R1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R1->R1,0.0,0.0,0.0,0.0,NONE->NONE,39b976bf7a4cdeae8e3810e5ce0614e13116fa15210b88d2956a9be3e921f407
LA-0224,224,ec7ba463fcc8875675b20bf2012612b7aee4f014952e4a882082e58cd770069d,P1,1226314675.6520805,1207176769.796642,19137905.85543848,19137905.85543848,0.0,0.0,0.0,15729236.578657832,0.0,NONE,0.0,0.0,620843.4602831437,0.0,NONE,9146849.12684396,509150209.7966421,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1226314675.6520805,1207176769.796642,19137905.85543848,19137905.85543848,0.0,0.0,0.0,15729236.578657832,0.0,NONE,0.0,0.0,620843.4602831437,0.0,NONE,9146849.12684396,509150209.7966421,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1226314675.6520805,1207176769.796642,19137905.85543848,19137905.85543848,0.0,0.0,0.0,15729236.578657832,0.0,NONE,0.0,0.0,620843.4602831437,0.0,NONE,9146849.12684396,509150209.7966421,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,85c54db8dc211165cc29c0828c085e7848b76f9ada8fcd84adf2cc0eb970803d
LA-0225,225,32db4626f4583c27c0d2c73d99b4e2f234fdf139fc9c44a741e1fbffdc7408b3,P4,1227314690.6329393,1208176784.7775009,1395050.48772534,0.0,1395050.48772534,0.0,17742855.36771314,0.0,440103.0830618564,R0,10112402.419094598,26199212.187390286,0.0,1320927.5877144411,R0,8694147.251187673,483951012.59011066,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1227314690.6329393,1208176784.7775009,1395050.4877253396,0.0,1395050.4877253396,0.0,17742855.36771314,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1341411.5462441307,R0,8680761.43966479,483205904.7775009,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1227314690.6329393,1208176784.7775009,1395050.4877253396,0.0,1395050.4877253396,0.0,17742855.36771314,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1341411.5462441307,R0,8680761.43966479,483205904.7775009,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,-4.656612873077393e-10,0.0,-4.656612873077393e-10,0.0,0.0,unchanged,unchanged,P4->P4,0.0,-440103.0830618564,287597.5809054021,745107.8126097172,R0->NONE,0.0,20483.958529689582,-13385.811522882432,-745107.8126097322,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,a44e0aca3c443e4d4d30e2c64ddfdb9f5eca2f138689df568dbc19e472120aee
LA-0226,226,5db8c42897c778381794c8f901390f4c88266f301e22be8cb9b2f0e6799a6d25,P2,1231343639.6377041,1212205733.7822657,13834943.643587641,11399627.230902184,2435316.412685458,0.0,5302962.211850836,17600165.556433816,0.0,NONE,0.0,0.0,0.0,598150.9883744641,R0,9237194.125148492,514179173.78226566,0.0,0.0,NONE,1862000000.0,698026560.0,P2,1231343639.6377041,1212205733.7822657,13834943.643587641,11399627.230902184,2435316.412685458,0.0,5302962.211850836,17600165.556433816,0.0,NONE,0.0,0.0,0.0,598150.9883744641,R0,9237194.125148492,514179173.78226566,0.0,0.0,NONE,1862000000.0,698026560.0,P2,1231343639.6377041,1212205733.7822657,13834943.643587641,11399627.230902184,2435316.412685458,0.0,5302962.211850836,17600165.556433816,0.0,NONE,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,88816358.87984468,R0,1814462584.7798421,680205733.7822672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P2->P2,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P2->P2,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-598150.9883744641,320149.93923779763,17820826.217732787,R0->NONE,0.0,88816358.87984468,-47537415.22015786,-17820826.217732787,NONE->R0,9a2d2f675ed076a6fd73f0dba40941421ec1fade884b43ffaf6fb22160047d35
LA-0227,227,2a72832f6a49efaf3ad9c76999af9764709bbda0604b5532f5feeda06ac1bea8,P4,1222488098.49828,1203350192.6428416,3858231.0332914544,0.0,3858231.0332914544,0.0,15279674.822147023,0.0,12569061.820752302,R0,3.725290298461914e-09,9.651482105255128e-09,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,86001087.13383293,R0,1790840249.260678,671350192.642843,P4,1222488098.49828,1203350192.6428416,3858231.0332914544,0.0,3858231.0332914544,0.0,15279674.822147023,0.0,12569061.820752302,R0,3.725290298461914e-09,9.651482105255128e-09,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,86001087.13383293,R0,1790840249.260678,671350192.642843,P4,1222488098.49828,1203350192.6428416,3858231.0332914544,0.0,3858231.0332914544,0.0,15279674.822147023,0.0,12569061.820752302,R0,3.725290298461914e-09,9.651482105255128e-09,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,86001087.13383293,R0,1790840249.260678,671350192.642843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,aa12cd8fe7738e886d70cc05d901da4a64d7ee47274381d17b3211e60af43b97
LA-0228,228,9a7cf482266b21d433ac9d5b4c7a3c408df6990466426254b045b477ff91c73c,P4,1215218891.078079,1196080985.2226405,9408038.00253289,0.0,9408038.00253289,0.0,9729867.852905588,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,201206707.84613845,R0,1699574971.251179,637136665.222642,P4,1215218891.078079,1196080985.2226405,9408038.00253289,0.0,9408038.00253289,0.0,9729867.852905588,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,201206707.84613845,R0,1699574971.251179,637136665.222642,P4,1215218891.078079,1196080985.2226405,9408038.00253289,0.0,9408038.00253289,0.0,9729867.852905588,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,201206707.84613845,R0,1699574971.251179,637136665.222642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,5395422aae39d4c0f2118cad929ac16b73b3546e15edffcbb19dad365dae73b8
LA-0229,229,8fe0b0a129a27ec3b9201d2b52a5a40b1581770750ada369214e69d9d2fa5500,P4,1211975904.7857907,1192837998.9303522,7490307.433105163,0.0,7490307.433105163,0.0,11647598.422333311,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,267273072.93511498,R0,1690924239.5709395,633893678.9303538,P4,1211975904.7857907,1192837998.9303522,7490307.433105163,0.0,7490307.433105163,0.0,11647598.422333311,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,267273072.93511498,R0,1690924239.5709395,633893678.9303538,P4,1211975904.7857907,1192837998.9303522,7490307.433105164,0.0,7490307.433105164,0.0,11647598.422333315,0.0,16248005.863331074,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,154982917.17669058,R0,1762798759.4172904,660837998.9303539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,9.313225746154785e-10,0.0,9.313225746154785e-10,0.0,3.725290298461914e-09,unchanged,unchanged,P4->P4,0.0,16248005.863331074,-10400000.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-112290155.7584244,71874519.84635091,26944320.00000012,R0->R0,2d1de3a3a9479f56907ffa6e0f693a759ea27e36be70e7e19f98c481fed409a7
LA-0230,230,6722e072a7e54ba3bc9227e09b9f6e8e3d8d965f2aa22fe5f185f73ef262702f,P4,1153281214.955219,1134143309.0997806,998491.4998447846,0.0,998491.4998447846,0.0,18139414.355593693,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,518056315.54713833,R0,1534354964.5213993,575198989.0997821,P4,1153281214.955219,1134143309.0997806,998491.4998447846,0.0,998491.4998447846,0.0,18139414.355593693,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,518056315.54713833,R0,1534354964.5213993,575198989.0997821,P4,1153281214.955219,1134143309.0997806,998491.4998447846,0.0,998491.4998447846,0.0,18139414.355593693,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,518056315.54713833,R0,1534354964.5213993,575198989.0997821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,c423838e471fa7ebec8999cae2a57ee6979eb00895040cb7e4cc2f7a30ce90d5
LA-0231,231,c19ae09cb55a3839287aec3371ba5d67a0a8141e47c80fb39f7629bea09a231e,P4,1228519390.2996926,1209381484.4442542,4564897.694355091,0.0,4564897.694355091,0.0,14573008.161083385,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,281542009.2608536,R0,1735054322.5679035,650437164.4442557,P4,1228519390.2996926,1209381484.4442542,4564897.694355091,0.0,4564897.694355091,0.0,14573008.161083385,0.0,23065274.498055216,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,122137631.4077767,R0,1806928842.4142544,677381484.4442557,P4,1228519390.2996926,1209381484.4442542,4564897.694355091,0.0,4564897.694355091,0.0,14573008.161083387,0.0,23065274.498055216,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,122137631.40777671,R0,1806928842.4142544,677381484.4442557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,23065274.498055216,-10400000.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-159404377.85307688,71874519.84635091,26944320.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,1.4901161193847656e-08,0.0,0.0,R0->R0,6a9735fad93efd7957d10970834d45a5310bc06bf1650e2b1a656e682322cc16
LA-0232,232,7c6f707dc90b1b6f1a0ecba913cae8658b14029bd1c1dd9f235ed106786c2bd0,P4,1208370973.059431,1189233067.2039926,6059505.173059726,0.0,6059505.173059726,0.0,13078400.682378752,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,237294231.8258954,R0,1681308011.1075385,630288747.203994,P4,1208370973.0594308,1189233067.2039924,6059505.173059725,0.0,6059505.173059725,0.0,13078400.682378752,0.0,13657827.478217945,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,142904828.73539427,R0,1753182530.9538894,657233067.203994,P4,1208370973.059431,1189233067.2039926,6059505.173059726,0.0,6059505.173059726,0.0,13078400.682378752,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,237294231.8258954,R0,1681308011.1075385,630288747.203994,-2.384185791015625e-07,-2.384185791015625e-07,-9.313225746154785e-10,0.0,-9.313225746154785e-10,0.0,0.0,unchanged,unchanged,P4->P4,0.0,13657827.478217945,-10400000.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-94389403.09050113,71874519.84635091,26944320.0,R0->R0,2.384185791015625e-07,2.384185791015625e-07,9.313225746154785e-10,0.0,9.313225746154785e-10,0.0,0.0,unchanged,unchanged,P4->P4,0.0,-13657827.478217945,10400000.0,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,94389403.09050113,-71874519.84635091,-26944320.0,R0->R0,b2c54af4666ef36f802ede676f97ce1f50d41da0681ef6b624399b8c391d5bbd
LA-0233,233,fadeb3e9ff215d9cb978aa304ce8f4e6030eff3b535dd9b7565b61ce8e62fbf3,P4,1232156631.7494042,1213018725.8939657,8169220.942456219,0.0,8169220.942456219,0.0,10968684.912982259,0.0,21098930.911326442,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,92041534.51014273,R0,1816631257.719716,681018725.8939672,P4,1232156631.7494042,1213018725.8939657,8169220.942456219,0.0,8169220.942456219,0.0,10968684.912982259,0.0,21098930.911326442,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,92041534.51014273,R0,1816631257.719716,681018725.8939672,P4,1232156631.7494042,1213018725.8939657,8169220.942456219,0.0,8169220.942456219,0.0,10968684.912982257,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,237856489.17580786,R0,1744756737.8733654,654074405.8939672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,-1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,-21098930.911326442,10400000.0,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,145814954.66566515,-71874519.84635067,-26944320.0,R0->R0,d3b3ef73f733fcc20e887e9b0db8d272ea6174e3381ec9fd60b9ec7d4e18cb44
