simulation_id,sample_index,input_sha256,BETA2_policy_label,BETA2_T_COST_REF,BETA2_reference_shortage_loss,BETA2_first_stage_cost,BETA2_C_Q,BETA2_C_F,BETA2_C_R,BETA2_emergency_expenditure,BETA2_Q_Water,BETA2_F_Water,BETA2_R_Water,BETA2_shortage_Water,BETA2_reference_shortage_loss_Water,BETA2_Q_Vaccine,BETA2_F_Vaccine,BETA2_R_Vaccine,BETA2_shortage_Vaccine,BETA2_reference_shortage_loss_Vaccine,BETA2_Q_Crackers,BETA2_F_Crackers,BETA2_R_Crackers,BETA2_shortage_Crackers,BETA2_reference_shortage_loss_Crackers,BETA4_policy_label,BETA4_T_COST_REF,BETA4_reference_shortage_loss,BETA4_first_stage_cost,BETA4_C_Q,BETA4_C_F,BETA4_C_R,BETA4_emergency_expenditure,BETA4_Q_Water,BETA4_F_Water,BETA4_R_Water,BETA4_shortage_Water,BETA4_reference_shortage_loss_Water,BETA4_Q_Vaccine,BETA4_F_Vaccine,BETA4_R_Vaccine,BETA4_shortage_Vaccine,BETA4_reference_shortage_loss_Vaccine,BETA4_Q_Crackers,BETA4_F_Crackers,BETA4_R_Crackers,BETA4_shortage_Crackers,BETA4_reference_shortage_loss_Crackers,BETA6_policy_label,BETA6_T_COST_REF,BETA6_reference_shortage_loss,BETA6_first_stage_cost,BETA6_C_Q,BETA6_C_F,BETA6_C_R,BETA6_emergency_expenditure,BETA6_Q_Water,BETA6_F_Water,BETA6_R_Water,BETA6_shortage_Water,BETA6_reference_shortage_loss_Water,BETA6_Q_Vaccine,BETA6_F_Vaccine,BETA6_R_Vaccine,BETA6_shortage_Vaccine,BETA6_reference_shortage_loss_Vaccine,BETA6_Q_Crackers,BETA6_F_Crackers,BETA6_R_Crackers,BETA6_shortage_Crackers,BETA6_reference_shortage_loss_Crackers,delta_T_COST_REF_BETA2_BETA4,delta_reference_shortage_loss_BETA2_BETA4,delta_first_stage_cost_BETA2_BETA4,delta_C_Q_BETA2_BETA4,delta_C_F_BETA2_BETA4,delta_C_R_BETA2_BETA4,delta_emergency_expenditure_BETA2_BETA4,T_COST_REF_direction_BETA2_BETA4,reference_shortage_direction_BETA2_BETA4,policy_transition_BETA2_BETA4,delta_Q_Water_BETA2_BETA4,delta_F_Water_BETA2_BETA4,delta_shortage_Water_BETA2_BETA4,delta_reference_shortage_loss_Water_BETA2_BETA4,R_transition_Water_BETA2_BETA4,delta_Q_Vaccine_BETA2_BETA4,delta_F_Vaccine_BETA2_BETA4,delta_shortage_Vaccine_BETA2_BETA4,delta_reference_shortage_loss_Vaccine_BETA2_BETA4,R_transition_Vaccine_BETA2_BETA4,delta_Q_Crackers_BETA2_BETA4,delta_F_Crackers_BETA2_BETA4,delta_shortage_Crackers_BETA2_BETA4,delta_reference_shortage_loss_Crackers_BETA2_BETA4,R_transition_Crackers_BETA2_BETA4,delta_T_COST_REF_BETA4_BETA6,delta_reference_shortage_loss_BETA4_BETA6,delta_first_stage_cost_BETA4_BETA6,delta_C_Q_BETA4_BETA6,delta_C_F_BETA4_BETA6,delta_C_R_BETA4_BETA6,delta_emergency_expenditure_BETA4_BETA6,T_COST_REF_direction_BETA4_BETA6,reference_shortage_direction_BETA4_BETA6,policy_transition_BETA4_BETA6,delta_Q_Water_BETA4_BETA6,delta_F_Water_BETA4_BETA6,delta_shortage_Water_BETA4_BETA6,delta_reference_shortage_loss_Water_BETA4_BETA6,R_transition_Water_BETA4_BETA6,delta_Q_Vaccine_BETA4_BETA6,delta_F_Vaccine_BETA4_BETA6,delta_shortage_Vaccine_BETA4_BETA6,delta_reference_shortage_loss_Vaccine_BETA4_BETA6,R_transition_Vaccine_BETA4_BETA6,delta_Q_Crackers_BETA4_BETA6,delta_F_Crackers_BETA4_BETA6,delta_shortage_Crackers_BETA4_BETA6,delta_reference_shortage_loss_Crackers_BETA4_BETA6,R_transition_Crackers_BETA4_BETA6,audit_row_sha256
LA-0406,406,43303d66b80307395ed570c527452ae2545ccf68ef7c3e344c42aa91a033c37f,P4,1222431960.8075774,1203294054.952139,10602974.595343279,0.0,10602974.595343279,0.0,8534931.2600952,0.0,472899.9628073968,R0,10121095.08474165,26221733.145548668,0.0,1501549.507368444,R0,8671766.625084653,482705217.41871214,0.0,16551498.698258886,R0,1852238327.9659576,694367104.3878782,P4,1222431960.8075776,1203294054.9521391,10602974.595343279,0.0,10602974.595343279,0.0,8534931.2600952,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1635029.2259593592,R0,8593043.528171513,478323174.95213914,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1222431960.8075776,1203294054.9521391,10602974.595343279,0.0,10602974.595343279,0.0,8534931.2600952,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,242777066.88487452,R0,1718815980.9862907,644349734.9521407,2.384185791015625e-07,2.384185791015625e-07,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,-472899.9628073968,278904.91525834985,722586.854451336,R0->NONE,0.0,133479.7185909152,-78723.09691314027,-4382042.466573,R0->R0,0.0,-16551498.698258886,9761672.034042358,3659455.6121218204,R0->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-1635029.2259593592,964300.5362147763,53676825.04785931,R0->NONE,0.0,242777066.88487452,-143184019.0137093,-53676825.04785931,NONE->R0,44a911cbf805a7b4998add09d981878e49749ebeea809b193524415769f4e923
LA-0407,407,0b337d20e02f5fe1e826fbf130a32406296d21b224e0eccd784effafd44599d7,P4,1220040663.1418483,1200902757.2864099,6679214.617555994,0.0,6679214.617555994,0.0,12458691.237882484,0.0,31951077.95397928,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,238675578.95915964,R0,1784311665.8301628,668902757.2864114,P4,1220040663.1418483,1200902757.2864099,6679214.617555994,0.0,6679214.617555994,0.0,12458691.237882484,0.0,31951077.95397928,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,238675578.95915964,R0,1784311665.8301628,668902757.2864114,P4,1220040663.1418483,1200902757.2864099,6679214.617555993,0.0,6679214.617555993,0.0,12458691.237882486,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,459489846.8933506,R0,1712437145.9838119,641958437.2864114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,-9.313225746154785e-10,0.0,-9.313225746154785e-10,0.0,1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,-31951077.95397928,10400000.0,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,220814267.93419096,-71874519.84635091,-26944320.0,R0->R0,be0d9c03081e00c7e982aaf0b4fd5dcb7ba7f8ffbe60ee92faa9567fa17a99d0
LA-0408,408,22ef7bf23419ed393d6dc00ca37ae46b74b1de9a6aa519508155f294ab1c260a,P1,1221830226.7545414,1202692320.899103,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14406933.847166311,0.0,NONE,0.0,0.0,680253.5240447321,0.0,NONE,9066286.305315875,504665760.89910287,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1221830226.7545414,1202692320.899103,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14406933.847166311,0.0,NONE,0.0,0.0,680253.5240447321,0.0,NONE,9066286.305315875,504665760.89910287,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1221830226.7545414,1202692320.899103,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14406933.847166311,0.0,NONE,0.0,0.0,680253.5240447321,0.0,NONE,9066286.305315875,504665760.89910287,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,32093232523cd6eb9d653db80e10d6a296c1cbe2b2ca45e46d8d2b81c68fe0b5
LA-0409,409,d913442f3337a0a02afd4970b676443ebc901b83c7b357c423a98df6473ae779,P4,1231419739.389715,1212281833.5342765,5219883.690241897,0.0,5219883.690241897,0.0,13918022.165196583,0.0,33114171.322131846,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,150715385.91074413,R0,1814665582.4111128,680281833.5342779,P4,1231419739.389715,1212281833.5342765,5219883.690241896,0.0,5219883.690241896,0.0,13918022.16519658,0.0,33114171.322131846,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,150715385.9107441,R0,1814665582.4111128,680281833.5342779,P4,1231419739.389715,1212281833.5342765,5219883.690241897,0.0,5219883.690241897,0.0,13918022.165196583,0.0,33114171.322131846,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,150715385.91074413,R0,1814665582.4111128,680281833.5342779,0.0,0.0,-9.313225746154785e-10,0.0,-9.313225746154785e-10,0.0,-1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-2.9802322387695312e-08,0.0,0.0,R0->R0,0.0,0.0,9.313225746154785e-10,0.0,9.313225746154785e-10,0.0,1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,2.9802322387695312e-08,0.0,0.0,R0->R0,a4a5d13fa97599f4569bbd1be3305f226c084ffc76001e55def5c03526140fa8
LA-0410,410,ace3856344a78e7d1dd524f1b1d0f174b0f2af6971133122152dcc812694be2d,P4,1216786319.2792413,1197648413.4238029,9783514.080075676,0.0,7022160.13255667,2761353.947519005,9354391.775362803,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,172892050.9032423,R2,1703756117.7544932,638704093.4238044,P4,1216786319.2792413,1197648413.4238029,9783514.080075676,0.0,7022160.13255667,2761353.947519005,9354391.775362803,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,172892050.9032423,R2,1703756117.7544932,638704093.4238044,P4,1216786319.2792413,1197648413.4238029,9783514.080075676,0.0,7022160.132556671,2761353.947519005,9354391.775362803,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1164375.0366953053,R2,8491619.959467571,472677533.4238029,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R2->R2,0.0,0.0,0.0,0.0,9.313225746154785e-10,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,1164375.0366953053,-1065724.1049187183,-59322466.57619554,NONE->R2,0.0,-172892050.9032423,158243882.24550676,59322466.5761956,R2->NONE,aa1beebd54fac828000102441647e789f1553ed890ee3e1b60cb9808e37c9710
LA-0411,411,73a969f2144b9cb69e864808271f70164c7a698b2ae477125dd93e8141e92a84,P4,1206301275.1783254,1187163369.322887,8988886.934660867,0.0,8988886.934660867,0.0,10149018.920777611,0.0,12337190.405825004,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,135636056.0468347,R0,1747661569.8967361,655163369.3228884,P4,1206301275.1783254,1187163369.322887,8988886.934660867,0.0,8988886.934660867,0.0,10149018.920777611,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,220898521.11141917,R0,1675787050.0503852,628219049.3228884,P4,1206301275.1783254,1187163369.322887,8988886.934660867,0.0,8988886.934660867,0.0,10149018.920777611,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,220898521.11141917,R0,1675787050.0503852,628219049.3228884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,-12337190.405825004,10400000.0,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,85262465.06458446,-71874519.84635091,-26944320.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,890f606180dac0ee0500c841c3e44a70fd74928f326686527cb3a4e20645b952
LA-0412,412,9ab8fd65493da1befdf9f5030c1af0a210ea1e451d00cea6e6afb5ad755b260f,P4,1228936222.6248815,1209798316.769443,1927560.3429709608,0.0,1927560.3429709608,0.0,17210345.51246752,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,295545041.01581126,R0,1736166231.2458506,650853996.7694445,P4,1228936222.6248813,1209798316.7694428,1927560.3429709608,0.0,1927560.3429709608,0.0,17210345.51246752,0.0,24426419.529480077,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,126733774.16514707,R0,1808040751.0922012,677798316.7694443,P4,1228936222.6248813,1209798316.7694428,1927560.3429709608,0.0,1927560.3429709608,0.0,17210345.51246752,0.0,24426419.529480077,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,126733774.16514707,R0,1808040751.0922012,677798316.7694443,-2.384185791015625e-07,-2.384185791015625e-07,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,24426419.529480077,-10400000.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,-168811266.8506642,71874519.84635067,26944319.99999988,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,4a6dcf0391eae2c3dd798d8ff9c3dfdafa04de86200e6123c87f9bf79543e40e
LA-0413,413,c9774da1ca73d9ec653c39c7155dd75f3a02530be13a4bc17e0b8f5965e060b4,P1,1222022027.9975765,1202884122.142138,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14458921.653572492,0.0,NONE,0.0,0.0,677917.7511389827,0.0,NONE,9069732.001691183,504857562.142138,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1222022027.9975765,1202884122.142138,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14458921.653572492,0.0,NONE,0.0,0.0,677917.7511389827,0.0,NONE,9069732.001691183,504857562.142138,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1222022027.9975765,1202884122.142138,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14458921.653572492,0.0,NONE,0.0,0.0,677917.7511389827,0.0,NONE,9069732.001691183,504857562.142138,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,6025970328a240beec9d2a9dc55e33435a4f373cfb7681bb61635d1ff05c7c79
LA-0414,414,ed0cc2a869eb8687720ec480d68ba469aaee92002b945ee278882976a98d3be2,P4,1211496569.3919003,1192358663.5364618,2540162.4657229423,0.0,2540162.4657229423,0.0,16597743.389715536,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,417033540.23444617,R0,1689645602.6900966,633414343.5364634,P4,1211496569.3919003,1192358663.5364618,2540162.4657229423,0.0,2540162.4657229423,0.0,16597743.389715534,0.0,587020.4875124837,R0,10157392.26567508,26315771.881911,0.0,2781271.214502045,R0,8407881.784538496,468016331.65455085,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1211496569.3919003,1192358663.5364618,2540162.465722942,0.0,2540162.465722942,0.0,16597743.389715536,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,417033540.2344461,R0,1689645602.6900966,633414343.5364634,0.0,0.0,0.0,0.0,0.0,0.0,-1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,587020.4875124837,-242607.73432492092,-628548.1180890054,NONE->R0,0.0,2781271.214502045,-1149462.2798477933,-63983668.3454476,NONE->R0,0.0,-417033540.23444617,172354397.30990338,64612216.46353662,R0->NONE,0.0,0.0,-4.656612873077393e-10,0.0,-4.656612873077393e-10,0.0,1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,-587020.4875124837,242607.73432492092,628548.1180890054,R0->NONE,0.0,-2781271.214502045,1149462.2798477933,63983668.3454476,R0->NONE,0.0,417033540.2344461,-172354397.30990338,-64612216.46353662,NONE->R0,6d887f40c4228732286d234c2241439c5e44a3682ec70d8db73b24c0f7c09344
LA-0415,415,cec688ca7df4bae05c2b242791368e16e746ca8f07cf180a1af1202c302cf924,P1,1220100215.5966141,1200962309.7411757,19137905.85543848,19137905.85543848,0.0,0.0,0.0,13954376.60928268,0.0,NONE,0.0,0.0,700586.5791902113,0.0,NONE,9035206.771722756,502935749.74117553,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1220100215.5966141,1200962309.7411757,19137905.85543848,19137905.85543848,0.0,0.0,0.0,13954376.60928268,0.0,NONE,0.0,0.0,700586.5791902113,0.0,NONE,9035206.771722756,502935749.74117553,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1220100215.5966141,1200962309.7411757,19137905.85543848,19137905.85543848,0.0,0.0,0.0,13954376.60928268,0.0,NONE,0.0,0.0,700586.5791902113,0.0,NONE,9035206.771722756,502935749.74117553,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,ff46b025ad0a23b01280b0d4cedadf4e49c394e952d89d11bb0f33416822a97e
LA-0416,416,669e449e72b58dc8c22a12ea129611eccdb1ec6b9fcc545c816093c674e68f3a,P4,1206524278.0228066,1187386372.1673682,293789.5303508627,0.0,293789.5303508627,0.0,18844116.325087614,0.0,511874.08841169294,R0,10130477.755069189,26246041.767833255,0.0,2229661.462186649,R0,8383337.846199034,466650117.870823,0.0,17915593.094409253,R0,1852566721.4274216,694490212.5287118,P4,1206524278.0228066,1187386372.1673682,293789.5303508626,0.0,293789.5303508626,0.0,18844116.325087614,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,2374141.9330024207,R0,8307263.0814775815,462415492.1673681,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1206524278.0228066,1187386372.1673682,293789.5303508626,0.0,293789.5303508626,0.0,18844116.325087614,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,2374141.9330024207,R0,8307263.0814775815,462415492.1673681,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,-1.1641532182693481e-10,0.0,-1.1641532182693481e-10,0.0,0.0,unchanged,unchanged,P4->P4,0.0,-511874.08841169294,269522.2449308112,698278.2321667485,R0->NONE,0.0,144480.47081577173,-76074.76472145226,-4234625.703454912,R0->R0,0.0,-17915593.094409253,9433278.57257843,3536347.471288204,R0->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P4->P4,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,NONE->NONE,b18bd5ba3dfb7faad122ab5784eeac1d27e122e50886d8e57186edd54c34134b
LA-0417,417,7b77c5a7809113dfccfc724fb993b09b45d0f9b9534509f0bee71391bb3e1ce5,P5,1256970879.9999986,1256970879.9999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1239135078.874275,1219997173.0188365,7667328.053793345,0.0,7667328.053793345,0.0,11470577.801645134,0.0,20462901.253031265,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,52640012.86153948,R0,1835246406.900443,687997173.018838,P4,1239135078.8742752,1219997173.0188367,7667328.053793346,0.0,7667328.053793346,0.0,11470577.801645134,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1306930.3784831727,R0,8893113.915975075,495026293.0188366,0.0,0.0,NONE,1862000000.0,698026560.0,-17835801.1257236,-36973706.98116207,7667328.053793345,0.0,7667328.053793345,0.0,11470577.801645134,improved,improved,P5->P4,0.0,20462901.253031265,-10400000.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,NONE->NONE,0.0,52640012.86153948,-26753593.099556923,-10029386.981161952,NONE->R0,2.384185791015625e-07,2.384185791015625e-07,9.313225746154785e-10,0.0,9.313225746154785e-10,0.0,0.0,unchanged,unchanged,P4->P4,0.0,-20462901.253031265,10400000.0,26944320.000000004,R0->NONE,0.0,1306930.3784831727,-664230.1484112144,-36973706.98116183,NONE->R0,0.0,-52640012.86153948,26753593.099556923,10029386.981161952,R0->NONE,ae8d91620560f755d7707dc0d20a50b36016f2f968d344227e5169bfa92cbb2e
LA-0418,418,a1a57ef11efc58777d4895f9cb33b07895c7ed86a130788a7a108c4aea542b22,P4,1215712795.9105673,1196574890.0551288,4421067.939360698,0.0,4421067.939360698,0.0,14716837.91607778,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,203934449.02479511,R0,1700892472.4048505,637630570.0551304,P4,1215712795.9105673,1196574890.0551288,4421067.939360698,0.0,4421067.939360698,0.0,14716837.916077778,0.0,414497.5697275878,R0,10072548.316518655,26095958.178436533,0.0,1354143.8981525751,R0,8487574.947482975,472452371.87669235,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1215712795.9105673,1196574890.0551288,4421067.939360698,0.0,4421067.939360698,0.0,14716837.91607778,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,203934449.02479511,R0,1700892472.4048505,637630570.0551304,0.0,0.0,0.0,0.0,0.0,0.0,-1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,414497.5697275878,-327451.68348134495,-848361.8215634711,NONE->R0,0.0,1354143.8981525751,-1069769.1169033144,-59547628.123306096,NONE->R0,0.0,-203934449.02479511,161107527.59514952,60395989.94486964,R0->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1.862645149230957e-09,unchanged,unchanged,P4->P4,0.0,-414497.5697275878,327451.68348134495,848361.8215634711,R0->NONE,0.0,-1354143.8981525751,1069769.1169033144,59547628.123306096,R0->NONE,0.0,203934449.02479511,-161107527.59514952,-60395989.94486964,NONE->R0,a7cb130cdad8be2494f0b4fa1fb00430ac32827a408c2013b5ba6ec0082f4f16
LA-0419,419,980ed4843284f015912efec4bdfc93012b77d07b8b05807719cf0508fa21d36a,P1,1223547655.3658326,1204409749.510394,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14886199.94916811,0.0,NONE,0.0,0.0,658720.4597920568,0.0,NONE,9097139.794308605,506383189.51039416,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1223547655.3658326,1204409749.510394,19137905.85543848,19137905.85543848,0.0,0.0,0.0,14886199.94916811,0.0,NONE,0.0,0.0,658720.4597920568,0.0,NONE,9097139.794308605,506383189.51039416,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1223547655.3658328,1204409749.5103943,19137905.85543844,19137905.85543844,0.0,0.0,0.0,14886199.94916811,0.0,NONE,0.0,0.0,658720.4597920541,0.0,NONE,9097139.794308607,506383189.5103943,0.0,0.0,NONE,1862000000.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,2.384185791015625e-07,2.384185791015625e-07,-3.725290298461914e-08,-3.725290298461914e-08,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,-2.6775524020195007e-09,0.0,1.862645149230957e-09,1.1920928955078125e-07,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,bd4c0e3aa19131c2cc306401c4056409627c49c3c248c3afd4c431ae1aa2afc6
LA-0420,420,44dd35ee7eec6c0c01e88ef4a6c5181d8ca1090dd72c4a0bc9649023e3942e24,P5,1256970879.9999986,1256970879.9999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1240662526.8156593,1221524620.9602208,19137905.85543848,19137905.85543848,0.0,0.0,0.0,22268483.974312868,0.0,NONE,0.0,0.0,327040.0100774164,0.0,NONE,9404607.303826904,523498060.9602208,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1240662526.8156593,1221524620.9602208,19137905.85543848,19137905.85543848,0.0,0.0,0.0,22268483.974312868,0.0,NONE,0.0,0.0,327040.0100774164,0.0,NONE,9404607.303826904,523498060.9602208,0.0,0.0,NONE,1862000000.0,698026560.0,-16308353.184339285,-35446259.039777756,19137905.85543848,19137905.85543848,0.0,0.0,0.0,improved,improved,P5->P1,22268483.974312868,0.0,-10400000.0,-26944320.000000004,NONE->NONE,327040.0100774164,0.0,-152736.76055938564,-8501939.039777637,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,unchanged,P1->P1,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,0.0,0.0,0.0,0.0,NONE->NONE,6a720f6d39040dbc056f24070d473297714226768e6b42d7ac1cf2a82ead6f41
